Sexo;Grupo de edad (4);Sector económico ( 5);Periodo;Total
varones;de 20 a 24;Total;1978TIV;20,34
varones;de 20 a 24;Total;1978TIII;21,22
varones;de 20 a 24;Total;1978TII;19,63
varones;de 20 a 24;Total;1978TI;20,19
varones;de 20 a 24;Total;1977TIV;18,73
varones;de 20 a 24;Total;1977TIII;18,77
varones;de 20 a 24;Total;1977TII;17,14
varones;de 20 a 24;Total;1977TI;17,23
varones;de 20 a 24;Total;1976TIV;17,68
varones;de 20 a 24;Total;1976TIII;17,28
varones;de 20 a 24;agricultura;1995TIV;17,02
varones;de 20 a 24;agricultura;1995TIII;16,11
varones;de 20 a 24;agricultura;1995TII;17,55
varones;de 20 a 24;agricultura;1995TI;21,79
varones;de 20 a 24;agricultura;1994TIV;18,58
varones;de 20 a 24;agricultura;1994TIII;19,40
varones;de 20 a 24;agricultura;1994TII;18,67
varones;de 20 a 24;agricultura;1994TI;18,14
varones;de 20 a 24;agricultura;1993TIV;17,90
varones;de 20 a 24;agricultura;1993TIII;17,88
varones;de 20 a 24;agricultura;1993TII;18,15
varones;de 20 a 24;agricultura;1993TI;20,99
varones;de 20 a 24;agricultura;1992TIV;19,86
varones;de 20 a 24;agricultura;1992TIII;18,64
varones;de 20 a 24;agricultura;1992TII;19,72
varones;de 20 a 24;agricultura;1992TI;19,35
varones;de 20 a 24;agricultura;1991TIV;20,50
varones;de 20 a 24;agricultura;1991TIII;17,43
varones;de 20 a 24;agricultura;1991TII;16,05
varones;de 20 a 24;agricultura;1991TI;18,03
varones;de 20 a 24;agricultura;1990TIV;17,86
varones;de 20 a 24;agricultura;1990TIII;16,51
varones;de 20 a 24;agricultura;1990TII;18,87
varones;de 20 a 24;agricultura;1990TI;19,63
varones;de 20 a 24;agricultura;1989TIV;20,74
varones;de 20 a 24;agricultura;1989TIII;20,48
varones;de 20 a 24;agricultura;1989TII;19,02
varones;de 20 a 24;agricultura;1989TI;21,39
varones;de 20 a 24;agricultura;1988TIV;19,56
varones;de 20 a 24;agricultura;1988TIII;21,55
varones;de 20 a 24;agricultura;1988TII;21,60
varones;de 20 a 24;agricultura;1988TI;21,05
varones;de 20 a 24;agricultura;1987TIV;19,59
varones;de 20 a 24;agricultura;1987TIII;19,01
varones;de 20 a 24;agricultura;1987TII;21,57
varones;de 20 a 24;agricultura;1987TI;17,03
varones;de 20 a 24;agricultura;1986TIV;16,19
varones;de 20 a 24;agricultura;1986TIII;15,43
varones;de 20 a 24;agricultura;1986TII;17,36
varones;de 20 a 24;agricultura;1986TI;17,84
varones;de 20 a 24;agricultura;1985TIV;17,20
varones;de 20 a 24;agricultura;1985TIII;19,49
varones;de 20 a 24;agricultura;1985TII;17,30
varones;de 20 a 24;agricultura;1985TI;17,29
varones;de 20 a 24;agricultura;1984TIV;18,40
varones;de 20 a 24;agricultura;1984TIII;16,39
varones;de 20 a 24;agricultura;1984TII;19,23
varones;de 20 a 24;agricultura;1984TI;19,50
varones;de 20 a 24;agricultura;1983TIV;17,63
varones;de 20 a 24;agricultura;1983TIII;17,53
varones;de 20 a 24;agricultura;1983TII;19,06
varones;de 20 a 24;agricultura;1983TI;18,31
varones;de 20 a 24;agricultura;1982TIV;15,73
varones;de 20 a 24;agricultura;1982TIII;16,57
varones;de 20 a 24;agricultura;1982TII;16,37
varones;de 20 a 24;agricultura;1982TI;18,64
varones;de 20 a 24;agricultura;1981TIV;14,62
varones;de 20 a 24;agricultura;1981TIII;17,40
varones;de 20 a 24;agricultura;1981TII;15,71
varones;de 20 a 24;agricultura;1981TI;15,52
varones;de 20 a 24;agricultura;1980TIV;14,97
varones;de 20 a 24;agricultura;1980TIII;15,59
varones;de 20 a 24;agricultura;1980TII;17,15
varones;de 20 a 24;agricultura;1980TI;16,72
varones;de 20 a 24;agricultura;1979TIV;13,94
varones;de 20 a 24;agricultura;1979TIII;15,16
varones;de 20 a 24;agricultura;1979TII;10,94
varones;de 20 a 24;agricultura;1979TI;15,29
varones;de 20 a 24;agricultura;1978TIV;13,94
varones;de 20 a 24;agricultura;1978TIII;13,80
varones;de 20 a 24;agricultura;1978TII;12,46
varones;de 20 a 24;agricultura;1978TI;13,26
varones;de 20 a 24;agricultura;1977TIV;12,21
varones;de 20 a 24;agricultura;1977TIII;12,58
varones;de 20 a 24;agricultura;1977TII;13,87
varones;de 20 a 24;agricultura;1977TI;14,40
varones;de 20 a 24;agricultura;1976TIV;12,01
varones;de 20 a 24;agricultura;1976TIII;10,20
varones;de 20 a 24;industria;1995TIV;19,91
varones;de 20 a 24;industria;1995TIII;20,51
varones;de 20 a 24;industria;1995TII;17,73
varones;de 20 a 24;industria;1995TI;18,40
varones;de 20 a 24;industria;1994TIV;19,44
varones;de 20 a 24;industria;1994TIII;20,68
varones;de 20 a 24;industria;1994TII;22,18
varones;de 20 a 24;industria;1994TI;23,02
varones;de 20 a 24;industria;1993TIV;22,69
varones;de 20 a 24;industria;1993TIII;24,28
varones;de 20 a 24;industria;1993TII;23,99
varones;de 20 a 24;industria;1993TI;24,22
varones;de 20 a 24;industria;1992TIV;24,18
varones;de 20 a 24;industria;1992TIII;20,86
varones;de 20 a 24;industria;1992TII;22,00
varones;de 20 a 24;industria;1992TI;22,34
varones;de 20 a 24;industria;1991TIV;21,73
varones;de 20 a 24;industria;1991TIII;21,12
varones;de 20 a 24;industria;1991TII;21,51
varones;de 20 a 24;industria;1991TI;24,77
varones;de 20 a 24;industria;1990TIV;24,09
varones;de 20 a 24;industria;1990TIII;24,69
varones;de 20 a 24;industria;1990TII;23,06
varones;de 20 a 24;industria;1990TI;24,66
varones;de 20 a 24;industria;1989TIV;25,55
varones;de 20 a 24;industria;1989TIII;19,49
varones;de 20 a 24;industria;1989TII;19,56
varones;de 20 a 24;industria;1989TI;18,58
varones;de 20 a 24;industria;1988TIV;20,72
varones;de 20 a 24;industria;1988TIII;20,36
varones;de 20 a 24;industria;1988TII;18,29
varones;de 20 a 24;industria;1988TI;19,74
varones;de 20 a 24;industria;1987TIV;20,01
varones;de 20 a 24;industria;1987TIII;18,52
varones;de 20 a 24;industria;1987TII;16,51
varones;de 20 a 24;industria;1987TI;14,13
varones;de 20 a 24;industria;1986TIV;14,20
varones;de 20 a 24;industria;1986TIII;12,88
varones;de 20 a 24;industria;1986TII;12,30
varones;de 20 a 24;industria;1986TI;13,87
varones;de 20 a 24;industria;1985TIV;13,95
varones;de 20 a 24;industria;1985TIII;14,41
varones;de 20 a 24;industria;1985TII;14,98
varones;de 20 a 24;industria;1985TI;16,42
varones;de 20 a 24;industria;1984TIV;16,97
varones;de 20 a 24;industria;1984TIII;17,82
varones;de 20 a 24;industria;1984TII;16,32
varones;de 20 a 24;industria;1984TI;16,93
varones;de 20 a 24;industria;1983TIV;16,27
varones;de 20 a 24;industria;1983TIII;15,99
varones;de 20 a 24;industria;1983TII;17,70
varones;de 20 a 24;industria;1983TI;18,87
varones;de 20 a 24;industria;1982TIV;20,65
varones;de 20 a 24;industria;1982TIII;19,60
varones;de 20 a 24;industria;1982TII;19,22
varones;de 20 a 24;industria;1982TI;19,99
varones;de 20 a 24;industria;1981TIV;18,86
varones;de 20 a 24;industria;1981TIII;17,37
varones;de 20 a 24;industria;1981TII;18,12
varones;de 20 a 24;industria;1981TI;19,03
varones;de 20 a 24;industria;1980TIV;19,34
varones;de 20 a 24;industria;1980TIII;18,62
varones;de 20 a 24;industria;1980TII;19,02
varones;de 20 a 24;industria;1980TI;18,64
varones;de 20 a 24;industria;1979TIV;17,67
varones;de 20 a 24;industria;1979TIII;18,89
varones;de 20 a 24;industria;1979TII;20,06
varones;de 20 a 24;industria;1979TI;20,07
varones;de 20 a 24;industria;1978TIV;18,30
varones;de 20 a 24;industria;1978TIII;20,68
varones;de 20 a 24;industria;1978TII;18,54
varones;de 20 a 24;industria;1978TI;23,54
varones;de 20 a 24;industria;1977TIV;20,13
varones;de 20 a 24;industria;1977TIII;19,88
varones;de 20 a 24;industria;1977TII;14,81
varones;de 20 a 24;industria;1977TI;15,49
varones;de 20 a 24;industria;1976TIV;17,07
varones;de 20 a 24;industria;1976TIII;16,16
varones;de 20 a 24;construcción;1995TIV;13,93
varones;de 20 a 24;construcción;1995TIII;13,50
varones;de 20 a 24;construcción;1995TII;13,36
varones;de 20 a 24;construcción;1995TI;14,20
varones;de 20 a 24;construcción;1994TIV;14,06
varones;de 20 a 24;construcción;1994TIII;15,00
varones;de 20 a 24;construcción;1994TII;14,26
varones;de 20 a 24;construcción;1994TI;15,15
varones;de 20 a 24;construcción;1993TIV;16,00
varones;de 20 a 24;construcción;1993TIII;15,49
varones;de 20 a 24;construcción;1993TII;15,54
varones;de 20 a 24;construcción;1993TI;15,33
varones;de 20 a 24;construcción;1992TIV;16,58
varones;de 20 a 24;construcción;1992TIII;17,63
varones;de 20 a 24;construcción;1992TII;16,38
varones;de 20 a 24;construcción;1992TI;17,24
varones;de 20 a 24;construcción;1991TIV;15,47
varones;de 20 a 24;construcción;1991TIII;17,82
varones;de 20 a 24;construcción;1991TII;19,70
varones;de 20 a 24;construcción;1991TI;19,30
varones;de 20 a 24;construcción;1990TIV;18,25
varones;de 20 a 24;construcción;1990TIII;18,19
varones;de 20 a 24;construcción;1990TII;15,89
varones;de 20 a 24;construcción;1990TI;14,95
varones;de 20 a 24;construcción;1989TIV;16,52
varones;de 20 a 24;construcción;1989TIII;15,63
varones;de 20 a 24;construcción;1989TII;16,17
varones;de 20 a 24;construcción;1989TI;16,65
varones;de 20 a 24;construcción;1988TIV;16,07
varones;de 20 a 24;construcción;1988TIII;16,58
varones;de 20 a 24;construcción;1988TII;17,41
varones;de 20 a 24;construcción;1988TI;15,95
varones;de 20 a 24;construcción;1987TIV;14,83
varones;de 20 a 24;construcción;1987TIII;18,06
varones;de 20 a 24;construcción;1987TII;16,31
varones;de 20 a 24;construcción;1987TI;13,85
varones;de 20 a 24;construcción;1986TIV;13,07
varones;de 20 a 24;construcción;1986TIII;13,20
varones;de 20 a 24;construcción;1986TII;13,07
varones;de 20 a 24;construcción;1986TI;12,93
varones;de 20 a 24;construcción;1985TIV;11,92
varones;de 20 a 24;construcción;1985TIII;10,46
varones;de 20 a 24;construcción;1985TII;11,48
varones;de 20 a 24;construcción;1985TI;12,12
varones;de 20 a 24;construcción;1984TIV;12,09
varones;de 20 a 24;construcción;1984TIII;11,64
varones;de 20 a 24;construcción;1984TII;12,25
varones;de 20 a 24;construcción;1984TI;13,52
varones;de 20 a 24;construcción;1983TIV;12,48
varones;de 20 a 24;construcción;1983TIII;12,96
varones;de 20 a 24;construcción;1983TII;13,66
varones;de 20 a 24;construcción;1983TI;14,60
varones;de 20 a 24;construcción;1982TIV;13,26
varones;de 20 a 24;construcción;1982TIII;15,46
varones;de 20 a 24;construcción;1982TII;16,82
varones;de 20 a 24;construcción;1982TI;17,53
varones;de 20 a 24;construcción;1981TIV;14,95
varones;de 20 a 24;construcción;1981TIII;15,93
varones;de 20 a 24;construcción;1981TII;13,98
varones;de 20 a 24;construcción;1981TI;15,21
varones;de 20 a 24;construcción;1980TIV;13,98
varones;de 20 a 24;construcción;1980TIII;14,13
varones;de 20 a 24;construcción;1980TII;16,37
varones;de 20 a 24;construcción;1980TI;15,17
varones;de 20 a 24;construcción;1979TIV;15,45
varones;de 20 a 24;construcción;1979TIII;14,27
varones;de 20 a 24;construcción;1979TII;13,93
varones;de 20 a 24;construcción;1979TI;13,02
varones;de 20 a 24;construcción;1978TIV;13,12
varones;de 20 a 24;construcción;1978TIII;14,26
varones;de 20 a 24;construcción;1978TII;15,47
varones;de 20 a 24;construcción;1978TI;15,22
varones;de 20 a 24;construcción;1977TIV;13,02
varones;de 20 a 24;construcción;1977TIII;14,53
varones;de 20 a 24;construcción;1977TII;12,21
varones;de 20 a 24;construcción;1977TI;13,07
varones;de 20 a 24;construcción;1976TIV;12,65
varones;de 20 a 24;construcción;1976TIII;14,16
varones;de 20 a 24;servicios;1995TIV;20,41
varones;de 20 a 24;servicios;1995TIII;20,93
varones;de 20 a 24;servicios;1995TII;20,29
varones;de 20 a 24;servicios;1995TI;20,96
varones;de 20 a 24;servicios;1994TIV;21,59
varones;de 20 a 24;servicios;1994TIII;21,18
varones;de 20 a 24;servicios;1994TII;22,55
varones;de 20 a 24;servicios;1994TI;24,20
varones;de 20 a 24;servicios;1993TIV;24,08
varones;de 20 a 24;servicios;1993TIII;25,10
varones;de 20 a 24;servicios;1993TII;23,24
varones;de 20 a 24;servicios;1993TI;23,85
varones;de 20 a 24;servicios;1992TIV;24,75
varones;de 20 a 24;servicios;1992TIII;24,28
varones;de 20 a 24;servicios;1992TII;23,60
varones;de 20 a 24;servicios;1992TI;21,72
varones;de 20 a 24;servicios;1991TIV;22,82
varones;de 20 a 24;servicios;1991TIII;21,19
varones;de 20 a 24;servicios;1991TII;22,65
varones;de 20 a 24;servicios;1991TI;22,87
varones;de 20 a 24;servicios;1990TIV;23,83
varones;de 20 a 24;servicios;1990TIII;26,38
varones;de 20 a 24;servicios;1990TII;22,95
varones;de 20 a 24;servicios;1990TI;24,41
varones;de 20 a 24;servicios;1989TIV;26,11
varones;de 20 a 24;servicios;1989TIII;24,08
varones;de 20 a 24;servicios;1989TII;22,60
varones;de 20 a 24;servicios;1989TI;24,22
varones;de 20 a 24;servicios;1988TIV;23,95
varones;de 20 a 24;servicios;1988TIII;23,45
varones;de 20 a 24;servicios;1988TII;25,65
varones;de 20 a 24;servicios;1988TI;25,74
varones;de 20 a 24;servicios;1987TIV;25,24
varones;de 20 a 24;servicios;1987TIII;25,58
varones;de 20 a 24;servicios;1987TII;25,93
varones;de 20 a 24;servicios;1987TI;20,52
varones;de 20 a 24;servicios;1986TIV;20,00
varones;de 20 a 24;servicios;1986TIII;20,03
varones;de 20 a 24;servicios;1986TII;21,24
varones;de 20 a 24;servicios;1986TI;20,41
varones;de 20 a 24;servicios;1985TIV;20,49
varones;de 20 a 24;servicios;1985TIII;19,43
varones;de 20 a 24;servicios;1985TII;19,15
varones;de 20 a 24;servicios;1985TI;20,42
varones;de 20 a 24;servicios;1984TIV;21,74
varones;de 20 a 24;servicios;1984TIII;22,36
varones;de 20 a 24;servicios;1984TII;24,03
varones;de 20 a 24;servicios;1984TI;23,81
varones;de 20 a 24;servicios;1983TIV;24,32
varones;de 20 a 24;servicios;1983TIII;23,58
varones;de 20 a 24;servicios;1983TII;23,28
varones;de 20 a 24;servicios;1983TI;23,92
varones;de 20 a 24;servicios;1982TIV;23,28
varones;de 20 a 24;servicios;1982TIII;22,87
varones;de 20 a 24;servicios;1982TII;23,28
varones;de 20 a 24;servicios;1982TI;24,02
varones;de 20 a 24;servicios;1981TIV;22,36
varones;de 20 a 24;servicios;1981TIII;23,25
varones;de 20 a 24;servicios;1981TII;20,97
varones;de 20 a 24;servicios;1981TI;20,26
varones;de 20 a 24;servicios;1980TIV;22,87
varones;de 20 a 24;servicios;1980TIII;21,44
varones;de 20 a 24;servicios;1980TII;23,30
varones;de 20 a 24;servicios;1980TI;23,36
varones;de 20 a 24;servicios;1979TIV;22,11
varones;de 20 a 24;servicios;1979TIII;24,26
varones;de 20 a 24;servicios;1979TII;20,47
varones;de 20 a 24;servicios;1979TI;24,09
varones;de 20 a 24;servicios;1978TIV;23,40
varones;de 20 a 24;servicios;1978TIII;23,31
varones;de 20 a 24;servicios;1978TII;20,18
varones;de 20 a 24;servicios;1978TI;19,63
varones;de 20 a 24;servicios;1977TIV;16,95
varones;de 20 a 24;servicios;1977TIII;18,16
varones;de 20 a 24;servicios;1977TII;14,15
varones;de 20 a 24;servicios;1977TI;17,08
varones;de 20 a 24;servicios;1976TIV;21,51
varones;de 20 a 24;servicios;1976TIII;19,24
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1995TIV;24,27
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1995TIII;25,04
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1995TII;25,06
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1995TI;25,87
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1994TIV;26,01
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1994TIII;26,97
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1994TII;28,18
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1994TI;28,15
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1993TIV;27,39
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1993TIII;27,07
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1993TII;27,00
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1993TI;25,59
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1992TIV;27,38
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1992TIII;26,36
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1992TII;26,94
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1992TI;27,03
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1991TIV;28,18
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1991TIII;29,00
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1991TII;31,08
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1991TI;30,39
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1990TIV;31,58
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1990TIII;29,35
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1990TII;31,02
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1990TI;31,81
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1989TIV;30,63
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1989TIII;28,12
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1989TII;29,62
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1989TI;31,09
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1988TIV;31,87
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1988TIII;30,79
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1988TII;31,25
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1988TI;30,09
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1987TIV;29,68
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1987TIII;30,81
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1987TII;30,53
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1987TI;43,23
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1986TIV;45,09
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1986TIII;44,28
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1986TII;44,30
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1986TI;42,61
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1985TIV;41,45
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1985TIII;39,77
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1985TII;40,49
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1985TI;37,14
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1984TIV;35,07
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1984TIII;36,65
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1984TII;35,44
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1984TI;34,25
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1983TIV;33,72
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1983TIII;35,76
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1983TII;34,08
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1983TI;33,40
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1982TIV;32,28
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1982TIII;32,01
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1982TII;30,05
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1982TI;30,07
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1981TIV;30,44
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1981TIII;31,31
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1981TII;31,92
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1981TI;31,38
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1980TIV;31,61
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1980TIII;32,89
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1980TII;29,99
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1980TI;29,47
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1979TIV;28,24
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1979TIII;29,99
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1979TII;29,57
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1979TI;29,75
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1978TIV;30,98
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1978TIII;30,72
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1978TII;29,18
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1978TI;29,72
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1977TIV;29,97
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1977TIII;27,08
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1977TII;30,01
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1977TI;27,22
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1976TIV;26,44
varones;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1976TIII;25,73
varones;de 25 a 54;Total;1995TIV;64,21
varones;de 25 a 54;Total;1995TIII;63,07
varones;de 25 a 54;Total;1995TII;63,33
varones;de 25 a 54;Total;1995TI;62,13
varones;de 25 a 54;Total;1994TIV;61,73
varones;de 25 a 54;Total;1994TIII;60,99
varones;de 25 a 54;Total;1994TII;60,73
varones;de 25 a 54;Total;1994TI;60,66
varones;de 25 a 54;Total;1993TIV;59,89
varones;de 25 a 54;Total;1993TIII;58,35
varones;de 25 a 54;Total;1993TII;59,81
varones;de 25 a 54;Total;1993TI;59,43
varones;de 25 a 54;Total;1992TIV;58,71
varones;de 25 a 54;Total;1992TIII;57,84
varones;de 25 a 54;Total;1992TII;58,51
varones;de 25 a 54;Total;1992TI;59,25
varones;de 25 a 54;Total;1991TIV;57,56
varones;de 25 a 54;Total;1991TIII;56,94
varones;de 25 a 54;Total;1991TII;56,83
varones;de 25 a 54;Total;1991TI;55,92
varones;de 25 a 54;Total;1990TIV;55,37
varones;de 25 a 54;Total;1990TIII;53,26
varones;de 25 a 54;Total;1990TII;55,72
varones;de 25 a 54;Total;1990TI;54,84
varones;de 25 a 54;Total;1989TIV;53,74
varones;de 25 a 54;Total;1989TIII;53,95
varones;de 25 a 54;Total;1989TII;55,23
varones;de 25 a 54;Total;1989TI;54,73
varones;de 25 a 54;Total;1988TIV;53,66
varones;de 25 a 54;Total;1988TIII;53,07
varones;de 25 a 54;Total;1988TII;52,75
varones;de 25 a 54;Total;1988TI;53,44
varones;de 25 a 54;Total;1987TIV;52,62
varones;de 25 a 54;Total;1987TIII;51,86
varones;de 25 a 54;Total;1987TII;52,27
varones;de 25 a 54;Total;1987TI;51,75
varones;de 25 a 54;Total;1986TIV;51,56
varones;de 25 a 54;Total;1986TIII;52,03
varones;de 25 a 54;Total;1986TII;52,68
varones;de 25 a 54;Total;1986TI;52,88
varones;de 25 a 54;Total;1985TIV;53,20
varones;de 25 a 54;Total;1985TIII;53,35
varones;de 25 a 54;Total;1985TII;53,95
varones;de 25 a 54;Total;1985TI;52,44
varones;de 25 a 54;Total;1984TIV;51,35
varones;de 25 a 54;Total;1984TIII;50,79
varones;de 25 a 54;Total;1984TII;51,35
varones;de 25 a 54;Total;1984TI;51,01
varones;de 25 a 54;Total;1983TIV;50,22
varones;de 25 a 54;Total;1983TIII;49,52
varones;de 25 a 54;Total;1983TII;50,64
varones;de 25 a 54;Total;1983TI;48,93
varones;de 25 a 54;Total;1982TIV;48,31
varones;de 25 a 54;Total;1982TIII;48,55
varones;de 25 a 54;Total;1982TII;48,44
varones;de 25 a 54;Total;1982TI;48,97
varones;de 25 a 54;Total;1981TIV;49,09
varones;de 25 a 54;Total;1981TIII;48,83
varones;de 25 a 54;Total;1981TII;50,69
varones;de 25 a 54;Total;1981TI;49,97
varones;de 25 a 54;Total;1980TIV;49,32
varones;de 25 a 54;Total;1980TIII;49,06
varones;de 25 a 54;Total;1980TII;49,59
varones;de 25 a 54;Total;1980TI;50,84
varones;de 25 a 54;Total;1979TIV;49,49
varones;de 25 a 54;Total;1979TIII;48,03
varones;de 25 a 54;Total;1979TII;49,03
varones;de 25 a 54;Total;1979TI;49,69
varones;de 25 a 54;Total;1978TIV;49,06
varones;de 25 a 54;Total;1978TIII;46,81
varones;de 25 a 54;Total;1978TII;49,46
varones;de 25 a 54;Total;1978TI;49,19
varones;de 25 a 54;Total;1977TIV;49,29
varones;de 25 a 54;Total;1977TIII;48,67
varones;de 25 a 54;Total;1977TII;52,04
varones;de 25 a 54;Total;1977TI;53,66
varones;de 25 a 54;Total;1976TIV;53,74
varones;de 25 a 54;Total;1976TIII;53,43
varones;de 25 a 54;agricultura;1995TIV;67,24
varones;de 25 a 54;agricultura;1995TIII;67,58
varones;de 25 a 54;agricultura;1995TII;64,86
varones;de 25 a 54;agricultura;1995TI;61,99
varones;de 25 a 54;agricultura;1994TIV;64,05
varones;de 25 a 54;agricultura;1994TIII;62,81
varones;de 25 a 54;agricultura;1994TII;63,01
varones;de 25 a 54;agricultura;1994TI;63,82
varones;de 25 a 54;agricultura;1993TIV;63,73
varones;de 25 a 54;agricultura;1993TIII;62,18
varones;de 25 a 54;agricultura;1993TII;61,77
varones;de 25 a 54;agricultura;1993TI;56,34
