Sexo;Edad;Tiempo de búsqueda de empleo;Periodo;Total
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2022T4;0,7
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2022T3;1,4
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2022T2;0,3
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2022T1;0,5
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2021T4;2
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2021T3;1
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2021T2;3,2
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2021T1;1,6
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2020T4;1,3
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2020T3;0,5
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2020T2;0,8
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2020T1;1,1
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2019T4;0,5
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2019T3;0,1
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2019T2;1,3
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2019T1;0,3
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2018T4;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2018T3;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2018T2;1,3
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2018T1;0,1
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2017T4;0,1
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2017T3;0,5
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2017T2;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2017T1;0,2
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2016T4;0,5
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2016T3;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2016T2;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2016T1;0,9
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2015T4;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2015T3;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2015T2;0,1
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2015T1;0,2
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2014T4;0,1
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2014T3;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2014T2;0,2
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2014T1;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2013T4;0,2
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2013T3;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2013T2;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2013T1;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2012T4;0,5
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2012T3;1,1
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2012T2;0,2
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2012T1;0,4
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2011T4;0,5
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2011T3;0,2
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2011T2;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2011T1;1
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2010T4;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2010T3;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2010T2;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2010T1;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2009T4;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2009T3;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2009T2;0,5
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2009T1;0,6
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2008T4;0,6
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2008T3;0,3
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2008T2;0,2
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2008T1;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2007T4;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2007T3;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2007T2;0,3
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2007T1;0,1
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2006T4;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2006T3;0,2
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2006T2;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2006T1;0,4
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2005T4;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2005T3;0,3
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2005T2;0,1
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2005T1;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2004T4;0,1
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2004T3;0,2
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2004T2;0,3
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2004T1;0,4
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2003T4;0,1
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2003T3;0,3
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2003T2;0,2
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2003T1;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2002T4;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2002T3;0,2
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2002T2;..
Mujeres;De 65 a 69 años;De 6 meses a menos de 1 año;2002T1;0,5
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2025T4;1,9
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2025T3;3,9
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2025T2;2,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2025T1;2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2024T4;1,7
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2024T3;0,7
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2024T2;2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2024T1;1,7
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2023T4;0,4
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2023T3;0,7
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2023T2;1,4
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2023T1;3,5
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2022T4;0,3
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2022T3;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2022T2;0,5
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2022T1;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2021T4;0,4
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2021T3;1
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2021T2;1,4
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2021T1;1,1
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2020T4;2,1
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2020T3;0,3
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2020T2;0,6
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2020T1;0,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2019T4;1,5
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2019T3;0,8
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2019T2;1,9
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2019T1;2,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2018T4;1,7
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2018T3;0,7
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2018T2;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2018T1;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2017T4;0,6
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2017T3;0,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2017T2;0,9
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2017T1;0,1
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2016T4;0,8
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2016T3;1,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2016T2;0,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2016T1;0,4
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2015T4;0,9
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2015T3;0,8
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2015T2;0,4
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2015T1;0,4
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2014T4;0,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2014T3;0,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2014T2;0,7
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2014T1;0,6
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2013T4;0,8
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2013T3;0,6
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2013T2;0,6
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2013T1;0,5
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2012T4;0,8
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2012T3;0,6
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2012T2;0,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2012T1;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2011T4;0,4
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2011T3;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2011T2;0,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2011T1;0,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2010T4;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2010T3;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2010T2;0,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2010T1;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2009T4;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2009T3;0,5
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2009T2;0,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2009T1;0,6
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2008T4;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2008T3;0,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2008T2;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2008T1;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2007T4;0,5
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2007T3;0,6
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2007T2;0,1
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2007T1;0,1
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2006T4;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2006T3;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2006T2;0,3
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2006T1;0,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2005T4;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2005T3;0,1
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2005T2;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2005T1;0,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2004T4;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2004T3;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2004T2;0,2
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2004T1;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2003T4;0,3
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2003T3;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2003T2;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2003T1;0,1
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2002T4;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2002T3;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2002T2;..
Mujeres;De 65 a 69 años;De 1 año a menos de 2 años;2002T1;0,2
Mujeres;De 65 a 69 años;2 años o más;2025T4;4,4
Mujeres;De 65 a 69 años;2 años o más;2025T3;5,4
Mujeres;De 65 a 69 años;2 años o más;2025T2;8,2
Mujeres;De 65 a 69 años;2 años o más;2025T1;9,3
Mujeres;De 65 a 69 años;2 años o más;2024T4;8,9
Mujeres;De 65 a 69 años;2 años o más;2024T3;5,7
Mujeres;De 65 a 69 años;2 años o más;2024T2;6,3
Mujeres;De 65 a 69 años;2 años o más;2024T1;9,6
Mujeres;De 65 a 69 años;2 años o más;2023T4;6,2
Mujeres;De 65 a 69 años;2 años o más;2023T3;7,2
Mujeres;De 65 a 69 años;2 años o más;2023T2;8,1
Mujeres;De 65 a 69 años;2 años o más;2023T1;5,9
Mujeres;De 65 a 69 años;2 años o más;2022T4;6,5
Mujeres;De 65 a 69 años;2 años o más;2022T3;4,3
Mujeres;De 65 a 69 años;2 años o más;2022T2;4,4
Mujeres;De 65 a 69 años;2 años o más;2022T1;8,2
Mujeres;De 65 a 69 años;2 años o más;2021T4;3,5
Mujeres;De 65 a 69 años;2 años o más;2021T3;4,9
Mujeres;De 65 a 69 años;2 años o más;2021T2;2,2
Mujeres;De 65 a 69 años;2 años o más;2021T1;3,4
Mujeres;De 65 a 69 años;2 años o más;2020T4;2,9
Mujeres;De 65 a 69 años;2 años o más;2020T3;2,2
Mujeres;De 65 a 69 años;2 años o más;2020T2;3,1
Mujeres;De 65 a 69 años;2 años o más;2020T1;3,8
Mujeres;De 65 a 69 años;2 años o más;2019T4;1,5
Mujeres;De 65 a 69 años;2 años o más;2019T3;1,7
Mujeres;De 65 a 69 años;2 años o más;2019T2;4,8
Mujeres;De 65 a 69 años;2 años o más;2019T1;2,6
Mujeres;De 65 a 69 años;2 años o más;2018T4;2,9
Mujeres;De 65 a 69 años;2 años o más;2018T3;1,4
Mujeres;De 65 a 69 años;2 años o más;2018T2;0,8
Mujeres;De 65 a 69 años;2 años o más;2018T1;1,7
Mujeres;De 65 a 69 años;2 años o más;2017T4;1,6
Mujeres;De 65 a 69 años;2 años o más;2017T3;1,4
Mujeres;De 65 a 69 años;2 años o más;2017T2;0,9
Mujeres;De 65 a 69 años;2 años o más;2017T1;2,6
Mujeres;De 65 a 69 años;2 años o más;2016T4;1,3
Mujeres;De 65 a 69 años;2 años o más;2016T3;2,3
Mujeres;De 65 a 69 años;2 años o más;2016T2;2,1
Mujeres;De 65 a 69 años;2 años o más;2016T1;3,2
Mujeres;De 65 a 69 años;2 años o más;2015T4;1,7
Mujeres;De 65 a 69 años;2 años o más;2015T3;0,5
Mujeres;De 65 a 69 años;2 años o más;2015T2;1,9
Mujeres;De 65 a 69 años;2 años o más;2015T1;2
Mujeres;De 65 a 69 años;2 años o más;2014T4;1,8
Mujeres;De 65 a 69 años;2 años o más;2014T3;3,3
Mujeres;De 65 a 69 años;2 años o más;2014T2;2,7
Mujeres;De 65 a 69 años;2 años o más;2014T1;2,8
Mujeres;De 65 a 69 años;2 años o más;2013T4;5,2
Mujeres;De 65 a 69 años;2 años o más;2013T3;2,1
Mujeres;De 65 a 69 años;2 años o más;2013T2;1,1
Mujeres;De 65 a 69 años;2 años o más;2013T1;0,9
Mujeres;De 65 a 69 años;2 años o más;2012T4;1,4
Mujeres;De 65 a 69 años;2 años o más;2012T3;1,1
Mujeres;De 65 a 69 años;2 años o más;2012T2;0,4
Mujeres;De 65 a 69 años;2 años o más;2012T1;0,3
Mujeres;De 65 a 69 años;2 años o más;2011T4;..
Mujeres;De 65 a 69 años;2 años o más;2011T3;0,2
Mujeres;De 65 a 69 años;2 años o más;2011T2;0,6
Mujeres;De 65 a 69 años;2 años o más;2011T1;0,2
Mujeres;De 65 a 69 años;2 años o más;2010T4;0,4
Mujeres;De 65 a 69 años;2 años o más;2010T3;0,4
Mujeres;De 65 a 69 años;2 años o más;2010T2;0,3
Mujeres;De 65 a 69 años;2 años o más;2010T1;0,6
Mujeres;De 65 a 69 años;2 años o más;2009T4;0,5
Mujeres;De 65 a 69 años;2 años o más;2009T3;0,4
Mujeres;De 65 a 69 años;2 años o más;2009T2;..
Mujeres;De 65 a 69 años;2 años o más;2009T1;0,6
Mujeres;De 65 a 69 años;2 años o más;2008T4;1,4
Mujeres;De 65 a 69 años;2 años o más;2008T3;1,2
Mujeres;De 65 a 69 años;2 años o más;2008T2;1,1
Mujeres;De 65 a 69 años;2 años o más;2008T1;1
Mujeres;De 65 a 69 años;2 años o más;2007T4;..
Mujeres;De 65 a 69 años;2 años o más;2007T3;0,2
Mujeres;De 65 a 69 años;2 años o más;2007T2;0,2
Mujeres;De 65 a 69 años;2 años o más;2007T1;0,6
Mujeres;De 65 a 69 años;2 años o más;2006T4;..
Mujeres;De 65 a 69 años;2 años o más;2006T3;0,1
Mujeres;De 65 a 69 años;2 años o más;2006T2;0,1
Mujeres;De 65 a 69 años;2 años o más;2006T1;..
Mujeres;De 65 a 69 años;2 años o más;2005T4;0,3
Mujeres;De 65 a 69 años;2 años o más;2005T3;0,9
Mujeres;De 65 a 69 años;2 años o más;2005T2;1,3
Mujeres;De 65 a 69 años;2 años o más;2005T1;0,7
Mujeres;De 65 a 69 años;2 años o más;2004T4;0,5
Mujeres;De 65 a 69 años;2 años o más;2004T3;..
Mujeres;De 65 a 69 años;2 años o más;2004T2;..
Mujeres;De 65 a 69 años;2 años o más;2004T1;..
Mujeres;De 65 a 69 años;2 años o más;2003T4;..
Mujeres;De 65 a 69 años;2 años o más;2003T3;0,1
Mujeres;De 65 a 69 años;2 años o más;2003T2;0,1
Mujeres;De 65 a 69 años;2 años o más;2003T1;0,1
Mujeres;De 65 a 69 años;2 años o más;2002T4;0,3
Mujeres;De 65 a 69 años;2 años o más;2002T3;0,1
Mujeres;De 65 a 69 años;2 años o más;2002T2;0,6
Mujeres;De 65 a 69 años;2 años o más;2002T1;..
Mujeres;70 y más años;Total;2025T4;0,7
Mujeres;70 y más años;Total;2025T3;..
Mujeres;70 y más años;Total;2025T2;1,3
Mujeres;70 y más años;Total;2025T1;0,3
Mujeres;70 y más años;Total;2024T4;0,7
Mujeres;70 y más años;Total;2024T3;0,5
Mujeres;70 y más años;Total;2024T2;0,4
Mujeres;70 y más años;Total;2024T1;0,5
Mujeres;70 y más años;Total;2023T4;..
Mujeres;70 y más años;Total;2023T3;1,7
Mujeres;70 y más años;Total;2023T2;0,6
Mujeres;70 y más años;Total;2023T1;..
Mujeres;70 y más años;Total;2022T4;0,3
Mujeres;70 y más años;Total;2022T3;0,3
Mujeres;70 y más años;Total;2022T2;0,7
Mujeres;70 y más años;Total;2022T1;1
Mujeres;70 y más años;Total;2021T4;..
Mujeres;70 y más años;Total;2021T3;..
Mujeres;70 y más años;Total;2021T2;1
Mujeres;70 y más años;Total;2021T1;0,1
Mujeres;70 y más años;Total;2020T4;..
Mujeres;70 y más años;Total;2020T3;0,8
Mujeres;70 y más años;Total;2020T2;..
Mujeres;70 y más años;Total;2020T1;0,4
Mujeres;70 y más años;Total;2019T4;..
Mujeres;70 y más años;Total;2019T3;..
Mujeres;70 y más años;Total;2019T2;..
Mujeres;70 y más años;Total;2019T1;0,1
Mujeres;70 y más años;Total;2018T4;0,2
Mujeres;70 y más años;Total;2018T3;0,2
Mujeres;70 y más años;Total;2018T2;0,3
Mujeres;70 y más años;Total;2018T1;0,2
Mujeres;70 y más años;Total;2017T4;0,8
Mujeres;70 y más años;Total;2017T3;0,6
Mujeres;70 y más años;Total;2017T2;0,6
Mujeres;70 y más años;Total;2017T1;..
Mujeres;70 y más años;Total;2016T4;0,6
Mujeres;70 y más años;Total;2016T3;0,2
Mujeres;70 y más años;Total;2016T2;0,4
Mujeres;70 y más años;Total;2016T1;0,3
Mujeres;70 y más años;Total;2015T4;0,4
Mujeres;70 y más años;Total;2015T3;..
Mujeres;70 y más años;Total;2015T2;..
Mujeres;70 y más años;Total;2015T1;..
Mujeres;70 y más años;Total;2014T4;..
Mujeres;70 y más años;Total;2014T3;0,4
Mujeres;70 y más años;Total;2014T2;0,4
Mujeres;70 y más años;Total;2014T1;..
Mujeres;70 y más años;Total;2013T4;1
Mujeres;70 y más años;Total;2013T3;..
Mujeres;70 y más años;Total;2013T2;..
Mujeres;70 y más años;Total;2013T1;0,1
Mujeres;70 y más años;Total;2012T4;0,5
Mujeres;70 y más años;Total;2012T3;..
Mujeres;70 y más años;Total;2012T2;0,1
Mujeres;70 y más años;Total;2012T1;1,3
Mujeres;70 y más años;Total;2011T4;..
Mujeres;70 y más años;Total;2011T3;..
Mujeres;70 y más años;Total;2011T2;1,1
Mujeres;70 y más años;Total;2011T1;0,1
Mujeres;70 y más años;Total;2010T4;..
Mujeres;70 y más años;Total;2010T3;..
Mujeres;70 y más años;Total;2010T2;0,3
Mujeres;70 y más años;Total;2010T1;..
Mujeres;70 y más años;Total;2009T4;0,5
Mujeres;70 y más años;Total;2009T3;..
Mujeres;70 y más años;Total;2009T2;0,4
Mujeres;70 y más años;Total;2009T1;..
Mujeres;70 y más años;Total;2008T4;0,3
Mujeres;70 y más años;Total;2008T3;0,2
Mujeres;70 y más años;Total;2008T2;0,3
Mujeres;70 y más años;Total;2008T1;..
Mujeres;70 y más años;Total;2007T4;0,2
Mujeres;70 y más años;Total;2007T3;0,1
Mujeres;70 y más años;Total;2007T2;..
Mujeres;70 y más años;Total;2007T1;0,4
Mujeres;70 y más años;Total;2006T4;0,8
Mujeres;70 y más años;Total;2006T3;0,3
Mujeres;70 y más años;Total;2006T2;..
Mujeres;70 y más años;Total;2006T1;..
Mujeres;70 y más años;Total;2005T4;0,2
Mujeres;70 y más años;Total;2005T3;1,3
Mujeres;70 y más años;Total;2005T2;0,4
Mujeres;70 y más años;Total;2005T1;..
Mujeres;70 y más años;Total;2004T4;..
Mujeres;70 y más años;Total;2004T3;0,6
Mujeres;70 y más años;Total;2004T2;..
Mujeres;70 y más años;Total;2004T1;..
Mujeres;70 y más años;Total;2003T4;0,9
Mujeres;70 y más años;Total;2003T3;0,2
Mujeres;70 y más años;Total;2003T2;..
Mujeres;70 y más años;Total;2003T1;..
Mujeres;70 y más años;Total;2002T4;0,2
Mujeres;70 y más años;Total;2002T3;..
Mujeres;70 y más años;Total;2002T2;..
Mujeres;70 y más años;Total;2002T1;0,1
Mujeres;70 y más años;Ya ha encontrado empleo;2025T4;..
Mujeres;70 y más años;Ya ha encontrado empleo;2025T3;..
Mujeres;70 y más años;Ya ha encontrado empleo;2025T2;..
Mujeres;70 y más años;Ya ha encontrado empleo;2025T1;..
Mujeres;70 y más años;Ya ha encontrado empleo;2024T4;..
Mujeres;70 y más años;Ya ha encontrado empleo;2024T3;..
Mujeres;70 y más años;Ya ha encontrado empleo;2024T2;..
Mujeres;70 y más años;Ya ha encontrado empleo;2024T1;..
Mujeres;70 y más años;Ya ha encontrado empleo;2023T4;..
Mujeres;70 y más años;Ya ha encontrado empleo;2023T3;..
Mujeres;70 y más años;Ya ha encontrado empleo;2023T2;..
Mujeres;70 y más años;Ya ha encontrado empleo;2023T1;..
Mujeres;70 y más años;Ya ha encontrado empleo;2022T4;0,3
Mujeres;70 y más años;Ya ha encontrado empleo;2022T3;..
Mujeres;70 y más años;Ya ha encontrado empleo;2022T2;..
Mujeres;70 y más años;Ya ha encontrado empleo;2022T1;..
Mujeres;70 y más años;Ya ha encontrado empleo;2021T4;..
Mujeres;70 y más años;Ya ha encontrado empleo;2021T3;..
Mujeres;70 y más años;Ya ha encontrado empleo;2021T2;..
Mujeres;70 y más años;Ya ha encontrado empleo;2021T1;..
Mujeres;70 y más años;Ya ha encontrado empleo;2020T4;..
Mujeres;70 y más años;Ya ha encontrado empleo;2020T3;..
Mujeres;70 y más años;Ya ha encontrado empleo;2020T2;..
Mujeres;70 y más años;Ya ha encontrado empleo;2020T1;0,2
Mujeres;70 y más años;Ya ha encontrado empleo;2019T4;..
Mujeres;70 y más años;Ya ha encontrado empleo;2019T3;..
Mujeres;70 y más años;Ya ha encontrado empleo;2019T2;..
Mujeres;70 y más años;Ya ha encontrado empleo;2019T1;..
Mujeres;70 y más años;Ya ha encontrado empleo;2018T4;..
Mujeres;70 y más años;Ya ha encontrado empleo;2018T3;..
Mujeres;70 y más años;Ya ha encontrado empleo;2018T2;..
Mujeres;70 y más años;Ya ha encontrado empleo;2018T1;0,2
Mujeres;70 y más años;Ya ha encontrado empleo;2017T4;0,2
Mujeres;70 y más años;Ya ha encontrado empleo;2017T3;..
Mujeres;70 y más años;Ya ha encontrado empleo;2017T2;..
Mujeres;70 y más años;Ya ha encontrado empleo;2017T1;..
Mujeres;70 y más años;Ya ha encontrado empleo;2016T4;..
Mujeres;70 y más años;Ya ha encontrado empleo;2016T3;..
Mujeres;70 y más años;Ya ha encontrado empleo;2016T2;..
Mujeres;70 y más años;Ya ha encontrado empleo;2016T1;..
Mujeres;70 y más años;Ya ha encontrado empleo;2015T4;..
Mujeres;70 y más años;Ya ha encontrado empleo;2015T3;..
Mujeres;70 y más años;Ya ha encontrado empleo;2015T2;..
Mujeres;70 y más años;Ya ha encontrado empleo;2015T1;..
Mujeres;70 y más años;Ya ha encontrado empleo;2014T4;..
Mujeres;70 y más años;Ya ha encontrado empleo;2014T3;..
Mujeres;70 y más años;Ya ha encontrado empleo;2014T2;..
Mujeres;70 y más años;Ya ha encontrado empleo;2014T1;..
Mujeres;70 y más años;Ya ha encontrado empleo;2013T4;..
Mujeres;70 y más años;Ya ha encontrado empleo;2013T3;..
Mujeres;70 y más años;Ya ha encontrado empleo;2013T2;..
Mujeres;70 y más años;Ya ha encontrado empleo;2013T1;..
Mujeres;70 y más años;Ya ha encontrado empleo;2012T4;..
Mujeres;70 y más años;Ya ha encontrado empleo;2012T3;..
Mujeres;70 y más años;Ya ha encontrado empleo;2012T2;..
Mujeres;70 y más años;Ya ha encontrado empleo;2012T1;..
