Número de perceptores de ingresos en el hogar;Número de parados en el hogar;Periodo;Total
Total;Total;2025T4;6.253
Total;Total;2025T3;6.235,8
Total;Total;2025T2;6.250,6
Total;Total;2025T1;6.355,1
Total;Total;2024T4;6.274
Total;Total;2024T3;6.207,9
Total;Total;2024T2;6.218,3
Total;Total;2024T1;6.382,6
Total;Total;2023T4;6.252,2
Total;Total;2023T3;6.267,6
Total;Total;2023T2;6.275,5
Total;Total;2023T1;6.423,8
Total;Total;2022T4;6.366,2
Total;Total;2022T3;6.237,5
Total;Total;2022T2;6.270,9
Total;Total;2022T1;6.293,7
Total;Total;2021T4;6.232,4
Total;Total;2021T3;6.306,8
Total;Total;2021T2;6.359,2
Total;Total;2021T1;6.444,2
Total;Total;2020T4;6.487,5
Total;Total;2020T3;6.517,2
Total;Total;2020T2;6.687,3
Total;Total;2020T1;6.318,9
Total;Total;2019T4;6.228,5
Total;Total;2019T3;6.276,2
Total;Total;2019T2;6.252,8
Total;Total;2019T1;6.357,2
Total;Total;2018T4;6.284,3
Total;Total;2018T3;6.306,9
Total;Total;2018T2;6.302,3
Total;Total;2018T1;6.434,2
Total;Total;2017T4;6.381,7
Total;Total;2017T3;6.347,7
Total;Total;2017T2;6.401,1
Total;Total;2017T1;6.536,8
Total;Total;2016T4;6.476
Total;Total;2016T3;6.512,9
Total;Total;2016T2;6.515,6
Total;Total;2016T1;6.602,5
Total;Total;2015T4;6.560,4
Total;Total;2015T3;6.579,8
Total;Total;2015T2;6.623,9
Total;Total;2015T1;6.743,8
Total;Total;2014T4;6.687,6
Total;Total;2014T3;6.780
Total;Total;2014T2;6.790,5
Total;Total;2014T1;6.902,9
Total;Total;2013T4;6.813,6
Total;Total;2013T3;6.776,5
Total;Total;2013T2;6.752,8
Total;Total;2013T1;6.787,8
Total;Total;2012T4;6.675,8
Total;Total;2012T3;6.512,8
Total;Total;2012T2;6.449,8
Total;Total;2012T1;6.435,5
Total;Total;2011T4;6.237,6
Total;Total;2011T3;6.075,8
Total;Total;2011T2;5.957,6
Total;Total;2011T1;5.984,2
Total;Total;2010T4;5.875,2
Total;Total;2010T3;5.812,6
Total;Total;2010T2;5.789,2
Total;Total;2010T1;5.772,9
Total;Total;2009T4;5.662,4
Total;Total;2009T3;5.531
Total;Total;2009T2;5.435,7
Total;Total;2009T1;5.364
Total;Total;2008T4;5.110,3
Total;Total;2008T3;4.912,4
Total;Total;2008T2;4.784,4
Total;Total;2008T1;4.761,3
Total;Total;2007T4;4.693,3
Total;Total;2007T3;4.624,8
Total;Total;2007T2;4.589,6
Total;Total;2007T1;4.611,8
Total;Total;2006T4;4.549,2
Total;Total;2006T3;4.537,9
Total;Total;2006T2;4.508,6
Total;Total;2006T1;4.502,5
Total;Total;2005T4;4.463,3
Total;Total;2005T3;4.393,9
Total;Total;2005T2;4.412,1
Total;Total;2005T1;4.469,6
Total;Total;2004T4;4.490,7
Total;Total;2004T3;4.497,4
Total;Total;2004T2;4.474,3
Total;Total;2004T1;4.480,9
Total;Total;2003T4;4.438,5
Total;Total;2003T3;4.418,7
Total;Total;2003T2;4.382,3
Total;Total;2003T1;4.395,2
Total;Total;2002T4;4.381
Total;Total;2002T3;4.360,3
Total;Total;2002T2;4.310,3
Total;Total;2002T1;4.348,1
Total;0;2025T4;5.480,7
Total;0;2025T3;5.445
Total;0;2025T2;5.453,7
Total;0;2025T1;5.472,1
Total;0;2024T4;5.440,5
Total;0;2024T3;5.353,4
Total;0;2024T2;5.350,1
Total;0;2024T1;5.404,7
Total;0;2023T4;5.324,1
Total;0;2023T3;5.338,3
Total;0;2023T2;5.356,7
Total;0;2023T1;5.357,8
Total;0;2022T4;5.314
Total;0;2022T3;5.261,8
Total;0;2022T2;5.276,7
Total;0;2022T1;5.248,5
Total;0;2021T4;5.220,1
Total;0;2021T3;5.191
Total;0;2021T2;5.218
Total;0;2021T1;5.238,7
Total;0;2020T4;5.290,4
Total;0;2020T3;5.344,5
Total;0;2020T2;5.538,5
Total;0;2020T1;5.245,1
Total;0;2019T4;5.215,3
Total;0;2019T3;5.266,3
Total;0;2019T2;5.260
Total;0;2019T1;5.267,9
Total;0;2018T4;5.230,8
Total;0;2018T3;5.223,2
Total;0;2018T2;5.189,2
Total;0;2018T1;5.192,4
Total;0;2017T4;5.171,2
Total;0;2017T3;5.153,9
Total;0;2017T2;5.123,5
Total;0;2017T1;5.142,1
Total;0;2016T4;5.088,3
Total;0;2016T3;5.074,7
Total;0;2016T2;5.021,9
Total;0;2016T1;4.991,6
Total;0;2015T4;5.003,9
Total;0;2015T3;5.006,8
Total;0;2015T2;4.966,4
Total;0;2015T1;4.950,2
Total;0;2014T4;4.921,3
Total;0;2014T3;4.990,6
Total;0;2014T2;4.956,5
Total;0;2014T1;4.924
Total;0;2013T4;4.887,7
Total;0;2013T3;4.882,9
Total;0;2013T2;4.836,2
Total;0;2013T1;4.774,9
Total;0;2012T4;4.755,7
Total;0;2012T3;4.701,6
Total;0;2012T2;4.643,4
Total;0;2012T1;4.641,6
Total;0;2011T4;4.616,5
Total;0;2011T3;4.609,5
Total;0;2011T2;4.554,9
Total;0;2011T1;4.567,6
Total;0;2010T4;4.522,1
Total;0;2010T3;4.492,3
Total;0;2010T2;4.451,2
Total;0;2010T1;4.460,1
Total;0;2009T4;4.431,6
Total;0;2009T3;4.395,7
Total;0;2009T2;4.314,3
Total;0;2009T1;4.285,8
Total;0;2008T4;4.279
Total;0;2008T3;4.270
Total;0;2008T2;4.223
Total;0;2008T1;4.234,9
Total;0;2007T4;4.239,1
Total;0;2007T3;4.234,5
Total;0;2007T2;4.199,7
Total;0;2007T1;4.188,6
Total;0;2006T4;4.147,8
Total;0;2006T3;4.143,9
Total;0;2006T2;4.091,4
Total;0;2006T1;4.066,9
Total;0;2005T4;4.038,7
Total;0;2005T3;3.995,1
Total;0;2005T2;3.933,3
Total;0;2005T1;3.978,2
Total;0;2004T4;3.979,3
Total;0;2004T3;3.962,8
Total;0;2004T2;3.920,5
Total;0;2004T1;3.925,3
Total;0;2003T4;3.901,3
Total;0;2003T3;3.891,6
Total;0;2003T2;3.869,1
Total;0;2003T1;3.843,2
Total;0;2002T4;3.848,4
Total;0;2002T3;3.843,6
Total;0;2002T2;3.821,5
Total;0;2002T1;3.832,7
Total;1;2025T4;653
Total;1;2025T3;651,5
Total;1;2025T2;644,8
Total;1;2025T1;709,1
Total;1;2024T4;676
Total;1;2024T3;705
Total;1;2024T2;716,2
Total;1;2024T1;779,6
Total;1;2023T4;753,4
Total;1;2023T3;741,8
Total;1;2023T2;750,3
Total;1;2023T1;844,2
Total;1;2022T4;843,7
Total;1;2022T3;775,3
Total;1;2022T2;803,8
Total;1;2022T1;818,1
Total;1;2021T4;800
Total;1;2021T3;849,9
Total;1;2021T2;878,4
Total;1;2021T1;927,3
Total;1;2020T4;901,4
Total;1;2020T3;886,7
Total;1;2020T2;891,4
Total;1;2020T1;833,8
Total;1;2019T4;783,4
Total;1;2019T3;775,4
Total;1;2019T2;768,1
Total;1;2019T1;840,1
Total;1;2018T4;819,3
Total;1;2018T3;831,3
Total;1;2018T2;847,6
Total;1;2018T1;931,5
Total;1;2017T4;895,6
Total;1;2017T3;905,4
Total;1;2017T2;956,8
Total;1;2017T1;1.022,5
Total;1;2016T4;1.021,5
Total;1;2016T3;1.053,6
Total;1;2016T2;1.063,2
Total;1;2016T1;1.139
Total;1;2015T4;1.083
Total;1;2015T3;1.107,1
Total;1;2015T2;1.113,3
Total;1;2015T1;1.198,1
Total;1;2014T4;1.190,5
Total;1;2014T3;1.207,6
Total;1;2014T2;1.247,3
Total;1;2014T1;1.336,1
Total;1;2013T4;1.290,3
Total;1;2013T3;1.245,6
Total;1;2013T2;1.242,7
Total;1;2013T1;1.305,4
Total;1;2012T4;1.239,9
Total;1;2012T3;1.189,4
Total;1;2012T2;1.187,3
Total;1;2012T1;1.173,8
Total;1;2011T4;1.080,6
Total;1;2011T3;988,4
Total;1;2011T2;939,9
Total;1;2011T1;930,8
Total;1;2010T4;904,2
Total;1;2010T3;895,1
Total;1;2010T2;907,2
Total;1;2010T1;873,8
Total;1;2009T4;834,2
Total;1;2009T3;776,2
Total;1;2009T2;799,5
Total;1;2009T1;750,9
Total;1;2008T4;605,8
Total;1;2008T3;492,5
Total;1;2008T2;444,1
Total;1;2008T1;428
Total;1;2007T4;374,8
Total;1;2007T3;312
Total;1;2007T2;326,9
Total;1;2007T1;348,5
Total;1;2006T4;331,3
Total;1;2006T3;333
Total;1;2006T2;346,7
Total;1;2006T1;354,5
Total;1;2005T4;349
Total;1;2005T3;328,3
Total;1;2005T2;400,5
Total;1;2005T1;392,3
Total;1;2004T4;412,3
Total;1;2004T3;431,3
Total;1;2004T2;445,2
Total;1;2004T1;445,1
Total;1;2003T4;425,5
Total;1;2003T3;417,2
Total;1;2003T2;415,9
Total;1;2003T1;444,6
Total;1;2002T4;427,8
Total;1;2002T3;407,8
Total;1;2002T2;388,6
Total;1;2002T1;406,1
Total;2;2025T4;96,6
Total;2;2025T3;112,9
Total;2;2025T2;128,2
Total;2;2025T1;144,1
Total;2;2024T4;129,8
Total;2;2024T3;121,8
Total;2;2024T2;120,4
Total;2;2024T1;170,2
Total;2;2023T4;153,2
Total;2;2023T3;157,1
Total;2;2023T2;147,5
Total;2;2023T1;180,2
Total;2;2022T4;167,6
Total;2;2022T3;163,5
Total;2;2022T2;166,2
Total;2;2022T1;187,6
Total;2;2021T4;176,8
Total;2;2021T3;219
Total;2;2021T2;224,4
Total;2;2021T1;232,8
Total;2;2020T4;255
Total;2;2020T3;237,5
Total;2;2020T2;211,7
Total;2;2020T1;205,2
Total;2;2019T4;201,3
Total;2;2019T3;209,3
Total;2;2019T2;195
Total;2;2019T1;212,6
Total;2;2018T4;197,6
Total;2;2018T3;212,8
Total;2;2018T2;227,6
Total;2;2018T1;261,9
Total;2;2017T4;268,9
Total;2;2017T3;242,5
Total;2;2017T2;271
Total;2;2017T1;317,2
Total;2;2016T4;312
Total;2;2016T3;322,7
Total;2;2016T2;364,8
Total;2;2016T1;393,3
Total;2;2015T4;390,3
Total;2;2015T3;376
Total;2;2015T2;442,9
Total;2;2015T1;478,8
Total;2;2014T4;471,9
Total;2;2014T3;472,5
Total;2;2014T2;485,4
Total;2;2014T1;522,1
Total;2;2013T4;515,2
Total;2;2013T3;515,9
Total;2;2013T2;540,4
Total;2;2013T1;564,7
Total;2;2012T4;551
Total;2;2012T3;503,3
Total;2;2012T2;497,6
Total;2;2012T1;502,2
Total;2;2011T4;441,9
Total;2;2011T3;385
Total;2;2011T2;374,7
Total;2;2011T1;387,3
Total;2;2010T4;372,5
Total;2;2010T3;348,6
Total;2;2010T2;360,9
Total;2;2010T1;362,8
Total;2;2009T4;325,9
Total;2;2009T3;296,4
Total;2;2009T2;273,9
Total;2;2009T1;270,6
Total;2;2008T4;189,7
Total;2;2008T3;125,3
Total;2;2008T2;106,2
Total;2;2008T1;84
Total;2;2007T4;68,2
Total;2;2007T3;66,8
Total;2;2007T2;54,1
Total;2;2007T1;65
Total;2;2006T4;61,5
Total;2;2006T3;54,9
Total;2;2006T2;59,7
Total;2;2006T1;71
Total;2;2005T4;66,7
Total;2;2005T3;63,8
Total;2;2005T2;69,3
Total;2;2005T1;83,9
Total;2;2004T4;84,3
Total;2;2004T3;86,8
Total;2;2004T2;95,5
Total;2;2004T1;96,5
Total;2;2003T4;97,8
Total;2;2003T3;93,9
Total;2;2003T2;84,1
Total;2;2003T1;93
Total;2;2002T4;89,7
Total;2;2002T3;94,5
Total;2;2002T2;87,5
Total;2;2002T1;97
Total;3;2025T4;17,8
Total;3;2025T3;20,4
Total;3;2025T2;16,5
Total;3;2025T1;23,3
Total;3;2024T4;25,5
Total;3;2024T3;24,4
Total;3;2024T2;24,4
Total;3;2024T1;24,7
Total;3;2023T4;16,6
Total;3;2023T3;26
Total;3;2023T2;16,3
Total;3;2023T1;29,3
Total;3;2022T4;32,9
Total;3;2022T3;31,3
Total;3;2022T2;19,5
Total;3;2022T1;31
Total;3;2021T4;34,3
Total;3;2021T3;36,4
Total;3;2021T2;34,1
Total;3;2021T1;36,5
Total;3;2020T4;35,8
Total;3;2020T3;41,4
Total;3;2020T2;39,5
Total;3;2020T1;31,3
Total;3;2019T4;23,9
Total;3;2019T3;22,3
Total;3;2019T2;25,5
Total;3;2019T1;31,7
Total;3;2018T4;30,7
Total;3;2018T3;30,9
Total;3;2018T2;32,4
Total;3;2018T1;40,7
Total;3;2017T4;41,9
Total;3;2017T3;40
Total;3;2017T2;45
Total;3;2017T1;46,8
Total;3;2016T4;44,5
Total;3;2016T3;50
Total;3;2016T2;52,8
Total;3;2016T1;62,3
Total;3;2015T4;65,8
Total;3;2015T3;68,5
Total;3;2015T2;75,6
Total;3;2015T1;85,6
Total;3;2014T4;81,2
Total;3;2014T3;86,7
Total;3;2014T2;79,5
Total;3;2014T1;97,3
Total;3;2013T4;92,3
Total;3;2013T3;100,3
Total;3;2013T2;105,9
Total;3;2013T1;109,1
Total;3;2012T4;94,9
Total;3;2012T3;91,8
Total;3;2012T2;95,2
Total;3;2012T1;96,9
Total;3;2011T4;79,6
Total;3;2011T3;76,7
Total;3;2011T2;75,1
Total;3;2011T1;77,8
Total;3;2010T4;59
Total;3;2010T3;62,4
Total;3;2010T2;56,9
Total;3;2010T1;60,1
Total;3;2009T4;54,6
Total;3;2009T3;47,2
Total;3;2009T2;38,4
Total;3;2009T1;45,1
Total;3;2008T4;28,7
Total;3;2008T3;18,9
Total;3;2008T2;9,5
Total;3;2008T1;11,5
Total;3;2007T4;8,8
Total;3;2007T3;10,3
Total;3;2007T2;7,1
Total;3;2007T1;6,4
Total;3;2006T4;7,8
Total;3;2006T3;5,4
Total;3;2006T2;9,5
Total;3;2006T1;9,2
Total;3;2005T4;7,3
Total;3;2005T3;5,3
Total;3;2005T2;8,3
Total;3;2005T1;14,1
Total;3;2004T4;12,8
Total;3;2004T3;12,8
Total;3;2004T2;9,1
Total;3;2004T1;12
Total;3;2003T4;12,5
Total;3;2003T3;13,7
Total;3;2003T2;11,9
Total;3;2003T1;12,2
Total;3;2002T4;13
Total;3;2002T3;10,2
Total;3;2002T2;11,2
Total;3;2002T1;9,3
Total;4;2025T4;4,8
Total;4;2025T3;5,4
Total;4;2025T2;7,4
Total;4;2025T1;6,4
Total;4;2024T4;2,2
Total;4;2024T3;3
Total;4;2024T2;5,6
Total;4;2024T1;3,4
Total;4;2023T4;5
Total;4;2023T3;3,3
Total;4;2023T2;4,7
Total;4;2023T1;9,3
Total;4;2022T4;7,2
Total;4;2022T3;2,5
Total;4;2022T2;4,7
Total;4;2022T1;7,6
Total;4;2021T4;0,4
Total;4;2021T3;6,4
Total;4;2021T2;3,9
Total;4;2021T1;8,4
Total;4;2020T4;2
Total;4;2020T3;7
Total;4;2020T2;5,3
Total;4;2020T1;3,2
Total;4;2019T4;2,9
Total;4;2019T3;2,9
Total;4;2019T2;4,3
Total;4;2019T1;4,8
Total;4;2018T4;5,5
Total;4;2018T3;7,9
Total;4;2018T2;5,2
Total;4;2018T1;7,4
Total;4;2017T4;3,4
Total;4;2017T3;4,9
Total;4;2017T2;4,3
Total;4;2017T1;7,8
Total;4;2016T4;7,1
Total;4;2016T3;10,3
Total;4;2016T2;9,3
Total;4;2016T1;12,4
Total;4;2015T4;13,6
Total;4;2015T3;18
Total;4;2015T2;21,3
Total;4;2015T1;24,7
Total;4;2014T4;19,6
Total;4;2014T3;19,3
Total;4;2014T2;18
Total;4;2014T1;21,1
Total;4;2013T4;22,7
Total;4;2013T3;25,3
Total;4;2013T2;23,6
Total;4;2013T1;27,8
Total;4;2012T4;30,1
Total;4;2012T3;22,6
Total;4;2012T2;22,3
Total;4;2012T1;16,6
Total;4;2011T4;14,6
Total;4;2011T3;12,8
Total;4;2011T2;9
Total;4;2011T1;16,1
Total;4;2010T4;14,2
Total;4;2010T3;11,3
Total;4;2010T2;10,4
Total;4;2010T1;13,8
Total;4;2009T4;13,5
Total;4;2009T3;10,6
Total;4;2009T2;8,2
Total;4;2009T1;9,1
Total;4;2008T4;6
Total;4;2008T3;4,3
Total;4;2008T2;1,2
Total;4;2008T1;2,2
Total;4;2007T4;2
Total;4;2007T3;1,2
Total;4;2007T2;1,8
Total;4;2007T1;3,1
Total;4;2006T4;0,7
Total;4;2006T3;0,7
Total;4;2006T2;1,3
Total;4;2006T1;0,4
Total;4;2005T4;1,5
Total;4;2005T3;1,2
Total;4;2005T2;0,7
Total;4;2005T1;1,2
Total;4;2004T4;1,6
Total;4;2004T3;2
Total;4;2004T2;3,1
Total;4;2004T1;1,1
Total;4;2003T4;1,4
Total;4;2003T3;2,4
Total;4;2003T2;1,1
Total;4;2003T1;1,9
Total;4;2002T4;2,1
Total;4;2002T3;4
Total;4;2002T2;1
Total;4;2002T1;2,9
Total;5 y más;2025T4;..
Total;5 y más;2025T3;0,7
Total;5 y más;2025T2;..
Total;5 y más;2025T1;..
Total;5 y más;2024T4;..
Total;5 y más;2024T3;0,3
Total;5 y más;2024T2;1,7
Total;5 y más;2024T1;..
Total;5 y más;2023T4;..
Total;5 y más;2023T3;1,1
Total;5 y más;2023T2;..
Total;5 y más;2023T1;3
Total;5 y más;2022T4;0,7
Total;5 y más;2022T3;3,2
Total;5 y más;2022T2;..
Total;5 y más;2022T1;1,1
Total;5 y más;2021T4;0,8
Total;5 y más;2021T3;4
Total;5 y más;2021T2;0,4
Total;5 y más;2021T1;0,3
Total;5 y más;2020T4;2,9
Total;5 y más;2020T3;0,1
Total;5 y más;2020T2;0,8
Total;5 y más;2020T1;0,4
Total;5 y más;2019T4;1,7
Total;5 y más;2019T3;0,1
Total;5 y más;2019T2;..
Total;5 y más;2019T1;0,1
Total;5 y más;2018T4;0,4
Total;5 y más;2018T3;0,8
Total;5 y más;2018T2;0,4
Total;5 y más;2018T1;0,4
Total;5 y más;2017T4;0,7
Total;5 y más;2017T3;1
Total;5 y más;2017T2;0,5
Total;5 y más;2017T1;0,4
Total;5 y más;2016T4;2,5
Total;5 y más;2016T3;1,7
Total;5 y más;2016T2;3,6
Total;5 y más;2016T1;3,9
Total;5 y más;2015T4;3,8
Total;5 y más;2015T3;3,4
Total;5 y más;2015T2;4,4
Total;5 y más;2015T1;6,4
Total;5 y más;2014T4;3
Total;5 y más;2014T3;3,3
Total;5 y más;2014T2;3,7
Total;5 y más;2014T1;2,4
Total;5 y más;2013T4;5,5
Total;5 y más;2013T3;6,5
Total;5 y más;2013T2;4,1
Total;5 y más;2013T1;5,9
Total;5 y más;2012T4;4,2
Total;5 y más;2012T3;4,1
Total;5 y más;2012T2;4
Total;5 y más;2012T1;4,3
Total;5 y más;2011T4;4,4
Total;5 y más;2011T3;3,3
Total;5 y más;2011T2;4
Total;5 y más;2011T1;4,6
Total;5 y más;2010T4;3,2
Total;5 y más;2010T3;3
Total;5 y más;2010T2;2,5
Total;5 y más;2010T1;2,3
Total;5 y más;2009T4;2,6
Total;5 y más;2009T3;4,9
Total;5 y más;2009T2;1,3
Total;5 y más;2009T1;2,5
Total;5 y más;2008T4;1,1
Total;5 y más;2008T3;1,4
Total;5 y más;2008T2;0,4
Total;5 y más;2008T1;0,7
Total;5 y más;2007T4;0,3
Total;5 y más;2007T3;..
Total;5 y más;2007T2;..
Total;5 y más;2007T1;0,2
Total;5 y más;2006T4;..
Total;5 y más;2006T3;0,2
Total;5 y más;2006T2;..
Total;5 y más;2006T1;0,4
Total;5 y más;2005T4;0,2
Total;5 y más;2005T3;0,2
Total;5 y más;2005T2;..
Total;5 y más;2005T1;..
Total;5 y más;2004T4;0,3
Total;5 y más;2004T3;1,7
Total;5 y más;2004T2;0,9
Total;5 y más;2004T1;1,1
Total;5 y más;2003T4;..
Total;5 y más;2003T3;..
Total;5 y más;2003T2;0,2
Total;5 y más;2003T1;0,3
Total;5 y más;2002T4;..
Total;5 y más;2002T3;0,3
Total;5 y más;2002T2;0,5
Total;5 y más;2002T1;..
Ningún perceptor;Total;2025T4;501,4
Ningún perceptor;Total;2025T3;530,2
Ningún perceptor;Total;2025T2;530,4
Ningún perceptor;Total;2025T1;526,9
Ningún perceptor;Total;2024T4;518,3
Ningún perceptor;Total;2024T3;550,4
Ningún perceptor;Total;2024T2;523,1
Ningún perceptor;Total;2024T1;561,5
Ningún perceptor;Total;2023T4;568,9
Ningún perceptor;Total;2023T3;577
Ningún perceptor;Total;2023T2;524,4
Ningún perceptor;Total;2023T1;565,1
Ningún perceptor;Total;2022T4;575,6
Ningún perceptor;Total;2022T3;541,7
Ningún perceptor;Total;2022T2;565,8
Ningún perceptor;Total;2022T1;567,8
Ningún perceptor;Total;2021T4;553
Ningún perceptor;Total;2021T3;599,7
Ningún perceptor;Total;2021T2;607,3
Ningún perceptor;Total;2021T1;637,1
Ningún perceptor;Total;2020T4;609,9
Ningún perceptor;Total;2020T3;597,8
Ningún perceptor;Total;2020T2;670,9
Ningún perceptor;Total;2020T1;597
Ningún perceptor;Total;2019T4;565,3
Ningún perceptor;Total;2019T3;563,7
Ningún perceptor;Total;2019T2;544,7
Ningún perceptor;Total;2019T1;589,9
Ningún perceptor;Total;2018T4;593,5
Ningún perceptor;Total;2018T3;617,2
Ningún perceptor;Total;2018T2;616,2
Ningún perceptor;Total;2018T1;608,6
Ningún perceptor;Total;2017T4;585
Ningún perceptor;Total;2017T3;600,7
Ningún perceptor;Total;2017T2;602,8
Ningún perceptor;Total;2017T1;648,3
Ningún perceptor;Total;2016T4;629,7
Ningún perceptor;Total;2016T3;666,6
Ningún perceptor;Total;2016T2;693,6
Ningún perceptor;Total;2016T1;719,1
Ningún perceptor;Total;2015T4;712,3
Ningún perceptor;Total;2015T3;721,9
Ningún perceptor;Total;2015T2;757,2
Ningún perceptor;Total;2015T1;770,7
Ningún perceptor;Total;2014T4;731
Ningún perceptor;Total;2014T3;728,3
Ningún perceptor;Total;2014T2;740,5
Ningún perceptor;Total;2014T1;768,8
Ningún perceptor;Total;2013T4;773,2
Ningún perceptor;Total;2013T3;736
Ningún perceptor;Total;2013T2;725,3
Ningún perceptor;Total;2013T1;736,9
Ningún perceptor;Total;2012T4;720,1
Ningún perceptor;Total;2012T3;688,9
Ningún perceptor;Total;2012T2;646,1
Ningún perceptor;Total;2012T1;643,3
Ningún perceptor;Total;2011T4;630,1
Ningún perceptor;Total;2011T3;605,3
Ningún perceptor;Total;2011T2;589,5
Ningún perceptor;Total;2011T1;557,6
Ningún perceptor;Total;2010T4;525,5
Ningún perceptor;Total;2010T3;517,3
Ningún perceptor;Total;2010T2;486,3
Ningún perceptor;Total;2010T1;474,3
Ningún perceptor;Total;2009T4;492,8
Ningún perceptor;Total;2009T3;521,4
Ningún perceptor;Total;2009T2;516,3
Ningún perceptor;Total;2009T1;497,2
Ningún perceptor;Total;2008T4;470,6
Ningún perceptor;Total;2008T3;456,7
Ningún perceptor;Total;2008T2;394,9
Ningún perceptor;Total;2008T1;385,8
Ningún perceptor;Total;2007T4;379,9
Ningún perceptor;Total;2007T3;377,3
Ningún perceptor;Total;2007T2;365,3
Ningún perceptor;Total;2007T1;398,9
Ningún perceptor;Total;2006T4;358,4
Ningún perceptor;Total;2006T3;360
Ningún perceptor;Total;2006T2;365,8
Ningún perceptor;Total;2006T1;378,1
Ningún perceptor;Total;2005T4;378,1
Ningún perceptor;Total;2005T3;367,9
Ningún perceptor;Total;2005T2;365
Ningún perceptor;Total;2005T1;460,3
Ningún perceptor;Total;2004T4;350,5
Ningún perceptor;Total;2004T3;376,2
Ningún perceptor;Total;2004T2;363,1
Ningún perceptor;Total;2004T1;382,6
Ningún perceptor;Total;2003T4;369,9
Ningún perceptor;Total;2003T3;388,5
Ningún perceptor;Total;2003T2;365,7
Ningún perceptor;Total;2003T1;374,2
Ningún perceptor;Total;2002T4;367
Ningún perceptor;Total;2002T3;364,5
Ningún perceptor;Total;2002T2;366,4
Ningún perceptor;Total;2002T1;349,5
Ningún perceptor;0;2025T4;306,7
Ningún perceptor;0;2025T3;322,3
Ningún perceptor;0;2025T2;319,3
Ningún perceptor;0;2025T1;295,9
Ningún perceptor;0;2024T4;297,7
Ningún perceptor;0;2024T3;293,8
Ningún perceptor;0;2024T2;305,6
Ningún perceptor;0;2024T1;309,8
Ningún perceptor;0;2023T4;322,2
Ningún perceptor;0;2023T3;308,8
Ningún perceptor;0;2023T2;289,8
Ningún perceptor;0;2023T1;298,7
Ningún perceptor;0;2022T4;289
Ningún perceptor;0;2022T3;290
Ningún perceptor;0;2022T2;296,8
Ningún perceptor;0;2022T1;292,8
Ningún perceptor;0;2021T4;281,1
Ningún perceptor;0;2021T3;299,9
Ningún perceptor;0;2021T2;291,9
Ningún perceptor;0;2021T1;303,4
Ningún perceptor;0;2020T4;258,9
Ningún perceptor;0;2020T3;284,3
Ningún perceptor;0;2020T2;336,8
Ningún perceptor;0;2020T1;280,6
Ningún perceptor;0;2019T4;267,3
Ningún perceptor;0;2019T3;262,3
Ningún perceptor;0;2019T2;272,9
Ningún perceptor;0;2019T1;271,5
Ningún perceptor;0;2018T4;275,9
Ningún perceptor;0;2018T3;290,8
Ningún perceptor;0;2018T2;280,6
Ningún perceptor;0;2018T1;250,6
Ningún perceptor;0;2017T4;240,3
Ningún perceptor;0;2017T3;255,3
Ningún perceptor;0;2017T2;230,8
Ningún perceptor;0;2017T1;246,6
Ningún perceptor;0;2016T4;218,9
Ningún perceptor;0;2016T3;239,9
Ningún perceptor;0;2016T2;238,3
Ningún perceptor;0;2016T1;216
Ningún perceptor;0;2015T4;235,9
Ningún perceptor;0;2015T3;242,9
Ningún perceptor;0;2015T2;230,8
Ningún perceptor;0;2015T1;237,9
Ningún perceptor;0;2014T4;224,4
Ningún perceptor;0;2014T3;231,8
Ningún perceptor;0;2014T2;231,4
Ningún perceptor;0;2014T1;218,6
Ningún perceptor;0;2013T4;239,6
Ningún perceptor;0;2013T3;239,5
Ningún perceptor;0;2013T2;233,1
Ningún perceptor;0;2013T1;206,4
Ningún perceptor;0;2012T4;224,1
Ningún perceptor;0;2012T3;220,9
Ningún perceptor;0;2012T2;202,5
Ningún perceptor;0;2012T1;207,8
Ningún perceptor;0;2011T4;224,4
Ningún perceptor;0;2011T3;226,1
Ningún perceptor;0;2011T2;227,1
Ningún perceptor;0;2011T1;220,9
Ningún perceptor;0;2010T4;213,7
Ningún perceptor;0;2010T3;206,8
Ningún perceptor;0;2010T2;188,8
Ningún perceptor;0;2010T1;204,7
Ningún perceptor;0;2009T4;198,1
Ningún perceptor;0;2009T3;225
Ningún perceptor;0;2009T2;220,3
Ningún perceptor;0;2009T1;212,2
Ningún perceptor;0;2008T4;217
Ningún perceptor;0;2008T3;254,2
Ningún perceptor;0;2008T2;214,3
Ningún perceptor;0;2008T1;228,9
Ningún perceptor;0;2007T4;226,8
Ningún perceptor;0;2007T3;254,3
Ningún perceptor;0;2007T2;243,5
Ningún perceptor;0;2007T1;276,7
Ningún perceptor;0;2006T4;235,5
Ningún perceptor;0;2006T3;243,4
Ningún perceptor;0;2006T2;232,1
Ningún perceptor;0;2006T1;243,9
Ningún perceptor;0;2005T4;248,6
Ningún perceptor;0;2005T3;253
Ningún perceptor;0;2005T2;233,4
Ningún perceptor;0;2005T1;308,5
Ningún perceptor;0;2004T4;186
Ningún perceptor;0;2004T3;208,6
Ningún perceptor;0;2004T2;186,8
Ningún perceptor;0;2004T1;192,7
Ningún perceptor;0;2003T4;188
Ningún perceptor;0;2003T3;217,9
Ningún perceptor;0;2003T2;203,8
Ningún perceptor;0;2003T1;204,3
Ningún perceptor;0;2002T4;199,1
Ningún perceptor;0;2002T3;204,6
Ningún perceptor;0;2002T2;220,7
Ningún perceptor;0;2002T1;195,9
