Número de perceptores de ingresos en el hogar;Número de parados en el hogar;Periodo;Total
Un perceptor;1;2020T4;468,4
Un perceptor;1;2020T3;463
Un perceptor;1;2020T2;454,8
Un perceptor;1;2020T1;421,6
Un perceptor;1;2019T4;387,9
Un perceptor;1;2019T3;394,7
Un perceptor;1;2019T2;396,8
Un perceptor;1;2019T1;420,4
Un perceptor;1;2018T4;414,4
Un perceptor;1;2018T3;418,5
Un perceptor;1;2018T2;427,2
Un perceptor;1;2018T1;488,7
Un perceptor;1;2017T4;471,6
Un perceptor;1;2017T3;461,5
Un perceptor;1;2017T2;489,6
Un perceptor;1;2017T1;531
Un perceptor;1;2016T4;528,1
Un perceptor;1;2016T3;541,8
Un perceptor;1;2016T2;544,8
Un perceptor;1;2016T1;569,9
Un perceptor;1;2015T4;544,8
Un perceptor;1;2015T3;574,3
Un perceptor;1;2015T2;573,7
Un perceptor;1;2015T1;612,2
Un perceptor;1;2014T4;615,9
Un perceptor;1;2014T3;629,9
Un perceptor;1;2014T2;650,1
Un perceptor;1;2014T1;671,2
Un perceptor;1;2013T4;646,5
Un perceptor;1;2013T3;631,3
Un perceptor;1;2013T2;638,7
Un perceptor;1;2013T1;659,3
Un perceptor;1;2012T4;639,5
Un perceptor;1;2012T3;621,6
Un perceptor;1;2012T2;643,2
Un perceptor;1;2012T1;642,9
Un perceptor;1;2011T4;562,5
Un perceptor;1;2011T3;513,8
Un perceptor;1;2011T2;483,3
Un perceptor;1;2011T1;476
Un perceptor;1;2010T4;468,2
Un perceptor;1;2010T3;462,4
Un perceptor;1;2010T2;479,2
Un perceptor;1;2010T1;469,7
Un perceptor;1;2009T4;432,6
Un perceptor;1;2009T3;390,4
Un perceptor;1;2009T2;393
Un perceptor;1;2009T1;385,5
Un perceptor;1;2008T4;290,6
Un perceptor;1;2008T3;247,1
Un perceptor;1;2008T2;198,6
Un perceptor;1;2008T1;216,3
Un perceptor;1;2007T4;174,9
Un perceptor;1;2007T3;153
Un perceptor;1;2007T2;158,3
Un perceptor;1;2007T1;179,7
Un perceptor;1;2006T4;157,2
Un perceptor;1;2006T3;163,9
Un perceptor;1;2006T2;167,7
Un perceptor;1;2006T1;168
Un perceptor;1;2005T4;168
Un perceptor;1;2005T3;157,1
Un perceptor;1;2005T2;195,4
Un perceptor;1;2005T1;190,8
Un perceptor;1;2004T4;202
Un perceptor;1;2004T3;216,1
Un perceptor;1;2004T2;216,2
Un perceptor;1;2004T1;213,5
Un perceptor;1;2003T4;211,7
Un perceptor;1;2003T3;208,3
Un perceptor;1;2003T2;203,8
Un perceptor;1;2003T1;227,4
Un perceptor;1;2002T4;212,7
Un perceptor;1;2002T3;209,5
Un perceptor;1;2002T2;204,7
Un perceptor;1;2002T1;209,6
Un perceptor;2;2025T4;40,7
Un perceptor;2;2025T3;42,8
Un perceptor;2;2025T2;57,9
Un perceptor;2;2025T1;64,4
Un perceptor;2;2024T4;57,1
Un perceptor;2;2024T3;47,4
Un perceptor;2;2024T2;49
Un perceptor;2;2024T1;72,1
Un perceptor;2;2023T4;72,4
Un perceptor;2;2023T3;67,9
Un perceptor;2;2023T2;59,2
Un perceptor;2;2023T1;82,6
Un perceptor;2;2022T4;80,4
Un perceptor;2;2022T3;79,4
Un perceptor;2;2022T2;70,3
Un perceptor;2;2022T1;91
Un perceptor;2;2021T4;89,7
Un perceptor;2;2021T3;99,2
Un perceptor;2;2021T2;108,7
Un perceptor;2;2021T1;102,3
Un perceptor;2;2020T4;104,9
Un perceptor;2;2020T3;112,8
Un perceptor;2;2020T2;85,2
Un perceptor;2;2020T1;81,7
Un perceptor;2;2019T4;85,6
Un perceptor;2;2019T3;84,2
Un perceptor;2;2019T2;87
Un perceptor;2;2019T1;89,1
Un perceptor;2;2018T4;85,3
Un perceptor;2;2018T3;90,2
Un perceptor;2;2018T2;101,6
Un perceptor;2;2018T1;113,1
Un perceptor;2;2017T4;119,8
Un perceptor;2;2017T3;111,6
Un perceptor;2;2017T2;134,2
Un perceptor;2;2017T1;143,1
Un perceptor;2;2016T4;142,6
Un perceptor;2;2016T3;149,8
Un perceptor;2;2016T2;161,3
Un perceptor;2;2016T1;188,9
Un perceptor;2;2015T4;184,1
Un perceptor;2;2015T3;165,7
Un perceptor;2;2015T2;198,4
Un perceptor;2;2015T1;232,7
Un perceptor;2;2014T4;226,2
Un perceptor;2;2014T3;231,9
Un perceptor;2;2014T2;237,7
Un perceptor;2;2014T1;264,5
Un perceptor;2;2013T4;242,3
Un perceptor;2;2013T3;247,1
Un perceptor;2;2013T2;267
Un perceptor;2;2013T1;270,3
Un perceptor;2;2012T4;264,9
Un perceptor;2;2012T3;232,4
Un perceptor;2;2012T2;232,3
Un perceptor;2;2012T1;237,7
Un perceptor;2;2011T4;201,3
Un perceptor;2;2011T3;164,8
Un perceptor;2;2011T2;164,1
Un perceptor;2;2011T1;171,8
Un perceptor;2;2010T4;158,7
Un perceptor;2;2010T3;164,4
Un perceptor;2;2010T2;153
Un perceptor;2;2010T1;159,1
Un perceptor;2;2009T4;150,7
Un perceptor;2;2009T3;129,4
Un perceptor;2;2009T2;126,8
Un perceptor;2;2009T1;126,5
Un perceptor;2;2008T4;83,2
Un perceptor;2;2008T3;55,1
Un perceptor;2;2008T2;41,5
Un perceptor;2;2008T1;35,5
Un perceptor;2;2007T4;28,4
Un perceptor;2;2007T3;32,1
Un perceptor;2;2007T2;23,9
Un perceptor;2;2007T1;28,6
Un perceptor;2;2006T4;26,3
Un perceptor;2;2006T3;23,7
Un perceptor;2;2006T2;25,3
Un perceptor;2;2006T1;31,5
Un perceptor;2;2005T4;29,8
Un perceptor;2;2005T3;27,1
Un perceptor;2;2005T2;30,7
Un perceptor;2;2005T1;33,6
Un perceptor;2;2004T4;34,3
Un perceptor;2;2004T3;40,6
Un perceptor;2;2004T2;44,1
Un perceptor;2;2004T1;40,9
Un perceptor;2;2003T4;40,6
Un perceptor;2;2003T3;39,2
Un perceptor;2;2003T2;36,3
Un perceptor;2;2003T1;41,7
Un perceptor;2;2002T4;40,9
Un perceptor;2;2002T3;39,9
Un perceptor;2;2002T2;41,3
Un perceptor;2;2002T1;40
Un perceptor;3;2025T4;7,9
Un perceptor;3;2025T3;6,9
Un perceptor;3;2025T2;6,3
Un perceptor;3;2025T1;6,4
Un perceptor;3;2024T4;10,4
Un perceptor;3;2024T3;10,7
Un perceptor;3;2024T2;12,2
Un perceptor;3;2024T1;13,8
Un perceptor;3;2023T4;6,2
Un perceptor;3;2023T3;11,7
Un perceptor;3;2023T2;8,4
Un perceptor;3;2023T1;15,9
Un perceptor;3;2022T4;12,6
Un perceptor;3;2022T3;15,5
Un perceptor;3;2022T2;10,3
Un perceptor;3;2022T1;11,1
Un perceptor;3;2021T4;16,2
Un perceptor;3;2021T3;12,5
Un perceptor;3;2021T2;16,2
Un perceptor;3;2021T1;13,8
Un perceptor;3;2020T4;13,7
Un perceptor;3;2020T3;14,4
Un perceptor;3;2020T2;17,8
Un perceptor;3;2020T1;12,3
Un perceptor;3;2019T4;10,4
Un perceptor;3;2019T3;6,2
Un perceptor;3;2019T2;9,7
Un perceptor;3;2019T1;14,7
Un perceptor;3;2018T4;11,5
Un perceptor;3;2018T3;11,9
Un perceptor;3;2018T2;13,7
Un perceptor;3;2018T1;16,2
Un perceptor;3;2017T4;20,9
Un perceptor;3;2017T3;19,2
Un perceptor;3;2017T2;22,5
Un perceptor;3;2017T1;20,5
Un perceptor;3;2016T4;19,9
Un perceptor;3;2016T3;23,7
Un perceptor;3;2016T2;22,5
Un perceptor;3;2016T1;28,3
Un perceptor;3;2015T4;29,2
Un perceptor;3;2015T3;31,6
Un perceptor;3;2015T2;31,1
Un perceptor;3;2015T1;38,7
Un perceptor;3;2014T4;39
Un perceptor;3;2014T3;44,1
Un perceptor;3;2014T2;34,3
Un perceptor;3;2014T1;42,9
Un perceptor;3;2013T4;43
Un perceptor;3;2013T3;50,7
Un perceptor;3;2013T2;54,4
Un perceptor;3;2013T1;55,1
Un perceptor;3;2012T4;43,1
Un perceptor;3;2012T3;41,4
Un perceptor;3;2012T2;45,7
Un perceptor;3;2012T1;41,1
Un perceptor;3;2011T4;34,5
Un perceptor;3;2011T3;29,5
Un perceptor;3;2011T2;30,2
Un perceptor;3;2011T1;32,1
Un perceptor;3;2010T4;27,1
Un perceptor;3;2010T3;21,3
Un perceptor;3;2010T2;21,3
Un perceptor;3;2010T1;19,4
Un perceptor;3;2009T4;19,5
Un perceptor;3;2009T3;19,1
Un perceptor;3;2009T2;15,4
Un perceptor;3;2009T1;16,4
Un perceptor;3;2008T4;9,8
Un perceptor;3;2008T3;7,9
Un perceptor;3;2008T2;3,9
Un perceptor;3;2008T1;3,8
Un perceptor;3;2007T4;1,5
Un perceptor;3;2007T3;3,4
Un perceptor;3;2007T2;3,4
Un perceptor;3;2007T1;2,5
Un perceptor;3;2006T4;3,4
Un perceptor;3;2006T3;2
Un perceptor;3;2006T2;3,3
Un perceptor;3;2006T1;2,2
Un perceptor;3;2005T4;2,8
Un perceptor;3;2005T3;2
Un perceptor;3;2005T2;2,6
Un perceptor;3;2005T1;4,9
Un perceptor;3;2004T4;4,8
Un perceptor;3;2004T3;4,5
Un perceptor;3;2004T2;3,4
Un perceptor;3;2004T1;5
Un perceptor;3;2003T4;2,9
Un perceptor;3;2003T3;4,3
Un perceptor;3;2003T2;3,3
Un perceptor;3;2003T1;5,2
Un perceptor;3;2002T4;6,4
Un perceptor;3;2002T3;4,5
Un perceptor;3;2002T2;3,2
Un perceptor;3;2002T1;3,5
Un perceptor;4;2025T4;2,2
Un perceptor;4;2025T3;3,6
Un perceptor;4;2025T2;5
Un perceptor;4;2025T1;2,7
Un perceptor;4;2024T4;0,8
Un perceptor;4;2024T3;0,7
Un perceptor;4;2024T2;1,2
Un perceptor;4;2024T1;1,1
Un perceptor;4;2023T4;1,8
Un perceptor;4;2023T3;1,7
Un perceptor;4;2023T2;1,3
Un perceptor;4;2023T1;4,5
Un perceptor;4;2022T4;1,6
Un perceptor;4;2022T3;1,2
Un perceptor;4;2022T2;0,9
Un perceptor;4;2022T1;0,8
Un perceptor;4;2021T4;..
Un perceptor;4;2021T3;1,4
Un perceptor;4;2021T2;0,5
Un perceptor;4;2021T1;3,2
Un perceptor;4;2020T4;1,7
Un perceptor;4;2020T3;3,4
Un perceptor;4;2020T2;1,8
Un perceptor;4;2020T1;0,2
Un perceptor;4;2019T4;0,9
Un perceptor;4;2019T3;2,1
Un perceptor;4;2019T2;1,6
Un perceptor;4;2019T1;2,7
Un perceptor;4;2018T4;2,1
Un perceptor;4;2018T3;5,2
Un perceptor;4;2018T2;1,7
Un perceptor;4;2018T1;2,8
Un perceptor;4;2017T4;1,4
Un perceptor;4;2017T3;2,5
Un perceptor;4;2017T2;0,6
Un perceptor;4;2017T1;3,8
Un perceptor;4;2016T4;1,6
Un perceptor;4;2016T3;4,6
Un perceptor;4;2016T2;3,3
Un perceptor;4;2016T1;4,5
Un perceptor;4;2015T4;3,6
Un perceptor;4;2015T3;5
Un perceptor;4;2015T2;6,9
Un perceptor;4;2015T1;10,1
Un perceptor;4;2014T4;8,6
Un perceptor;4;2014T3;9,4
Un perceptor;4;2014T2;5,7
Un perceptor;4;2014T1;11,3
Un perceptor;4;2013T4;10,1
Un perceptor;4;2013T3;9,6
Un perceptor;4;2013T2;11,5
Un perceptor;4;2013T1;14
Un perceptor;4;2012T4;15,7
Un perceptor;4;2012T3;10,2
Un perceptor;4;2012T2;11,2
Un perceptor;4;2012T1;8
Un perceptor;4;2011T4;7,2
Un perceptor;4;2011T3;4,2
Un perceptor;4;2011T2;3,6
Un perceptor;4;2011T1;6,2
Un perceptor;4;2010T4;5,4
Un perceptor;4;2010T3;3,8
Un perceptor;4;2010T2;1,8
Un perceptor;4;2010T1;5,2
Un perceptor;4;2009T4;5,4
Un perceptor;4;2009T3;3,3
Un perceptor;4;2009T2;2,1
Un perceptor;4;2009T1;3,2
Un perceptor;4;2008T4;3,8
Un perceptor;4;2008T3;1,3
Un perceptor;4;2008T2;..
Un perceptor;4;2008T1;1,6
Un perceptor;4;2007T4;0,8
Un perceptor;4;2007T3;0,9
Un perceptor;4;2007T2;0,8
Un perceptor;4;2007T1;0,4
Un perceptor;4;2006T4;..
Un perceptor;4;2006T3;..
Un perceptor;4;2006T2;0,5
Un perceptor;4;2006T1;..
Un perceptor;4;2005T4;0,7
Un perceptor;4;2005T3;0,4
Un perceptor;4;2005T2;0,7
Un perceptor;4;2005T1;0,7
Un perceptor;4;2004T4;1,3
Un perceptor;4;2004T3;0,2
Un perceptor;4;2004T2;1,1
Un perceptor;4;2004T1;0,2
Un perceptor;4;2003T4;0,8
Un perceptor;4;2003T3;0,4
Un perceptor;4;2003T2;..
Un perceptor;4;2003T1;0,2
Un perceptor;4;2002T4;0,6
Un perceptor;4;2002T3;1,6
Un perceptor;4;2002T2;0,4
Un perceptor;4;2002T1;1,6
Un perceptor;5 y más;2025T4;..
Un perceptor;5 y más;2025T3;..
Un perceptor;5 y más;2025T2;..
Un perceptor;5 y más;2025T1;..
Un perceptor;5 y más;2024T4;..
Un perceptor;5 y más;2024T3;..
Un perceptor;5 y más;2024T2;1,1
Un perceptor;5 y más;2024T1;..
Un perceptor;5 y más;2023T4;..
Un perceptor;5 y más;2023T3;1,1
Un perceptor;5 y más;2023T2;..
Un perceptor;5 y más;2023T1;..
Un perceptor;5 y más;2022T4;..
Un perceptor;5 y más;2022T3;2,5
Un perceptor;5 y más;2022T2;..
Un perceptor;5 y más;2022T1;..
Un perceptor;5 y más;2021T4;0,6
Un perceptor;5 y más;2021T3;0,9
Un perceptor;5 y más;2021T2;..
Un perceptor;5 y más;2021T1;..
Un perceptor;5 y más;2020T4;..
Un perceptor;5 y más;2020T3;0,1
Un perceptor;5 y más;2020T2;..
Un perceptor;5 y más;2020T1;0,4
Un perceptor;5 y más;2019T4;..
Un perceptor;5 y más;2019T3;..
Un perceptor;5 y más;2019T2;..
Un perceptor;5 y más;2019T1;..
Un perceptor;5 y más;2018T4;..
Un perceptor;5 y más;2018T3;0,3
Un perceptor;5 y más;2018T2;0,4
Un perceptor;5 y más;2018T1;0,4
Un perceptor;5 y más;2017T4;0,5
Un perceptor;5 y más;2017T3;0,2
Un perceptor;5 y más;2017T2;0,1
Un perceptor;5 y más;2017T1;0,1
Un perceptor;5 y más;2016T4;2
Un perceptor;5 y más;2016T3;0,2
Un perceptor;5 y más;2016T2;2,4
Un perceptor;5 y más;2016T1;2,1
Un perceptor;5 y más;2015T4;0,9
Un perceptor;5 y más;2015T3;0,9
Un perceptor;5 y más;2015T2;0,5
Un perceptor;5 y más;2015T1;0,6
Un perceptor;5 y más;2014T4;0,5
Un perceptor;5 y más;2014T3;1,6
Un perceptor;5 y más;2014T2;1,9
Un perceptor;5 y más;2014T1;1,4
Un perceptor;5 y más;2013T4;3,1
Un perceptor;5 y más;2013T3;1,6
Un perceptor;5 y más;2013T2;1,6
Un perceptor;5 y más;2013T1;1,6
Un perceptor;5 y más;2012T4;2
Un perceptor;5 y más;2012T3;2
Un perceptor;5 y más;2012T2;1,2
Un perceptor;5 y más;2012T1;0,5
Un perceptor;5 y más;2011T4;1,7
Un perceptor;5 y más;2011T3;0,5
Un perceptor;5 y más;2011T2;0,9
Un perceptor;5 y más;2011T1;2,3
Un perceptor;5 y más;2010T4;1,3
Un perceptor;5 y más;2010T3;..
Un perceptor;5 y más;2010T2;0,3
Un perceptor;5 y más;2010T1;0,6
Un perceptor;5 y más;2009T4;0,4
Un perceptor;5 y más;2009T3;2,6
Un perceptor;5 y más;2009T2;0,6
Un perceptor;5 y más;2009T1;0,8
Un perceptor;5 y más;2008T4;0,5
Un perceptor;5 y más;2008T3;0,2
Un perceptor;5 y más;2008T2;..
Un perceptor;5 y más;2008T1;..
Un perceptor;5 y más;2007T4;..
Un perceptor;5 y más;2007T3;..
Un perceptor;5 y más;2007T2;..
Un perceptor;5 y más;2007T1;..
Un perceptor;5 y más;2006T4;..
Un perceptor;5 y más;2006T3;0,2
Un perceptor;5 y más;2006T2;..
Un perceptor;5 y más;2006T1;..
Un perceptor;5 y más;2005T4;0,2
Un perceptor;5 y más;2005T3;0,2
Un perceptor;5 y más;2005T2;..
Un perceptor;5 y más;2005T1;..
Un perceptor;5 y más;2004T4;..
Un perceptor;5 y más;2004T3;..
Un perceptor;5 y más;2004T2;..
Un perceptor;5 y más;2004T1;..
Un perceptor;5 y más;2003T4;..
Un perceptor;5 y más;2003T3;..
Un perceptor;5 y más;2003T2;..
Un perceptor;5 y más;2003T1;..
Un perceptor;5 y más;2002T4;..
Un perceptor;5 y más;2002T3;0,3
Un perceptor;5 y más;2002T2;0,3
Un perceptor;5 y más;2002T1;..
Dos perceptores;Total;2025T4;1.577,6
Dos perceptores;Total;2025T3;1.596
Dos perceptores;Total;2025T2;1.546,3
Dos perceptores;Total;2025T1;1.571,4
Dos perceptores;Total;2024T4;1.540,1
Dos perceptores;Total;2024T3;1.528,5
Dos perceptores;Total;2024T2;1.539
Dos perceptores;Total;2024T1;1.545
Dos perceptores;Total;2023T4;1.510,8
Dos perceptores;Total;2023T3;1.508,4
Dos perceptores;Total;2023T2;1.528,7
Dos perceptores;Total;2023T1;1.552,4
Dos perceptores;Total;2022T4;1.495,6
Dos perceptores;Total;2022T3;1.489,9
Dos perceptores;Total;2022T2;1.454,8
Dos perceptores;Total;2022T1;1.453,8
Dos perceptores;Total;2021T4;1.438,5
Dos perceptores;Total;2021T3;1.472,4
Dos perceptores;Total;2021T2;1.487,5
Dos perceptores;Total;2021T1;1.493,5
Dos perceptores;Total;2020T4;1.538,8
Dos perceptores;Total;2020T3;1.572,9
Dos perceptores;Total;2020T2;1.595,6
Dos perceptores;Total;2020T1;1.475,6
Dos perceptores;Total;2019T4;1.480,7
Dos perceptores;Total;2019T3;1.478
Dos perceptores;Total;2019T2;1.481,6
Dos perceptores;Total;2019T1;1.465,8
Dos perceptores;Total;2018T4;1.418
Dos perceptores;Total;2018T3;1.395,5
Dos perceptores;Total;2018T2;1.415,3
Dos perceptores;Total;2018T1;1.446,6
Dos perceptores;Total;2017T4;1.450,5
Dos perceptores;Total;2017T3;1.433,9
Dos perceptores;Total;2017T2;1.410,6
Dos perceptores;Total;2017T1;1.446,8
Dos perceptores;Total;2016T4;1.409,6
Dos perceptores;Total;2016T3;1.405,5
Dos perceptores;Total;2016T2;1.378,4
Dos perceptores;Total;2016T1;1.409,1
Dos perceptores;Total;2015T4;1.384
Dos perceptores;Total;2015T3;1.387,2
Dos perceptores;Total;2015T2;1.396,3
Dos perceptores;Total;2015T1;1.430,8
Dos perceptores;Total;2014T4;1.432,4
Dos perceptores;Total;2014T3;1.460,6
Dos perceptores;Total;2014T2;1.473,9
Dos perceptores;Total;2014T1;1.493,8
Dos perceptores;Total;2013T4;1.475,1
Dos perceptores;Total;2013T3;1.510,2
Dos perceptores;Total;2013T2;1.486,9
Dos perceptores;Total;2013T1;1.496,2
Dos perceptores;Total;2012T4;1.461,7
Dos perceptores;Total;2012T3;1.439,2
Dos perceptores;Total;2012T2;1.434,3
Dos perceptores;Total;2012T1;1.431,7
Dos perceptores;Total;2011T4;1.381,8
Dos perceptores;Total;2011T3;1.348,8
Dos perceptores;Total;2011T2;1.321,8
Dos perceptores;Total;2011T1;1.353,1
Dos perceptores;Total;2010T4;1.327,7
Dos perceptores;Total;2010T3;1.287
Dos perceptores;Total;2010T2;1.294,1
Dos perceptores;Total;2010T1;1.275,8
Dos perceptores;Total;2009T4;1.216,6
Dos perceptores;Total;2009T3;1.170,6
Dos perceptores;Total;2009T2;1.140,3
Dos perceptores;Total;2009T1;1.108
Dos perceptores;Total;2008T4;1.051,7
Dos perceptores;Total;2008T3;996,6
Dos perceptores;Total;2008T2;982
Dos perceptores;Total;2008T1;939,1
Dos perceptores;Total;2007T4;902,8
Dos perceptores;Total;2007T3;903,6
Dos perceptores;Total;2007T2;870,4
Dos perceptores;Total;2007T1;857,2
Dos perceptores;Total;2006T4;863,2
Dos perceptores;Total;2006T3;871,2
Dos perceptores;Total;2006T2;869,5
Dos perceptores;Total;2006T1;854,6
Dos perceptores;Total;2005T4;861,7
Dos perceptores;Total;2005T3;837,8
Dos perceptores;Total;2005T2;841,4
Dos perceptores;Total;2005T1;801,8
Dos perceptores;Total;2004T4;792,6
Dos perceptores;Total;2004T3;790,2
Dos perceptores;Total;2004T2;794
Dos perceptores;Total;2004T1;800,1
Dos perceptores;Total;2003T4;787,9
Dos perceptores;Total;2003T3;793,4
Dos perceptores;Total;2003T2;791,4
Dos perceptores;Total;2003T1;792,7
Dos perceptores;Total;2002T4;761,3
Dos perceptores;Total;2002T3;747,8
Dos perceptores;Total;2002T2;739,5
Dos perceptores;Total;2002T1;735,5
Dos perceptores;0;2025T4;1.421,9
Dos perceptores;0;2025T3;1.423,2
Dos perceptores;0;2025T2;1.384
Dos perceptores;0;2025T1;1.398,9
Dos perceptores;0;2024T4;1.375,2
Dos perceptores;0;2024T3;1.369,8
Dos perceptores;0;2024T2;1.353,5
Dos perceptores;0;2024T1;1.346,4
Dos perceptores;0;2023T4;1.342,7
Dos perceptores;0;2023T3;1.331,9
Dos perceptores;0;2023T2;1.343,2
Dos perceptores;0;2023T1;1.351,9
Dos perceptores;0;2022T4;1.301,3
Dos perceptores;0;2022T3;1.287,5
Dos perceptores;0;2022T2;1.266,5
Dos perceptores;0;2022T1;1.254,8
Dos perceptores;0;2021T4;1.237,5
Dos perceptores;0;2021T3;1.253,5
Dos perceptores;0;2021T2;1.260,1
Dos perceptores;0;2021T1;1.256,2
Dos perceptores;0;2020T4;1.317,1
Dos perceptores;0;2020T3;1.342,5
Dos perceptores;0;2020T2;1.373,8
Dos perceptores;0;2020T1;1.266,2
Dos perceptores;0;2019T4;1.279,1
Dos perceptores;0;2019T3;1.280,6
Dos perceptores;0;2019T2;1.280,5
Dos perceptores;0;2019T1;1.250,2
Dos perceptores;0;2018T4;1.224,2
Dos perceptores;0;2018T3;1.194,2
Dos perceptores;0;2018T2;1.209,1
Dos perceptores;0;2018T1;1.212,1
Dos perceptores;0;2017T4;1.224,2
Dos perceptores;0;2017T3;1.211,1
Dos perceptores;0;2017T2;1.179,2
Dos perceptores;0;2017T1;1.188,2
Dos perceptores;0;2016T4;1.162,8
Dos perceptores;0;2016T3;1.152,7
Dos perceptores;0;2016T2;1.111,2
Dos perceptores;0;2016T1;1.140,6
Dos perceptores;0;2015T4;1.107,5
Dos perceptores;0;2015T3;1.112,7
Dos perceptores;0;2015T2;1.116,6
Dos perceptores;0;2015T1;1.117,2
Dos perceptores;0;2014T4;1.107
Dos perceptores;0;2014T3;1.125,4
Dos perceptores;0;2014T2;1.125,2
Dos perceptores;0;2014T1;1.110,6
Dos perceptores;0;2013T4;1.086
Dos perceptores;0;2013T3;1.106,3
Dos perceptores;0;2013T2;1.089,9
Dos perceptores;0;2013T1;1.077,3
Dos perceptores;0;2012T4;1.068,5
Dos perceptores;0;2012T3;1.066,4
Dos perceptores;0;2012T2;1.064,3
Dos perceptores;0;2012T1;1.068
Dos perceptores;0;2011T4;1.039,2
Dos perceptores;0;2011T3;1.032,1
Dos perceptores;0;2011T2;1.023,2
Dos perceptores;0;2011T1;1.022,4
Dos perceptores;0;2010T4;1.008,7
Dos perceptores;0;2010T3;984
Dos perceptores;0;2010T2;980,8
Dos perceptores;0;2010T1;958,5
Dos perceptores;0;2009T4;944
Dos perceptores;0;2009T3;925,5
Dos perceptores;0;2009T2;899,9
Dos perceptores;0;2009T1;890,8
Dos perceptores;0;2008T4;889,5
Dos perceptores;0;2008T3;885,1
Dos perceptores;0;2008T2;863,5
Dos perceptores;0;2008T1;842,7
Dos perceptores;0;2007T4;822,6
Dos perceptores;0;2007T3;838,3
Dos perceptores;0;2007T2;806
Dos perceptores;0;2007T1;782,7
Dos perceptores;0;2006T4;785,3
Dos perceptores;0;2006T3;794,5
Dos perceptores;0;2006T2;795,7
Dos perceptores;0;2006T1;774,7
Dos perceptores;0;2005T4;783,1
Dos perceptores;0;2005T3;758,7
Dos perceptores;0;2005T2;745,8
Dos perceptores;0;2005T1;715,4
Dos perceptores;0;2004T4;703,9
Dos perceptores;0;2004T3;702
Dos perceptores;0;2004T2;700,1
Dos perceptores;0;2004T1;708,3
Dos perceptores;0;2003T4;703,8
Dos perceptores;0;2003T3;701,8
Dos perceptores;0;2003T2;698,2
Dos perceptores;0;2003T1;703,8
Dos perceptores;0;2002T4;675,6
Dos perceptores;0;2002T3;663,9
Dos perceptores;0;2002T2;661,4
Dos perceptores;0;2002T1;647,1
Dos perceptores;1;2025T4;116,2
Dos perceptores;1;2025T3;131,6
Dos perceptores;1;2025T2;119,9
Dos perceptores;1;2025T1;118,6
Dos perceptores;1;2024T4;124,3
Dos perceptores;1;2024T3;121,3
Dos perceptores;1;2024T2;138,5
Dos perceptores;1;2024T1;146,3
Dos perceptores;1;2023T4;131,9
Dos perceptores;1;2023T3;135,8
Dos perceptores;1;2023T2;135,7
Dos perceptores;1;2023T1;143
Dos perceptores;1;2022T4;140,6
Dos perceptores;1;2022T3;147,5
Dos perceptores;1;2022T2;137,9
Dos perceptores;1;2022T1;143,6
Dos perceptores;1;2021T4;152,1
Dos perceptores;1;2021T3;157,1
Dos perceptores;1;2021T2;164,7
Dos perceptores;1;2021T1;169,9
Dos perceptores;1;2020T4;156,8
Dos perceptores;1;2020T3;160,4
Dos perceptores;1;2020T2;156,8
Dos perceptores;1;2020T1;146,2
Dos perceptores;1;2019T4;142,9
Dos perceptores;1;2019T3;138,1
Dos perceptores;1;2019T2;145,2
Dos perceptores;1;2019T1;153,6
Dos perceptores;1;2018T4;143,5
Dos perceptores;1;2018T3;144
Dos perceptores;1;2018T2;148,8
Dos perceptores;1;2018T1;158,4
Dos perceptores;1;2017T4;155
Dos perceptores;1;2017T3;158,2
Dos perceptores;1;2017T2;166
Dos perceptores;1;2017T1;176,5
Dos perceptores;1;2016T4;162,4
Dos perceptores;1;2016T3;180,5
Dos perceptores;1;2016T2;176,8
Dos perceptores;1;2016T1;173,5
Dos perceptores;1;2015T4;180
Dos perceptores;1;2015T3;180,2
Dos perceptores;1;2015T2;173,6
Dos perceptores;1;2015T1;202,3
Dos perceptores;1;2014T4;205,9
Dos perceptores;1;2014T3;205,7
Dos perceptores;1;2014T2;209,8
Dos perceptores;1;2014T1;235,9
Dos perceptores;1;2013T4;235,8
Dos perceptores;1;2013T3;230,5
Dos perceptores;1;2013T2;222,9
Dos perceptores;1;2013T1;242
Dos perceptores;1;2012T4;218
Dos perceptores;1;2012T3;207,2
Dos perceptores;1;2012T2;205,6
Dos perceptores;1;2012T1;202,8
Dos perceptores;1;2011T4;193,3
Dos perceptores;1;2011T3;176,6
Dos perceptores;1;2011T2;165,1
Dos perceptores;1;2011T1;180,2
Dos perceptores;1;2010T4;176,1
Dos perceptores;1;2010T3;170
Dos perceptores;1;2010T2;176,1
Dos perceptores;1;2010T1;176,3
Dos perceptores;1;2009T4;152,7
Dos perceptores;1;2009T3;151,2
Dos perceptores;1;2009T2;149,4
Dos perceptores;1;2009T1;134,9
Dos perceptores;1;2008T4;110,4
Dos perceptores;1;2008T3;81
Dos perceptores;1;2008T2;89,2
Dos perceptores;1;2008T1;72,6
Dos perceptores;1;2007T4;60,6
Dos perceptores;1;2007T3;50
Dos perceptores;1;2007T2;50,3
Dos perceptores;1;2007T1;59,2
Dos perceptores;1;2006T4;63,9
Dos perceptores;1;2006T3;61,1
Dos perceptores;1;2006T2;61,1
Dos perceptores;1;2006T1;65,7
Dos perceptores;1;2005T4;61
Dos perceptores;1;2005T3;62,6
Dos perceptores;1;2005T2;77,8
Dos perceptores;1;2005T1;66,1
