Sexo;Edad;Nacionalidad;Periodo;Total
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2015T3;18,3
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2015T2;20,9
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2015T1;22,6
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2014T4;14,3
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2014T3;14,5
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2014T2;8,1
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2014T1;8,3
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2013T4;9,7
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2013T3;11,6
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2013T2;9,1
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2013T1;9
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2012T4;9,3
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2012T3;14,7
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2012T2;14
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2012T1;15,3
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2011T4;20,9
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2011T3;25,3
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2011T2;21
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2011T1;19,6
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2010T4;19,9
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2010T3;20,2
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2010T2;20,7
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2010T1;17,9
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2009T4;20,2
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2009T3;19
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2009T2;20,5
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2009T1;25,1
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2008T4;23,4
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2008T3;23,2
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2008T2;20,1
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2008T1;17,1
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2007T4;18,9
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2007T3;22,3
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2007T2;26,7
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2007T1;25,7
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2006T4;135,7
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2006T3;136,7
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2006T2;114,9
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2006T1;116,3
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2005T4;105,5
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2005T3;99,7
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2005T2;99,3
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2005T1;113
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2004T4;113,6
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2004T3;94,4
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2004T2;84,5
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2004T1;92
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2003T4;88,1
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2003T3;88,9
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2003T2;91,7
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2003T1;80,7
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2002T4;68,9
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2002T3;55,8
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2002T2;45,2
Hombres;De 25 a 34 años;Extranjera: Resto de Europa;2002T1;39,7
Hombres;De 25 a 34 años;Extranjera: América Latina;2025T4;270,7
Hombres;De 25 a 34 años;Extranjera: América Latina;2025T3;250,7
Hombres;De 25 a 34 años;Extranjera: América Latina;2025T2;242,9
Hombres;De 25 a 34 años;Extranjera: América Latina;2025T1;243,2
Hombres;De 25 a 34 años;Extranjera: América Latina;2024T4;264,1
Hombres;De 25 a 34 años;Extranjera: América Latina;2024T3;269
Hombres;De 25 a 34 años;Extranjera: América Latina;2024T2;277
Hombres;De 25 a 34 años;Extranjera: América Latina;2024T1;252,4
Hombres;De 25 a 34 años;Extranjera: América Latina;2023T4;240,4
Hombres;De 25 a 34 años;Extranjera: América Latina;2023T3;221,3
Hombres;De 25 a 34 años;Extranjera: América Latina;2023T2;230,3
Hombres;De 25 a 34 años;Extranjera: América Latina;2023T1;214,6
Hombres;De 25 a 34 años;Extranjera: América Latina;2022T4;206,9
Hombres;De 25 a 34 años;Extranjera: América Latina;2022T3;176,5
Hombres;De 25 a 34 años;Extranjera: América Latina;2022T2;167,9
Hombres;De 25 a 34 años;Extranjera: América Latina;2022T1;165
Hombres;De 25 a 34 años;Extranjera: América Latina;2021T4;168
Hombres;De 25 a 34 años;Extranjera: América Latina;2021T3;170,3
Hombres;De 25 a 34 años;Extranjera: América Latina;2021T2;166,2
Hombres;De 25 a 34 años;Extranjera: América Latina;2021T1;143,3
Hombres;De 25 a 34 años;Extranjera: América Latina;2020T4;142,7
Hombres;De 25 a 34 años;Extranjera: América Latina;2020T3;148
Hombres;De 25 a 34 años;Extranjera: América Latina;2020T2;132,4
Hombres;De 25 a 34 años;Extranjera: América Latina;2020T1;142,5
Hombres;De 25 a 34 años;Extranjera: América Latina;2019T4;127,9
Hombres;De 25 a 34 años;Extranjera: América Latina;2019T3;122,4
Hombres;De 25 a 34 años;Extranjera: América Latina;2019T2;110
Hombres;De 25 a 34 años;Extranjera: América Latina;2019T1;109,7
Hombres;De 25 a 34 años;Extranjera: América Latina;2018T4;105,2
Hombres;De 25 a 34 años;Extranjera: América Latina;2018T3;107,2
Hombres;De 25 a 34 años;Extranjera: América Latina;2018T2;106,5
Hombres;De 25 a 34 años;Extranjera: América Latina;2018T1;106,4
Hombres;De 25 a 34 años;Extranjera: América Latina;2017T4;113,2
Hombres;De 25 a 34 años;Extranjera: América Latina;2017T3;110,2
Hombres;De 25 a 34 años;Extranjera: América Latina;2017T2;98,9
Hombres;De 25 a 34 años;Extranjera: América Latina;2017T1;105,4
Hombres;De 25 a 34 años;Extranjera: América Latina;2016T4;106,2
Hombres;De 25 a 34 años;Extranjera: América Latina;2016T3;101,4
Hombres;De 25 a 34 años;Extranjera: América Latina;2016T2;104,9
Hombres;De 25 a 34 años;Extranjera: América Latina;2016T1;109,1
Hombres;De 25 a 34 años;Extranjera: América Latina;2015T4;107,7
Hombres;De 25 a 34 años;Extranjera: América Latina;2015T3;104,8
Hombres;De 25 a 34 años;Extranjera: América Latina;2015T2;107
Hombres;De 25 a 34 años;Extranjera: América Latina;2015T1;119,1
Hombres;De 25 a 34 años;Extranjera: América Latina;2014T4;117,9
Hombres;De 25 a 34 años;Extranjera: América Latina;2014T3;123,3
Hombres;De 25 a 34 años;Extranjera: América Latina;2014T2;138
Hombres;De 25 a 34 años;Extranjera: América Latina;2014T1;135,8
Hombres;De 25 a 34 años;Extranjera: América Latina;2013T4;134,1
Hombres;De 25 a 34 años;Extranjera: América Latina;2013T3;147,3
Hombres;De 25 a 34 años;Extranjera: América Latina;2013T2;153,8
Hombres;De 25 a 34 años;Extranjera: América Latina;2013T1;167,1
Hombres;De 25 a 34 años;Extranjera: América Latina;2012T4;187,8
Hombres;De 25 a 34 años;Extranjera: América Latina;2012T3;192,4
Hombres;De 25 a 34 años;Extranjera: América Latina;2012T2;189,7
Hombres;De 25 a 34 años;Extranjera: América Latina;2012T1;204,9
Hombres;De 25 a 34 años;Extranjera: América Latina;2011T4;221,5
Hombres;De 25 a 34 años;Extranjera: América Latina;2011T3;249
Hombres;De 25 a 34 años;Extranjera: América Latina;2011T2;261,5
Hombres;De 25 a 34 años;Extranjera: América Latina;2011T1;248
Hombres;De 25 a 34 años;Extranjera: América Latina;2010T4;261,6
Hombres;De 25 a 34 años;Extranjera: América Latina;2010T3;263,8
Hombres;De 25 a 34 años;Extranjera: América Latina;2010T2;275,5
Hombres;De 25 a 34 años;Extranjera: América Latina;2010T1;284,6
Hombres;De 25 a 34 años;Extranjera: América Latina;2009T4;277,9
Hombres;De 25 a 34 años;Extranjera: América Latina;2009T3;292,8
Hombres;De 25 a 34 años;Extranjera: América Latina;2009T2;308,1
Hombres;De 25 a 34 años;Extranjera: América Latina;2009T1;287,6
Hombres;De 25 a 34 años;Extranjera: América Latina;2008T4;305
Hombres;De 25 a 34 años;Extranjera: América Latina;2008T3;328,3
Hombres;De 25 a 34 años;Extranjera: América Latina;2008T2;342,5
Hombres;De 25 a 34 años;Extranjera: América Latina;2008T1;329,8
Hombres;De 25 a 34 años;Extranjera: América Latina;2007T4;321,2
Hombres;De 25 a 34 años;Extranjera: América Latina;2007T3;326,6
Hombres;De 25 a 34 años;Extranjera: América Latina;2007T2;291,3
Hombres;De 25 a 34 años;Extranjera: América Latina;2007T1;291,6
Hombres;De 25 a 34 años;Extranjera: América Latina;2006T4;270,2
Hombres;De 25 a 34 años;Extranjera: América Latina;2006T3;232,3
Hombres;De 25 a 34 años;Extranjera: América Latina;2006T2;240,4
Hombres;De 25 a 34 años;Extranjera: América Latina;2006T1;230,2
Hombres;De 25 a 34 años;Extranjera: América Latina;2005T4;188,3
Hombres;De 25 a 34 años;Extranjera: América Latina;2005T3;207,5
Hombres;De 25 a 34 años;Extranjera: América Latina;2005T2;206,1
Hombres;De 25 a 34 años;Extranjera: América Latina;2005T1;206,9
Hombres;De 25 a 34 años;Extranjera: América Latina;2004T4;204,1
Hombres;De 25 a 34 años;Extranjera: América Latina;2004T3;210,8
Hombres;De 25 a 34 años;Extranjera: América Latina;2004T2;197,1
Hombres;De 25 a 34 años;Extranjera: América Latina;2004T1;183,4
Hombres;De 25 a 34 años;Extranjera: América Latina;2003T4;170,7
Hombres;De 25 a 34 años;Extranjera: América Latina;2003T3;166
Hombres;De 25 a 34 años;Extranjera: América Latina;2003T2;154,8
Hombres;De 25 a 34 años;Extranjera: América Latina;2003T1;138,7
Hombres;De 25 a 34 años;Extranjera: América Latina;2002T4;126,1
Hombres;De 25 a 34 años;Extranjera: América Latina;2002T3;110
Hombres;De 25 a 34 años;Extranjera: América Latina;2002T2;90,5
Hombres;De 25 a 34 años;Extranjera: América Latina;2002T1;87,8
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2025T4;136,2
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2025T3;132,1
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2025T2;156
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2025T1;152,3
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2024T4;130,2
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2024T3;133,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2024T2;133,4
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2024T1;138,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2023T4;120,8
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2023T3;126,2
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2023T2;137,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2023T1;144,5
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2022T4;131,1
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2022T3;118
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2022T2;131,2
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2022T1;103
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2021T4;92,5
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2021T3;99,5
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2021T2;96,5
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2021T1;105,3
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2020T4;119,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2020T3;124,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2020T2;115,6
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2020T1;114,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2019T4;104,5
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2019T3;108,4
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2019T2;114,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2019T1;107,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2018T4;101
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2018T3;102,4
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2018T2;111,2
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2018T1;102,8
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2017T4;102,1
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2017T3;102
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2017T2;115,6
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2017T1;116,3
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2016T4;111,9
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2016T3;141
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2016T2;138
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2016T1;131,4
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2015T4;126,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2015T3;124,4
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2015T2;119,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2015T1;116,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2014T4;118,4
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2014T3;115
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2014T2;117
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2014T1;115,8
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2013T4;134,8
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2013T3;140,3
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2013T2;144,6
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2013T1;154,6
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2012T4;167,9
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2012T3;172,4
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2012T2;167,6
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2012T1;180,2
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2011T4;181,4
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2011T3;179,3
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2011T2;182,8
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2011T1;174,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2010T4;189,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2010T3;186,9
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2010T2;186,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2010T1;200,2
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2009T4;197,8
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2009T3;208,2
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2009T2;202,8
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2009T1;202,3
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2008T4;186,4
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2008T3;193,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2008T2;194,1
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2008T1;198,4
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2007T4;174,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2007T3;187,6
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2007T2;192,3
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2007T1;182,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2006T4;196,8
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2006T3;196,5
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2006T2;178
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2006T1;155,2
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2005T4;154,8
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2005T3;166,5
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2005T2;143,6
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2005T1;134,6
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2004T4;139,2
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2004T3;137,6
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2004T2;126,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2004T1;126,5
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2003T4;122,8
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2003T3;113,6
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2003T2;96,3
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2003T1;83,4
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2002T4;88,6
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2002T3;78,4
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2002T2;79,7
Hombres;De 25 a 34 años;Extranjera: Resto del mundo y apátrida;2002T1;72,1
Hombres;De 35 a 44 años;Total;2025T4;3.057
Hombres;De 35 a 44 años;Total;2025T3;3.026,8
Hombres;De 35 a 44 años;Total;2025T2;3.062,6
Hombres;De 35 a 44 años;Total;2025T1;3.049
Hombres;De 35 a 44 años;Total;2024T4;3.067,2
Hombres;De 35 a 44 años;Total;2024T3;3.087,9
Hombres;De 35 a 44 años;Total;2024T2;3.094,6
Hombres;De 35 a 44 años;Total;2024T1;3.101,8
Hombres;De 35 a 44 años;Total;2023T4;3.123,5
Hombres;De 35 a 44 años;Total;2023T3;3.155
Hombres;De 35 a 44 años;Total;2023T2;3.148,4
Hombres;De 35 a 44 años;Total;2023T1;3.158,8
Hombres;De 35 a 44 años;Total;2022T4;3.190,6
Hombres;De 35 a 44 años;Total;2022T3;3.203,4
Hombres;De 35 a 44 años;Total;2022T2;3.205,6
Hombres;De 35 a 44 años;Total;2022T1;3.224,4
Hombres;De 35 a 44 años;Total;2021T4;3.255,7
Hombres;De 35 a 44 años;Total;2021T3;3.298,7
Hombres;De 35 a 44 años;Total;2021T2;3.305
Hombres;De 35 a 44 años;Total;2021T1;3.296,6
Hombres;De 35 a 44 años;Total;2020T4;3.291,7
Hombres;De 35 a 44 años;Total;2020T3;3.306,1
Hombres;De 35 a 44 años;Total;2020T2;3.244,4
Hombres;De 35 a 44 años;Total;2020T1;3.371
Hombres;De 35 a 44 años;Total;2019T4;3.412,3
Hombres;De 35 a 44 años;Total;2019T3;3.422,1
Hombres;De 35 a 44 años;Total;2019T2;3.470,3
Hombres;De 35 a 44 años;Total;2019T1;3.467,1
Hombres;De 35 a 44 años;Total;2018T4;3.504,9
Hombres;De 35 a 44 años;Total;2018T3;3.532,2
Hombres;De 35 a 44 años;Total;2018T2;3.546,3
Hombres;De 35 a 44 años;Total;2018T1;3.555,1
Hombres;De 35 a 44 años;Total;2017T4;3.576,9
Hombres;De 35 a 44 años;Total;2017T3;3.591,5
Hombres;De 35 a 44 años;Total;2017T2;3.606,1
Hombres;De 35 a 44 años;Total;2017T1;3.646,8
Hombres;De 35 a 44 años;Total;2016T4;3.665,8
Hombres;De 35 a 44 años;Total;2016T3;3.671,1
Hombres;De 35 a 44 años;Total;2016T2;3.686,1
Hombres;De 35 a 44 años;Total;2016T1;3.713
Hombres;De 35 a 44 años;Total;2015T4;3.721
Hombres;De 35 a 44 años;Total;2015T3;3.735,4
Hombres;De 35 a 44 años;Total;2015T2;3.758
Hombres;De 35 a 44 años;Total;2015T1;3.750,3
Hombres;De 35 a 44 años;Total;2014T4;3.772,7
Hombres;De 35 a 44 años;Total;2014T3;3.765,2
Hombres;De 35 a 44 años;Total;2014T2;3.777,7
Hombres;De 35 a 44 años;Total;2014T1;3.744,3
Hombres;De 35 a 44 años;Total;2013T4;3.775,1
Hombres;De 35 a 44 años;Total;2013T3;3.784,7
Hombres;De 35 a 44 años;Total;2013T2;3.785,8
Hombres;De 35 a 44 años;Total;2013T1;3.809,4
Hombres;De 35 a 44 años;Total;2012T4;3.804,6
Hombres;De 35 a 44 años;Total;2012T3;3.803,1
Hombres;De 35 a 44 años;Total;2012T2;3.816,6
Hombres;De 35 a 44 años;Total;2012T1;3.812,8
Hombres;De 35 a 44 años;Total;2011T4;3.824
Hombres;De 35 a 44 años;Total;2011T3;3.814,2
Hombres;De 35 a 44 años;Total;2011T2;3.803,6
Hombres;De 35 a 44 años;Total;2011T1;3.795
Hombres;De 35 a 44 años;Total;2010T4;3.781,6
Hombres;De 35 a 44 años;Total;2010T3;3.775,4
Hombres;De 35 a 44 años;Total;2010T2;3.773,9
Hombres;De 35 a 44 años;Total;2010T1;3.735,5
Hombres;De 35 a 44 años;Total;2009T4;3.716,8
Hombres;De 35 a 44 años;Total;2009T3;3.684,1
Hombres;De 35 a 44 años;Total;2009T2;3.695,2
Hombres;De 35 a 44 años;Total;2009T1;3.691,9
Hombres;De 35 a 44 años;Total;2008T4;3.664,6
Hombres;De 35 a 44 años;Total;2008T3;3.647,4
Hombres;De 35 a 44 años;Total;2008T2;3.649,6
Hombres;De 35 a 44 años;Total;2008T1;3.633
Hombres;De 35 a 44 años;Total;2007T4;3.591,9
Hombres;De 35 a 44 años;Total;2007T3;3.566,6
Hombres;De 35 a 44 años;Total;2007T2;3.556,3
Hombres;De 35 a 44 años;Total;2007T1;3.511,9
Hombres;De 35 a 44 años;Total;2006T4;3.469,5
Hombres;De 35 a 44 años;Total;2006T3;3.444,5
Hombres;De 35 a 44 años;Total;2006T2;3.437,9
Hombres;De 35 a 44 años;Total;2006T1;3.415,1
Hombres;De 35 a 44 años;Total;2005T4;3.371,2
Hombres;De 35 a 44 años;Total;2005T3;3.353,2
Hombres;De 35 a 44 años;Total;2005T2;3.349,1
Hombres;De 35 a 44 años;Total;2005T1;3.315,9
Hombres;De 35 a 44 años;Total;2004T4;3.294,9
Hombres;De 35 a 44 años;Total;2004T3;3.259,7
Hombres;De 35 a 44 años;Total;2004T2;3.241,1
Hombres;De 35 a 44 años;Total;2004T1;3.219
Hombres;De 35 a 44 años;Total;2003T4;3.210,8
Hombres;De 35 a 44 años;Total;2003T3;3.177,6
Hombres;De 35 a 44 años;Total;2003T2;3.169,3
Hombres;De 35 a 44 años;Total;2003T1;3.127,9
Hombres;De 35 a 44 años;Total;2002T4;3.101,3
Hombres;De 35 a 44 años;Total;2002T3;3.072,1
Hombres;De 35 a 44 años;Total;2002T2;3.051,7
Hombres;De 35 a 44 años;Total;2002T1;3.013,9
Hombres;De 35 a 44 años;Española;2025T4;2.243,8
Hombres;De 35 a 44 años;Española;2025T3;2.255,4
Hombres;De 35 a 44 años;Española;2025T2;2.332,7
Hombres;De 35 a 44 años;Española;2025T1;2.341,7
Hombres;De 35 a 44 años;Española;2024T4;2.355,7
Hombres;De 35 a 44 años;Española;2024T3;2.391,9
Hombres;De 35 a 44 años;Española;2024T2;2.405,5
Hombres;De 35 a 44 años;Española;2024T1;2.427,4
Hombres;De 35 a 44 años;Española;2023T4;2.429
Hombres;De 35 a 44 años;Española;2023T3;2.455,1
Hombres;De 35 a 44 años;Española;2023T2;2.464
Hombres;De 35 a 44 años;Española;2023T1;2.483,5
Hombres;De 35 a 44 años;Española;2022T4;2.500,1
Hombres;De 35 a 44 años;Española;2022T3;2.520,8
Hombres;De 35 a 44 años;Española;2022T2;2.522,1
Hombres;De 35 a 44 años;Española;2022T1;2.578,5
Hombres;De 35 a 44 años;Española;2021T4;2.597,6
Hombres;De 35 a 44 años;Española;2021T3;2.635,4
Hombres;De 35 a 44 años;Española;2021T2;2.646,7
Hombres;De 35 a 44 años;Española;2021T1;2.674,8
Hombres;De 35 a 44 años;Española;2020T4;2.626,9
Hombres;De 35 a 44 años;Española;2020T3;2.655,7
Hombres;De 35 a 44 años;Española;2020T2;2.602,2
Hombres;De 35 a 44 años;Española;2020T1;2.702,8
Hombres;De 35 a 44 años;Española;2019T4;2.754
Hombres;De 35 a 44 años;Española;2019T3;2.785,5
Hombres;De 35 a 44 años;Española;2019T2;2.828,7
Hombres;De 35 a 44 años;Española;2019T1;2.819,6
Hombres;De 35 a 44 años;Española;2018T4;2.868,7
Hombres;De 35 a 44 años;Española;2018T3;2.921,3
Hombres;De 35 a 44 años;Española;2018T2;2.930,8
Hombres;De 35 a 44 años;Española;2018T1;2.944,3
Hombres;De 35 a 44 años;Española;2017T4;2.972,6
Hombres;De 35 a 44 años;Española;2017T3;2.984,3
Hombres;De 35 a 44 años;Española;2017T2;3.003
Hombres;De 35 a 44 años;Española;2017T1;3.033,5
Hombres;De 35 a 44 años;Española;2016T4;3.042,4
Hombres;De 35 a 44 años;Española;2016T3;3.048,6
Hombres;De 35 a 44 años;Española;2016T2;3.075,1
Hombres;De 35 a 44 años;Española;2016T1;3.095,4
Hombres;De 35 a 44 años;Española;2015T4;3.096
Hombres;De 35 a 44 años;Española;2015T3;3.087,3
Hombres;De 35 a 44 años;Española;2015T2;3.119,4
Hombres;De 35 a 44 años;Española;2015T1;3.130,1
Hombres;De 35 a 44 años;Española;2014T4;3.155,5
Hombres;De 35 a 44 años;Española;2014T3;3.160,2
Hombres;De 35 a 44 años;Española;2014T2;3.165,8
Hombres;De 35 a 44 años;Española;2014T1;3.148,4
Hombres;De 35 a 44 años;Española;2013T4;3.153,5
Hombres;De 35 a 44 años;Española;2013T3;3.156,4
Hombres;De 35 a 44 años;Española;2013T2;3.132,2
Hombres;De 35 a 44 años;Española;2013T1;3.130,6
Hombres;De 35 a 44 años;Española;2012T4;3.139,3
Hombres;De 35 a 44 años;Española;2012T3;3.136,8
Hombres;De 35 a 44 años;Española;2012T2;3.136
Hombres;De 35 a 44 años;Española;2012T1;3.132,7
Hombres;De 35 a 44 años;Española;2011T4;3.127,4
Hombres;De 35 a 44 años;Española;2011T3;3.151,8
