Sexo;Edad;Nacionalidad;Periodo;Total
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2009T3;13,7
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2009T2;12,7
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2009T1;15,8
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2008T4;17,3
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2008T3;14,9
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2008T2;15
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2008T1;16,4
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2007T4;12
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2007T3;10,2
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2007T2;8,5
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2007T1;7,7
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2006T4;35,5
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2006T3;38,9
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2006T2;38,4
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2006T1;42,6
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2005T4;46,3
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2005T3;46,1
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2005T2;59,6
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2005T1;35,7
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2004T4;38,3
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2004T3;23,3
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2004T2;20,8
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2004T1;17,8
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2003T4;14,6
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2003T3;15,2
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2003T2;19,6
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2003T1;16,7
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2002T4;16
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2002T3;14
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2002T2;13
Hombres;De 45 a 54 años;Extranjera: Resto de Europa;2002T1;12,3
Hombres;De 45 a 54 años;Extranjera: América Latina;2025T4;180
Hombres;De 45 a 54 años;Extranjera: América Latina;2025T3;199,5
Hombres;De 45 a 54 años;Extranjera: América Latina;2025T2;193,5
Hombres;De 45 a 54 años;Extranjera: América Latina;2025T1;203
Hombres;De 45 a 54 años;Extranjera: América Latina;2024T4;180,8
Hombres;De 45 a 54 años;Extranjera: América Latina;2024T3;180,3
Hombres;De 45 a 54 años;Extranjera: América Latina;2024T2;165,3
Hombres;De 45 a 54 años;Extranjera: América Latina;2024T1;162,7
Hombres;De 45 a 54 años;Extranjera: América Latina;2023T4;136
Hombres;De 45 a 54 años;Extranjera: América Latina;2023T3;140,5
Hombres;De 45 a 54 años;Extranjera: América Latina;2023T2;133,6
Hombres;De 45 a 54 años;Extranjera: América Latina;2023T1;135,8
Hombres;De 45 a 54 años;Extranjera: América Latina;2022T4;142,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2022T3;119,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2022T2;121,4
Hombres;De 45 a 54 años;Extranjera: América Latina;2022T1;115,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2021T4;115,4
Hombres;De 45 a 54 años;Extranjera: América Latina;2021T3;100,3
Hombres;De 45 a 54 años;Extranjera: América Latina;2021T2;94,4
Hombres;De 45 a 54 años;Extranjera: América Latina;2021T1;105,2
Hombres;De 45 a 54 años;Extranjera: América Latina;2020T4;103,4
Hombres;De 45 a 54 años;Extranjera: América Latina;2020T3;101,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2020T2;98
Hombres;De 45 a 54 años;Extranjera: América Latina;2020T1;102,7
Hombres;De 45 a 54 años;Extranjera: América Latina;2019T4;95,2
Hombres;De 45 a 54 años;Extranjera: América Latina;2019T3;81,2
Hombres;De 45 a 54 años;Extranjera: América Latina;2019T2;88,2
Hombres;De 45 a 54 años;Extranjera: América Latina;2019T1;86,4
Hombres;De 45 a 54 años;Extranjera: América Latina;2018T4;81,2
Hombres;De 45 a 54 años;Extranjera: América Latina;2018T3;82,7
Hombres;De 45 a 54 años;Extranjera: América Latina;2018T2;77
Hombres;De 45 a 54 años;Extranjera: América Latina;2018T1;75,4
Hombres;De 45 a 54 años;Extranjera: América Latina;2017T4;78,5
Hombres;De 45 a 54 años;Extranjera: América Latina;2017T3;70,5
Hombres;De 45 a 54 años;Extranjera: América Latina;2017T2;68,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2017T1;68,3
Hombres;De 45 a 54 años;Extranjera: América Latina;2016T4;71,8
Hombres;De 45 a 54 años;Extranjera: América Latina;2016T3;65,8
Hombres;De 45 a 54 años;Extranjera: América Latina;2016T2;59
Hombres;De 45 a 54 años;Extranjera: América Latina;2016T1;65,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2015T4;58,3
Hombres;De 45 a 54 años;Extranjera: América Latina;2015T3;55,9
Hombres;De 45 a 54 años;Extranjera: América Latina;2015T2;56,2
Hombres;De 45 a 54 años;Extranjera: América Latina;2015T1;60
Hombres;De 45 a 54 años;Extranjera: América Latina;2014T4;58,5
Hombres;De 45 a 54 años;Extranjera: América Latina;2014T3;64,9
Hombres;De 45 a 54 años;Extranjera: América Latina;2014T2;71
Hombres;De 45 a 54 años;Extranjera: América Latina;2014T1;82,3
Hombres;De 45 a 54 años;Extranjera: América Latina;2013T4;83,7
Hombres;De 45 a 54 años;Extranjera: América Latina;2013T3;92
Hombres;De 45 a 54 años;Extranjera: América Latina;2013T2;88,2
Hombres;De 45 a 54 años;Extranjera: América Latina;2013T1;90,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2012T4;94,3
Hombres;De 45 a 54 años;Extranjera: América Latina;2012T3;91
Hombres;De 45 a 54 años;Extranjera: América Latina;2012T2;95,8
Hombres;De 45 a 54 años;Extranjera: América Latina;2012T1;100,6
Hombres;De 45 a 54 años;Extranjera: América Latina;2011T4;99
Hombres;De 45 a 54 años;Extranjera: América Latina;2011T3;96,4
Hombres;De 45 a 54 años;Extranjera: América Latina;2011T2;93,6
Hombres;De 45 a 54 años;Extranjera: América Latina;2011T1;98,8
Hombres;De 45 a 54 años;Extranjera: América Latina;2010T4;92,5
Hombres;De 45 a 54 años;Extranjera: América Latina;2010T3;96,6
Hombres;De 45 a 54 años;Extranjera: América Latina;2010T2;100,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2010T1;111,2
Hombres;De 45 a 54 años;Extranjera: América Latina;2009T4;110,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2009T3;99,8
Hombres;De 45 a 54 años;Extranjera: América Latina;2009T2;106
Hombres;De 45 a 54 años;Extranjera: América Latina;2009T1;97,9
Hombres;De 45 a 54 años;Extranjera: América Latina;2008T4;99,2
Hombres;De 45 a 54 años;Extranjera: América Latina;2008T3;95,3
Hombres;De 45 a 54 años;Extranjera: América Latina;2008T2;88,9
Hombres;De 45 a 54 años;Extranjera: América Latina;2008T1;92,2
Hombres;De 45 a 54 años;Extranjera: América Latina;2007T4;86,8
Hombres;De 45 a 54 años;Extranjera: América Latina;2007T3;77,5
Hombres;De 45 a 54 años;Extranjera: América Latina;2007T2;73,5
Hombres;De 45 a 54 años;Extranjera: América Latina;2007T1;73,4
Hombres;De 45 a 54 años;Extranjera: América Latina;2006T4;75,3
Hombres;De 45 a 54 años;Extranjera: América Latina;2006T3;72,6
Hombres;De 45 a 54 años;Extranjera: América Latina;2006T2;66,5
Hombres;De 45 a 54 años;Extranjera: América Latina;2006T1;70,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2005T4;65,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2005T3;65,2
Hombres;De 45 a 54 años;Extranjera: América Latina;2005T2;60,6
Hombres;De 45 a 54 años;Extranjera: América Latina;2005T1;62,5
Hombres;De 45 a 54 años;Extranjera: América Latina;2004T4;59,9
Hombres;De 45 a 54 años;Extranjera: América Latina;2004T3;66,4
Hombres;De 45 a 54 años;Extranjera: América Latina;2004T2;63,3
Hombres;De 45 a 54 años;Extranjera: América Latina;2004T1;51,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2003T4;48,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2003T3;38
Hombres;De 45 a 54 años;Extranjera: América Latina;2003T2;39,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2003T1;37,3
Hombres;De 45 a 54 años;Extranjera: América Latina;2002T4;24,3
Hombres;De 45 a 54 años;Extranjera: América Latina;2002T3;19,1
Hombres;De 45 a 54 años;Extranjera: América Latina;2002T2;24,7
Hombres;De 45 a 54 años;Extranjera: América Latina;2002T1;19,8
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2025T4;225,8
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2025T3;217,2
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2025T2;237,4
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2025T1;232,6
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2024T4;226,3
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2024T3;224,5
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2024T2;207,6
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2024T1;206,5
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2023T4;202,3
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2023T3;201,6
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2023T2;188,8
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2023T1;184,6
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2022T4;162,4
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2022T3;157,8
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2022T2;180
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2022T1;177,5
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2021T4;191,7
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2021T3;195,4
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2021T2;167,1
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2021T1;140,5
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2020T4;124,9
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2020T3;125,6
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2020T2;136,6
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2020T1;136,2
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2019T4;140,5
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2019T3;137,7
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2019T2;136,1
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2019T1;125,6
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2018T4;132,4
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2018T3;129,5
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2018T2;118,9
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2018T1;114,4
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2017T4;121,3
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2017T3;121,8
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2017T2;111,7
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2017T1;125
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2016T4;124,3
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2016T3;113,1
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2016T2;117,8
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2016T1;114,6
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2015T4;120,8
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2015T3;106,9
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2015T2;105
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2015T1;106,9
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2014T4;105,2
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2014T3;103,8
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2014T2;103,2
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2014T1;116,5
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2013T4;117,2
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2013T3;106,9
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2013T2;97,9
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2013T1;94,3
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2012T4;99,1
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2012T3;99,1
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2012T2;91,9
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2012T1;97,8
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2011T4;92,2
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2011T3;89,9
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2011T2;75,2
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2011T1;74,1
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2010T4;83,5
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2010T3;72,7
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2010T2;73
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2010T1;76,3
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2009T4;76,9
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2009T3;78,8
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2009T2;77,4
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2009T1;78,7
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2008T4;80,1
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2008T3;73,4
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2008T2;74,6
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2008T1;72,3
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2007T4;57,9
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2007T3;57,4
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2007T2;59,5
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2007T1;54
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2006T4;53,3
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2006T3;54,4
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2006T2;51,2
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2006T1;49,9
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2005T4;39,6
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2005T3;43
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2005T2;39,8
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2005T1;41,3
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2004T4;37,4
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2004T3;34,1
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2004T2;34,3
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2004T1;37,3
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2003T4;47,2
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2003T3;42,5
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2003T2;39,3
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2003T1;28,4
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2002T4;21,6
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2002T3;19,6
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2002T2;21,4
Hombres;De 45 a 54 años;Extranjera: Resto del mundo y apátrida;2002T1;23,7
Hombres;De 55 y más años;Total;2025T4;7.956,5
Hombres;De 55 y más años;Total;2025T3;7.900,9
Hombres;De 55 y más años;Total;2025T2;7.853,5
Hombres;De 55 y más años;Total;2025T1;7.811,1
Hombres;De 55 y más años;Total;2024T4;7.762,2
Hombres;De 55 y más años;Total;2024T3;7.711,9
Hombres;De 55 y más años;Total;2024T2;7.663,8
Hombres;De 55 y más años;Total;2024T1;7.621,8
Hombres;De 55 y más años;Total;2023T4;7.583,8
Hombres;De 55 y más años;Total;2023T3;7.542,4
Hombres;De 55 y más años;Total;2023T2;7.496,2
Hombres;De 55 y más años;Total;2023T1;7.454,4
Hombres;De 55 y más años;Total;2022T4;7.415,3
Hombres;De 55 y más años;Total;2022T3;7.372,5
Hombres;De 55 y más años;Total;2022T2;7.327,3
Hombres;De 55 y más años;Total;2022T1;7.285,3
Hombres;De 55 y más años;Total;2021T4;7.248
Hombres;De 55 y más años;Total;2021T3;7.207,2
Hombres;De 55 y más años;Total;2021T2;7.163
Hombres;De 55 y más años;Total;2021T1;7.127,1
Hombres;De 55 y más años;Total;2020T4;7.094,2
Hombres;De 55 y más años;Total;2020T3;7.057,6
Hombres;De 55 y más años;Total;2020T2;7.025,3
Hombres;De 55 y más años;Total;2020T1;6.997,3
Hombres;De 55 y más años;Total;2019T4;6.959,7
Hombres;De 55 y más años;Total;2019T3;6.916,7
Hombres;De 55 y más años;Total;2019T2;6.872,1
Hombres;De 55 y más años;Total;2019T1;6.830,1
Hombres;De 55 y más años;Total;2018T4;6.791
Hombres;De 55 y más años;Total;2018T3;6.748,2
Hombres;De 55 y más años;Total;2018T2;6.713,4
Hombres;De 55 y más años;Total;2018T1;6.685,6
Hombres;De 55 y más años;Total;2017T4;6.654,8
Hombres;De 55 y más años;Total;2017T3;6.627,1
Hombres;De 55 y más años;Total;2017T2;6.599,7
Hombres;De 55 y más años;Total;2017T1;6.571,9
Hombres;De 55 y más años;Total;2016T4;6.542,6
Hombres;De 55 y más años;Total;2016T3;6.501,7
Hombres;De 55 y más años;Total;2016T2;6.455,3
Hombres;De 55 y más años;Total;2016T1;6.417,5
Hombres;De 55 y más años;Total;2015T4;6.385
Hombres;De 55 y más años;Total;2015T3;6.341,5
Hombres;De 55 y más años;Total;2015T2;6.310,2
Hombres;De 55 y más años;Total;2015T1;6.284,5
Hombres;De 55 y más años;Total;2014T4;6.256,5
Hombres;De 55 y más años;Total;2014T3;6.228,1
Hombres;De 55 y más años;Total;2014T2;6.194,1
Hombres;De 55 y más años;Total;2014T1;6.152,5
Hombres;De 55 y más años;Total;2013T4;6.123,3
Hombres;De 55 y más años;Total;2013T3;6.093,6
Hombres;De 55 y más años;Total;2013T2;6.065,6
Hombres;De 55 y más años;Total;2013T1;6.037,1
Hombres;De 55 y más años;Total;2012T4;6.010,2
Hombres;De 55 y más años;Total;2012T3;5.976,7
Hombres;De 55 y más años;Total;2012T2;5.943,6
Hombres;De 55 y más años;Total;2012T1;5.918,1
Hombres;De 55 y más años;Total;2011T4;5.896,7
Hombres;De 55 y más años;Total;2011T3;5.865
Hombres;De 55 y más años;Total;2011T2;5.833
Hombres;De 55 y más años;Total;2011T1;5.804,7
Hombres;De 55 y más años;Total;2010T4;5.781,4
Hombres;De 55 y más años;Total;2010T3;5.751,7
Hombres;De 55 y más años;Total;2010T2;5.722,3
Hombres;De 55 y más años;Total;2010T1;5.695,7
Hombres;De 55 y más años;Total;2009T4;5.674,1
Hombres;De 55 y más años;Total;2009T3;5.646,4
Hombres;De 55 y más años;Total;2009T2;5.619,1
Hombres;De 55 y más años;Total;2009T1;5.595,6
Hombres;De 55 y más años;Total;2008T4;5.577,6
Hombres;De 55 y más años;Total;2008T3;5.547,8
Hombres;De 55 y más años;Total;2008T2;5.518,1
Hombres;De 55 y más años;Total;2008T1;5.492,2
Hombres;De 55 y más años;Total;2007T4;5.470,1
Hombres;De 55 y más años;Total;2007T3;5.438,6
Hombres;De 55 y más años;Total;2007T2;5.406,7
Hombres;De 55 y más años;Total;2007T1;5.379,1
Hombres;De 55 y más años;Total;2006T4;5.356,3
Hombres;De 55 y más años;Total;2006T3;5.328
Hombres;De 55 y más años;Total;2006T2;5.300,3
Hombres;De 55 y más años;Total;2006T1;5.275,5
Hombres;De 55 y más años;Total;2005T4;5.254,4
Hombres;De 55 y más años;Total;2005T3;5.226,3
Hombres;De 55 y más años;Total;2005T2;5.198,4
Hombres;De 55 y más años;Total;2005T1;5.177,3
Hombres;De 55 y más años;Total;2004T4;5.162,7
Hombres;De 55 y más años;Total;2004T3;5.132,7
Hombres;De 55 y más años;Total;2004T2;5.103,2
Hombres;De 55 y más años;Total;2004T1;5.077,2
Hombres;De 55 y más años;Total;2003T4;5.055,1
Hombres;De 55 y más años;Total;2003T3;5.024,7
Hombres;De 55 y más años;Total;2003T2;4.995,1
Hombres;De 55 y más años;Total;2003T1;4.966,1
Hombres;De 55 y más años;Total;2002T4;4.942,9
Hombres;De 55 y más años;Total;2002T3;4.915,2
Hombres;De 55 y más años;Total;2002T2;4.888,5
Hombres;De 55 y más años;Total;2002T1;4.866
Hombres;De 55 y más años;Española;2025T4;7.179,3
Hombres;De 55 y más años;Española;2025T3;7.127,5
Hombres;De 55 y más años;Española;2025T2;7.092,6
Hombres;De 55 y más años;Española;2025T1;7.060,2
Hombres;De 55 y más años;Española;2024T4;7.056,9
Hombres;De 55 y más años;Española;2024T3;7.022,2
Hombres;De 55 y más años;Española;2024T2;6.940,7
Hombres;De 55 y más años;Española;2024T1;6.925,4
Hombres;De 55 y más años;Española;2023T4;6.941
Hombres;De 55 y más años;Española;2023T3;6.908,1
Hombres;De 55 y más años;Española;2023T2;6.859,4
Hombres;De 55 y más años;Española;2023T1;6.843
Hombres;De 55 y más años;Española;2022T4;6.836,6
Hombres;De 55 y más años;Española;2022T3;6.784,5
Hombres;De 55 y más años;Española;2022T2;6.768,6
Hombres;De 55 y más años;Española;2022T1;6.726,8
Hombres;De 55 y más años;Española;2021T4;6.707,7
Hombres;De 55 y más años;Española;2021T3;6.693,4
Hombres;De 55 y más años;Española;2021T2;6.670
Hombres;De 55 y más años;Española;2021T1;6.618,1
Hombres;De 55 y más años;Española;2020T4;6.625,6
Hombres;De 55 y más años;Española;2020T3;6.599,7
Hombres;De 55 y más años;Española;2020T2;6.585
Hombres;De 55 y más años;Española;2020T1;6.541,3
Hombres;De 55 y más años;Española;2019T4;6.515,5
Hombres;De 55 y más años;Española;2019T3;6.493,5
Hombres;De 55 y más años;Española;2019T2;6.467,2
Hombres;De 55 y más años;Española;2019T1;6.444,1
Hombres;De 55 y más años;Española;2018T4;6.416,1
Hombres;De 55 y más años;Española;2018T3;6.380
Hombres;De 55 y más años;Española;2018T2;6.355,8
Hombres;De 55 y más años;Española;2018T1;6.349,8
Hombres;De 55 y más años;Española;2017T4;6.331,8
Hombres;De 55 y más años;Española;2017T3;6.303,3
Hombres;De 55 y más años;Española;2017T2;6.272
Hombres;De 55 y más años;Española;2017T1;6.261,9
Hombres;De 55 y más años;Española;2016T4;6.231,3
Hombres;De 55 y más años;Española;2016T3;6.179,3
Hombres;De 55 y más años;Española;2016T2;6.153,8
Hombres;De 55 y más años;Española;2016T1;6.115,2
Hombres;De 55 y más años;Española;2015T4;6.074,9
Hombres;De 55 y más años;Española;2015T3;6.019,6
Hombres;De 55 y más años;Española;2015T2;5.983,9
Hombres;De 55 y más años;Española;2015T1;5.966,9
Hombres;De 55 y más años;Española;2014T4;5.953,3
Hombres;De 55 y más años;Española;2014T3;5.932,4
Hombres;De 55 y más años;Española;2014T2;5.904,5
Hombres;De 55 y más años;Española;2014T1;5.881
Hombres;De 55 y más años;Española;2013T4;5.853,9
Hombres;De 55 y más años;Española;2013T3;5.814,8
Hombres;De 55 y más años;Española;2013T2;5.778,5
Hombres;De 55 y más años;Española;2013T1;5.762
Hombres;De 55 y más años;Española;2012T4;5.729,9
Hombres;De 55 y más años;Española;2012T3;5.700,6
Hombres;De 55 y más años;Española;2012T2;5.659,9
Hombres;De 55 y más años;Española;2012T1;5.636,4
Hombres;De 55 y más años;Española;2011T4;5.638,2
Hombres;De 55 y más años;Española;2011T3;5.604,1
Hombres;De 55 y más años;Española;2011T2;5.561,6
Hombres;De 55 y más años;Española;2011T1;5.531,2
Hombres;De 55 y más años;Española;2010T4;5.511,7
Hombres;De 55 y más años;Española;2010T3;5.504,8
Hombres;De 55 y más años;Española;2010T2;5.485,6
Hombres;De 55 y más años;Española;2010T1;5.461,7
Hombres;De 55 y más años;Española;2009T4;5.454,8
Hombres;De 55 y más años;Española;2009T3;5.454,1
Hombres;De 55 y más años;Española;2009T2;5.430,8
Hombres;De 55 y más años;Española;2009T1;5.405,5
Hombres;De 55 y más años;Española;2008T4;5.383
Hombres;De 55 y más años;Española;2008T3;5.341,1
Hombres;De 55 y más años;Española;2008T2;5.314,8
Hombres;De 55 y más años;Española;2008T1;5.297,1
Hombres;De 55 y más años;Española;2007T4;5.275,8
Hombres;De 55 y más años;Española;2007T3;5.235,4
Hombres;De 55 y más años;Española;2007T2;5.211,5
Hombres;De 55 y más años;Española;2007T1;5.192,4
Hombres;De 55 y más años;Española;2006T4;5.176,4
Hombres;De 55 y más años;Española;2006T3;5.148,9
Hombres;De 55 y más años;Española;2006T2;5.134,1
Hombres;De 55 y más años;Española;2006T1;5.117
Hombres;De 55 y más años;Española;2005T4;5.073,1
Hombres;De 55 y más años;Española;2005T3;5.072,8
Hombres;De 55 y más años;Española;2005T2;5.053,5
Hombres;De 55 y más años;Española;2005T1;5.052,2
Hombres;De 55 y más años;Española;2004T4;5.046,3
Hombres;De 55 y más años;Española;2004T3;5.020,7
Hombres;De 55 y más años;Española;2004T2;4.996,4
Hombres;De 55 y más años;Española;2004T1;4.970,2
Hombres;De 55 y más años;Española;2003T4;4.951,9
Hombres;De 55 y más años;Española;2003T3;4.921,2
Hombres;De 55 y más años;Española;2003T2;4.891,8
Hombres;De 55 y más años;Española;2003T1;4.860,8
Hombres;De 55 y más años;Española;2002T4;4.847,1
Hombres;De 55 y más años;Española;2002T3;4.820,5
Hombres;De 55 y más años;Española;2002T2;4.801,1
Hombres;De 55 y más años;Española;2002T1;4.778,5
Hombres;De 55 y más años;Doble nacionalidad;2025T4;164,2
Hombres;De 55 y más años;Doble nacionalidad;2025T3;172,7
Hombres;De 55 y más años;Doble nacionalidad;2025T2;174,3
Hombres;De 55 y más años;Doble nacionalidad;2025T1;185
Hombres;De 55 y más años;Doble nacionalidad;2024T4;169,7
Hombres;De 55 y más años;Doble nacionalidad;2024T3;167,6
