Ocupación CNO-11;Sexo;Unidad;Periodo;Total
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Hombres;Porcentaje;2014T2;0,3
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Hombres;Porcentaje;2014T1;0,4
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Hombres;Porcentaje;2013T4;0,4
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Hombres;Porcentaje;2013T3;0,3
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Hombres;Porcentaje;2013T2;0,3
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Hombres;Porcentaje;2013T1;0,4
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Hombres;Porcentaje;2012T4;0,3
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Hombres;Porcentaje;2012T3;0,4
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Hombres;Porcentaje;2012T2;0,3
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Hombres;Porcentaje;2012T1;0,3
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Hombres;Porcentaje;2011T4;0,4
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Hombres;Porcentaje;2011T3;0,5
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Hombres;Porcentaje;2011T2;0,4
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Hombres;Porcentaje;2011T1;0,5
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2025T4;10,7
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2025T3;14,5
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2025T2;8,9
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2025T1;6,9
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2024T4;7,5
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2024T3;7,6
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2024T2;7,8
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2024T1;9,4
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2023T4;7,3
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2023T3;7,5
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2023T2;8,8
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2023T1;8,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2022T4;11,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2022T3;5,7
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2022T2;10,8
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2022T1;6,3
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2021T4;11
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2021T3;13
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2021T2;9,4
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2021T1;11,4
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2020T4;8,7
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2020T3;7,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2020T2;10,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2020T1;10,5
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2019T4;7,7
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2019T3;8,7
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2019T2;7,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2019T1;7,6
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2018T4;12,3
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2018T3;8,6
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2018T2;7
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2018T1;6,9
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2017T4;6,5
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2017T3;7,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2017T2;9,8
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2017T1;10,3
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2016T4;9,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2016T3;6,8
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2016T2;7,4
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2016T1;8,6
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2015T4;8,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2015T3;10,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2015T2;8,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2015T1;7,8
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2014T4;5,7
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2014T3;5,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2014T2;7,4
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2014T1;5,3
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2013T4;7,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2013T3;8,6
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2013T2;8,4
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2013T1;7
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2012T4;6,7
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2012T3;10,4
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2012T2;9,4
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2012T1;11,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2011T4;7,9
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2011T3;9,8
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2011T2;10,8
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Valor absoluto;2011T1;14,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2025T4;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2025T3;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2025T2;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2025T1;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2024T4;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2024T3;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2024T2;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2024T1;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2023T4;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2023T3;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2023T2;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2023T1;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2022T4;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2022T3;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2022T2;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2022T1;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2021T4;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2021T3;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2021T2;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2021T1;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2020T4;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2020T3;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2020T2;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2020T1;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2019T4;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2019T3;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2019T2;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2019T1;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2018T4;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2018T3;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2018T2;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2018T1;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2017T4;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2017T3;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2017T2;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2017T1;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2016T4;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2016T3;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2016T2;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2016T1;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2015T4;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2015T3;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2015T2;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2015T1;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2014T4;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2014T3;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2014T2;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2014T1;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2013T4;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2013T3;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2013T2;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2013T1;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2012T4;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2012T3;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2012T2;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2012T1;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2011T4;0,1
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2011T3;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2011T2;0,2
6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Mujeres;Porcentaje;2011T1;0,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2025T4;128
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2025T3;137,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2025T2;136,5
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2025T1;136,8
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2024T4;134,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2024T3;128,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2024T2;133,3
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2024T1;131,8
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2023T4;154,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2023T3;147,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2023T2;126
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2023T1;148,4
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2022T4;142,6
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2022T3;142,7
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2022T2;134,3
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2022T1;146,4
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2021T4;136,6
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2021T3;117,3
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2021T2;110,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2021T1;131,7
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2020T4;130,6
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2020T3;150,5
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2020T2;242,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2020T1;148,7
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2019T4;124,7
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2019T3;135,7
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2019T2;114,5
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2019T1;127,4
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2018T4;122,6
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2018T3;122,3
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2018T2;119,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2018T1;113,7
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2017T4;112,6
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2017T3;120,7
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2017T2;115,4
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2017T1;127,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2016T4;112,7
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2016T3;96,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2016T2;98,7
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2016T1;102,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2015T4;107,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2015T3;99,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2015T2;90,8
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2015T1;102,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2014T4;94,7
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2014T3;110,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2014T2;107,6
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2014T1;125,4
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2013T4;120,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2013T3;119,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2013T2;130,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2013T1;128,7
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2012T4;131
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2012T3;140,8
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2012T2;134
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2012T1;146,8
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2011T4;128,5
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2011T3;141,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2011T2;163,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Valor absoluto;2011T1;157,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2025T4;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2025T3;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2025T2;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2025T1;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2024T4;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2024T3;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2024T2;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2024T1;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2023T4;1,3
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2023T3;1,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2023T2;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2023T1;1,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2022T4;1,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2022T3;1,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2022T2;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2022T1;1,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2021T4;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2021T3;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2021T2;0,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2021T1;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2020T4;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2020T3;1,2
