Ocupación CNO-11;Sexo;Unidad;Periodo;Total
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2020T2;1,8
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2020T1;1,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2019T4;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2019T3;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2019T2;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2019T1;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2018T4;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2018T3;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2018T2;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2018T1;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2017T4;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2017T3;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2017T2;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2017T1;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2016T4;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2016T3;0,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2016T2;0,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2016T1;0,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2015T4;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2015T3;0,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2015T2;0,8
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2015T1;0,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2014T4;0,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2014T3;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2014T2;1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2014T1;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2013T4;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2013T3;1,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2013T2;1,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2013T1;1,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2012T4;1,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2012T3;1,3
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2012T2;1,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2012T1;1,3
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2011T4;1,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2011T3;1,3
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2011T2;1,5
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Ambos sexos;Porcentaje;2011T1;1,4
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2025T4;105,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2025T3;117,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2025T2;109,4
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2025T1;112,4
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2024T4;106,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2024T3;102,4
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2024T2;105,3
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2024T1;108,3
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2023T4;127,8
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2023T3;124,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2023T2;99,3
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2023T1;121,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2022T4;114,6
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2022T3;117,6
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2022T2;106,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2022T1;119,5
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2021T4;116,4
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2021T3;95,6
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2021T2;80,4
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2021T1;105,6
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2020T4;104,3
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2020T3;115,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2020T2;207,4
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2020T1;124,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2019T4;103,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2019T3;106,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2019T2;92,5
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2019T1;103,7
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2018T4;99,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2018T3;92,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2018T2;90,1
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2018T1;92,6
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2017T4;94,4
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2017T3;92,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2017T2;92,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2017T1;101,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2016T4;89,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2016T3;78,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2016T2;84,4
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2016T1;82
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2015T4;87
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2015T3;78,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2015T2;79,9
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2015T1;85,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2014T4;75,2
7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Hombres;Valor absoluto;2014T3;89,7
