Sexo;Edad;Relación con la actividad económica;Periodo;Total
Ambos sexos;De 25 a 29 años;Ocupados;2018T2;1.672,4
Ambos sexos;De 25 a 29 años;Ocupados;2018T1;1.629,3
Ambos sexos;De 25 a 29 años;Ocupados;2017T4;1.645,5
Ambos sexos;De 25 a 29 años;Ocupados;2017T3;1.641,3
Ambos sexos;De 25 a 29 años;Ocupados;2017T2;1.635,8
Ambos sexos;De 25 a 29 años;Ocupados;2017T1;1.581,6
Ambos sexos;De 25 a 29 años;Ocupados;2016T4;1.612,5
Ambos sexos;De 25 a 29 años;Ocupados;2016T3;1.636,6
Ambos sexos;De 25 a 29 años;Ocupados;2016T2;1.584,9
Ambos sexos;De 25 a 29 años;Ocupados;2016T1;1.536,2
Ambos sexos;De 25 a 29 años;Ocupados;2015T4;1.574,4
Ambos sexos;De 25 a 29 años;Ocupados;2015T3;1.584,4
Ambos sexos;De 25 a 29 años;Ocupados;2015T2;1.583,0
Ambos sexos;De 25 a 29 años;Ocupados;2015T1;1.568,8
Ambos sexos;De 25 a 29 años;Ocupados;2014T4;1.609,0
Ambos sexos;De 25 a 29 años;Ocupados;2014T3;1.649,2
Ambos sexos;De 25 a 29 años;Ocupados;2014T2;1.632,5
Ambos sexos;De 25 a 29 años;Ocupados;2014T1;1.576,5
Ambos sexos;De 25 a 29 años;Ocupados;2013T4;1.613,9
Ambos sexos;De 25 a 29 años;Ocupados;2013T3;1.662,5
Ambos sexos;De 25 a 29 años;Ocupados;2013T2;1.618,0
Ambos sexos;De 25 a 29 años;Ocupados;2013T1;1.617,7
Ambos sexos;De 25 a 29 años;Ocupados;2012T4;1.683,1
Ambos sexos;De 25 a 29 años;Ocupados;2012T3;1.757,8
Ambos sexos;De 25 a 29 años;Ocupados;2012T2;1.814,4
Ambos sexos;De 25 a 29 años;Ocupados;2012T1;1.829,6
Ambos sexos;De 25 a 29 años;Ocupados;2011T4;1.939,0
Ambos sexos;De 25 a 29 años;Ocupados;2011T3;2.002,8
Ambos sexos;De 25 a 29 años;Ocupados;2011T2;2.040,7
Ambos sexos;De 25 a 29 años;Ocupados;2011T1;2.012,4
Ambos sexos;De 25 a 29 años;Ocupados;2010T4;2.096,2
Ambos sexos;De 25 a 29 años;Ocupados;2010T3;2.156,7
Ambos sexos;De 25 a 29 años;Ocupados;2010T2;2.187,4
Ambos sexos;De 25 a 29 años;Ocupados;2010T1;2.203,7
Ambos sexos;De 25 a 29 años;Ocupados;2009T4;2.273,6
Ambos sexos;De 25 a 29 años;Ocupados;2009T3;2.323,0
Ambos sexos;De 25 a 29 años;Ocupados;2009T2;2.392,0
Ambos sexos;De 25 a 29 años;Ocupados;2009T1;2.437,9
Ambos sexos;De 25 a 29 años;Ocupados;2008T4;2.590,0
Ambos sexos;De 25 a 29 años;Ocupados;2008T3;2.686,1
Ambos sexos;De 25 a 29 años;Ocupados;2008T2;2.774,9
Ambos sexos;De 25 a 29 años;Ocupados;2008T1;2.808,5
Ambos sexos;De 25 a 29 años;Ocupados;2007T4;2.862,0
Ambos sexos;De 25 a 29 años;Ocupados;2007T3;2.905,1
Ambos sexos;De 25 a 29 años;Ocupados;2007T2;2.925,3
Ambos sexos;De 25 a 29 años;Ocupados;2007T1;2.888,0
Ambos sexos;De 25 a 29 años;Ocupados;2006T4;2.894,5
Ambos sexos;De 25 a 29 años;Ocupados;2006T3;2.903,9
Ambos sexos;De 25 a 29 años;Ocupados;2006T2;2.877,9
Ambos sexos;De 25 a 29 años;Ocupados;2006T1;2.839,0
Ambos sexos;De 25 a 29 años;Ocupados;2005T4;2.865,1
Ambos sexos;De 25 a 29 años;Ocupados;2005T3;2.867,8
Ambos sexos;De 25 a 29 años;Ocupados;2005T2;2.830,2
Ambos sexos;De 25 a 29 años;Ocupados;2005T1;2.833,1
Ambos sexos;De 25 a 29 años;Ocupados;2004T4;2.819,7
Ambos sexos;De 25 a 29 años;Ocupados;2004T3;2.784,3
Ambos sexos;De 25 a 29 años;Ocupados;2004T2;2.752,3
Ambos sexos;De 25 a 29 años;Ocupados;2004T1;2.706,2
Ambos sexos;De 25 a 29 años;Ocupados;2003T4;2.719,8
Ambos sexos;De 25 a 29 años;Ocupados;2003T3;2.706,0
Ambos sexos;De 25 a 29 años;Ocupados;2003T2;2.664,2
Ambos sexos;De 25 a 29 años;Ocupados;2003T1;2.603,5
Ambos sexos;De 25 a 29 años;Ocupados;2002T4;2.578,6
Ambos sexos;De 25 a 29 años;Ocupados;2002T3;2.579,5
Ambos sexos;De 25 a 29 años;Ocupados;2002T2;2.546,1
Ambos sexos;De 25 a 29 años;Ocupados;2002T1;2.508,6
Ambos sexos;De 25 a 29 años;Parados;2025T4;294,6
Ambos sexos;De 25 a 29 años;Parados;2025T3;308,6
Ambos sexos;De 25 a 29 años;Parados;2025T2;308,7
Ambos sexos;De 25 a 29 años;Parados;2025T1;339,9
Ambos sexos;De 25 a 29 años;Parados;2024T4;324,4
Ambos sexos;De 25 a 29 años;Parados;2024T3;346,0
Ambos sexos;De 25 a 29 años;Parados;2024T2;315,6
Ambos sexos;De 25 a 29 años;Parados;2024T1;353,9
Ambos sexos;De 25 a 29 años;Parados;2023T4;348,1
Ambos sexos;De 25 a 29 años;Parados;2023T3;339,2
Ambos sexos;De 25 a 29 años;Parados;2023T2;313,6
Ambos sexos;De 25 a 29 años;Parados;2023T1;371,3
Ambos sexos;De 25 a 29 años;Parados;2022T4;365,6
Ambos sexos;De 25 a 29 años;Parados;2022T3;362,2
Ambos sexos;De 25 a 29 años;Parados;2022T2;304,9
Ambos sexos;De 25 a 29 años;Parados;2022T1;389,8
Ambos sexos;De 25 a 29 años;Parados;2021T4;400,4
Ambos sexos;De 25 a 29 años;Parados;2021T3;449,7
Ambos sexos;De 25 a 29 años;Parados;2021T2;473,1
Ambos sexos;De 25 a 29 años;Parados;2021T1;511,4
Ambos sexos;De 25 a 29 años;Parados;2020T4;501,5
Ambos sexos;De 25 a 29 años;Parados;2020T3;514,6
Ambos sexos;De 25 a 29 años;Parados;2020T2;467,1
Ambos sexos;De 25 a 29 años;Parados;2020T1;412,1
Ambos sexos;De 25 a 29 años;Parados;2019T4;403,8
Ambos sexos;De 25 a 29 años;Parados;2019T3;395,2
Ambos sexos;De 25 a 29 años;Parados;2019T2;389,6
Ambos sexos;De 25 a 29 años;Parados;2019T1;406,1
Ambos sexos;De 25 a 29 años;Parados;2018T4;399,5
Ambos sexos;De 25 a 29 años;Parados;2018T3;405,7
Ambos sexos;De 25 a 29 años;Parados;2018T2;433,1
Ambos sexos;De 25 a 29 años;Parados;2018T1;472,5
Ambos sexos;De 25 a 29 años;Parados;2017T4;456,2
Ambos sexos;De 25 a 29 años;Parados;2017T3;476,6
Ambos sexos;De 25 a 29 años;Parados;2017T2;485,8
Ambos sexos;De 25 a 29 años;Parados;2017T1;520,9
Ambos sexos;De 25 a 29 años;Parados;2016T4;510,7
Ambos sexos;De 25 a 29 años;Parados;2016T3;515,0
Ambos sexos;De 25 a 29 años;Parados;2016T2;556,8
Ambos sexos;De 25 a 29 años;Parados;2016T1;609,1
Ambos sexos;De 25 a 29 años;Parados;2015T4;599,2
Ambos sexos;De 25 a 29 años;Parados;2015T3;611,3
Ambos sexos;De 25 a 29 años;Parados;2015T2;628,2
Ambos sexos;De 25 a 29 años;Parados;2015T1;678,2
Ambos sexos;De 25 a 29 años;Parados;2014T4;681,9
Ambos sexos;De 25 a 29 años;Parados;2014T3;665,4
Ambos sexos;De 25 a 29 años;Parados;2014T2;700,1
Ambos sexos;De 25 a 29 años;Parados;2014T1;768,0
Ambos sexos;De 25 a 29 años;Parados;2013T4;773,3
Ambos sexos;De 25 a 29 años;Parados;2013T3;774,1
Ambos sexos;De 25 a 29 años;Parados;2013T2;824,6
Ambos sexos;De 25 a 29 años;Parados;2013T1;874,5
Ambos sexos;De 25 a 29 años;Parados;2012T4;854,0
Ambos sexos;De 25 a 29 años;Parados;2012T3;812,0
Ambos sexos;De 25 a 29 años;Parados;2012T2;792,5
Ambos sexos;De 25 a 29 años;Parados;2012T1;798,1
Ambos sexos;De 25 a 29 años;Parados;2011T4;727,8
Ambos sexos;De 25 a 29 años;Parados;2011T3;697,0
Ambos sexos;De 25 a 29 años;Parados;2011T2;697,6
Ambos sexos;De 25 a 29 años;Parados;2011T1;731,4
Ambos sexos;De 25 a 29 años;Parados;2010T4;712,5
Ambos sexos;De 25 a 29 años;Parados;2010T3;697,4
Ambos sexos;De 25 a 29 años;Parados;2010T2;690,7
Ambos sexos;De 25 a 29 años;Parados;2010T1;733,6
Ambos sexos;De 25 a 29 años;Parados;2009T4;692,3
Ambos sexos;De 25 a 29 años;Parados;2009T3;645,5
Ambos sexos;De 25 a 29 años;Parados;2009T2;625,0
Ambos sexos;De 25 a 29 años;Parados;2009T1;648,5
Ambos sexos;De 25 a 29 años;Parados;2008T4;516,0
Ambos sexos;De 25 a 29 años;Parados;2008T3;433,1
Ambos sexos;De 25 a 29 años;Parados;2008T2;370,9
Ambos sexos;De 25 a 29 años;Parados;2008T1;350,6
Ambos sexos;De 25 a 29 años;Parados;2007T4;311,7
Ambos sexos;De 25 a 29 años;Parados;2007T3;277,3
Ambos sexos;De 25 a 29 años;Parados;2007T2;257,6
Ambos sexos;De 25 a 29 años;Parados;2007T1;292,9
Ambos sexos;De 25 a 29 años;Parados;2006T4;310,6
Ambos sexos;De 25 a 29 años;Parados;2006T3;300,3
Ambos sexos;De 25 a 29 años;Parados;2006T2;317,6
Ambos sexos;De 25 a 29 años;Parados;2006T1;360,5
Ambos sexos;De 25 a 29 años;Parados;2005T4;340,2
Ambos sexos;De 25 a 29 años;Parados;2005T3;327,7
Ambos sexos;De 25 a 29 años;Parados;2005T2;356,4
Ambos sexos;De 25 a 29 años;Parados;2005T1;381,0
Ambos sexos;De 25 a 29 años;Parados;2004T4;382,6
Ambos sexos;De 25 a 29 años;Parados;2004T3;399,0
Ambos sexos;De 25 a 29 años;Parados;2004T2;409,3
Ambos sexos;De 25 a 29 años;Parados;2004T1;447,0
Ambos sexos;De 25 a 29 años;Parados;2003T4;440,8
Ambos sexos;De 25 a 29 años;Parados;2003T3;438,5
Ambos sexos;De 25 a 29 años;Parados;2003T2;428,0
Ambos sexos;De 25 a 29 años;Parados;2003T1;458,8
Ambos sexos;De 25 a 29 años;Parados;2002T4;441,8
Ambos sexos;De 25 a 29 años;Parados;2002T3;425,0
Ambos sexos;De 25 a 29 años;Parados;2002T2;410,2
Ambos sexos;De 25 a 29 años;Parados;2002T1;421,1
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2025T4;38,1
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2025T3;44,6
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2025T2;44,3
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2025T1;50,2
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2024T4;40,0
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2024T3;45,0
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2024T2;35,1
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2024T1;45,6
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2023T4;46,7
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2023T3;49,9
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2023T2;44,8
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2023T1;60,6
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2022T4;57,0
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2022T3;62,8
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2022T2;52,7
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2022T1;57,6
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2021T4;65,1
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2021T3;61,5
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2021T2;75,3
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2021T1;67,1
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2020T4;54,7
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2020T3;66,1
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2020T2;45,4
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2020T1;59,7
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2019T4;59,1
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2019T3;59,3
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2019T2;62,9
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2019T1;61,2
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2018T4;60,9
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2018T3;63,7
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2018T2;64,4
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2018T1;75,8
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2017T4;72,0
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2017T3;77,7
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2017T2;74,1
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2017T1;73,1
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2016T4;81,0
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2016T3;82,2
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2016T2;80,6
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2016T1;71,9
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2015T4;79,9
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2015T3;89,8
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2015T2;89,3
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2015T1;84,5
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2014T4;74,8
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2014T3;81,1
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2014T2;75,4
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2014T1;76,9
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2013T4;86,0
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2013T3;74,3
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2013T2;74,9
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2013T1;67,9
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2012T4;70,8
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2012T3;73,7
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2012T2;69,8
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2012T1;61,6
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2011T4;66,4
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2011T3;60,1
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2011T2;57,4
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2011T1;54,3
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2010T4;49,1
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2010T3;52,9
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2010T2;50,9
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2010T1;48,6
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2009T4;37,8
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2009T3;36,9
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2009T2;33,7
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2009T1;40,9
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2008T4;39,6
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2008T3;36,7
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2008T2;30,5
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2008T1;31,0
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2007T4;29,5
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2007T3;25,5
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2007T2;23,0
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2007T1;31,9
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2006T4;43,3
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2006T3;27,5
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2006T2;30,4
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2006T1;41,8
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2005T4;44,5
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2005T3;49,4
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2005T2;54,1
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2005T1;56,2
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2004T4;74,0
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2004T3;73,2
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2004T2;67,4
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2004T1;80,8
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2003T4;78,8
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2003T3;83,0
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2003T2;84,9
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2003T1;86,1
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2002T4;97,2
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2002T3;90,8
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2002T2;81,3
Ambos sexos;De 25 a 29 años;Parados que buscan primer empleo;2002T1;85,3
Ambos sexos;De 25 a 29 años;Inactivos;2025T4;429,4
Ambos sexos;De 25 a 29 años;Inactivos;2025T3;421,3
Ambos sexos;De 25 a 29 años;Inactivos;2025T2;442,4
Ambos sexos;De 25 a 29 años;Inactivos;2025T1;414,7
Ambos sexos;De 25 a 29 años;Inactivos;2024T4;445,9
Ambos sexos;De 25 a 29 años;Inactivos;2024T3;419,4
Ambos sexos;De 25 a 29 años;Inactivos;2024T2;422,8
Ambos sexos;De 25 a 29 años;Inactivos;2024T1;425,2
Ambos sexos;De 25 a 29 años;Inactivos;2023T4;389,3
Ambos sexos;De 25 a 29 años;Inactivos;2023T3;412,5
Ambos sexos;De 25 a 29 años;Inactivos;2023T2;385,8
Ambos sexos;De 25 a 29 años;Inactivos;2023T1;410,9
Ambos sexos;De 25 a 29 años;Inactivos;2022T4;416,9
Ambos sexos;De 25 a 29 años;Inactivos;2022T3;407,1
Ambos sexos;De 25 a 29 años;Inactivos;2022T2;394,0
Ambos sexos;De 25 a 29 años;Inactivos;2022T1;396,3
Ambos sexos;De 25 a 29 años;Inactivos;2021T4;385,9
Ambos sexos;De 25 a 29 años;Inactivos;2021T3;367,3
Ambos sexos;De 25 a 29 años;Inactivos;2021T2;382,6
Ambos sexos;De 25 a 29 años;Inactivos;2021T1;430,5
Ambos sexos;De 25 a 29 años;Inactivos;2020T4;383,3
Ambos sexos;De 25 a 29 años;Inactivos;2020T3;441,2
Ambos sexos;De 25 a 29 años;Inactivos;2020T2;556,1
Ambos sexos;De 25 a 29 años;Inactivos;2020T1;432,3
Ambos sexos;De 25 a 29 años;Inactivos;2019T4;399,7
Ambos sexos;De 25 a 29 años;Inactivos;2019T3;408,9
Ambos sexos;De 25 a 29 años;Inactivos;2019T2;422,8
Ambos sexos;De 25 a 29 años;Inactivos;2019T1;427,0
Ambos sexos;De 25 a 29 años;Inactivos;2018T4;408,5
Ambos sexos;De 25 a 29 años;Inactivos;2018T3;397,2
Ambos sexos;De 25 a 29 años;Inactivos;2018T2;389,4
Ambos sexos;De 25 a 29 años;Inactivos;2018T1;389,9
Ambos sexos;De 25 a 29 años;Inactivos;2017T4;385,1
Ambos sexos;De 25 a 29 años;Inactivos;2017T3;367,7
Ambos sexos;De 25 a 29 años;Inactivos;2017T2;363,2
Ambos sexos;De 25 a 29 años;Inactivos;2017T1;386,8
Ambos sexos;De 25 a 29 años;Inactivos;2016T4;373,9
Ambos sexos;De 25 a 29 años;Inactivos;2016T3;356,1
Ambos sexos;De 25 a 29 años;Inactivos;2016T2;380,1
Ambos sexos;De 25 a 29 años;Inactivos;2016T1;391,8
Ambos sexos;De 25 a 29 años;Inactivos;2015T4;380,9
Ambos sexos;De 25 a 29 años;Inactivos;2015T3;383,9
Ambos sexos;De 25 a 29 años;Inactivos;2015T2;387,9
Ambos sexos;De 25 a 29 años;Inactivos;2015T1;374,1
Ambos sexos;De 25 a 29 años;Inactivos;2014T4;347,5
Ambos sexos;De 25 a 29 años;Inactivos;2014T3;344,0
Ambos sexos;De 25 a 29 años;Inactivos;2014T2;352,2
Ambos sexos;De 25 a 29 años;Inactivos;2014T1;366,1
Ambos sexos;De 25 a 29 años;Inactivos;2013T4;359,7
Ambos sexos;De 25 a 29 años;Inactivos;2013T3;344,6
Ambos sexos;De 25 a 29 años;Inactivos;2013T2;380,5
Ambos sexos;De 25 a 29 años;Inactivos;2013T1;369,3
Ambos sexos;De 25 a 29 años;Inactivos;2012T4;364,9
Ambos sexos;De 25 a 29 años;Inactivos;2012T3;373,1
Ambos sexos;De 25 a 29 años;Inactivos;2012T2;378,8
Ambos sexos;De 25 a 29 años;Inactivos;2012T1;398,9
Ambos sexos;De 25 a 29 años;Inactivos;2011T4;401,6
Ambos sexos;De 25 a 29 años;Inactivos;2011T3;407,3
Ambos sexos;De 25 a 29 años;Inactivos;2011T2;408,1
Ambos sexos;De 25 a 29 años;Inactivos;2011T1;442,6
Ambos sexos;De 25 a 29 años;Inactivos;2010T4;419,6
Ambos sexos;De 25 a 29 años;Inactivos;2010T3;415,9
Ambos sexos;De 25 a 29 años;Inactivos;2010T2;436,9
Ambos sexos;De 25 a 29 años;Inactivos;2010T1;420,9
Ambos sexos;De 25 a 29 años;Inactivos;2009T4;437,7
Ambos sexos;De 25 a 29 años;Inactivos;2009T3;476,4
Ambos sexos;De 25 a 29 años;Inactivos;2009T2;469,5
Ambos sexos;De 25 a 29 años;Inactivos;2009T1;439,5
Ambos sexos;De 25 a 29 años;Inactivos;2008T4;457,9
Ambos sexos;De 25 a 29 años;Inactivos;2008T3;476,0
Ambos sexos;De 25 a 29 años;Inactivos;2008T2;479,3
Ambos sexos;De 25 a 29 años;Inactivos;2008T1;492,7
Ambos sexos;De 25 a 29 años;Inactivos;2007T4;498,0
Ambos sexos;De 25 a 29 años;Inactivos;2007T3;497,4
Ambos sexos;De 25 a 29 años;Inactivos;2007T2;507,4
Ambos sexos;De 25 a 29 años;Inactivos;2007T1;517,7
Ambos sexos;De 25 a 29 años;Inactivos;2006T4;496,7
Ambos sexos;De 25 a 29 años;Inactivos;2006T3;502,8
Ambos sexos;De 25 a 29 años;Inactivos;2006T2;522,8
Ambos sexos;De 25 a 29 años;Inactivos;2006T1;530,9
Ambos sexos;De 25 a 29 años;Inactivos;2005T4;534,8
Ambos sexos;De 25 a 29 años;Inactivos;2005T3;549,0
Ambos sexos;De 25 a 29 años;Inactivos;2005T2;565,8
Ambos sexos;De 25 a 29 años;Inactivos;2005T1;533,0
Ambos sexos;De 25 a 29 años;Inactivos;2004T4;530,1
Ambos sexos;De 25 a 29 años;Inactivos;2004T3;531,8
Ambos sexos;De 25 a 29 años;Inactivos;2004T2;549,0
Ambos sexos;De 25 a 29 años;Inactivos;2004T1;554,3
Ambos sexos;De 25 a 29 años;Inactivos;2003T4;536,9
Ambos sexos;De 25 a 29 años;Inactivos;2003T3;532,6
Ambos sexos;De 25 a 29 años;Inactivos;2003T2;567,8
Ambos sexos;De 25 a 29 años;Inactivos;2003T1;576,6
Ambos sexos;De 25 a 29 años;Inactivos;2002T4;595,8
Ambos sexos;De 25 a 29 años;Inactivos;2002T3;585,2
Ambos sexos;De 25 a 29 años;Inactivos;2002T2;608,6
Ambos sexos;De 25 a 29 años;Inactivos;2002T1;606,6
Ambos sexos;De 30 a 34 años;Total;2025T4;2.878,3
Ambos sexos;De 30 a 34 años;Total;2025T3;2.869,5
Ambos sexos;De 30 a 34 años;Total;2025T2;2.859,8
Ambos sexos;De 30 a 34 años;Total;2025T1;2.852,7
Ambos sexos;De 30 a 34 años;Total;2024T4;2.848,8
Ambos sexos;De 30 a 34 años;Total;2024T3;2.838,0
Ambos sexos;De 30 a 34 años;Total;2024T2;2.831,2
Ambos sexos;De 30 a 34 años;Total;2024T1;2.823,0
Ambos sexos;De 30 a 34 años;Total;2023T4;2.816,2
Ambos sexos;De 30 a 34 años;Total;2023T3;2.809,2
Ambos sexos;De 30 a 34 años;Total;2023T2;2.800,5
Ambos sexos;De 30 a 34 años;Total;2023T1;2.788,8
Ambos sexos;De 30 a 34 años;Total;2022T4;2.775,2
Ambos sexos;De 30 a 34 años;Total;2022T3;2.765,1
Ambos sexos;De 30 a 34 años;Total;2022T2;2.748,2
Ambos sexos;De 30 a 34 años;Total;2022T1;2.733,3
Ambos sexos;De 30 a 34 años;Total;2021T4;2.729,9
Ambos sexos;De 30 a 34 años;Total;2021T3;2.733,8
Ambos sexos;De 30 a 34 años;Total;2021T2;2.743,3
Ambos sexos;De 30 a 34 años;Total;2021T1;2.757,0
Ambos sexos;De 30 a 34 años;Total;2020T4;2.734,6
Ambos sexos;De 30 a 34 años;Total;2020T3;2.745,0
Ambos sexos;De 30 a 34 años;Total;2020T2;2.754,7
Ambos sexos;De 30 a 34 años;Total;2020T1;2.761,0
Ambos sexos;De 30 a 34 años;Total;2019T4;2.766,0
Ambos sexos;De 30 a 34 años;Total;2019T3;2.771,9
Ambos sexos;De 30 a 34 años;Total;2019T2;2.778,2
Ambos sexos;De 30 a 34 años;Total;2019T1;2.785,2
Ambos sexos;De 30 a 34 años;Total;2018T4;2.794,6
Ambos sexos;De 30 a 34 años;Total;2018T3;2.804,3
Ambos sexos;De 30 a 34 años;Total;2018T2;2.815,2
Ambos sexos;De 30 a 34 años;Total;2018T1;2.827,8
Ambos sexos;De 30 a 34 años;Total;2017T4;2.846,6
Ambos sexos;De 30 a 34 años;Total;2017T3;2.867,5
Ambos sexos;De 30 a 34 años;Total;2017T2;2.894,4
Ambos sexos;De 30 a 34 años;Total;2017T1;2.921,8
Ambos sexos;De 30 a 34 años;Total;2016T4;2.952,7
Ambos sexos;De 30 a 34 años;Total;2016T3;2.987,8
Ambos sexos;De 30 a 34 años;Total;2016T2;3.024,1
Ambos sexos;De 30 a 34 años;Total;2016T1;3.062,1
Ambos sexos;De 30 a 34 años;Total;2015T4;3.102,2
Ambos sexos;De 30 a 34 años;Total;2015T3;3.162,1
Ambos sexos;De 30 a 34 años;Total;2015T2;3.205,0
Ambos sexos;De 30 a 34 años;Total;2015T1;3.241,8
Ambos sexos;De 30 a 34 años;Total;2014T4;3.280,9
Ambos sexos;De 30 a 34 años;Total;2014T3;3.321,3
Ambos sexos;De 30 a 34 años;Total;2014T2;3.366,4
Ambos sexos;De 30 a 34 años;Total;2014T1;3.405,6
Ambos sexos;De 30 a 34 años;Total;2013T4;3.460,6
Ambos sexos;De 30 a 34 años;Total;2013T3;3.518,7
Ambos sexos;De 30 a 34 años;Total;2013T2;3.580,8
Ambos sexos;De 30 a 34 años;Total;2013T1;3.637,0
