Sexo;Edad;Estado civil;Periodo;Total
Ambos sexos;Total;Solteros/Solteras;2023T2;14.975,3
Ambos sexos;Total;Solteros/Solteras;2023T1;14.961,5
Ambos sexos;Total;Solteros/Solteras;2022T4;14.780,9
Ambos sexos;Total;Solteros/Solteras;2022T3;14.722,6
Ambos sexos;Total;Solteros/Solteras;2022T2;14.666,8
Ambos sexos;Total;Solteros/Solteras;2022T1;14.547,5
Ambos sexos;Total;Solteros/Solteras;2021T4;14.372,3
Ambos sexos;Total;Solteros/Solteras;2021T3;14.326,8
Ambos sexos;Total;Solteros/Solteras;2021T2;14.260
Ambos sexos;Total;Solteros/Solteras;2021T1;14.193,6
Ambos sexos;Total;Solteros/Solteras;2020T4;13.880,7
Ambos sexos;Total;Solteros/Solteras;2020T3;13.829,4
Ambos sexos;Total;Solteros/Solteras;2020T2;13.818,1
Ambos sexos;Total;Solteros/Solteras;2020T1;13.688,2
Ambos sexos;Total;Solteros/Solteras;2019T4;13.601,4
Ambos sexos;Total;Solteros/Solteras;2019T3;13.449,5
Ambos sexos;Total;Solteros/Solteras;2019T2;13.323,4
Ambos sexos;Total;Solteros/Solteras;2019T1;13.223,9
Ambos sexos;Total;Solteros/Solteras;2018T4;13.105,6
Ambos sexos;Total;Solteros/Solteras;2018T3;13.082,1
Ambos sexos;Total;Solteros/Solteras;2018T2;13.016,6
Ambos sexos;Total;Solteros/Solteras;2018T1;12.948,7
Ambos sexos;Total;Solteros/Solteras;2017T4;12.886,4
Ambos sexos;Total;Solteros/Solteras;2017T3;12.861,3
Ambos sexos;Total;Solteros/Solteras;2017T2;12.866,1
Ambos sexos;Total;Solteros/Solteras;2017T1;12.844,3
Ambos sexos;Total;Solteros/Solteras;2016T4;12.779,4
Ambos sexos;Total;Solteros/Solteras;2016T3;12.754,6
Ambos sexos;Total;Solteros/Solteras;2016T2;12.831,1
Ambos sexos;Total;Solteros/Solteras;2016T1;12.778,4
Ambos sexos;Total;Solteros/Solteras;2015T4;12.754,3
Ambos sexos;Total;Solteros/Solteras;2015T3;12.764,5
Ambos sexos;Total;Solteros/Solteras;2015T2;12.688,3
Ambos sexos;Total;Solteros/Solteras;2015T1;12.710,2
Ambos sexos;Total;Solteros/Solteras;2014T4;12.643,6
Ambos sexos;Total;Solteros/Solteras;2014T3;12.642,6
Ambos sexos;Total;Solteros/Solteras;2014T2;12.626,7
Ambos sexos;Total;Solteros/Solteras;2014T1;12.570,3
Ambos sexos;Total;Solteros/Solteras;2013T4;12.604,4
Ambos sexos;Total;Solteros/Solteras;2013T3;12.677,5
Ambos sexos;Total;Solteros/Solteras;2013T2;12.742,7
Ambos sexos;Total;Solteros/Solteras;2013T1;12.696,4
Ambos sexos;Total;Solteros/Solteras;2012T4;12.651,5
Ambos sexos;Total;Solteros/Solteras;2012T3;12.646,5
Ambos sexos;Total;Solteros/Solteras;2012T2;12.645,6
Ambos sexos;Total;Solteros/Solteras;2012T1;12.621,1
Ambos sexos;Total;Solteros/Solteras;2011T4;12.587,3
Ambos sexos;Total;Solteros/Solteras;2011T3;12.586,9
Ambos sexos;Total;Solteros/Solteras;2011T2;12.628,4
Ambos sexos;Total;Solteros/Solteras;2011T1;12.590,7
Ambos sexos;Total;Solteros/Solteras;2010T4;12.543,1
Ambos sexos;Total;Solteros/Solteras;2010T3;12.584,5
Ambos sexos;Total;Solteros/Solteras;2010T2;12.659,5
Ambos sexos;Total;Solteros/Solteras;2010T1;12.639,6
Ambos sexos;Total;Solteros/Solteras;2009T4;12.613,4
Ambos sexos;Total;Solteros/Solteras;2009T3;12.641,1
Ambos sexos;Total;Solteros/Solteras;2009T2;12.622,2
Ambos sexos;Total;Solteros/Solteras;2009T1;12.626,9
Ambos sexos;Total;Solteros/Solteras;2008T4;12.556,7
Ambos sexos;Total;Solteros/Solteras;2008T3;12.547,1
Ambos sexos;Total;Solteros/Solteras;2008T2;12.575
Ambos sexos;Total;Solteros/Solteras;2008T1;12.504,2
Ambos sexos;Total;Solteros/Solteras;2007T4;12.467,2
Ambos sexos;Total;Solteros/Solteras;2007T3;12.427,7
Ambos sexos;Total;Solteros/Solteras;2007T2;12.362,7
Ambos sexos;Total;Solteros/Solteras;2007T1;12.375,3
Ambos sexos;Total;Solteros/Solteras;2006T4;12.264,7
Ambos sexos;Total;Solteros/Solteras;2006T3;12.263,5
Ambos sexos;Total;Solteros/Solteras;2006T2;12.240,7
Ambos sexos;Total;Solteros/Solteras;2006T1;12.073,6
Ambos sexos;Total;Solteros/Solteras;2005T4;11.989
Ambos sexos;Total;Solteros/Solteras;2005T3;12.034,2
Ambos sexos;Total;Solteros/Solteras;2005T2;11.974,5
Ambos sexos;Total;Solteros/Solteras;2005T1;11.830,6
Ambos sexos;Total;Solteros/Solteras;2004T4;11.604,9
Ambos sexos;Total;Solteros/Solteras;2004T3;11.598,9
Ambos sexos;Total;Solteros/Solteras;2004T2;11.650
Ambos sexos;Total;Solteros/Solteras;2004T1;11.576,6
Ambos sexos;Total;Solteros/Solteras;2003T4;11.553,8
Ambos sexos;Total;Solteros/Solteras;2003T3;11.565,5
Ambos sexos;Total;Solteros/Solteras;2003T2;11.465,6
Ambos sexos;Total;Solteros/Solteras;2003T1;11.452,1
Ambos sexos;Total;Solteros/Solteras;2002T4;11.383,8
Ambos sexos;Total;Solteros/Solteras;2002T3;11.348,5
Ambos sexos;Total;Solteros/Solteras;2002T2;11.298,5
Ambos sexos;Total;Solteros/Solteras;2002T1;11.167
Ambos sexos;Total;Casados/Casadas;2025T4;20.460,6
Ambos sexos;Total;Casados/Casadas;2025T3;20.445,8
Ambos sexos;Total;Casados/Casadas;2025T2;20.324,6
Ambos sexos;Total;Casados/Casadas;2025T1;20.270,6
Ambos sexos;Total;Casados/Casadas;2024T4;20.323,3
Ambos sexos;Total;Casados/Casadas;2024T3;20.248,6
Ambos sexos;Total;Casados/Casadas;2024T2;20.313,7
Ambos sexos;Total;Casados/Casadas;2024T1;20.178
Ambos sexos;Total;Casados/Casadas;2023T4;20.259,4
Ambos sexos;Total;Casados/Casadas;2023T3;20.184
Ambos sexos;Total;Casados/Casadas;2023T2;20.164,8
Ambos sexos;Total;Casados/Casadas;2023T1;20.050,2
Ambos sexos;Total;Casados/Casadas;2022T4;20.144,9
Ambos sexos;Total;Casados/Casadas;2022T3;19.976
Ambos sexos;Total;Casados/Casadas;2022T2;19.949,3
Ambos sexos;Total;Casados/Casadas;2022T1;19.875,7
Ambos sexos;Total;Casados/Casadas;2021T4;19.943,2
Ambos sexos;Total;Casados/Casadas;2021T3;19.974,5
Ambos sexos;Total;Casados/Casadas;2021T2;19.978,3
Ambos sexos;Total;Casados/Casadas;2021T1;20.085,7
Ambos sexos;Total;Casados/Casadas;2020T4;20.161,6
Ambos sexos;Total;Casados/Casadas;2020T3;20.219,8
Ambos sexos;Total;Casados/Casadas;2020T2;20.281,9
Ambos sexos;Total;Casados/Casadas;2020T1;20.349,4
Ambos sexos;Total;Casados/Casadas;2019T4;20.330,7
Ambos sexos;Total;Casados/Casadas;2019T3;20.424,6
Ambos sexos;Total;Casados/Casadas;2019T2;20.434,7
Ambos sexos;Total;Casados/Casadas;2019T1;20.437,7
Ambos sexos;Total;Casados/Casadas;2018T4;20.404,1
Ambos sexos;Total;Casados/Casadas;2018T3;20.291,4
Ambos sexos;Total;Casados/Casadas;2018T2;20.316,6
Ambos sexos;Total;Casados/Casadas;2018T1;20.353,3
Ambos sexos;Total;Casados/Casadas;2017T4;20.350,9
Ambos sexos;Total;Casados/Casadas;2017T3;20.314,4
Ambos sexos;Total;Casados/Casadas;2017T2;20.285,6
Ambos sexos;Total;Casados/Casadas;2017T1;20.318,6
Ambos sexos;Total;Casados/Casadas;2016T4;20.366,8
Ambos sexos;Total;Casados/Casadas;2016T3;20.352,6
Ambos sexos;Total;Casados/Casadas;2016T2;20.257
Ambos sexos;Total;Casados/Casadas;2016T1;20.322,1
Ambos sexos;Total;Casados/Casadas;2015T4;20.334
Ambos sexos;Total;Casados/Casadas;2015T3;20.330,5
Ambos sexos;Total;Casados/Casadas;2015T2;20.459,8
Ambos sexos;Total;Casados/Casadas;2015T1;20.473,2
Ambos sexos;Total;Casados/Casadas;2014T4;20.563,3
Ambos sexos;Total;Casados/Casadas;2014T3;20.524,5
Ambos sexos;Total;Casados/Casadas;2014T2;20.524,1
Ambos sexos;Total;Casados/Casadas;2014T1;20.569,7
Ambos sexos;Total;Casados/Casadas;2013T4;20.592,1
Ambos sexos;Total;Casados/Casadas;2013T3;20.562,3
Ambos sexos;Total;Casados/Casadas;2013T2;20.666,8
Ambos sexos;Total;Casados/Casadas;2013T1;20.824,3
Ambos sexos;Total;Casados/Casadas;2012T4;20.992,5
Ambos sexos;Total;Casados/Casadas;2012T3;21.042,7
Ambos sexos;Total;Casados/Casadas;2012T2;21.104,9
Ambos sexos;Total;Casados/Casadas;2012T1;21.172,7
Ambos sexos;Total;Casados/Casadas;2011T4;21.208,6
Ambos sexos;Total;Casados/Casadas;2011T3;21.227,1
Ambos sexos;Total;Casados/Casadas;2011T2;21.238,1
Ambos sexos;Total;Casados/Casadas;2011T1;21.284,3
Ambos sexos;Total;Casados/Casadas;2010T4;21.365,2
Ambos sexos;Total;Casados/Casadas;2010T3;21.298,2
Ambos sexos;Total;Casados/Casadas;2010T2;21.210,1
Ambos sexos;Total;Casados/Casadas;2010T1;21.230,4
Ambos sexos;Total;Casados/Casadas;2009T4;21.278,7
Ambos sexos;Total;Casados/Casadas;2009T3;21.207
Ambos sexos;Total;Casados/Casadas;2009T2;21.222,4
Ambos sexos;Total;Casados/Casadas;2009T1;21.219,2
Ambos sexos;Total;Casados/Casadas;2008T4;21.280,2
Ambos sexos;Total;Casados/Casadas;2008T3;21.209,6
Ambos sexos;Total;Casados/Casadas;2008T2;21.091,8
Ambos sexos;Total;Casados/Casadas;2008T1;21.051
Ambos sexos;Total;Casados/Casadas;2007T4;20.966,9
Ambos sexos;Total;Casados/Casadas;2007T3;20.834,5
Ambos sexos;Total;Casados/Casadas;2007T2;20.763,1
Ambos sexos;Total;Casados/Casadas;2007T1;20.637,2
Ambos sexos;Total;Casados/Casadas;2006T4;20.636
Ambos sexos;Total;Casados/Casadas;2006T3;20.481,2
Ambos sexos;Total;Casados/Casadas;2006T2;20.363,1
Ambos sexos;Total;Casados/Casadas;2006T1;20.388
Ambos sexos;Total;Casados/Casadas;2005T4;20.455,7
Ambos sexos;Total;Casados/Casadas;2005T3;20.244,3
Ambos sexos;Total;Casados/Casadas;2005T2;20.158,4
Ambos sexos;Total;Casados/Casadas;2005T1;20.182,3
Ambos sexos;Total;Casados/Casadas;2004T4;20.436,1
Ambos sexos;Total;Casados/Casadas;2004T3;20.270,7
Ambos sexos;Total;Casados/Casadas;2004T2;20.111,5
Ambos sexos;Total;Casados/Casadas;2004T1;20.106,8
Ambos sexos;Total;Casados/Casadas;2003T4;20.016,2
Ambos sexos;Total;Casados/Casadas;2003T3;19.860,7
Ambos sexos;Total;Casados/Casadas;2003T2;19.868,8
Ambos sexos;Total;Casados/Casadas;2003T1;19.728,5
Ambos sexos;Total;Casados/Casadas;2002T4;19.654,1
Ambos sexos;Total;Casados/Casadas;2002T3;19.523,4
Ambos sexos;Total;Casados/Casadas;2002T2;19.463,6
Ambos sexos;Total;Casados/Casadas;2002T1;19.442,9
Ambos sexos;Total;Viudos/Viudas;2025T4;2.883,3
Ambos sexos;Total;Viudos/Viudas;2025T3;2.882
Ambos sexos;Total;Viudos/Viudas;2025T2;2.937,7
Ambos sexos;Total;Viudos/Viudas;2025T1;2.910,9
Ambos sexos;Total;Viudos/Viudas;2024T4;2.906,6
Ambos sexos;Total;Viudos/Viudas;2024T3;2.911,8
Ambos sexos;Total;Viudos/Viudas;2024T2;2.896
Ambos sexos;Total;Viudos/Viudas;2024T1;2.939,7
Ambos sexos;Total;Viudos/Viudas;2023T4;2.919,6
Ambos sexos;Total;Viudos/Viudas;2023T3;2.915,9
Ambos sexos;Total;Viudos/Viudas;2023T2;2.913,9
Ambos sexos;Total;Viudos/Viudas;2023T1;2.940,9
Ambos sexos;Total;Viudos/Viudas;2022T4;2.942,5
Ambos sexos;Total;Viudos/Viudas;2022T3;2.988,3
Ambos sexos;Total;Viudos/Viudas;2022T2;2.961,5
Ambos sexos;Total;Viudos/Viudas;2022T1;2.960,2
Ambos sexos;Total;Viudos/Viudas;2021T4;2.995,3
Ambos sexos;Total;Viudos/Viudas;2021T3;2.936,1
Ambos sexos;Total;Viudos/Viudas;2021T2;2.937,1
Ambos sexos;Total;Viudos/Viudas;2021T1;2.903,7
Ambos sexos;Total;Viudos/Viudas;2020T4;2.917,8
Ambos sexos;Total;Viudos/Viudas;2020T3;2.882,6
Ambos sexos;Total;Viudos/Viudas;2020T2;2.894,9
Ambos sexos;Total;Viudos/Viudas;2020T1;2.922,9
Ambos sexos;Total;Viudos/Viudas;2019T4;2.920,8
Ambos sexos;Total;Viudos/Viudas;2019T3;2.912
Ambos sexos;Total;Viudos/Viudas;2019T2;2.906,9
Ambos sexos;Total;Viudos/Viudas;2019T1;2.912,7
Ambos sexos;Total;Viudos/Viudas;2018T4;2.937,8
Ambos sexos;Total;Viudos/Viudas;2018T3;2.964
Ambos sexos;Total;Viudos/Viudas;2018T2;2.968,1
Ambos sexos;Total;Viudos/Viudas;2018T1;2.978,1
Ambos sexos;Total;Viudos/Viudas;2017T4;3.014,3
Ambos sexos;Total;Viudos/Viudas;2017T3;3.002,8
Ambos sexos;Total;Viudos/Viudas;2017T2;2.997,2
Ambos sexos;Total;Viudos/Viudas;2017T1;2.986,4
Ambos sexos;Total;Viudos/Viudas;2016T4;3.012,8
Ambos sexos;Total;Viudos/Viudas;2016T3;3.008,4
Ambos sexos;Total;Viudos/Viudas;2016T2;2.993,2
Ambos sexos;Total;Viudos/Viudas;2016T1;2.983,8
Ambos sexos;Total;Viudos/Viudas;2015T4;3.023,5
Ambos sexos;Total;Viudos/Viudas;2015T3;3.016,7
Ambos sexos;Total;Viudos/Viudas;2015T2;3.007,7
Ambos sexos;Total;Viudos/Viudas;2015T1;2.983,7
Ambos sexos;Total;Viudos/Viudas;2014T4;2.973,2
Ambos sexos;Total;Viudos/Viudas;2014T3;2.990,3
Ambos sexos;Total;Viudos/Viudas;2014T2;2.994,6
Ambos sexos;Total;Viudos/Viudas;2014T1;2.989
Ambos sexos;Total;Viudos/Viudas;2013T4;3.028,3
Ambos sexos;Total;Viudos/Viudas;2013T3;3.073,3
Ambos sexos;Total;Viudos/Viudas;2013T2;3.044
Ambos sexos;Total;Viudos/Viudas;2013T1;3.029,5
Ambos sexos;Total;Viudos/Viudas;2012T4;3.000,4
Ambos sexos;Total;Viudos/Viudas;2012T3;2.987,4
Ambos sexos;Total;Viudos/Viudas;2012T2;2.952,7
Ambos sexos;Total;Viudos/Viudas;2012T1;2.971,5
Ambos sexos;Total;Viudos/Viudas;2011T4;2.974,8
Ambos sexos;Total;Viudos/Viudas;2011T3;2.942,8
Ambos sexos;Total;Viudos/Viudas;2011T2;2.934,6
Ambos sexos;Total;Viudos/Viudas;2011T1;2.983
Ambos sexos;Total;Viudos/Viudas;2010T4;2.991,5
Ambos sexos;Total;Viudos/Viudas;2010T3;3.011,7
Ambos sexos;Total;Viudos/Viudas;2010T2;3.020,2
Ambos sexos;Total;Viudos/Viudas;2010T1;2.998,3
Ambos sexos;Total;Viudos/Viudas;2009T4;3.003,1
Ambos sexos;Total;Viudos/Viudas;2009T3;2.995
Ambos sexos;Total;Viudos/Viudas;2009T2;2.972,3
Ambos sexos;Total;Viudos/Viudas;2009T1;2.951,8
Ambos sexos;Total;Viudos/Viudas;2008T4;2.966,5
Ambos sexos;Total;Viudos/Viudas;2008T3;2.965,5
Ambos sexos;Total;Viudos/Viudas;2008T2;2.951,6
Ambos sexos;Total;Viudos/Viudas;2008T1;2.954,1
Ambos sexos;Total;Viudos/Viudas;2007T4;2.955
Ambos sexos;Total;Viudos/Viudas;2007T3;2.986,1
Ambos sexos;Total;Viudos/Viudas;2007T2;2.992,8
Ambos sexos;Total;Viudos/Viudas;2007T1;2.972,6
Ambos sexos;Total;Viudos/Viudas;2006T4;2.941,7
Ambos sexos;Total;Viudos/Viudas;2006T3;2.963,4
Ambos sexos;Total;Viudos/Viudas;2006T2;2.954,3
Ambos sexos;Total;Viudos/Viudas;2006T1;2.945
Ambos sexos;Total;Viudos/Viudas;2005T4;2.911,7
Ambos sexos;Total;Viudos/Viudas;2005T3;2.933,6
Ambos sexos;Total;Viudos/Viudas;2005T2;2.964,2
Ambos sexos;Total;Viudos/Viudas;2005T1;2.945,8
Ambos sexos;Total;Viudos/Viudas;2004T4;2.960,1
Ambos sexos;Total;Viudos/Viudas;2004T3;2.942
Ambos sexos;Total;Viudos/Viudas;2004T2;2.923,2
Ambos sexos;Total;Viudos/Viudas;2004T1;2.866,1
Ambos sexos;Total;Viudos/Viudas;2003T4;2.888,1
Ambos sexos;Total;Viudos/Viudas;2003T3;2.908,8
Ambos sexos;Total;Viudos/Viudas;2003T2;2.886,6
Ambos sexos;Total;Viudos/Viudas;2003T1;2.890,8
Ambos sexos;Total;Viudos/Viudas;2002T4;2.891,4
Ambos sexos;Total;Viudos/Viudas;2002T3;2.907,4
Ambos sexos;Total;Viudos/Viudas;2002T2;2.895,7
Ambos sexos;Total;Viudos/Viudas;2002T1;2.899
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2025T4;2.906,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2025T3;2.863,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2025T2;2.925,6
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2025T1;2.895,3
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2024T4;2.904,6
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2024T3;2.869,8
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2024T2;2.897,7
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2024T1;2.934,6
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2023T4;2.898,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2023T3;2.881,7
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2023T2;2.837,5
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2023T1;2.808,6
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2022T4;2.750,8
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2022T3;2.769,1
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2022T2;2.699,5
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2022T1;2.733,5
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2021T4;2.705,6
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2021T3;2.705,4
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2021T2;2.711,9
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2021T1;2.674,6
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2020T4;2.675,4
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2020T3;2.663,9
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2020T2;2.568,9
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2020T1;2.559,6
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2019T4;2.574,3
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2019T3;2.535,9
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2019T2;2.548,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2019T1;2.540,4
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2018T4;2.572
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2018T3;2.574,9
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2018T2;2.534
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2018T1;2.499,8
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2017T4;2.465
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2017T3;2.484,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2017T2;2.480,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2017T1;2.458,7
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2016T4;2.425,9
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2016T3;2.428
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2016T2;2.424,3
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2016T1;2.407,5
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2015T4;2.377,8
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2015T3;2.375,1
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2015T2;2.340,8
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2015T1;2.350,1
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2014T4;2.343,4
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2014T3;2.365,8
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2014T2;2.382,7
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2014T1;2.354,6
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2013T4;2.318,5
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2013T3;2.284,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2013T2;2.227,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2013T1;2.183
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2012T4;2.138,7
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2012T3;2.122,5
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2012T2;2.120,3
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2012T1;2.088,8
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2011T4;2.111,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2011T3;2.094,8
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2011T2;2.026
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2011T1;1.950,8
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2010T4;1.902,1
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2010T3;1.874,3
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2010T2;1.855,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2010T1;1.856,6
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2009T4;1.817,7
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2009T3;1.826,9
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2009T2;1.814,5
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2009T1;1.791,4
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2008T4;1.743,1
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2008T3;1.725,6
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2008T2;1.723,3
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2008T1;1.715,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2007T4;1.712,1
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2007T3;1.668,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2007T2;1.625,3
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2007T1;1.585,8
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2006T4;1.546,3
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2006T3;1.501,4
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2006T2;1.497,6
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2006T1;1.510,8
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2005T4;1.439,9
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2005T3;1.438,4
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2005T2;1.422,1
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2005T1;1.392,8
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2004T4;1.183,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2004T3;1.176
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2004T2;1.153,8
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2004T1;1.155,3
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2003T4;1.124,8
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2003T3;1.095,6
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2003T2;1.067,6
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2003T1;1.062,7
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2002T4;1.053,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2002T3;1.025,4
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2002T2;981,6
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2002T1;961,7
Ambos sexos;De 16 a 19 años;Total;2025T4;2.132,9
Ambos sexos;De 16 a 19 años;Total;2025T3;2.129,5
Ambos sexos;De 16 a 19 años;Total;2025T2;2.157,3
Ambos sexos;De 16 a 19 años;Total;2025T1;2.148
Ambos sexos;De 16 a 19 años;Total;2024T4;2.150
Ambos sexos;De 16 a 19 años;Total;2024T3;2.133,2
Ambos sexos;De 16 a 19 años;Total;2024T2;2.125
Ambos sexos;De 16 a 19 años;Total;2024T1;2.074,7
Ambos sexos;De 16 a 19 años;Total;2023T4;2.074,8
Ambos sexos;De 16 a 19 años;Total;2023T3;2.027,1
Ambos sexos;De 16 a 19 años;Total;2023T2;2.003,7
Ambos sexos;De 16 a 19 años;Total;2023T1;2.022,2
Ambos sexos;De 16 a 19 años;Total;2022T4;2.021,8
Ambos sexos;De 16 a 19 años;Total;2022T3;1.998,3
Ambos sexos;De 16 a 19 años;Total;2022T2;1.968,9
Ambos sexos;De 16 a 19 años;Total;2022T1;1.946,8
Ambos sexos;De 16 a 19 años;Total;2021T4;1.936,2
Ambos sexos;De 16 a 19 años;Total;2021T3;1.929,2
Ambos sexos;De 16 a 19 años;Total;2021T2;1.919,6
Ambos sexos;De 16 a 19 años;Total;2021T1;1.895,5
Ambos sexos;De 16 a 19 años;Total;2020T4;1.930,8
Ambos sexos;De 16 a 19 años;Total;2020T3;1.923,5
Ambos sexos;De 16 a 19 años;Total;2020T2;1.917,6
Ambos sexos;De 16 a 19 años;Total;2020T1;1.908,4
Ambos sexos;De 16 a 19 años;Total;2019T4;1.895,7
Ambos sexos;De 16 a 19 años;Total;2019T3;1.882,2
Ambos sexos;De 16 a 19 años;Total;2019T2;1.869
Ambos sexos;De 16 a 19 años;Total;2019T1;1.855,2
Ambos sexos;De 16 a 19 años;Total;2018T4;1.841,3
Ambos sexos;De 16 a 19 años;Total;2018T3;1.827,5
Ambos sexos;De 16 a 19 años;Total;2018T2;1.814,8
Ambos sexos;De 16 a 19 años;Total;2018T1;1.804,2
