Sexo;Edad;Estado civil;Periodo;Total
Hombres;De 45 a 49 años;Casados/Casadas;2020T4;1.211,6
Hombres;De 45 a 49 años;Casados/Casadas;2020T3;1.228,8
Hombres;De 45 a 49 años;Casados/Casadas;2020T2;1.238,7
Hombres;De 45 a 49 años;Casados/Casadas;2020T1;1.237,8
Hombres;De 45 a 49 años;Casados/Casadas;2019T4;1.235,4
Hombres;De 45 a 49 años;Casados/Casadas;2019T3;1.236,5
Hombres;De 45 a 49 años;Casados/Casadas;2019T2;1.244,7
Hombres;De 45 a 49 años;Casados/Casadas;2019T1;1.229,4
Hombres;De 45 a 49 años;Casados/Casadas;2018T4;1.230,3
Hombres;De 45 a 49 años;Casados/Casadas;2018T3;1.240,3
Hombres;De 45 a 49 años;Casados/Casadas;2018T2;1.241,1
Hombres;De 45 a 49 años;Casados/Casadas;2018T1;1.236,6
Hombres;De 45 a 49 años;Casados/Casadas;2017T4;1.230
Hombres;De 45 a 49 años;Casados/Casadas;2017T3;1.220,3
Hombres;De 45 a 49 años;Casados/Casadas;2017T2;1.216,8
Hombres;De 45 a 49 años;Casados/Casadas;2017T1;1.225,9
Hombres;De 45 a 49 años;Casados/Casadas;2016T4;1.230,8
Hombres;De 45 a 49 años;Casados/Casadas;2016T3;1.235,5
Hombres;De 45 a 49 años;Casados/Casadas;2016T2;1.235,2
Hombres;De 45 a 49 años;Casados/Casadas;2016T1;1.248,1
Hombres;De 45 a 49 años;Casados/Casadas;2015T4;1.265,4
Hombres;De 45 a 49 años;Casados/Casadas;2015T3;1.266,7
Hombres;De 45 a 49 años;Casados/Casadas;2015T2;1.270
Hombres;De 45 a 49 años;Casados/Casadas;2015T1;1.269,7
Hombres;De 45 a 49 años;Casados/Casadas;2014T4;1.272,3
Hombres;De 45 a 49 años;Casados/Casadas;2014T3;1.254,1
Hombres;De 45 a 49 años;Casados/Casadas;2014T2;1.255,6
Hombres;De 45 a 49 años;Casados/Casadas;2014T1;1.260
Hombres;De 45 a 49 años;Casados/Casadas;2013T4;1.261,1
Hombres;De 45 a 49 años;Casados/Casadas;2013T3;1.260
Hombres;De 45 a 49 años;Casados/Casadas;2013T2;1.274,3
Hombres;De 45 a 49 años;Casados/Casadas;2013T1;1.271,2
Hombres;De 45 a 49 años;Casados/Casadas;2012T4;1.282,2
Hombres;De 45 a 49 años;Casados/Casadas;2012T3;1.287,1
Hombres;De 45 a 49 años;Casados/Casadas;2012T2;1.283,7
Hombres;De 45 a 49 años;Casados/Casadas;2012T1;1.285,2
Hombres;De 45 a 49 años;Casados/Casadas;2011T4;1.292,8
Hombres;De 45 a 49 años;Casados/Casadas;2011T3;1.277,7
Hombres;De 45 a 49 años;Casados/Casadas;2011T2;1.277,7
Hombres;De 45 a 49 años;Casados/Casadas;2011T1;1.271,6
Hombres;De 45 a 49 años;Casados/Casadas;2010T4;1.286,8
Hombres;De 45 a 49 años;Casados/Casadas;2010T3;1.273,4
Hombres;De 45 a 49 años;Casados/Casadas;2010T2;1.262,7
Hombres;De 45 a 49 años;Casados/Casadas;2010T1;1.243,5
Hombres;De 45 a 49 años;Casados/Casadas;2009T4;1.249
Hombres;De 45 a 49 años;Casados/Casadas;2009T3;1.250
Hombres;De 45 a 49 años;Casados/Casadas;2009T2;1.254,1
Hombres;De 45 a 49 años;Casados/Casadas;2009T1;1.270,6
Hombres;De 45 a 49 años;Casados/Casadas;2008T4;1.283,8
Hombres;De 45 a 49 años;Casados/Casadas;2008T3;1.271,8
Hombres;De 45 a 49 años;Casados/Casadas;2008T2;1.263,1
Hombres;De 45 a 49 años;Casados/Casadas;2008T1;1.259
Hombres;De 45 a 49 años;Casados/Casadas;2007T4;1.246
Hombres;De 45 a 49 años;Casados/Casadas;2007T3;1.241,7
Hombres;De 45 a 49 años;Casados/Casadas;2007T2;1.244,6
Hombres;De 45 a 49 años;Casados/Casadas;2007T1;1.230,7
Hombres;De 45 a 49 años;Casados/Casadas;2006T4;1.224,6
Hombres;De 45 a 49 años;Casados/Casadas;2006T3;1.224
Hombres;De 45 a 49 años;Casados/Casadas;2006T2;1.216,3
Hombres;De 45 a 49 años;Casados/Casadas;2006T1;1.209,2
Hombres;De 45 a 49 años;Casados/Casadas;2005T4;1.218,2
Hombres;De 45 a 49 años;Casados/Casadas;2005T3;1.199,9
Hombres;De 45 a 49 años;Casados/Casadas;2005T2;1.187
Hombres;De 45 a 49 años;Casados/Casadas;2005T1;1.183,7
Hombres;De 45 a 49 años;Casados/Casadas;2004T4;1.180,1
Hombres;De 45 a 49 años;Casados/Casadas;2004T3;1.164,6
Hombres;De 45 a 49 años;Casados/Casadas;2004T2;1.148,5
Hombres;De 45 a 49 años;Casados/Casadas;2004T1;1.150,9
Hombres;De 45 a 49 años;Casados/Casadas;2003T4;1.134,3
Hombres;De 45 a 49 años;Casados/Casadas;2003T3;1.118,8
Hombres;De 45 a 49 años;Casados/Casadas;2003T2;1.116,4
Hombres;De 45 a 49 años;Casados/Casadas;2003T1;1.104,4
Hombres;De 45 a 49 años;Casados/Casadas;2002T4;1.101,2
Hombres;De 45 a 49 años;Casados/Casadas;2002T3;1.101
Hombres;De 45 a 49 años;Casados/Casadas;2002T2;1.097,2
Hombres;De 45 a 49 años;Casados/Casadas;2002T1;1.100,1
Hombres;De 45 a 49 años;Viudos/Viudas;2025T4;8,4
Hombres;De 45 a 49 años;Viudos/Viudas;2025T3;6,7
Hombres;De 45 a 49 años;Viudos/Viudas;2025T2;7
Hombres;De 45 a 49 años;Viudos/Viudas;2025T1;4,8
Hombres;De 45 a 49 años;Viudos/Viudas;2024T4;4,8
Hombres;De 45 a 49 años;Viudos/Viudas;2024T3;5,6
Hombres;De 45 a 49 años;Viudos/Viudas;2024T2;7,4
Hombres;De 45 a 49 años;Viudos/Viudas;2024T1;6
Hombres;De 45 a 49 años;Viudos/Viudas;2023T4;5,5
Hombres;De 45 a 49 años;Viudos/Viudas;2023T3;6,4
Hombres;De 45 a 49 años;Viudos/Viudas;2023T2;7,8
Hombres;De 45 a 49 años;Viudos/Viudas;2023T1;8,4
Hombres;De 45 a 49 años;Viudos/Viudas;2022T4;8,8
Hombres;De 45 a 49 años;Viudos/Viudas;2022T3;10,6
Hombres;De 45 a 49 años;Viudos/Viudas;2022T2;11,7
Hombres;De 45 a 49 años;Viudos/Viudas;2022T1;8,1
Hombres;De 45 a 49 años;Viudos/Viudas;2021T4;9,1
Hombres;De 45 a 49 años;Viudos/Viudas;2021T3;8,8
Hombres;De 45 a 49 años;Viudos/Viudas;2021T2;7,1
Hombres;De 45 a 49 años;Viudos/Viudas;2021T1;6,6
Hombres;De 45 a 49 años;Viudos/Viudas;2020T4;6,7
Hombres;De 45 a 49 años;Viudos/Viudas;2020T3;4,4
Hombres;De 45 a 49 años;Viudos/Viudas;2020T2;4,5
Hombres;De 45 a 49 años;Viudos/Viudas;2020T1;5,2
Hombres;De 45 a 49 años;Viudos/Viudas;2019T4;7,2
Hombres;De 45 a 49 años;Viudos/Viudas;2019T3;8,2
Hombres;De 45 a 49 años;Viudos/Viudas;2019T2;9,2
Hombres;De 45 a 49 años;Viudos/Viudas;2019T1;8,1
Hombres;De 45 a 49 años;Viudos/Viudas;2018T4;9,4
Hombres;De 45 a 49 años;Viudos/Viudas;2018T3;9,2
Hombres;De 45 a 49 años;Viudos/Viudas;2018T2;9
Hombres;De 45 a 49 años;Viudos/Viudas;2018T1;7,8
Hombres;De 45 a 49 años;Viudos/Viudas;2017T4;6
Hombres;De 45 a 49 años;Viudos/Viudas;2017T3;6,6
Hombres;De 45 a 49 años;Viudos/Viudas;2017T2;8,5
Hombres;De 45 a 49 años;Viudos/Viudas;2017T1;8,8
Hombres;De 45 a 49 años;Viudos/Viudas;2016T4;5
Hombres;De 45 a 49 años;Viudos/Viudas;2016T3;5,7
Hombres;De 45 a 49 años;Viudos/Viudas;2016T2;7,3
Hombres;De 45 a 49 años;Viudos/Viudas;2016T1;4,6
Hombres;De 45 a 49 años;Viudos/Viudas;2015T4;5,6
Hombres;De 45 a 49 años;Viudos/Viudas;2015T3;8,1
Hombres;De 45 a 49 años;Viudos/Viudas;2015T2;8,4
Hombres;De 45 a 49 años;Viudos/Viudas;2015T1;7,3
Hombres;De 45 a 49 años;Viudos/Viudas;2014T4;5,2
Hombres;De 45 a 49 años;Viudos/Viudas;2014T3;9,6
Hombres;De 45 a 49 años;Viudos/Viudas;2014T2;10,8
Hombres;De 45 a 49 años;Viudos/Viudas;2014T1;12,2
Hombres;De 45 a 49 años;Viudos/Viudas;2013T4;10,2
Hombres;De 45 a 49 años;Viudos/Viudas;2013T3;11,2
Hombres;De 45 a 49 años;Viudos/Viudas;2013T2;8,8
Hombres;De 45 a 49 años;Viudos/Viudas;2013T1;9,1
Hombres;De 45 a 49 años;Viudos/Viudas;2012T4;9,1
Hombres;De 45 a 49 años;Viudos/Viudas;2012T3;9,2
Hombres;De 45 a 49 años;Viudos/Viudas;2012T2;7,1
Hombres;De 45 a 49 años;Viudos/Viudas;2012T1;8
Hombres;De 45 a 49 años;Viudos/Viudas;2011T4;5,1
Hombres;De 45 a 49 años;Viudos/Viudas;2011T3;5,2
Hombres;De 45 a 49 años;Viudos/Viudas;2011T2;6,7
Hombres;De 45 a 49 años;Viudos/Viudas;2011T1;8,8
Hombres;De 45 a 49 años;Viudos/Viudas;2010T4;10,5
Hombres;De 45 a 49 años;Viudos/Viudas;2010T3;11,2
Hombres;De 45 a 49 años;Viudos/Viudas;2010T2;13,5
Hombres;De 45 a 49 años;Viudos/Viudas;2010T1;12,4
Hombres;De 45 a 49 años;Viudos/Viudas;2009T4;8,6
Hombres;De 45 a 49 años;Viudos/Viudas;2009T3;8,7
Hombres;De 45 a 49 años;Viudos/Viudas;2009T2;8
Hombres;De 45 a 49 años;Viudos/Viudas;2009T1;7,6
Hombres;De 45 a 49 años;Viudos/Viudas;2008T4;8,2
Hombres;De 45 a 49 años;Viudos/Viudas;2008T3;9,2
Hombres;De 45 a 49 años;Viudos/Viudas;2008T2;11,4
Hombres;De 45 a 49 años;Viudos/Viudas;2008T1;9,1
Hombres;De 45 a 49 años;Viudos/Viudas;2007T4;10
Hombres;De 45 a 49 años;Viudos/Viudas;2007T3;7,6
Hombres;De 45 a 49 años;Viudos/Viudas;2007T2;7,4
Hombres;De 45 a 49 años;Viudos/Viudas;2007T1;7,9
Hombres;De 45 a 49 años;Viudos/Viudas;2006T4;9,4
Hombres;De 45 a 49 años;Viudos/Viudas;2006T3;9,8
Hombres;De 45 a 49 años;Viudos/Viudas;2006T2;9,5
Hombres;De 45 a 49 años;Viudos/Viudas;2006T1;10,1
Hombres;De 45 a 49 años;Viudos/Viudas;2005T4;10,7
Hombres;De 45 a 49 años;Viudos/Viudas;2005T3;9
Hombres;De 45 a 49 años;Viudos/Viudas;2005T2;11,4
Hombres;De 45 a 49 años;Viudos/Viudas;2005T1;12,5
Hombres;De 45 a 49 años;Viudos/Viudas;2004T4;11,5
Hombres;De 45 a 49 años;Viudos/Viudas;2004T3;11,7
Hombres;De 45 a 49 años;Viudos/Viudas;2004T2;13,3
Hombres;De 45 a 49 años;Viudos/Viudas;2004T1;10,8
Hombres;De 45 a 49 años;Viudos/Viudas;2003T4;15,2
Hombres;De 45 a 49 años;Viudos/Viudas;2003T3;10,2
Hombres;De 45 a 49 años;Viudos/Viudas;2003T2;10,7
Hombres;De 45 a 49 años;Viudos/Viudas;2003T1;12,9
Hombres;De 45 a 49 años;Viudos/Viudas;2002T4;10,1
Hombres;De 45 a 49 años;Viudos/Viudas;2002T3;7,6
Hombres;De 45 a 49 años;Viudos/Viudas;2002T2;7,9
Hombres;De 45 a 49 años;Viudos/Viudas;2002T1;11,8
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2025T4;185,5
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2025T3;170,2
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2025T2;183,1
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2025T1;172,3
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2024T4;162,3
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2024T3;166,5
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2024T2;159,9
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2024T1;173
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2023T4;174,9
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2023T3;161,8
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2023T2;170,2
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2023T1;178,4
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2022T4;183
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2022T3;183,7
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2022T2;176,8
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2022T1;177,6
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2021T4;182,3
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2021T3;171,1
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2021T2;173,4
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2021T1;177,3
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2020T4;184,6
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2020T3;182,1
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2020T2;171,7
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2020T1;172
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2019T4;179
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2019T3;182,4
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2019T2;190,1
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2019T1;194,1
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2018T4;194,6
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2018T3;188,8
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2018T2;191,8
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2018T1;190,6
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2017T4;182,8
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2017T3;188,2
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2017T2;193,5
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2017T1;198,9
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2016T4;182,6
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2016T3;180,6
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2016T2;179,6
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2016T1;168,7
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2015T4;160,7
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2015T3;169,5
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2015T2;178,3
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2015T1;181,3
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2014T4;177
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2014T3;192,4
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2014T2;189,4
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2014T1;182,3
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2013T4;188,2
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2013T3;184,8
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2013T2;181,6
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2013T1;181,6
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2012T4;166,2
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2012T3;158,3
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2012T2;163,3
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2012T1;159,2
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2011T4;151,5
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2011T3;161,1
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2011T2;163,3
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2011T1;162,4
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2010T4;149,8
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2010T3;157,1
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2010T2;155,3
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2010T1;158,4
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2009T4;150
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2009T3;146,3
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2009T2;146,8
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2009T1;135,1
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2008T4;123,7
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2008T3;119,6
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2008T2;119,4
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2008T1;114,9
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2007T4;130,2
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2007T3;132,4
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2007T2;124,9
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2007T1;119
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2006T4;119
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2006T3;120,4
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2006T2;108,9
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2006T1;109,5
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2005T4;94,6
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2005T3;102,3
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2005T2;102,1
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2005T1;93,9
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2004T4;86,6
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2004T3;90
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2004T2;88,7
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2004T1;78,6
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2003T4;71,5
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2003T3;76,2
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2003T2;68,6
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2003T1;69,4
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2002T4;66,7
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2002T3;63,4
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2002T2;63,8
Hombres;De 45 a 49 años;Separados/Separadas o Divorciados/Divorciadas;2002T1;50,3
Hombres;De 50 a 54 años;Total;2025T4;1.995,9
Hombres;De 50 a 54 años;Total;2025T3;1.984,6
Hombres;De 50 a 54 años;Total;2025T2;1.976,4
Hombres;De 50 a 54 años;Total;2025T1;1.967,7
Hombres;De 50 a 54 años;Total;2024T4;1.957,8
Hombres;De 50 a 54 años;Total;2024T3;1.947,9
Hombres;De 50 a 54 años;Total;2024T2;1.937,2
Hombres;De 50 a 54 años;Total;2024T1;1.927,6
Hombres;De 50 a 54 años;Total;2023T4;1.919,9
Hombres;De 50 a 54 años;Total;2023T3;1.912,1
Hombres;De 50 a 54 años;Total;2023T2;1.902,9
Hombres;De 50 a 54 años;Total;2023T1;1.895,1
Hombres;De 50 a 54 años;Total;2022T4;1.888,5
Hombres;De 50 a 54 años;Total;2022T3;1.880,3
Hombres;De 50 a 54 años;Total;2022T2;1.874
Hombres;De 50 a 54 años;Total;2022T1;1.866,3
Hombres;De 50 a 54 años;Total;2021T4;1.859,9
Hombres;De 50 a 54 años;Total;2021T3;1.854
Hombres;De 50 a 54 años;Total;2021T2;1.848,2
Hombres;De 50 a 54 años;Total;2021T1;1.843,8
Hombres;De 50 a 54 años;Total;2020T4;1.835,6
Hombres;De 50 a 54 años;Total;2020T3;1.830,8
Hombres;De 50 a 54 años;Total;2020T2;1.826,3
Hombres;De 50 a 54 años;Total;2020T1;1.822,7
Hombres;De 50 a 54 años;Total;2019T4;1.819
Hombres;De 50 a 54 años;Total;2019T3;1.815,5
Hombres;De 50 a 54 años;Total;2019T2;1.811
Hombres;De 50 a 54 años;Total;2019T1;1.807,5
Hombres;De 50 a 54 años;Total;2018T4;1.802,5
Hombres;De 50 a 54 años;Total;2018T3;1.795,5
Hombres;De 50 a 54 años;Total;2018T2;1.789,6
Hombres;De 50 a 54 años;Total;2018T1;1.783,4
Hombres;De 50 a 54 años;Total;2017T4;1.775,8
Hombres;De 50 a 54 años;Total;2017T3;1.766,4
Hombres;De 50 a 54 años;Total;2017T2;1.757,7
Hombres;De 50 a 54 años;Total;2017T1;1.749,9
Hombres;De 50 a 54 años;Total;2016T4;1.741,4
Hombres;De 50 a 54 años;Total;2016T3;1.733,7
Hombres;De 50 a 54 años;Total;2016T2;1.725,4
Hombres;De 50 a 54 años;Total;2016T1;1.717,7
Hombres;De 50 a 54 años;Total;2015T4;1.711
Hombres;De 50 a 54 años;Total;2015T3;1.701,3
Hombres;De 50 a 54 años;Total;2015T2;1.696,1
Hombres;De 50 a 54 años;Total;2015T1;1.691,6
Hombres;De 50 a 54 años;Total;2014T4;1.684,6
Hombres;De 50 a 54 años;Total;2014T3;1.675,9
Hombres;De 50 a 54 años;Total;2014T2;1.665,4
Hombres;De 50 a 54 años;Total;2014T1;1.652,6
Hombres;De 50 a 54 años;Total;2013T4;1.646
Hombres;De 50 a 54 años;Total;2013T3;1.641,6
Hombres;De 50 a 54 años;Total;2013T2;1.636,1
Hombres;De 50 a 54 años;Total;2013T1;1.629,8
Hombres;De 50 a 54 años;Total;2012T4;1.624,3
Hombres;De 50 a 54 años;Total;2012T3;1.618,5
Hombres;De 50 a 54 años;Total;2012T2;1.612
Hombres;De 50 a 54 años;Total;2012T1;1.606,5
Hombres;De 50 a 54 años;Total;2011T4;1.599,1
Hombres;De 50 a 54 años;Total;2011T3;1.588,6
Hombres;De 50 a 54 años;Total;2011T2;1.577,3
Hombres;De 50 a 54 años;Total;2011T1;1.567,2
Hombres;De 50 a 54 años;Total;2010T4;1.556
Hombres;De 50 a 54 años;Total;2010T3;1.542,7
Hombres;De 50 a 54 años;Total;2010T2;1.530
Hombres;De 50 a 54 años;Total;2010T1;1.516,7
Hombres;De 50 a 54 años;Total;2009T4;1.504
Hombres;De 50 a 54 años;Total;2009T3;1.489,3
Hombres;De 50 a 54 años;Total;2009T2;1.474,3
Hombres;De 50 a 54 años;Total;2009T1;1.460,3
Hombres;De 50 a 54 años;Total;2008T4;1.446,7
Hombres;De 50 a 54 años;Total;2008T3;1.433,9
Hombres;De 50 a 54 años;Total;2008T2;1.421,1
Hombres;De 50 a 54 años;Total;2008T1;1.407
Hombres;De 50 a 54 años;Total;2007T4;1.394,4
Hombres;De 50 a 54 años;Total;2007T3;1.381,6
Hombres;De 50 a 54 años;Total;2007T2;1.368,9
Hombres;De 50 a 54 años;Total;2007T1;1.355,7
Hombres;De 50 a 54 años;Total;2006T4;1.342,3
Hombres;De 50 a 54 años;Total;2006T3;1.331,8
Hombres;De 50 a 54 años;Total;2006T2;1.320,3
Hombres;De 50 a 54 años;Total;2006T1;1.308,8
Hombres;De 50 a 54 años;Total;2005T4;1.297,8
Hombres;De 50 a 54 años;Total;2005T3;1.287,3
Hombres;De 50 a 54 años;Total;2005T2;1.276,7
Hombres;De 50 a 54 años;Total;2005T1;1.265,9
Hombres;De 50 a 54 años;Total;2004T4;1.258,6
Hombres;De 50 a 54 años;Total;2004T3;1.253,7
Hombres;De 50 a 54 años;Total;2004T2;1.248,6
Hombres;De 50 a 54 años;Total;2004T1;1.243,8
Hombres;De 50 a 54 años;Total;2003T4;1.241,4
Hombres;De 50 a 54 años;Total;2003T3;1.239,4
Hombres;De 50 a 54 años;Total;2003T2;1.237,2
Hombres;De 50 a 54 años;Total;2003T1;1.235,4
Hombres;De 50 a 54 años;Total;2002T4;1.231,2
Hombres;De 50 a 54 años;Total;2002T3;1.223,6
Hombres;De 50 a 54 años;Total;2002T2;1.215,9
Hombres;De 50 a 54 años;Total;2002T1;1.208,4
Hombres;De 50 a 54 años;Solteros/Solteras;2025T4;488,1
Hombres;De 50 a 54 años;Solteros/Solteras;2025T3;498,3
Hombres;De 50 a 54 años;Solteros/Solteras;2025T2;468,3
Hombres;De 50 a 54 años;Solteros/Solteras;2025T1;476,6
Hombres;De 50 a 54 años;Solteros/Solteras;2024T4;453,1
Hombres;De 50 a 54 años;Solteros/Solteras;2024T3;471,3
Hombres;De 50 a 54 años;Solteros/Solteras;2024T2;455
Hombres;De 50 a 54 años;Solteros/Solteras;2024T1;448
Hombres;De 50 a 54 años;Solteros/Solteras;2023T4;445,5
Hombres;De 50 a 54 años;Solteros/Solteras;2023T3;449,3
Hombres;De 50 a 54 años;Solteros/Solteras;2023T2;431,3
Hombres;De 50 a 54 años;Solteros/Solteras;2023T1;421,7
Hombres;De 50 a 54 años;Solteros/Solteras;2022T4;418,9
Hombres;De 50 a 54 años;Solteros/Solteras;2022T3;407,4
Hombres;De 50 a 54 años;Solteros/Solteras;2022T2;399,7
Hombres;De 50 a 54 años;Solteros/Solteras;2022T1;395,6
Hombres;De 50 a 54 años;Solteros/Solteras;2021T4;393,8
Hombres;De 50 a 54 años;Solteros/Solteras;2021T3;386,5
Hombres;De 50 a 54 años;Solteros/Solteras;2021T2;386,4
Hombres;De 50 a 54 años;Solteros/Solteras;2021T1;372,2
Hombres;De 50 a 54 años;Solteros/Solteras;2020T4;376,7
Hombres;De 50 a 54 años;Solteros/Solteras;2020T3;357,6
Hombres;De 50 a 54 años;Solteros/Solteras;2020T2;346,4
Hombres;De 50 a 54 años;Solteros/Solteras;2020T1;345,8
Hombres;De 50 a 54 años;Solteros/Solteras;2019T4;346,3
Hombres;De 50 a 54 años;Solteros/Solteras;2019T3;336,8
Hombres;De 50 a 54 años;Solteros/Solteras;2019T2;336,1
