Sexo;Edad;Estudios reglados;Periodo;Total
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2016T3;12,0
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2016T2;20,0
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2016T1;23,0
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2015T4;25,2
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2015T3;15,8
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2015T2;21,2
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2015T1;28,4
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2014T4;22,6
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2014T3;16,2
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2014T2;22,2
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2014T1;19,8
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2013T4;21,0
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2013T3;18,0
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2013T2;23,5
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2013T1;21,6
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2012T4;22,3
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2012T3;18,4
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2012T2;24,7
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2012T1;27,6
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2011T4;28,3
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2011T3;22,4
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2011T2;32,6
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2011T1;29,3
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2010T4;32,6
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2010T3;23,5
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2010T2;34,9
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2010T1;43,7
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2009T4;31,3
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2009T3;29,4
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2009T2;40,4
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2009T1;42,0
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2008T4;35,6
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2008T3;38,2
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2008T2;40,7
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2008T1;37,4
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2007T4;34,1
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2007T3;35,3
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2007T2;43,3
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2007T1;43,8
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2006T4;31,3
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2006T3;34,2
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2006T2;39,6
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2006T1;39,4
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2005T4;37,3
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2005T3;37,4
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2005T2;39,7
Mujeres;De 16 a 19 años;Cursa estudios: Sólo no reglados;2005T1;41,0
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2025T4;109,1
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2025T3;100,8
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2025T2;129,7
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2025T1;127,8
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2024T4;135,9
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2024T3;117,3
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2024T2;113,3
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2024T1;115,7
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2023T4;108,3
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2023T3;89,3
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2023T2;104,7
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2023T1;104,4
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2022T4;106,1
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2022T3;85,6
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2022T2;108,0
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2022T1;97,6
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2021T4;88,6
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2021T3;58,0
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2021T2;102,0
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2021T1;92,4
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2020T4;82,0
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2020T3;50,0
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2020T2;57,1
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2020T1;80,1
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2019T4;79,3
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2019T3;51,2
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2019T2;73,5
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2019T1;68,0
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2018T4;82,9
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2018T3;52,7
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2018T2;78,4
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2018T1;80,8
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2017T4;71,0
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2017T3;42,4
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2017T2;69,6
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2017T1;78,7
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2016T4;77,3
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2016T3;52,1
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2016T2;68,3
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2016T1;70,6
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2015T4;72,9
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2015T3;39,7
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2015T2;62,4
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2015T1;77,4
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2014T4;65,9
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2014T3;44,5
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2014T2;63,0
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2014T1;73,4
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2013T4;96,6
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2013T3;66,6
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2013T2;99,3
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2013T1;102,0
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2012T4;94,2
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2012T3;52,1
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2012T2;89,4
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2012T1;93,2
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2011T4;99,0
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2011T3;60,6
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2011T2;78,0
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2011T1;90,3
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2010T4;88,2
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2010T3;55,4
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2010T2;80,1
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2010T1;95,6
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2009T4;95,1
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2009T3;61,0
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2009T2;87,2
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2009T1;100,5
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2008T4;92,2
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2008T3;60,0
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2008T2;94,1
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2008T1;91,8
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2007T4;94,3
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2007T3;66,9
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2007T2;97,6
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2007T1;105,9
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2006T4;105,5
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2006T3;72,3
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2006T2;110,9
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2006T1;104,9
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2005T4;110,1
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2005T3;71,3
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2005T2;117,4
Mujeres;De 16 a 19 años;Cursa estudios: Ambos, reglados y no reglados;2005T1;112,3
Mujeres;De 20 a 24 años;Total;2025T4;1.321,3
Mujeres;De 20 a 24 años;Total;2025T3;1.310,4
Mujeres;De 20 a 24 años;Total;2025T2;1.305,1
Mujeres;De 20 a 24 años;Total;2025T1;1.297,4
Mujeres;De 20 a 24 años;Total;2024T4;1.289,4
Mujeres;De 20 a 24 años;Total;2024T3;1.277,7
Mujeres;De 20 a 24 años;Total;2024T2;1.270,3
Mujeres;De 20 a 24 años;Total;2024T1;1.261,8
Mujeres;De 20 a 24 años;Total;2023T4;1.251,0
Mujeres;De 20 a 24 años;Total;2023T3;1.239,6
Mujeres;De 20 a 24 años;Total;2023T2;1.228,0
Mujeres;De 20 a 24 años;Total;2023T1;1.215,5
Mujeres;De 20 a 24 años;Total;2022T4;1.201,4
Mujeres;De 20 a 24 años;Total;2022T3;1.189,7
Mujeres;De 20 a 24 años;Total;2022T2;1.179,9
Mujeres;De 20 a 24 años;Total;2022T1;1.169,9
Mujeres;De 20 a 24 años;Total;2021T4;1.159,9
Mujeres;De 20 a 24 años;Total;2021T3;1.153,9
Mujeres;De 20 a 24 años;Total;2021T2;1.151,8
Mujeres;De 20 a 24 años;Total;2021T1;1.152,8
Mujeres;De 20 a 24 años;Total;2020T4;1.158,9
Mujeres;De 20 a 24 años;Total;2020T3;1.156,3
Mujeres;De 20 a 24 años;Total;2020T2;1.152,9
Mujeres;De 20 a 24 años;Total;2020T1;1.147,5
Mujeres;De 20 a 24 años;Total;2019T4;1.138,5
Mujeres;De 20 a 24 años;Total;2019T3;1.130,6
Mujeres;De 20 a 24 años;Total;2019T2;1.124,6
Mujeres;De 20 a 24 años;Total;2019T1;1.118,0
Mujeres;De 20 a 24 años;Total;2018T4;1.112,4
Mujeres;De 20 a 24 años;Total;2018T3;1.109,5
Mujeres;De 20 a 24 años;Total;2018T2;1.107,6
Mujeres;De 20 a 24 años;Total;2018T1;1.103,8
Mujeres;De 20 a 24 años;Total;2017T4;1.101,4
Mujeres;De 20 a 24 años;Total;2017T3;1.100,4
Mujeres;De 20 a 24 años;Total;2017T2;1.100,6
Mujeres;De 20 a 24 años;Total;2017T1;1.101,9
Mujeres;De 20 a 24 años;Total;2016T4;1.102,9
Mujeres;De 20 a 24 años;Total;2016T3;1.105,4
Mujeres;De 20 a 24 años;Total;2016T2;1.108,3
Mujeres;De 20 a 24 años;Total;2016T1;1.111,5
Mujeres;De 20 a 24 años;Total;2015T4;1.116,7
Mujeres;De 20 a 24 años;Total;2015T3;1.123,6
Mujeres;De 20 a 24 años;Total;2015T2;1.128,8
Mujeres;De 20 a 24 años;Total;2015T1;1.134,6
Mujeres;De 20 a 24 años;Total;2014T4;1.140,4
Mujeres;De 20 a 24 años;Total;2014T3;1.144,8
Mujeres;De 20 a 24 años;Total;2014T2;1.152,5
Mujeres;De 20 a 24 años;Total;2014T1;1.157,0
Mujeres;De 20 a 24 años;Total;2013T4;1.166,5
Mujeres;De 20 a 24 años;Total;2013T3;1.173,8
Mujeres;De 20 a 24 años;Total;2013T2;1.184,7
Mujeres;De 20 a 24 años;Total;2013T1;1.195,0
Mujeres;De 20 a 24 años;Total;2012T4;1.203,3
Mujeres;De 20 a 24 años;Total;2012T3;1.208,6
Mujeres;De 20 a 24 años;Total;2012T2;1.216,2
Mujeres;De 20 a 24 años;Total;2012T1;1.224,8
Mujeres;De 20 a 24 años;Total;2011T4;1.232,2
Mujeres;De 20 a 24 años;Total;2011T3;1.238,9
Mujeres;De 20 a 24 años;Total;2011T2;1.247,7
Mujeres;De 20 a 24 años;Total;2011T1;1.256,0
Mujeres;De 20 a 24 años;Total;2010T4;1.265,6
Mujeres;De 20 a 24 años;Total;2010T3;1.273,6
Mujeres;De 20 a 24 años;Total;2010T2;1.284,0
Mujeres;De 20 a 24 años;Total;2010T1;1.294,4
Mujeres;De 20 a 24 años;Total;2009T4;1.305,7
Mujeres;De 20 a 24 años;Total;2009T3;1.314,9
Mujeres;De 20 a 24 años;Total;2009T2;1.327,1
Mujeres;De 20 a 24 años;Total;2009T1;1.337,1
Mujeres;De 20 a 24 años;Total;2008T4;1.347,4
Mujeres;De 20 a 24 años;Total;2008T3;1.355,0
Mujeres;De 20 a 24 años;Total;2008T2;1.362,7
Mujeres;De 20 a 24 años;Total;2008T1;1.368,5
Mujeres;De 20 a 24 años;Total;2007T4;1.374,9
Mujeres;De 20 a 24 años;Total;2007T3;1.377,1
Mujeres;De 20 a 24 años;Total;2007T2;1.382,5
Mujeres;De 20 a 24 años;Total;2007T1;1.386,5
Mujeres;De 20 a 24 años;Total;2006T4;1.388,6
Mujeres;De 20 a 24 años;Total;2006T3;1.392,9
Mujeres;De 20 a 24 años;Total;2006T2;1.399,9
Mujeres;De 20 a 24 años;Total;2006T1;1.408,3
Mujeres;De 20 a 24 años;Total;2005T4;1.418,5
Mujeres;De 20 a 24 años;Total;2005T3;1.429,0
Mujeres;De 20 a 24 años;Total;2005T2;1.441,7
Mujeres;De 20 a 24 años;Total;2005T1;1.450,3
Mujeres;De 20 a 24 años;No cursa estudios;2025T4;463,7
Mujeres;De 20 a 24 años;No cursa estudios;2025T3;521,7
Mujeres;De 20 a 24 años;No cursa estudios;2025T2;388,7
Mujeres;De 20 a 24 años;No cursa estudios;2025T1;412,5
Mujeres;De 20 a 24 años;No cursa estudios;2024T4;415,7
Mujeres;De 20 a 24 años;No cursa estudios;2024T3;523,2
Mujeres;De 20 a 24 años;No cursa estudios;2024T2;408,5
Mujeres;De 20 a 24 años;No cursa estudios;2024T1;411,6
Mujeres;De 20 a 24 años;No cursa estudios;2023T4;428,3
Mujeres;De 20 a 24 años;No cursa estudios;2023T3;497,2
Mujeres;De 20 a 24 años;No cursa estudios;2023T2;400,6
Mujeres;De 20 a 24 años;No cursa estudios;2023T1;379,5
Mujeres;De 20 a 24 años;No cursa estudios;2022T4;405,1
Mujeres;De 20 a 24 años;No cursa estudios;2022T3;489,4
Mujeres;De 20 a 24 años;No cursa estudios;2022T2;381,5
Mujeres;De 20 a 24 años;No cursa estudios;2022T1;370,6
Mujeres;De 20 a 24 años;No cursa estudios;2021T4;342,9
Mujeres;De 20 a 24 años;No cursa estudios;2021T3;436,5
Mujeres;De 20 a 24 años;No cursa estudios;2021T2;348,9
Mujeres;De 20 a 24 años;No cursa estudios;2021T1;338,9
Mujeres;De 20 a 24 años;No cursa estudios;2020T4;379,8
Mujeres;De 20 a 24 años;No cursa estudios;2020T3;488,2
Mujeres;De 20 a 24 años;No cursa estudios;2020T2;421,5
Mujeres;De 20 a 24 años;No cursa estudios;2020T1;432,8
Mujeres;De 20 a 24 años;No cursa estudios;2019T4;405,8
Mujeres;De 20 a 24 años;No cursa estudios;2019T3;481,3
Mujeres;De 20 a 24 años;No cursa estudios;2019T2;427,3
Mujeres;De 20 a 24 años;No cursa estudios;2019T1;429,4
Mujeres;De 20 a 24 años;No cursa estudios;2018T4;413,3
Mujeres;De 20 a 24 años;No cursa estudios;2018T3;492,9
Mujeres;De 20 a 24 años;No cursa estudios;2018T2;421,4
Mujeres;De 20 a 24 años;No cursa estudios;2018T1;409,9
Mujeres;De 20 a 24 años;No cursa estudios;2017T4;427,8
Mujeres;De 20 a 24 años;No cursa estudios;2017T3;509,6
Mujeres;De 20 a 24 años;No cursa estudios;2017T2;429,4
Mujeres;De 20 a 24 años;No cursa estudios;2017T1;412,1
Mujeres;De 20 a 24 años;No cursa estudios;2016T4;428,8
Mujeres;De 20 a 24 años;No cursa estudios;2016T3;511,2
Mujeres;De 20 a 24 años;No cursa estudios;2016T2;412,4
Mujeres;De 20 a 24 años;No cursa estudios;2016T1;426,4
Mujeres;De 20 a 24 años;No cursa estudios;2015T4;429,3
Mujeres;De 20 a 24 años;No cursa estudios;2015T3;526,1
Mujeres;De 20 a 24 años;No cursa estudios;2015T2;454,8
Mujeres;De 20 a 24 años;No cursa estudios;2015T1;448,8
Mujeres;De 20 a 24 años;No cursa estudios;2014T4;445,2
Mujeres;De 20 a 24 años;No cursa estudios;2014T3;542,0
Mujeres;De 20 a 24 años;No cursa estudios;2014T2;455,1
Mujeres;De 20 a 24 años;No cursa estudios;2014T1;466,3
Mujeres;De 20 a 24 años;No cursa estudios;2013T4;482,8
Mujeres;De 20 a 24 años;No cursa estudios;2013T3;583,5
Mujeres;De 20 a 24 años;No cursa estudios;2013T2;503,1
Mujeres;De 20 a 24 años;No cursa estudios;2013T1;503,2
Mujeres;De 20 a 24 años;No cursa estudios;2012T4;522,3
Mujeres;De 20 a 24 años;No cursa estudios;2012T3;617,8
Mujeres;De 20 a 24 años;No cursa estudios;2012T2;543,8
Mujeres;De 20 a 24 años;No cursa estudios;2012T1;536,9
Mujeres;De 20 a 24 años;No cursa estudios;2011T4;556,1
Mujeres;De 20 a 24 años;No cursa estudios;2011T3;680,6
Mujeres;De 20 a 24 años;No cursa estudios;2011T2;582,4
Mujeres;De 20 a 24 años;No cursa estudios;2011T1;594,2
Mujeres;De 20 a 24 años;No cursa estudios;2010T4;604,6
Mujeres;De 20 a 24 años;No cursa estudios;2010T3;719,7
Mujeres;De 20 a 24 años;No cursa estudios;2010T2;606,8
Mujeres;De 20 a 24 años;No cursa estudios;2010T1;600,7
Mujeres;De 20 a 24 años;No cursa estudios;2009T4;627,1
Mujeres;De 20 a 24 años;No cursa estudios;2009T3;764,3
Mujeres;De 20 a 24 años;No cursa estudios;2009T2;678,5
Mujeres;De 20 a 24 años;No cursa estudios;2009T1;675,4
Mujeres;De 20 a 24 años;No cursa estudios;2008T4;693,4
Mujeres;De 20 a 24 años;No cursa estudios;2008T3;813,9
Mujeres;De 20 a 24 años;No cursa estudios;2008T2;693,5
Mujeres;De 20 a 24 años;No cursa estudios;2008T1;699,5
Mujeres;De 20 a 24 años;No cursa estudios;2007T4;708,8
Mujeres;De 20 a 24 años;No cursa estudios;2007T3;803,2
Mujeres;De 20 a 24 años;No cursa estudios;2007T2;700,4
Mujeres;De 20 a 24 años;No cursa estudios;2007T1;694,2
Mujeres;De 20 a 24 años;No cursa estudios;2006T4;695,3
Mujeres;De 20 a 24 años;No cursa estudios;2006T3;814,3
Mujeres;De 20 a 24 años;No cursa estudios;2006T2;707,3
Mujeres;De 20 a 24 años;No cursa estudios;2006T1;719,3
Mujeres;De 20 a 24 años;No cursa estudios;2005T4;697,1
Mujeres;De 20 a 24 años;No cursa estudios;2005T3;858,2
Mujeres;De 20 a 24 años;No cursa estudios;2005T2;715,2
Mujeres;De 20 a 24 años;No cursa estudios;2005T1;731,7
Mujeres;De 20 a 24 años;Cursa estudios: Total;2025T4;857,7
Mujeres;De 20 a 24 años;Cursa estudios: Total;2025T3;788,7
Mujeres;De 20 a 24 años;Cursa estudios: Total;2025T2;916,5
Mujeres;De 20 a 24 años;Cursa estudios: Total;2025T1;884,9
Mujeres;De 20 a 24 años;Cursa estudios: Total;2024T4;873,8
Mujeres;De 20 a 24 años;Cursa estudios: Total;2024T3;754,4
Mujeres;De 20 a 24 años;Cursa estudios: Total;2024T2;861,8
Mujeres;De 20 a 24 años;Cursa estudios: Total;2024T1;850,2
Mujeres;De 20 a 24 años;Cursa estudios: Total;2023T4;822,7
Mujeres;De 20 a 24 años;Cursa estudios: Total;2023T3;742,3
Mujeres;De 20 a 24 años;Cursa estudios: Total;2023T2;827,4
Mujeres;De 20 a 24 años;Cursa estudios: Total;2023T1;836,1
Mujeres;De 20 a 24 años;Cursa estudios: Total;2022T4;796,3
Mujeres;De 20 a 24 años;Cursa estudios: Total;2022T3;700,3
Mujeres;De 20 a 24 años;Cursa estudios: Total;2022T2;798,4
Mujeres;De 20 a 24 años;Cursa estudios: Total;2022T1;799,3
Mujeres;De 20 a 24 años;Cursa estudios: Total;2021T4;817,0
Mujeres;De 20 a 24 años;Cursa estudios: Total;2021T3;717,5
Mujeres;De 20 a 24 años;Cursa estudios: Total;2021T2;802,9
Mujeres;De 20 a 24 años;Cursa estudios: Total;2021T1;813,9
Mujeres;De 20 a 24 años;Cursa estudios: Total;2020T4;779,1
Mujeres;De 20 a 24 años;Cursa estudios: Total;2020T3;668,1
Mujeres;De 20 a 24 años;Cursa estudios: Total;2020T2;731,4
Mujeres;De 20 a 24 años;Cursa estudios: Total;2020T1;714,7
Mujeres;De 20 a 24 años;Cursa estudios: Total;2019T4;732,7
Mujeres;De 20 a 24 años;Cursa estudios: Total;2019T3;649,4
Mujeres;De 20 a 24 años;Cursa estudios: Total;2019T2;697,3
Mujeres;De 20 a 24 años;Cursa estudios: Total;2019T1;688,6
Mujeres;De 20 a 24 años;Cursa estudios: Total;2018T4;699,0
Mujeres;De 20 a 24 años;Cursa estudios: Total;2018T3;616,6
Mujeres;De 20 a 24 años;Cursa estudios: Total;2018T2;686,1
Mujeres;De 20 a 24 años;Cursa estudios: Total;2018T1;693,9
Mujeres;De 20 a 24 años;Cursa estudios: Total;2017T4;673,6
Mujeres;De 20 a 24 años;Cursa estudios: Total;2017T3;590,7
Mujeres;De 20 a 24 años;Cursa estudios: Total;2017T2;671,1
Mujeres;De 20 a 24 años;Cursa estudios: Total;2017T1;689,7
Mujeres;De 20 a 24 años;Cursa estudios: Total;2016T4;674,1
Mujeres;De 20 a 24 años;Cursa estudios: Total;2016T3;594,2
Mujeres;De 20 a 24 años;Cursa estudios: Total;2016T2;695,9
Mujeres;De 20 a 24 años;Cursa estudios: Total;2016T1;685,2
Mujeres;De 20 a 24 años;Cursa estudios: Total;2015T4;687,4
Mujeres;De 20 a 24 años;Cursa estudios: Total;2015T3;597,6
Mujeres;De 20 a 24 años;Cursa estudios: Total;2015T2;674,0
Mujeres;De 20 a 24 años;Cursa estudios: Total;2015T1;685,8
Mujeres;De 20 a 24 años;Cursa estudios: Total;2014T4;695,2
Mujeres;De 20 a 24 años;Cursa estudios: Total;2014T3;602,8
Mujeres;De 20 a 24 años;Cursa estudios: Total;2014T2;697,4
Mujeres;De 20 a 24 años;Cursa estudios: Total;2014T1;690,6
Mujeres;De 20 a 24 años;Cursa estudios: Total;2013T4;683,7
Mujeres;De 20 a 24 años;Cursa estudios: Total;2013T3;590,2
Mujeres;De 20 a 24 años;Cursa estudios: Total;2013T2;681,6
Mujeres;De 20 a 24 años;Cursa estudios: Total;2013T1;691,8
Mujeres;De 20 a 24 años;Cursa estudios: Total;2012T4;681,0
Mujeres;De 20 a 24 años;Cursa estudios: Total;2012T3;590,8
Mujeres;De 20 a 24 años;Cursa estudios: Total;2012T2;672,4
Mujeres;De 20 a 24 años;Cursa estudios: Total;2012T1;687,9
Mujeres;De 20 a 24 años;Cursa estudios: Total;2011T4;676,2
Mujeres;De 20 a 24 años;Cursa estudios: Total;2011T3;558,3
Mujeres;De 20 a 24 años;Cursa estudios: Total;2011T2;665,3
Mujeres;De 20 a 24 años;Cursa estudios: Total;2011T1;661,8
Mujeres;De 20 a 24 años;Cursa estudios: Total;2010T4;661,0
Mujeres;De 20 a 24 años;Cursa estudios: Total;2010T3;553,9
Mujeres;De 20 a 24 años;Cursa estudios: Total;2010T2;677,2
Mujeres;De 20 a 24 años;Cursa estudios: Total;2010T1;693,7
Mujeres;De 20 a 24 años;Cursa estudios: Total;2009T4;678,6
Mujeres;De 20 a 24 años;Cursa estudios: Total;2009T3;550,6
Mujeres;De 20 a 24 años;Cursa estudios: Total;2009T2;648,6
Mujeres;De 20 a 24 años;Cursa estudios: Total;2009T1;661,7
Mujeres;De 20 a 24 años;Cursa estudios: Total;2008T4;654,0
Mujeres;De 20 a 24 años;Cursa estudios: Total;2008T3;541,1
Mujeres;De 20 a 24 años;Cursa estudios: Total;2008T2;669,2
Mujeres;De 20 a 24 años;Cursa estudios: Total;2008T1;669,0
Mujeres;De 20 a 24 años;Cursa estudios: Total;2007T4;666,1
Mujeres;De 20 a 24 años;Cursa estudios: Total;2007T3;573,8
Mujeres;De 20 a 24 años;Cursa estudios: Total;2007T2;682,1
Mujeres;De 20 a 24 años;Cursa estudios: Total;2007T1;692,3
