Sexo;Sector económico;Tiempo desde que dejaron el último empleo;Periodo;Total
Hombres;Agricultura;De 6 a 12 meses;2016T4;40,2
Hombres;Agricultura;De 6 a 12 meses;2016T3;56,5
Hombres;Agricultura;De 6 a 12 meses;2016T2;37,5
Hombres;Agricultura;De 6 a 12 meses;2016T1;31
Hombres;Agricultura;De 6 a 12 meses;2015T4;41,1
Hombres;Agricultura;De 6 a 12 meses;2015T3;65,7
Hombres;Agricultura;De 6 a 12 meses;2015T2;57,7
Hombres;Agricultura;De 6 a 12 meses;2015T1;44,1
Hombres;Agricultura;De 6 a 12 meses;2014T4;57,6
Hombres;Agricultura;De 6 a 12 meses;2014T3;64,3
Hombres;Agricultura;De 6 a 12 meses;2014T2;45,6
Hombres;Agricultura;De 6 a 12 meses;2014T1;39,9
Hombres;Agricultura;De 6 a 12 meses;2013T4;41,6
Hombres;Agricultura;De 6 a 12 meses;2013T3;73,6
Hombres;Agricultura;De 6 a 12 meses;2013T2;61,7
Hombres;Agricultura;De 6 a 12 meses;2013T1;47
Hombres;Agricultura;De 6 a 12 meses;2012T4;62,7
Hombres;Agricultura;De 6 a 12 meses;2012T3;81,3
Hombres;Agricultura;De 6 a 12 meses;2012T2;49,7
Hombres;Agricultura;De 6 a 12 meses;2012T1;34,5
Hombres;Agricultura;De 6 a 12 meses;2011T4;42,6
Hombres;Agricultura;De 6 a 12 meses;2011T3;56,3
Hombres;Agricultura;De 6 a 12 meses;2011T2;39,8
Hombres;Agricultura;De 6 a 12 meses;2011T1;24,5
Hombres;Agricultura;De 6 a 12 meses;2010T4;35,4
Hombres;Agricultura;De 6 a 12 meses;2010T3;39,7
Hombres;Agricultura;De 6 a 12 meses;2010T2;42
Hombres;Agricultura;De 6 a 12 meses;2010T1;41
Hombres;Agricultura;De 6 a 12 meses;2009T4;42,5
Hombres;Agricultura;De 6 a 12 meses;2009T3;35
Hombres;Agricultura;De 6 a 12 meses;2009T2;28,8
Hombres;Agricultura;De 6 a 12 meses;2009T1;21,8
Hombres;Agricultura;De 6 a 12 meses;2008T4;23,9
Hombres;Agricultura;De 6 a 12 meses;2008T3;17,9
Hombres;Agricultura;De 6 a 12 meses;2008T2;9,6
Hombres;Agricultura;De 6 a 12 meses;2008T1;9,6
Hombres;Agricultura;Más de 1 año;2025T4;..
Hombres;Agricultura;Más de 1 año;2025T3;..
Hombres;Agricultura;Más de 1 año;2025T2;..
Hombres;Agricultura;Más de 1 año;2025T1;..
Hombres;Agricultura;Más de 1 año;2024T4;..
Hombres;Agricultura;Más de 1 año;2024T3;..
Hombres;Agricultura;Más de 1 año;2024T2;..
Hombres;Agricultura;Más de 1 año;2024T1;..
Hombres;Agricultura;Más de 1 año;2023T4;..
Hombres;Agricultura;Más de 1 año;2023T3;..
Hombres;Agricultura;Más de 1 año;2023T2;..
Hombres;Agricultura;Más de 1 año;2023T1;..
Hombres;Agricultura;Más de 1 año;2022T4;..
Hombres;Agricultura;Más de 1 año;2022T3;..
Hombres;Agricultura;Más de 1 año;2022T2;..
Hombres;Agricultura;Más de 1 año;2022T1;..
Hombres;Agricultura;Más de 1 año;2021T4;..
Hombres;Agricultura;Más de 1 año;2021T3;..
Hombres;Agricultura;Más de 1 año;2021T2;..
Hombres;Agricultura;Más de 1 año;2021T1;..
Hombres;Agricultura;Más de 1 año;2020T4;..
Hombres;Agricultura;Más de 1 año;2020T3;..
Hombres;Agricultura;Más de 1 año;2020T2;..
Hombres;Agricultura;Más de 1 año;2020T1;..
Hombres;Agricultura;Más de 1 año;2019T4;..
Hombres;Agricultura;Más de 1 año;2019T3;..
Hombres;Agricultura;Más de 1 año;2019T2;..
Hombres;Agricultura;Más de 1 año;2019T1;..
Hombres;Agricultura;Más de 1 año;2018T4;..
Hombres;Agricultura;Más de 1 año;2018T3;..
Hombres;Agricultura;Más de 1 año;2018T2;..
Hombres;Agricultura;Más de 1 año;2018T1;..
Hombres;Agricultura;Más de 1 año;2017T4;..
Hombres;Agricultura;Más de 1 año;2017T3;..
Hombres;Agricultura;Más de 1 año;2017T2;..
Hombres;Agricultura;Más de 1 año;2017T1;..
Hombres;Agricultura;Más de 1 año;2016T4;..
Hombres;Agricultura;Más de 1 año;2016T3;..
Hombres;Agricultura;Más de 1 año;2016T2;..
Hombres;Agricultura;Más de 1 año;2016T1;..
Hombres;Agricultura;Más de 1 año;2015T4;..
Hombres;Agricultura;Más de 1 año;2015T3;..
Hombres;Agricultura;Más de 1 año;2015T2;..
Hombres;Agricultura;Más de 1 año;2015T1;..
Hombres;Agricultura;Más de 1 año;2014T4;..
Hombres;Agricultura;Más de 1 año;2014T3;..
Hombres;Agricultura;Más de 1 año;2014T2;..
Hombres;Agricultura;Más de 1 año;2014T1;..
Hombres;Agricultura;Más de 1 año;2013T4;..
Hombres;Agricultura;Más de 1 año;2013T3;..
Hombres;Agricultura;Más de 1 año;2013T2;..
Hombres;Agricultura;Más de 1 año;2013T1;..
Hombres;Agricultura;Más de 1 año;2012T4;..
Hombres;Agricultura;Más de 1 año;2012T3;..
Hombres;Agricultura;Más de 1 año;2012T2;..
Hombres;Agricultura;Más de 1 año;2012T1;..
Hombres;Agricultura;Más de 1 año;2011T4;..
Hombres;Agricultura;Más de 1 año;2011T3;..
Hombres;Agricultura;Más de 1 año;2011T2;..
Hombres;Agricultura;Más de 1 año;2011T1;..
Hombres;Agricultura;Más de 1 año;2010T4;..
Hombres;Agricultura;Más de 1 año;2010T3;..
Hombres;Agricultura;Más de 1 año;2010T2;..
Hombres;Agricultura;Más de 1 año;2010T1;..
Hombres;Agricultura;Más de 1 año;2009T4;..
Hombres;Agricultura;Más de 1 año;2009T3;..
Hombres;Agricultura;Más de 1 año;2009T2;..
Hombres;Agricultura;Más de 1 año;2009T1;..
Hombres;Agricultura;Más de 1 año;2008T4;..
Hombres;Agricultura;Más de 1 año;2008T3;..
Hombres;Agricultura;Más de 1 año;2008T2;..
Hombres;Agricultura;Más de 1 año;2008T1;..
Hombres;Industria;Total;2025T4;81,1
Hombres;Industria;Total;2025T3;83,1
Hombres;Industria;Total;2025T2;87,2
Hombres;Industria;Total;2025T1;87,3
Hombres;Industria;Total;2024T4;79,4
Hombres;Industria;Total;2024T3;91,3
Hombres;Industria;Total;2024T2;92,1
Hombres;Industria;Total;2024T1;91,1
Hombres;Industria;Total;2023T4;77,6
Hombres;Industria;Total;2023T3;93,5
Hombres;Industria;Total;2023T2;92,6
Hombres;Industria;Total;2023T1;98,5
Hombres;Industria;Total;2022T4;101,7
Hombres;Industria;Total;2022T3;93,8
Hombres;Industria;Total;2022T2;94
Hombres;Industria;Total;2022T1;107,9
Hombres;Industria;Total;2021T4;106,8
Hombres;Industria;Total;2021T3;96,6
Hombres;Industria;Total;2021T2;98,5
Hombres;Industria;Total;2021T1;132,2
Hombres;Industria;Total;2020T4;125,8
Hombres;Industria;Total;2020T3;132
Hombres;Industria;Total;2020T2;162,2
Hombres;Industria;Total;2020T1;116,9
Hombres;Industria;Total;2019T4;108,5
Hombres;Industria;Total;2019T3;105,6
Hombres;Industria;Total;2019T2;108,2
Hombres;Industria;Total;2019T1;120,7
Hombres;Industria;Total;2018T4;112,2
Hombres;Industria;Total;2018T3;102,4
Hombres;Industria;Total;2018T2;101,1
Hombres;Industria;Total;2018T1;114,7
Hombres;Industria;Total;2017T4;120,8
Hombres;Industria;Total;2017T3;108,1
Hombres;Industria;Total;2017T2;115,2
Hombres;Industria;Total;2017T1;120
Hombres;Industria;Total;2016T4;120,7
Hombres;Industria;Total;2016T3;121,7
Hombres;Industria;Total;2016T2;124
Hombres;Industria;Total;2016T1;132,1
Hombres;Industria;Total;2015T4;117,8
Hombres;Industria;Total;2015T3;118,1
Hombres;Industria;Total;2015T2;117,7
Hombres;Industria;Total;2015T1;146,2
Hombres;Industria;Total;2014T4;155
Hombres;Industria;Total;2014T3;137,5
Hombres;Industria;Total;2014T2;146,3
Hombres;Industria;Total;2014T1;169,6
Hombres;Industria;Total;2013T4;169,1
Hombres;Industria;Total;2013T3;173,8
Hombres;Industria;Total;2013T2;200,1
Hombres;Industria;Total;2013T1;232,4
Hombres;Industria;Total;2012T4;217,8
Hombres;Industria;Total;2012T3;236,3
Hombres;Industria;Total;2012T2;246,2
Hombres;Industria;Total;2012T1;225,4
Hombres;Industria;Total;2011T4;182,7
Hombres;Industria;Total;2011T3;157,5
Hombres;Industria;Total;2011T2;176,4
Hombres;Industria;Total;2011T1;187,6
Hombres;Industria;Total;2010T4;164,9
Hombres;Industria;Total;2010T3;176,5
Hombres;Industria;Total;2010T2;194
Hombres;Industria;Total;2010T1;225,7
Hombres;Industria;Total;2009T4;240,2
Hombres;Industria;Total;2009T3;253,5
Hombres;Industria;Total;2009T2;278,9
Hombres;Industria;Total;2009T1;259,8
Hombres;Industria;Total;2008T4;202,7
Hombres;Industria;Total;2008T3;143,2
Hombres;Industria;Total;2008T2;115,5
Hombres;Industria;Total;2008T1;104,1
Hombres;Industria;Menos de 3 meses;2025T4;33,8
Hombres;Industria;Menos de 3 meses;2025T3;33,8
Hombres;Industria;Menos de 3 meses;2025T2;34
Hombres;Industria;Menos de 3 meses;2025T1;43,3
Hombres;Industria;Menos de 3 meses;2024T4;33,5
Hombres;Industria;Menos de 3 meses;2024T3;42
Hombres;Industria;Menos de 3 meses;2024T2;39,9
Hombres;Industria;Menos de 3 meses;2024T1;39,1
Hombres;Industria;Menos de 3 meses;2023T4;39,5
Hombres;Industria;Menos de 3 meses;2023T3;43,2
Hombres;Industria;Menos de 3 meses;2023T2;34,3
Hombres;Industria;Menos de 3 meses;2023T1;39,1
Hombres;Industria;Menos de 3 meses;2022T4;44,7
Hombres;Industria;Menos de 3 meses;2022T3;32,1
Hombres;Industria;Menos de 3 meses;2022T2;32
Hombres;Industria;Menos de 3 meses;2022T1;45,8
Hombres;Industria;Menos de 3 meses;2021T4;56,2
Hombres;Industria;Menos de 3 meses;2021T3;41,2
Hombres;Industria;Menos de 3 meses;2021T2;32,7
Hombres;Industria;Menos de 3 meses;2021T1;47,4
Hombres;Industria;Menos de 3 meses;2020T4;46,7
Hombres;Industria;Menos de 3 meses;2020T3;34,4
Hombres;Industria;Menos de 3 meses;2020T2;64,7
Hombres;Industria;Menos de 3 meses;2020T1;45,4
Hombres;Industria;Menos de 3 meses;2019T4;52,6
Hombres;Industria;Menos de 3 meses;2019T3;42,5
Hombres;Industria;Menos de 3 meses;2019T2;43,6
Hombres;Industria;Menos de 3 meses;2019T1;49,6
Hombres;Industria;Menos de 3 meses;2018T4;52,7
Hombres;Industria;Menos de 3 meses;2018T3;49,4
Hombres;Industria;Menos de 3 meses;2018T2;35,6
Hombres;Industria;Menos de 3 meses;2018T1;47,2
Hombres;Industria;Menos de 3 meses;2017T4;52,2
Hombres;Industria;Menos de 3 meses;2017T3;48,4
Hombres;Industria;Menos de 3 meses;2017T2;37,5
Hombres;Industria;Menos de 3 meses;2017T1;46
Hombres;Industria;Menos de 3 meses;2016T4;51
Hombres;Industria;Menos de 3 meses;2016T3;48,7
Hombres;Industria;Menos de 3 meses;2016T2;45,9
Hombres;Industria;Menos de 3 meses;2016T1;47,6
Hombres;Industria;Menos de 3 meses;2015T4;56,3
Hombres;Industria;Menos de 3 meses;2015T3;51,6
Hombres;Industria;Menos de 3 meses;2015T2;37,2
Hombres;Industria;Menos de 3 meses;2015T1;51,3
Hombres;Industria;Menos de 3 meses;2014T4;53,8
Hombres;Industria;Menos de 3 meses;2014T3;44,3
Hombres;Industria;Menos de 3 meses;2014T2;41,1
Hombres;Industria;Menos de 3 meses;2014T1;54,8
Hombres;Industria;Menos de 3 meses;2013T4;54,1
Hombres;Industria;Menos de 3 meses;2013T3;48,5
Hombres;Industria;Menos de 3 meses;2013T2;46,8
Hombres;Industria;Menos de 3 meses;2013T1;59,5
Hombres;Industria;Menos de 3 meses;2012T4;64,2
Hombres;Industria;Menos de 3 meses;2012T3;71,1
Hombres;Industria;Menos de 3 meses;2012T2;65,2
Hombres;Industria;Menos de 3 meses;2012T1;75,4
Hombres;Industria;Menos de 3 meses;2011T4;70,5
Hombres;Industria;Menos de 3 meses;2011T3;54,8
Hombres;Industria;Menos de 3 meses;2011T2;51,8
Hombres;Industria;Menos de 3 meses;2011T1;64,8
Hombres;Industria;Menos de 3 meses;2010T4;52,8
Hombres;Industria;Menos de 3 meses;2010T3;52
Hombres;Industria;Menos de 3 meses;2010T2;47,1
Hombres;Industria;Menos de 3 meses;2010T1;54,2
Hombres;Industria;Menos de 3 meses;2009T4;61,5
Hombres;Industria;Menos de 3 meses;2009T3;51,7
Hombres;Industria;Menos de 3 meses;2009T2;70
Hombres;Industria;Menos de 3 meses;2009T1;87,2
Hombres;Industria;Menos de 3 meses;2008T4;87,6
Hombres;Industria;Menos de 3 meses;2008T3;67,5
Hombres;Industria;Menos de 3 meses;2008T2;50,1
Hombres;Industria;Menos de 3 meses;2008T1;44,5
Hombres;Industria;De 3 a 5 meses;2025T4;23
Hombres;Industria;De 3 a 5 meses;2025T3;22,1
Hombres;Industria;De 3 a 5 meses;2025T2;21,4
Hombres;Industria;De 3 a 5 meses;2025T1;26
Hombres;Industria;De 3 a 5 meses;2024T4;25,1
Hombres;Industria;De 3 a 5 meses;2024T3;20,3
Hombres;Industria;De 3 a 5 meses;2024T2;23,5
Hombres;Industria;De 3 a 5 meses;2024T1;23,9
Hombres;Industria;De 3 a 5 meses;2023T4;25,3
Hombres;Industria;De 3 a 5 meses;2023T3;20,3
Hombres;Industria;De 3 a 5 meses;2023T2;32,9
Hombres;Industria;De 3 a 5 meses;2023T1;32
Hombres;Industria;De 3 a 5 meses;2022T4;27
Hombres;Industria;De 3 a 5 meses;2022T3;28,8
Hombres;Industria;De 3 a 5 meses;2022T2;29
Hombres;Industria;De 3 a 5 meses;2022T1;36,4
Hombres;Industria;De 3 a 5 meses;2021T4;23,8
Hombres;Industria;De 3 a 5 meses;2021T3;22,3
Hombres;Industria;De 3 a 5 meses;2021T2;28,7
Hombres;Industria;De 3 a 5 meses;2021T1;39,9
Hombres;Industria;De 3 a 5 meses;2020T4;24,7
Hombres;Industria;De 3 a 5 meses;2020T3;41,8
Hombres;Industria;De 3 a 5 meses;2020T2;45,4
Hombres;Industria;De 3 a 5 meses;2020T1;35,1
Hombres;Industria;De 3 a 5 meses;2019T4;32,2
Hombres;Industria;De 3 a 5 meses;2019T3;34,1
Hombres;Industria;De 3 a 5 meses;2019T2;22,4
Hombres;Industria;De 3 a 5 meses;2019T1;38,8
Hombres;Industria;De 3 a 5 meses;2018T4;29,2
Hombres;Industria;De 3 a 5 meses;2018T3;25,4
Hombres;Industria;De 3 a 5 meses;2018T2;30,6
Hombres;Industria;De 3 a 5 meses;2018T1;37,6
Hombres;Industria;De 3 a 5 meses;2017T4;37,3
Hombres;Industria;De 3 a 5 meses;2017T3;25,4
Hombres;Industria;De 3 a 5 meses;2017T2;33,5
Hombres;Industria;De 3 a 5 meses;2017T1;37,2
Hombres;Industria;De 3 a 5 meses;2016T4;35,6
Hombres;Industria;De 3 a 5 meses;2016T3;28,9
Hombres;Industria;De 3 a 5 meses;2016T2;31,5
Hombres;Industria;De 3 a 5 meses;2016T1;44,4
Hombres;Industria;De 3 a 5 meses;2015T4;32,1
Hombres;Industria;De 3 a 5 meses;2015T3;27,9
Hombres;Industria;De 3 a 5 meses;2015T2;32,6
Hombres;Industria;De 3 a 5 meses;2015T1;42,3
Hombres;Industria;De 3 a 5 meses;2014T4;47,5
Hombres;Industria;De 3 a 5 meses;2014T3;34,5
Hombres;Industria;De 3 a 5 meses;2014T2;38,2
Hombres;Industria;De 3 a 5 meses;2014T1;48,7
Hombres;Industria;De 3 a 5 meses;2013T4;46
Hombres;Industria;De 3 a 5 meses;2013T3;46,6
Hombres;Industria;De 3 a 5 meses;2013T2;55,9
Hombres;Industria;De 3 a 5 meses;2013T1;79,4
Hombres;Industria;De 3 a 5 meses;2012T4;57,1
Hombres;Industria;De 3 a 5 meses;2012T3;61,4
Hombres;Industria;De 3 a 5 meses;2012T2;79,3
Hombres;Industria;De 3 a 5 meses;2012T1;77,2
Hombres;Industria;De 3 a 5 meses;2011T4;45,9
Hombres;Industria;De 3 a 5 meses;2011T3;40,9
Hombres;Industria;De 3 a 5 meses;2011T2;54,1
Hombres;Industria;De 3 a 5 meses;2011T1;51,3
Hombres;Industria;De 3 a 5 meses;2010T4;41,1
Hombres;Industria;De 3 a 5 meses;2010T3;43,9
Hombres;Industria;De 3 a 5 meses;2010T2;49,7
Hombres;Industria;De 3 a 5 meses;2010T1;60,9
Hombres;Industria;De 3 a 5 meses;2009T4;55,2
Hombres;Industria;De 3 a 5 meses;2009T3;71,5
Hombres;Industria;De 3 a 5 meses;2009T2;88,7
Hombres;Industria;De 3 a 5 meses;2009T1;83,3
Hombres;Industria;De 3 a 5 meses;2008T4;67,3
Hombres;Industria;De 3 a 5 meses;2008T3;42,4
Hombres;Industria;De 3 a 5 meses;2008T2;31,5
Hombres;Industria;De 3 a 5 meses;2008T1;30,9
Hombres;Industria;De 6 a 12 meses;2025T4;24,3
Hombres;Industria;De 6 a 12 meses;2025T3;27,1
Hombres;Industria;De 6 a 12 meses;2025T2;31,7
Hombres;Industria;De 6 a 12 meses;2025T1;17,9
Hombres;Industria;De 6 a 12 meses;2024T4;20,8
Hombres;Industria;De 6 a 12 meses;2024T3;29
Hombres;Industria;De 6 a 12 meses;2024T2;28,7
Hombres;Industria;De 6 a 12 meses;2024T1;28,2
Hombres;Industria;De 6 a 12 meses;2023T4;12,8
Hombres;Industria;De 6 a 12 meses;2023T3;30
Hombres;Industria;De 6 a 12 meses;2023T2;25,5
Hombres;Industria;De 6 a 12 meses;2023T1;27,4
Hombres;Industria;De 6 a 12 meses;2022T4;30
Hombres;Industria;De 6 a 12 meses;2022T3;32,9
Hombres;Industria;De 6 a 12 meses;2022T2;33,1
Hombres;Industria;De 6 a 12 meses;2022T1;25,7
Hombres;Industria;De 6 a 12 meses;2021T4;26,8
Hombres;Industria;De 6 a 12 meses;2021T3;33,1
Hombres;Industria;De 6 a 12 meses;2021T2;37
Hombres;Industria;De 6 a 12 meses;2021T1;45
Hombres;Industria;De 6 a 12 meses;2020T4;54,4
Hombres;Industria;De 6 a 12 meses;2020T3;55,8
Hombres;Industria;De 6 a 12 meses;2020T2;52,2
Hombres;Industria;De 6 a 12 meses;2020T1;36,5
Hombres;Industria;De 6 a 12 meses;2019T4;23,7
Hombres;Industria;De 6 a 12 meses;2019T3;29
Hombres;Industria;De 6 a 12 meses;2019T2;42,2
Hombres;Industria;De 6 a 12 meses;2019T1;32,3
Hombres;Industria;De 6 a 12 meses;2018T4;30,3
Hombres;Industria;De 6 a 12 meses;2018T3;27,6
Hombres;Industria;De 6 a 12 meses;2018T2;34,9
Hombres;Industria;De 6 a 12 meses;2018T1;29,9
Hombres;Industria;De 6 a 12 meses;2017T4;31,3
Hombres;Industria;De 6 a 12 meses;2017T3;34,3
Hombres;Industria;De 6 a 12 meses;2017T2;44,2
Hombres;Industria;De 6 a 12 meses;2017T1;36,7
Hombres;Industria;De 6 a 12 meses;2016T4;34
Hombres;Industria;De 6 a 12 meses;2016T3;44
Hombres;Industria;De 6 a 12 meses;2016T2;46,5
Hombres;Industria;De 6 a 12 meses;2016T1;40,1
Hombres;Industria;De 6 a 12 meses;2015T4;29,3
Hombres;Industria;De 6 a 12 meses;2015T3;38,5
Hombres;Industria;De 6 a 12 meses;2015T2;47,9
Hombres;Industria;De 6 a 12 meses;2015T1;52,6
Hombres;Industria;De 6 a 12 meses;2014T4;53,8
Hombres;Industria;De 6 a 12 meses;2014T3;58,7
Hombres;Industria;De 6 a 12 meses;2014T2;67
Hombres;Industria;De 6 a 12 meses;2014T1;66,1
Hombres;Industria;De 6 a 12 meses;2013T4;68,9
Hombres;Industria;De 6 a 12 meses;2013T3;78,6
Hombres;Industria;De 6 a 12 meses;2013T2;97,4
Hombres;Industria;De 6 a 12 meses;2013T1;93,5
Hombres;Industria;De 6 a 12 meses;2012T4;96,5
Hombres;Industria;De 6 a 12 meses;2012T3;103,8
Hombres;Industria;De 6 a 12 meses;2012T2;101,6
Hombres;Industria;De 6 a 12 meses;2012T1;72,8
Hombres;Industria;De 6 a 12 meses;2011T4;66,3
Hombres;Industria;De 6 a 12 meses;2011T3;61,8
Hombres;Industria;De 6 a 12 meses;2011T2;70,5
Hombres;Industria;De 6 a 12 meses;2011T1;71,4
Hombres;Industria;De 6 a 12 meses;2010T4;71
Hombres;Industria;De 6 a 12 meses;2010T3;80,6
Hombres;Industria;De 6 a 12 meses;2010T2;97,2
Hombres;Industria;De 6 a 12 meses;2010T1;110,6
Hombres;Industria;De 6 a 12 meses;2009T4;123,4
Hombres;Industria;De 6 a 12 meses;2009T3;130,3
Hombres;Industria;De 6 a 12 meses;2009T2;120,2
Hombres;Industria;De 6 a 12 meses;2009T1;89,3
Hombres;Industria;De 6 a 12 meses;2008T4;47,8
Hombres;Industria;De 6 a 12 meses;2008T3;33,3
Hombres;Industria;De 6 a 12 meses;2008T2;33,9
Hombres;Industria;De 6 a 12 meses;2008T1;28,7
Hombres;Industria;Más de 1 año;2025T4;..
Hombres;Industria;Más de 1 año;2025T3;..
Hombres;Industria;Más de 1 año;2025T2;..
Hombres;Industria;Más de 1 año;2025T1;..
Hombres;Industria;Más de 1 año;2024T4;..
Hombres;Industria;Más de 1 año;2024T3;..
Hombres;Industria;Más de 1 año;2024T2;..
Hombres;Industria;Más de 1 año;2024T1;..
Hombres;Industria;Más de 1 año;2023T4;..
Hombres;Industria;Más de 1 año;2023T3;..
Hombres;Industria;Más de 1 año;2023T2;..
Hombres;Industria;Más de 1 año;2023T1;..
Hombres;Industria;Más de 1 año;2022T4;..
Hombres;Industria;Más de 1 año;2022T3;..
Hombres;Industria;Más de 1 año;2022T2;..
Hombres;Industria;Más de 1 año;2022T1;..
Hombres;Industria;Más de 1 año;2021T4;..
Hombres;Industria;Más de 1 año;2021T3;..
Hombres;Industria;Más de 1 año;2021T2;..
Hombres;Industria;Más de 1 año;2021T1;..
Hombres;Industria;Más de 1 año;2020T4;..
Hombres;Industria;Más de 1 año;2020T3;..
Hombres;Industria;Más de 1 año;2020T2;..
Hombres;Industria;Más de 1 año;2020T1;..
Hombres;Industria;Más de 1 año;2019T4;..
Hombres;Industria;Más de 1 año;2019T3;..
Hombres;Industria;Más de 1 año;2019T2;..
Hombres;Industria;Más de 1 año;2019T1;..
Hombres;Industria;Más de 1 año;2018T4;..
Hombres;Industria;Más de 1 año;2018T3;..
Hombres;Industria;Más de 1 año;2018T2;..
Hombres;Industria;Más de 1 año;2018T1;..
Hombres;Industria;Más de 1 año;2017T4;..
Hombres;Industria;Más de 1 año;2017T3;..
Hombres;Industria;Más de 1 año;2017T2;..
Hombres;Industria;Más de 1 año;2017T1;..
Hombres;Industria;Más de 1 año;2016T4;..
Hombres;Industria;Más de 1 año;2016T3;..
Hombres;Industria;Más de 1 año;2016T2;..
Hombres;Industria;Más de 1 año;2016T1;..
Hombres;Industria;Más de 1 año;2015T4;..
Hombres;Industria;Más de 1 año;2015T3;..
Hombres;Industria;Más de 1 año;2015T2;..
Hombres;Industria;Más de 1 año;2015T1;..
Hombres;Industria;Más de 1 año;2014T4;..
Hombres;Industria;Más de 1 año;2014T3;..
Hombres;Industria;Más de 1 año;2014T2;..
Hombres;Industria;Más de 1 año;2014T1;..
Hombres;Industria;Más de 1 año;2013T4;..
Hombres;Industria;Más de 1 año;2013T3;..
Hombres;Industria;Más de 1 año;2013T2;..
Hombres;Industria;Más de 1 año;2013T1;..
Hombres;Industria;Más de 1 año;2012T4;..
Hombres;Industria;Más de 1 año;2012T3;..
Hombres;Industria;Más de 1 año;2012T2;..
Hombres;Industria;Más de 1 año;2012T1;..
Hombres;Industria;Más de 1 año;2011T4;..
Hombres;Industria;Más de 1 año;2011T3;..
Hombres;Industria;Más de 1 año;2011T2;..
Hombres;Industria;Más de 1 año;2011T1;..
Hombres;Industria;Más de 1 año;2010T4;..
Hombres;Industria;Más de 1 año;2010T3;..
Hombres;Industria;Más de 1 año;2010T2;..
Hombres;Industria;Más de 1 año;2010T1;..
Hombres;Industria;Más de 1 año;2009T4;..
Hombres;Industria;Más de 1 año;2009T3;..
Hombres;Industria;Más de 1 año;2009T2;..
Hombres;Industria;Más de 1 año;2009T1;..
Hombres;Industria;Más de 1 año;2008T4;..
Hombres;Industria;Más de 1 año;2008T3;..
Hombres;Industria;Más de 1 año;2008T2;..
Hombres;Industria;Más de 1 año;2008T1;..
Hombres;Construcción;Total;2025T4;97,9
Hombres;Construcción;Total;2025T3;84,4
Hombres;Construcción;Total;2025T2;93,7
Hombres;Construcción;Total;2025T1;111,1
Hombres;Construcción;Total;2024T4;98,6
Hombres;Construcción;Total;2024T3;100,2
Hombres;Construcción;Total;2024T2;111,2
Hombres;Construcción;Total;2024T1;121,2
Hombres;Construcción;Total;2023T4;95,5
Hombres;Construcción;Total;2023T3;82,2
Hombres;Construcción;Total;2023T2;110,2
Hombres;Construcción;Total;2023T1;134,1
Hombres;Construcción;Total;2022T4;118,5
Hombres;Construcción;Total;2022T3;96,2
Hombres;Construcción;Total;2022T2;114,6
Hombres;Construcción;Total;2022T1;109,2
Hombres;Construcción;Total;2021T4;111,9
Hombres;Construcción;Total;2021T3;143,1
Hombres;Construcción;Total;2021T2;118,4
Hombres;Construcción;Total;2021T1;151,3
Hombres;Construcción;Total;2020T4;146
Hombres;Construcción;Total;2020T3;150,2
Hombres;Construcción;Total;2020T2;164,3
Hombres;Construcción;Total;2020T1;128,9
Hombres;Construcción;Total;2019T4;138,5
Hombres;Construcción;Total;2019T3;132,2
Hombres;Construcción;Total;2019T2;131,5
Hombres;Construcción;Total;2019T1;127,1
Hombres;Construcción;Total;2018T4;123,4
Hombres;Construcción;Total;2018T3;126,8
Hombres;Construcción;Total;2018T2;117
Hombres;Construcción;Total;2018T1;148,8
Hombres;Construcción;Total;2017T4;142,2
Hombres;Construcción;Total;2017T3;134,3
Hombres;Construcción;Total;2017T2;128,7
Hombres;Construcción;Total;2017T1;170,6
Hombres;Construcción;Total;2016T4;166,6
Hombres;Construcción;Total;2016T3;167,6
Hombres;Construcción;Total;2016T2;169,6
Hombres;Construcción;Total;2016T1;201,5
Hombres;Construcción;Total;2015T4;203,9
Hombres;Construcción;Total;2015T3;189,6
Hombres;Construcción;Total;2015T2;198,6
Hombres;Construcción;Total;2015T1;214,7
Hombres;Construcción;Total;2014T4;221
Hombres;Construcción;Total;2014T3;214,3
Hombres;Construcción;Total;2014T2;246,6
Hombres;Construcción;Total;2014T1;294,3
Hombres;Construcción;Total;2013T4;284,2
Hombres;Construcción;Total;2013T3;306,8
Hombres;Construcción;Total;2013T2;336,3
Hombres;Construcción;Total;2013T1;362,9
Hombres;Construcción;Total;2012T4;367,4
Hombres;Construcción;Total;2012T3;385
Hombres;Construcción;Total;2012T2;424
Hombres;Construcción;Total;2012T1;457,5
Hombres;Construcción;Total;2011T4;425,1
Hombres;Construcción;Total;2011T3;430,2
Hombres;Construcción;Total;2011T2;408,1
Hombres;Construcción;Total;2011T1;422
Hombres;Construcción;Total;2010T4;420,4
Hombres;Construcción;Total;2010T3;437,1
Hombres;Construcción;Total;2010T2;499,6
Hombres;Construcción;Total;2010T1;574,3
Hombres;Construcción;Total;2009T4;584,5
Hombres;Construcción;Total;2009T3;592,6
Hombres;Construcción;Total;2009T2;668,7
Hombres;Construcción;Total;2009T1;711,9
Hombres;Construcción;Total;2008T4;560,2
Hombres;Construcción;Total;2008T3;418,9
Hombres;Construcción;Total;2008T2;366,9
Hombres;Construcción;Total;2008T1;283,8
Hombres;Construcción;Menos de 3 meses;2025T4;37
