Nivel de formación alcanzado;Sexo;Unidad;Periodo;Total
Educación superior;Mujeres;Porcentaje;2018T1;19,5
Educación superior;Mujeres;Porcentaje;2017T4;22
Educación superior;Mujeres;Porcentaje;2017T3;27,6
Educación superior;Mujeres;Porcentaje;2017T2;23
Educación superior;Mujeres;Porcentaje;2017T1;26
Educación superior;Mujeres;Porcentaje;2016T4;28,7
Educación superior;Mujeres;Porcentaje;2016T3;27,5
Educación superior;Mujeres;Porcentaje;2016T2;22
Educación superior;Mujeres;Porcentaje;2016T1;22,2
Educación superior;Mujeres;Porcentaje;2015T4;25
Educación superior;Mujeres;Porcentaje;2015T3;22,6
Educación superior;Mujeres;Porcentaje;2015T2;21,6
Educación superior;Mujeres;Porcentaje;2015T1;22
Educación superior;Mujeres;Porcentaje;2014T4;22,8
Educación superior;Mujeres;Porcentaje;2014T3;25,5
Educación superior;Mujeres;Porcentaje;2014T2;21,4
Educación superior;Mujeres;Porcentaje;2014T1;24,2
