Nivel de formación alcanzado;Sexo;Unidad;Periodo;Total
Educación primaria;Ambos sexos;Porcentaje;2020T1;10,8
Educación primaria;Ambos sexos;Porcentaje;2019T4;9,4
Educación primaria;Ambos sexos;Porcentaje;2019T3;8,8
Educación primaria;Ambos sexos;Porcentaje;2019T2;8,4
Educación primaria;Ambos sexos;Porcentaje;2019T1;11,6
Educación primaria;Ambos sexos;Porcentaje;2018T4;9,5
Educación primaria;Ambos sexos;Porcentaje;2018T3;9,7
Educación primaria;Ambos sexos;Porcentaje;2018T2;13,4
Educación primaria;Ambos sexos;Porcentaje;2018T1;12,3
Educación primaria;Ambos sexos;Porcentaje;2017T4;10,7
Educación primaria;Ambos sexos;Porcentaje;2017T3;9,3
Educación primaria;Ambos sexos;Porcentaje;2017T2;11,4
Educación primaria;Ambos sexos;Porcentaje;2017T1;10
Educación primaria;Ambos sexos;Porcentaje;2016T4;10,8
Educación primaria;Ambos sexos;Porcentaje;2016T3;11
Educación primaria;Ambos sexos;Porcentaje;2016T2;12,6
Educación primaria;Ambos sexos;Porcentaje;2016T1;12,6
Educación primaria;Ambos sexos;Porcentaje;2015T4;11,4
Educación primaria;Ambos sexos;Porcentaje;2015T3;9,4
Educación primaria;Ambos sexos;Porcentaje;2015T2;12,6
Educación primaria;Ambos sexos;Porcentaje;2015T1;12,1
Educación primaria;Ambos sexos;Porcentaje;2014T4;12
Educación primaria;Ambos sexos;Porcentaje;2014T3;12,1
Educación primaria;Ambos sexos;Porcentaje;2014T2;13,1
Educación primaria;Ambos sexos;Porcentaje;2014T1;10,8
Educación primaria;Hombres;Valor absoluto;2025T4;9,8
Educación primaria;Hombres;Valor absoluto;2025T3;7,8
Educación primaria;Hombres;Valor absoluto;2025T2;5,4
Educación primaria;Hombres;Valor absoluto;2025T1;9
Educación primaria;Hombres;Valor absoluto;2024T4;9
Educación primaria;Hombres;Valor absoluto;2024T3;9,3
Educación primaria;Hombres;Valor absoluto;2024T2;13,8
Educación primaria;Hombres;Valor absoluto;2024T1;9,9
Educación primaria;Hombres;Valor absoluto;2023T4;18,8
Educación primaria;Hombres;Valor absoluto;2023T3;13,4
Educación primaria;Hombres;Valor absoluto;2023T2;17,4
Educación primaria;Hombres;Valor absoluto;2023T1;21,4
Educación primaria;Hombres;Valor absoluto;2022T4;16,5
Educación primaria;Hombres;Valor absoluto;2022T3;10,1
Educación primaria;Hombres;Valor absoluto;2022T2;10,7
Educación primaria;Hombres;Valor absoluto;2022T1;10,5
Educación primaria;Hombres;Valor absoluto;2021T4;10,4
Educación primaria;Hombres;Valor absoluto;2021T3;13,9
Educación primaria;Hombres;Valor absoluto;2021T2;13,6
Educación primaria;Hombres;Valor absoluto;2021T1;10,5
Educación primaria;Hombres;Valor absoluto;2020T4;11,5
Educación primaria;Hombres;Valor absoluto;2020T3;11,5
Educación primaria;Hombres;Valor absoluto;2020T2;9,7
Educación primaria;Hombres;Valor absoluto;2020T1;13,8
Educación primaria;Hombres;Valor absoluto;2019T4;14,8
Educación primaria;Hombres;Valor absoluto;2019T3;16,4
Educación primaria;Hombres;Valor absoluto;2019T2;11,7
Educación primaria;Hombres;Valor absoluto;2019T1;14
Educación primaria;Hombres;Valor absoluto;2018T4;13,7
Educación primaria;Hombres;Valor absoluto;2018T3;19
Educación primaria;Hombres;Valor absoluto;2018T2;21,2
Educación primaria;Hombres;Valor absoluto;2018T1;19,6
Educación primaria;Hombres;Valor absoluto;2017T4;17,4
Educación primaria;Hombres;Valor absoluto;2017T3;18,8
Educación primaria;Hombres;Valor absoluto;2017T2;20,1
Educación primaria;Hombres;Valor absoluto;2017T1;17,2
Educación primaria;Hombres;Valor absoluto;2016T4;18,4
Educación primaria;Hombres;Valor absoluto;2016T3;17,6
Educación primaria;Hombres;Valor absoluto;2016T2;21
Educación primaria;Hombres;Valor absoluto;2016T1;23,6
Educación primaria;Hombres;Valor absoluto;2015T4;21,7
Educación primaria;Hombres;Valor absoluto;2015T3;25,5
Educación primaria;Hombres;Valor absoluto;2015T2;30,1
Educación primaria;Hombres;Valor absoluto;2015T1;27,1
Educación primaria;Hombres;Valor absoluto;2014T4;29
Educación primaria;Hombres;Valor absoluto;2014T3;27,5
Educación primaria;Hombres;Valor absoluto;2014T2;32,3
Educación primaria;Hombres;Valor absoluto;2014T1;25,2
Educación primaria;Hombres;Porcentaje;2025T4;9,4
Educación primaria;Hombres;Porcentaje;2025T3;5,5
Educación primaria;Hombres;Porcentaje;2025T2;4,5
Educación primaria;Hombres;Porcentaje;2025T1;7,3
Educación primaria;Hombres;Porcentaje;2024T4;7,7
Educación primaria;Hombres;Porcentaje;2024T3;6,1
Educación primaria;Hombres;Porcentaje;2024T2;10,9
Educación primaria;Hombres;Porcentaje;2024T1;7,1
Educación primaria;Hombres;Porcentaje;2023T4;13,2
Educación primaria;Hombres;Porcentaje;2023T3;8
Educación primaria;Hombres;Porcentaje;2023T2;11,9
Educación primaria;Hombres;Porcentaje;2023T1;14,4
Educación primaria;Hombres;Porcentaje;2022T4;10,9
Educación primaria;Hombres;Porcentaje;2022T3;6,3
Educación primaria;Hombres;Porcentaje;2022T2;7
Educación primaria;Hombres;Porcentaje;2022T1;6,9
Educación primaria;Hombres;Porcentaje;2021T4;7,2
Educación primaria;Hombres;Porcentaje;2021T3;8,2
Educación primaria;Hombres;Porcentaje;2021T2;7,2
Educación primaria;Hombres;Porcentaje;2021T1;6,7
Educación primaria;Hombres;Porcentaje;2020T4;8
Educación primaria;Hombres;Porcentaje;2020T3;7,1
Educación primaria;Hombres;Porcentaje;2020T2;8,3
Educación primaria;Hombres;Porcentaje;2020T1;10,2
Educación primaria;Hombres;Porcentaje;2019T4;10
Educación primaria;Hombres;Porcentaje;2019T3;9,7
Educación primaria;Hombres;Porcentaje;2019T2;7,5
Educación primaria;Hombres;Porcentaje;2019T1;9,6
Educación primaria;Hombres;Porcentaje;2018T4;8,9
Educación primaria;Hombres;Porcentaje;2018T3;10,6
Educación primaria;Hombres;Porcentaje;2018T2;12,8
Educación primaria;Hombres;Porcentaje;2018T1;12,2
Educación primaria;Hombres;Porcentaje;2017T4;9,4
Educación primaria;Hombres;Porcentaje;2017T3;8,9
Educación primaria;Hombres;Porcentaje;2017T2;10,2
Educación primaria;Hombres;Porcentaje;2017T1;9
Educación primaria;Hombres;Porcentaje;2016T4;9,7
Educación primaria;Hombres;Porcentaje;2016T3;8,6
Educación primaria;Hombres;Porcentaje;2016T2;10,5
Educación primaria;Hombres;Porcentaje;2016T1;12,7
Educación primaria;Hombres;Porcentaje;2015T4;10,5
Educación primaria;Hombres;Porcentaje;2015T3;9,6
Educación primaria;Hombres;Porcentaje;2015T2;11,6
Educación primaria;Hombres;Porcentaje;2015T1;10,3
Educación primaria;Hombres;Porcentaje;2014T4;11,5
Educación primaria;Hombres;Porcentaje;2014T3;10,5
Educación primaria;Hombres;Porcentaje;2014T2;13,2
Educación primaria;Hombres;Porcentaje;2014T1;10,2
Educación primaria;Mujeres;Valor absoluto;2025T4;16,3
Educación primaria;Mujeres;Valor absoluto;2025T3;18
Educación primaria;Mujeres;Valor absoluto;2025T2;21,9
Educación primaria;Mujeres;Valor absoluto;2025T1;14,6
Educación primaria;Mujeres;Valor absoluto;2024T4;15
Educación primaria;Mujeres;Valor absoluto;2024T3;13,6
Educación primaria;Mujeres;Valor absoluto;2024T2;19,8
Educación primaria;Mujeres;Valor absoluto;2024T1;11,7
Educación primaria;Mujeres;Valor absoluto;2023T4;16
Educación primaria;Mujeres;Valor absoluto;2023T3;11,5
Educación primaria;Mujeres;Valor absoluto;2023T2;14,1
Educación primaria;Mujeres;Valor absoluto;2023T1;27,9
Educación primaria;Mujeres;Valor absoluto;2022T4;23,5
Educación primaria;Mujeres;Valor absoluto;2022T3;15,8
Educación primaria;Mujeres;Valor absoluto;2022T2;14,9
Educación primaria;Mujeres;Valor absoluto;2022T1;13,2
Educación primaria;Mujeres;Valor absoluto;2021T4;17,3
Educación primaria;Mujeres;Valor absoluto;2021T3;17,6
Educación primaria;Mujeres;Valor absoluto;2021T2;16,9
Educación primaria;Mujeres;Valor absoluto;2021T1;9,6
Educación primaria;Mujeres;Valor absoluto;2020T4;11,7
Educación primaria;Mujeres;Valor absoluto;2020T3;17,5
Educación primaria;Mujeres;Valor absoluto;2020T2;12,3
Educación primaria;Mujeres;Valor absoluto;2020T1;19,1
Educación primaria;Mujeres;Valor absoluto;2019T4;14,3
Educación primaria;Mujeres;Valor absoluto;2019T3;16,1
Educación primaria;Mujeres;Valor absoluto;2019T2;16,3
Educación primaria;Mujeres;Valor absoluto;2019T1;23,2
Educación primaria;Mujeres;Valor absoluto;2018T4;17,5
Educación primaria;Mujeres;Valor absoluto;2018T3;16,8
Educación primaria;Mujeres;Valor absoluto;2018T2;27,3
Educación primaria;Mujeres;Valor absoluto;2018T1;23,7
Educación primaria;Mujeres;Valor absoluto;2017T4;25,3
Educación primaria;Mujeres;Valor absoluto;2017T3;20,6
Educación primaria;Mujeres;Valor absoluto;2017T2;27,3
Educación primaria;Mujeres;Valor absoluto;2017T1;23,2
Educación primaria;Mujeres;Valor absoluto;2016T4;28,1
Educación primaria;Mujeres;Valor absoluto;2016T3;34
Educación primaria;Mujeres;Valor absoluto;2016T2;38,7
Educación primaria;Mujeres;Valor absoluto;2016T1;30,9
Educación primaria;Mujeres;Valor absoluto;2015T4;31,7
Educación primaria;Mujeres;Valor absoluto;2015T3;27,7
Educación primaria;Mujeres;Valor absoluto;2015T2;40,5
Educación primaria;Mujeres;Valor absoluto;2015T1;37,9
Educación primaria;Mujeres;Valor absoluto;2014T4;38,4
Educación primaria;Mujeres;Valor absoluto;2014T3;42,7
Educación primaria;Mujeres;Valor absoluto;2014T2;38,3
Educación primaria;Mujeres;Valor absoluto;2014T1;31,5
Educación primaria;Mujeres;Porcentaje;2025T4;12,3
Educación primaria;Mujeres;Porcentaje;2025T3;10,3
Educación primaria;Mujeres;Porcentaje;2025T2;15
Educación primaria;Mujeres;Porcentaje;2025T1;10,4
Educación primaria;Mujeres;Porcentaje;2024T4;11,2
Educación primaria;Mujeres;Porcentaje;2024T3;7,8
Educación primaria;Mujeres;Porcentaje;2024T2;12,4
Educación primaria;Mujeres;Porcentaje;2024T1;9
Educación primaria;Mujeres;Porcentaje;2023T4;9,7
Educación primaria;Mujeres;Porcentaje;2023T3;6,8
Educación primaria;Mujeres;Porcentaje;2023T2;9,3
Educación primaria;Mujeres;Porcentaje;2023T1;16,3
Educación primaria;Mujeres;Porcentaje;2022T4;13,2
Educación primaria;Mujeres;Porcentaje;2022T3;8,1
Educación primaria;Mujeres;Porcentaje;2022T2;8,5
Educación primaria;Mujeres;Porcentaje;2022T1;7,9
Educación primaria;Mujeres;Porcentaje;2021T4;9,6
Educación primaria;Mujeres;Porcentaje;2021T3;9,2
Educación primaria;Mujeres;Porcentaje;2021T2;8,5
Educación primaria;Mujeres;Porcentaje;2021T1;5,4
Educación primaria;Mujeres;Porcentaje;2020T4;6,7
Educación primaria;Mujeres;Porcentaje;2020T3;9,4
Educación primaria;Mujeres;Porcentaje;2020T2;9,9
Educación primaria;Mujeres;Porcentaje;2020T1;11,3
Educación primaria;Mujeres;Porcentaje;2019T4;8,8
Educación primaria;Mujeres;Porcentaje;2019T3;8,1
Educación primaria;Mujeres;Porcentaje;2019T2;9,2
Educación primaria;Mujeres;Porcentaje;2019T1;13,3
Educación primaria;Mujeres;Porcentaje;2018T4;10
Educación primaria;Mujeres;Porcentaje;2018T3;8,8
Educación primaria;Mujeres;Porcentaje;2018T2;14
Educación primaria;Mujeres;Porcentaje;2018T1;12,4
Educación primaria;Mujeres;Porcentaje;2017T4;11,9
Educación primaria;Mujeres;Porcentaje;2017T3;9,6
Educación primaria;Mujeres;Porcentaje;2017T2;12,6
Educación primaria;Mujeres;Porcentaje;2017T1;10,8
Educación primaria;Mujeres;Porcentaje;2016T4;11,7
Educación primaria;Mujeres;Porcentaje;2016T3;12,8
Educación primaria;Mujeres;Porcentaje;2016T2;14,1
Educación primaria;Mujeres;Porcentaje;2016T1;12,6
Educación primaria;Mujeres;Porcentaje;2015T4;12,1
Educación primaria;Mujeres;Porcentaje;2015T3;9,2
Educación primaria;Mujeres;Porcentaje;2015T2;13,4
Educación primaria;Mujeres;Porcentaje;2015T1;13,7
Educación primaria;Mujeres;Porcentaje;2014T4;12,4
Educación primaria;Mujeres;Porcentaje;2014T3;13,4
Educación primaria;Mujeres;Porcentaje;2014T2;13
Educación primaria;Mujeres;Porcentaje;2014T1;11,3
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2025T4;67,4
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2025T3;105,8
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2025T2;99,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2025T1;76,5
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2024T4;68,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2024T3;105,8
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2024T2;101,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2024T1;106,5
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2023T4;92,9
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2023T3;106,1
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2023T2;86,5
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2023T1;106,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2022T4;104,1
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2022T3;134,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2022T2;118,4
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2022T1;108
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2021T4;105,7
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2021T3;109,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2021T2;123,1
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2021T1;110
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2020T4;95,9
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2020T3;110,3
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2020T2;77,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2020T1;105,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2019T4;112,1
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2019T3;112,5
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2019T2;111,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2019T1;112,5
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2018T4;120,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2018T3;126,9
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2018T2;127
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2018T1;132,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2017T4;151,1
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2017T3;155,5
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2017T2;152,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2017T1;150,4
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2016T4;158,8
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2016T3;151,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2016T2;165,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2016T1;156,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2015T4;167
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2015T3;200,5
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2015T2;208,7
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2015T1;208,1
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2014T4;199,8
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2014T3;206,5
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2014T2;201,8
Primera etapa de Educación Secundaria y similar;Ambos sexos;Valor absoluto;2014T1;192,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2025T4;28,5
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2025T3;33,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2025T2;37,5
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2025T1;29,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2024T4;27,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2024T3;32,3
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2024T2;35,4
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2024T1;39,3
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2023T4;30,3
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2023T3;31,5
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2023T2;29,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2023T1;33,3
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2022T4;31,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2022T3;37,7
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2022T2;36,1
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2022T1;33,9
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2021T4;32,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2021T3;30,3
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2021T2;31,9
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2021T1;33
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2020T4;30
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2020T3;31,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2020T2;31,9
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2020T1;34,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2019T4;36,3
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2019T3;30,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2019T2;33,4
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2019T1;35
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2018T4;36,4
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2018T3;34,4
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2018T2;35,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2018T1;37,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2017T4;37,9
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2017T3;36,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2017T2;36,8
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2017T1;37,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2016T4;37
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2016T3;32,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2016T2;35
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2016T1;36,3
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2015T4;35,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2015T3;35,4
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2015T2;37,2
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2015T1;38,6
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2014T4;35,7
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2014T3;35,7
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2014T2;37,4
Primera etapa de Educación Secundaria y similar;Ambos sexos;Porcentaje;2014T1;36,7
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2025T4;39,6
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2025T3;46,9
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2025T2;53,4
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2025T1;44,1
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2024T4;31,9
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2024T3;54,6
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2024T2;48,5
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2024T1;60,2
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2023T4;48,5
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2023T3;58,1
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2023T2;43,3
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2023T1;56,9
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2022T4;55,1
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2022T3;75,4
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2022T2;64,1
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2022T1;57,7
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2021T4;54,1
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2021T3;57,4
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2021T2;62
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2021T1;53,1
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2020T4;45,7
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2020T3;57,6
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2020T2;43,8
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2020T1;55,7
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2019T4;58,1
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2019T3;60,4
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2019T2;62,6
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2019T1;58
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2018T4;63,1
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2018T3;66,9
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2018T2;61,2
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2018T1;65,1
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2017T4;76,8
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2017T3;86,8
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2017T2;83,7
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2017T1;77,6
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2016T4;76,1
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2016T3;77,4
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2016T2;83,4
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2016T1;79,6
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2015T4;87,7
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2015T3;104,4
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2015T2;109,6
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2015T1;113,1
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2014T4;98,1
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2014T3;105,4
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2014T2;100,2
Primera etapa de Educación Secundaria y similar;Hombres;Valor absoluto;2014T1;97,5
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2025T4;38,1
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2025T3;33,4
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2025T2;44,7
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2025T1;36,1
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2024T4;27,3
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2024T3;35,7
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2024T2;38,3
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2024T1;42,9
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2023T4;34,1
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2023T3;34,5
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2023T2;29,6
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2023T1;38,3
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2022T4;36,4
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2022T3;47,1
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2022T2;42,2
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2022T1;37,8
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2021T4;37,5
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2021T3;33,9
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2021T2;32,9
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2021T1;33,9
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2020T4;31,8
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2020T3;35,5
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2020T2;37,3
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2020T1;41,2
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2019T4;39,4
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2019T3;35,9
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2019T2;40,1
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2019T1;39,6
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2018T4;40,8
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2018T3;37,4
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2018T2;36,8
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2018T1;40,5
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2017T4;41,4
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2017T3;41,2
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2017T2;42,3
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2017T1;40,7
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2016T4;40,2
Primera etapa de Educación Secundaria y similar;Hombres;Porcentaje;2016T3;37,8
