fecha,año,trimestre,mes,periodo,USD_heur,CAD_heur,GBP_heur,CHF_heur,SEK_heur,DKK_heur,NOK_heur,JPY_heur
1999-02-08,1999,1,2,1999Q1,0.8892050506846878,0.5979073243647234,1.4518002322880372,0.6242976651267325,0.11290504685559445,0.13448994687647098,0.1160092807424594,0.007823501799405413
1999-02-09,1999,1,2,1999Q1,0.8823788934968676,0.5901794145420208,1.446968600781363,0.6250390649415588,0.11227124733355788,0.1344881381462155,0.11560025432055952,0.007697636825494574
1999-02-10,1999,1,2,1999Q1,0.881678716275789,0.5901445854234287,1.438021282714984,0.6264486625321055,0.1119444755401321,0.13450441847014674,0.11570726063060457,0.007649353629618298
1999-02-11,1999,1,2,1999Q1,0.884016973125884,0.5934718100890207,1.4336917562724014,0.6263309532757109,0.11212019284673169,0.13450441847014674,0.11569387400937121,0.007730962504831852
1999-02-12,1999,1,2,1999Q1,0.8893632159373888,0.5969436485195797,1.445713459592309,0.6253126563281641,0.11197581322434354,0.13450441847014674,0.11617775196049956,0.007756748371082843
1999-02-15,1999,1,2,1999Q1,0.8898380494749957,0.5959120433823968,1.4503263234227701,0.6269592476489029,0.11259359342453414,0.1345026093506214,0.11637379262190155,0.007733353955610548
1999-02-16,1999,1,2,1999Q1,0.894774516821761,0.594990182661986,1.4590020426028596,0.6259780907668232,0.11295606009262397,0.13450441847014674,0.11600255205614524,0.007586102260658474
1999-02-17,1999,1,2,1999Q1,0.888651915044877,0.5924170616113744,1.4549687181725592,0.6260564702936205,0.11227124733355788,0.13449718228403115,0.11500201253521938,0.007491759065028469
1999-02-18,1999,1,2,1999Q1,0.8903133903133903,0.5966587112171838,1.4553922282055012,0.6257039169065198,0.11201344161299355,0.1345026093506214,0.11443611603822167,0.00744047619047619
1999-02-19,1999,1,2,1999Q1,0.8958165367732688,0.601829561868079,1.4624159110851127,0.6257039169065198,0.11222085063404781,0.13450622763833966,0.11484352569623887,0.007464357692020602
1999-02-22,1999,1,2,1999Q1,0.9097525473071325,0.611583389395144,1.4729709824716455,0.6255473539346929,0.11226494527083918,0.1345080368552021,0.11509466536226047,0.00748446972531996
1999-02-23,1999,1,2,1999Q1,0.9116601331023795,0.6089021494245874,1.4714537963507945,0.6268020559107434,0.11225234326766571,0.13450984612073605,0.11528041962072742,0.007510890791647891
1999-02-24,1999,1,2,1999Q1,0.906043308870164,0.6030635628995297,1.452854859799506,0.6273525721455457,0.11221455422768332,0.1345080368552021,0.11555350127108852,0.007470491558344538
1999-02-25,1999,1,2,1999Q1,0.9065361254645998,0.6044852807834129,1.4518002322880372,0.6287331027978623,0.11143302874972141,0.13450622763833966,0.11498878859311217,0.007526153383005945
1999-02-26,1999,1,2,1999Q1,0.907605736068252,0.5993766482857827,1.4549687181725592,0.6293266205160478,0.11108025548458762,0.13450984612073605,0.11498878859311217,0.007614406457016675
1999-03-01,1999,1,3,1999Q1,0.9102494083378846,0.603172688340672,1.464343242055938,0.6277463904582549,0.1111049386145214,0.13450441847014674,0.1156403584851113,0.007626019980172348
1999-03-02,1999,1,3,1999Q1,0.918526683200147,0.6022282445046673,1.4784151389710232,0.628456510809452,0.11129660545353368,0.1345080368552021,0.11558021266759132,0.0076120879957372305
1999-03-03,1999,1,3,1999Q1,0.9175153683824203,0.6018657839301835,1.4874312063067083,0.6279040562602034,0.11123470522803114,0.1345080368552021,0.1156403584851113,0.0075654410652141015
1999-03-04,1999,1,3,1999Q1,0.9203018590097551,0.6020832078993317,1.4795088030773784,0.6296039790971478,0.11160714285714285,0.13450984612073605,0.11606987406418663,0.007467144563918758
1999-03-05,1999,1,3,1999Q1,0.9230201218386561,0.6064649160046092,1.48434021077631,0.628456510809452,0.11191315539141627,0.1345460416554545,0.11655011655011654,0.007508071176514753
1999-03-08,1999,1,3,1999Q1,0.9167583425009168,0.6050704907121679,1.475796930342385,0.6276281930584322,0.11175681716584711,0.13454966228034768,0.11657049600746051,0.007531821947729155
1999-03-09,1999,1,3,1999Q1,0.9205560158335634,0.6080136195050769,1.4806040864672787,0.6277069863787584,0.11188185276348175,0.13453699094566052,0.1168156065650371,0.007550018875047188
1999-03-10,1999,1,3,1999Q1,0.9129918743723181,0.6021557174685374,1.4823599169878448,0.6244536030972899,0.11245431543435479,0.13453518094981837,0.11704804822379587,0.007590708972218005
1999-03-11,1999,1,3,1999Q1,0.918189330639978,0.6029181237187989,1.4938751120406335,0.6260956674179815,0.11323745895142114,0.13454061108345555,0.11763321962122104,0.007633587786259542
1999-03-12,1999,1,3,1999Q1,0.9147457006952068,0.6003121623244088,1.4956625785222855,0.6259780907668232,0.11284771201263895,0.13454061108345555,0.11725391334935804,0.0076452599388379195
1999-03-15,1999,1,3,1999Q1,0.9133254178463787,0.5983724269985639,1.4838996883810653,0.6246096189881324,0.112631638227178,0.13454423141607805,0.11726766344180592,0.007760962359332557
1999-03-16,1999,1,3,1999Q1,0.9173470323823502,0.6003121623244088,1.4918693122482471,0.6251953735542357,0.1114951499609767,0.13454966228034768,0.11693854879260947,0.007773027594247959
1999-03-17,1999,1,3,1999Q1,0.9119095385737734,0.5993407252022774,1.482799525504152,0.6255082254331644,0.11138338159946536,0.13455871469515723,0.117096018735363,0.007681671531725303
1999-03-18,1999,1,3,1999Q1,0.9081002542680713,0.5978000956480153,1.4792899408284024,0.6259780907668232,0.11188185276348175,0.13455147266586834,0.11793843613633684,0.007705347511172754
1999-03-19,1999,1,3,1999Q1,0.9161704076958315,0.6044852807834129,1.4907573047107932,0.6255473539346929,0.11189437171310283,0.134562336002153,0.11832219132698338,0.007813110399249942
1999-03-22,1999,1,3,1999Q1,0.9204712812960235,0.608790941190795,1.4976785981728322,0.6263309532757109,0.1119507416736636,0.13455871469515723,0.1184202735508319,0.0078125
1999-03-23,1999,1,3,1999Q1,0.9177679882525699,0.6091989034419738,1.4912019087384432,0.6271558482282847,0.11195700850873264,0.134562336002153,0.1184342985728667,0.007755545214828603
1999-03-24,1999,1,3,1999Q1,0.9150805270863837,0.607164541590771,1.5030813166992334,0.6286145335680161,0.11148893472322872,0.1345641467287456,0.11837121212121211,0.007776049766718507
1999-03-25,1999,1,3,1999Q1,0.9175995595522113,0.6071276789508834,1.4997000599880026,0.6271951831409934,0.11102475852115022,0.134562336002153,0.1181544278371832,0.007773027594247959
1999-03-26,1999,1,3,1999Q1,0.9246417013407305,0.6142128861863522,1.5037593984962405,0.6263701847792045,0.111731843575419,0.13455690411475013,0.11938872970391595,0.00775614674629644
1999-03-29,1999,1,3,1999Q1,0.9352787130564909,0.6178560395427866,1.5117157974300832,0.6272345229881452,0.11166945840312674,0.13456052532429086,0.11956716685598134,0.007765180928715639
