fecha,año,trimestre,pib_pm,demanda_nacional,consumo_privado_nacional,consumo_privado_interior,consumo_publico,fbcf,variacion_existencias,exportacion_bienes_servicios,exportacion_bienes,exportacion_servicios,importacion_bienes_servicios,importacion_bienes,importacion_servicios
2011-04-01,2011,2,273834.0,270185.0,154940.0,160524.0,57796.0,55249.0,1648.0,81121.0,55903.0,25218.0,77472.0,65786.0,11686.0
2011-07-01,2011,3,260659.0,255277.0,152091.0,161440.0,49686.0,51813.0,1086.0,81733.0,52070.0,29663.0,76351.0,63087.0,13264.0
2011-10-01,2011,4,274338.0,275864.0,156868.0,158987.0,60334.0,55104.0,2938.0,77167.0,55004.0,22163.0,78693.0,65667.0,13026.0
2012-01-01,2012,1,253430.0,254823.0,160209.0,161627.0,49272.0,47944.0,-3275.0,75238.0,56325.0,18913.0,76631.0,65759.0,10872.0
2012-04-01,2012,2,263824.0,257591.0,153046.0,158633.0,54921.0,49836.0,-907.0,82210.0,56519.0,25691.0,75977.0,64309.0,11668.0
2012-07-01,2012,3,254494.0,243393.0,149558.0,159707.0,47470.0,46208.0,-555.0,85740.0,55068.0,30672.0,74639.0,61903.0,12736.0
2012-10-01,2012,4,264216.0,258967.0,154342.0,156438.0,53324.0,49847.0,802.0,81066.0,58927.0,22139.0,75817.0,62844.0,12973.0
2013-01-01,2013,1,248047.0,242148.0,154412.0,155807.0,47100.0,43925.0,-3889.0,77709.0,59250.0,18459.0,71810.0,61562.0,10248.0
2013-04-01,2013,2,260643.0,247321.0,148860.0,154452.0,52881.0,45592.0,-543.0,88050.0,62576.0,25474.0,74728.0,63840.0,10888.0
2013-07-01,2013,3,252520.0,238286.0,148030.0,158028.0,46303.0,43689.0,-235.0,87870.0,56927.0,30943.0,73636.0,61591.0,12045.0
2013-10-01,2013,4,264442.0,258490.0,153822.0,155927.0,56247.0,47292.0,685.0,82328.0,59629.0,22699.0,76376.0,64001.0,12375.0
2014-01-01,2014,1,249575.0,246113.0,155699.0,157204.0,47564.0,45470.0,-3042.0,79619.0,59936.0,19683.0,76157.0,65161.0,10996.0
2014-04-01,2014,2,262465.0,252970.0,152276.0,158030.0,52711.0,48039.0,-460.0,87641.0,61298.0,26343.0,78146.0,66041.0,12105.0
2014-07-01,2014,3,256469.0,243850.0,151811.0,161884.0,46612.0,44899.0,92.0,91322.0,58513.0,32809.0,78703.0,65002.0,13701.0
2014-10-01,2014,4,270440.0,264438.0,156631.0,158779.0,55517.0,48914.0,2932.0,86550.0,62244.0,24306.0,80548.0,67045.0,13503.0
2015-01-01,2015,1,259359.0,254988.0,159392.0,160819.0,48879.0,46765.0,-530.0,83683.0,62556.0,21127.0,79312.0,67003.0,12309.0
2015-04-01,2015,2,274602.0,264529.0,156554.0,162258.0,54744.0,51443.0,1286.0,93067.0,65026.0,28041.0,82994.0,69584.0,13410.0
2015-07-01,2015,3,268782.0,256099.0,157132.0,167249.0,47867.0,47935.0,2622.0,95148.0,60837.0,34311.0,82465.0,67639.0,14826.0
2015-10-01,2015,4,284369.0,278716.0,161326.0,163432.0,57827.0,52787.0,6248.0,90096.0,64419.0,25677.0,84443.0,69287.0,15156.0
2016-01-01,2016,1,268209.0,262486.0,163446.0,165219.0,49434.0,49318.0,-253.0,85176.0,62511.0,22665.0,79453.0,66230.0,13223.0
2016-04-01,2016,2,284198.0,270072.0,160436.0,167311.0,55788.0,52063.0,1278.0,97878.0,68069.0,29809.0,83752.0,69872.0,13880.0
2016-07-01,2016,3,277911.0,261043.0,161501.0,172602.0,48744.0,48593.0,1667.0,98325.0,61908.0,36417.0,81457.0,65482.0,15975.0
2016-10-01,2016,4,292649.0,284836.0,167154.0,170387.0,57884.0,54313.0,4988.0,95680.0,67501.0,28179.0,87867.0,72148.0,15719.0
2017-01-01,2017,1,278500.0,274083.0,172242.0,174733.0,50570.0,52338.0,-1586.0,95521.0,71819.0,23702.0,91104.0,77255.0,13849.0
2017-04-01,2017,2,296216.0,281131.0,168260.0,176636.0,56040.0,56123.0,173.0,104848.0,71522.0,33326.0,89763.0,74945.0,14818.0
2017-07-01,2017,3,289397.0,274137.0,168005.0,181067.0,49920.0,54171.0,1467.0,104907.0,65324.0,39583.0,89647.0,72415.0,17232.0
2017-10-01,2017,4,305911.0,298162.0,174285.0,177320.0,59268.0,58575.0,5476.0,103067.0,73152.0,29915.0,95318.0,78389.0,16929.0
2018-01-01,2018,1,288568.0,285002.0,178402.0,181296.0,51601.0,55783.0,-1378.0,97460.0,72360.0,25100.0,93894.0,78523.0,15371.0
2018-04-01,2018,2,307152.0,294917.0,173379.0,182019.0,57594.0,61851.0,1493.0,110350.0,76156.0,34194.0,98115.0,82107.0,16008.0
2018-07-01,2018,3,299180.0,287086.0,173649.0,185884.0,52217.0,57812.0,2775.0,109028.0,68471.0,40557.0,96934.0,77302.0,19632.0
2018-10-01,2018,4,317376.0,312052.0,178938.0,182539.0,62261.0,63056.0,7157.0,105941.0,74800.0,31141.0,100617.0,82105.0,18512.0
2019-01-01,2019,1,301178.0,298201.0,182654.0,185442.0,54361.0,62400.0,-1861.0,100399.0,73551.0,26848.0,97422.0,80695.0,16727.0
2019-04-01,2019,2,317802.0,303393.0,176563.0,184887.0,60918.0,64951.0,318.0,112950.0,76956.0,35994.0,98541.0,80690.0,17851.0
2019-07-01,2019,3,308032.0,295586.0,178157.0,189469.0,53782.0,61356.0,1630.0,112472.0,69220.0,43252.0,100026.0,78062.0,21964.0
2019-10-01,2019,4,326698.0,319108.0,182651.0,185278.0,65066.0,65859.0,4911.0,108910.0,75592.0,33318.0,101320.0,81066.0,20254.0
2020-01-01,2020,1,290779.0,287638.0,172745.0,173701.0,56242.0,60851.0,-2835.0,95471.0,70984.0,24487.0,92330.0,76242.0,16088.0
2020-04-01,2020,2,252148.0,248111.0,134317.0,131129.0,63445.0,51311.0,-1622.0,69050.0,55341.0,13709.0,65013.0,54666.0,10347.0
2020-07-01,2020,3,283890.0,278997.0,164456.0,164547.0,56488.0,57743.0,-337.0,85778.0,65366.0,20412.0,80885.0,67626.0,13259.0
2020-10-01,2020,4,302397.0,297350.0,162106.0,159183.0,69378.0,62893.0,2331.0,93897.0,74586.0,19311.0,88850.0,74773.0,14077.0
2021-01-01,2021,1,284971.0,283341.0,163025.0,159926.0,59668.0,58727.0,1404.0,90610.0,74948.0,15662.0,88980.0,75948.0,13032.0
2021-04-01,2021,2,306581.0,302696.0,170900.0,169223.0,67655.0,62808.0,542.0,101171.0,80504.0,20667.0,97286.0,82072.0,15214.0
2021-07-01,2021,3,307204.0,301208.0,175485.0,180420.0,59614.0,60470.0,4899.0,107363.0,76655.0,30708.0,101367.0,83502.0,17865.0
2021-10-01,2021,4,336718.0,336003.0,184149.0,186308.0,72504.0,67555.0,11037.0,117916.0,85715.0,32201.0,117201.0,97602.0,19599.0
2022-01-01,2022,1,320480.0,323800.0,189086.0,191455.0,63293.0,66152.0,4587.0,118582.0,90317.0,28265.0,121902.0,104903.0,16999.0
2022-04-01,2022,2,344225.0,339729.0,192792.0,201032.0,70391.0,72119.0,3577.0,141593.0,101004.0,40589.0,137097.0,116241.0,20856.0
2022-07-01,2022,3,342446.0,336692.0,196925.0,208478.0,63673.0,70205.0,5121.0,142813.0,95122.0,47691.0,137059.0,114255.0,22804.0
2022-10-01,2022,4,368712.0,363567.0,196996.0,200162.0,78454.0,73414.0,13817.0,142840.0,102850.0,39990.0,137695.0,114108.0,23587.0
2023-01-01,2023,1,356176.0,344264.0,204754.0,209325.0,67340.0,72063.0,-647.0,138708.0,103457.0,35251.0,126796.0,108623.0,18173.0
2023-04-01,2023,2,376132.0,359727.0,205877.0,215773.0,75972.0,78173.0,-1099.0,143649.0,98308.0,45341.0,127244.0,106839.0,20405.0
2023-07-01,2023,3,369727.0,351495.0,207406.0,222187.0,68323.0,75197.0,-223.0,141413.0,87803.0,53610.0,123181.0,99845.0,23336.0
2023-10-01,2023,4,395726.0,384826.0,212020.0,217693.0,82279.0,81096.0,8499.0,142633.0,96882.0,45751.0,131733.0,106193.0,25540.0
2024-01-01,2024,1,377737.0,364508.0,217189.0,223838.0,70936.0,75780.0,-300.0,137337.0,96563.0,40774.0,124108.0,102922.0,21186.0
2024-04-01,2024,2,401519.0,380932.0,219048.0,231262.0,78801.0,81602.0,623.0,153825.0,102144.0,51681.0,133238.0,108567.0,24671.0
2024-07-01,2024,3,394243.0,373040.0,219268.0,235631.0,72381.0,78904.0,1624.0,151261.0,91654.0,59607.0,130058.0,102017.0,28041.0
2024-10-01,2024,4,420831.0,409502.0,227106.0,233735.0,85682.0,87169.0,8521.0,148370.0,97322.0,51048.0,137041.0,108035.0,29006.0
2025-01-01,2025,1,396920.0,386297.0,230297.0,237223.0,73659.0,80658.0,798.0,146421.0,99498.0,46923.0,135798.0,111946.0,23852.0
2025-04-01,2025,2,423131.0,402280.0,232046.0,244687.0,81885.0,86684.0,713.0,160242.0,102794.0,57448.0,139391.0,112137.0,27254.0
2025-07-01,2025,3,416572.0,396839.0,232448.0,249814.0,75545.0,86135.0,1708.0,156884.0,92253.0,64631.0,137151.0,107303.0,29848.0
2025-10-01,2025,4,450529.0,437217.0,242656.0,249014.0,92881.0,94221.0,5962.0,154583.0,98278.0,56305.0,141271.0,110397.0,30874.0
