fecha,año,trimestre,pib_pm,vab_agricultura,vab_industria,vab_construccion,vab_servicios,impuestos_netos
2014-04-01,2014,2,335058.27604931674,8922.036428890233,47528.45017656492,18698.106678202206,231288.69882865567,28620.983937003723
2014-07-01,2014,3,331611.61838821706,7216.172099648064,47191.515730685365,17280.79915997068,229411.17490131824,30511.9564965947
2014-10-01,2014,4,344743.4795145215,10181.430893663966,50644.555900134685,19480.734558278793,240012.5418205633,24424.216341880754
2015-01-01,2015,1,330398.5394111745,7699.477450950761,50767.633252033374,16502.15600589281,220651.6859367522,34777.5867655453
2015-04-01,2015,2,349101.22458939906,9799.172034927233,49122.990066111604,19912.35490179881,238282.09819025442,31984.609396306987
2015-07-01,2015,3,346061.88060561474,7994.2042870440055,48939.87746091636,18259.591753721706,238718.86243530826,32149.344668624388
2015-10-01,2015,4,359105.1211828799,12178.577090638199,51976.1566231416,20362.873868367995,247125.1000803973,27462.41352033481
2016-01-01,2016,1,342327.54700840253,8667.667273410145,52028.97787266841,17623.788795648252,229231.78358186746,34775.329484808244
2016-04-01,2016,2,360209.4695632165,10685.951477095117,49543.72640115894,20853.51199770442,245778.15143273902,33348.128254519
2016-07-01,2016,3,355959.0916919829,8474.027118876757,49738.79913956184,19125.479585711568,245344.6031772737,33276.18267055897
2016-10-01,2016,4,366535.95421982976,12244.208893428837,52412.37822865349,20729.736231090494,251052.62394060384,30097.006926053084
2017-01-01,2017,1,350224.31962434005,8705.935241505587,54098.02515590479,17767.75372341939,232453.3753462119,37199.23015729839
2017-04-01,2017,2,371656.1768647111,10628.39101946204,51042.87610125779,21532.81155424478,253869.36395890807,34582.73423083842
2017-07-01,2017,3,366374.73299023125,8613.820057794426,50913.19627340692,19605.17598692012,252736.6206992637,34505.9199728461
2017-10-01,2017,4,378046.7409952452,13103.254197373042,55289.97385555691,21572.23477028613,257801.5522129577,30279.725959071424
2018-01-01,2018,1,359194.0825801848,8848.904705520134,54442.73371923471,18340.098738378623,239369.78062882877,38192.56478822257
2018-04-01,2018,2,380942.5878592388,10937.687797346678,52330.74032444107,22055.210579455266,259047.954705069,36570.99445292681
2018-07-01,2018,3,373646.04903891013,8035.425762137669,51893.064321197126,20123.53361910542,258026.58823980865,35567.437096661284
2018-10-01,2018,4,387643.3239114107,12684.2480805732,54546.541649525134,22613.01578851538,266309.3610491919,31490.15734360503
2019-01-01,2019,1,369238.199268999,8031.39486752423,54803.757192500096,20237.251576587158,246576.450026817,39589.34560557051
2019-04-01,2019,2,387942.24784028565,9761.971781105103,52935.83922566248,24388.449945566947,265143.0637382686,35712.923149682494
2019-07-01,2019,3,380361.44156650006,8212.730975544073,52664.70848097349,21494.362966666016,262348.0413568025,35641.59778651392
2019-10-01,2019,4,393330.0363736129,12511.51135909796,55350.67582978922,23935.85039744289,271035.79182751075,30496.206959772066
2020-01-01,2020,1,353954.9038906313,7544.6043019411045,50666.193104177895,18440.3372975324,239855.84941529285,37447.91977168702
2020-04-01,2020,2,303861.797697871,10327.647279656212,40522.45827604665,18306.568240986875,211952.9674671195,22752.15643406176
2020-07-01,2020,3,346828.7892030706,7669.840919429629,50980.374598101145,19236.909066157845,237893.34714146156,31048.317477920453
2020-10-01,2020,4,358747.5713523327,12336.815492524423,55180.526877948694,20896.304268230135,242820.18061298263,27513.744100646833
2021-01-01,2021,1,341532.3480049071,8373.787211717283,53912.472295962536,17111.912667654124,225813.0086278694,36321.167201703734
2021-04-01,2021,2,362779.80633362324,9523.26426416836,51630.10268069009,20984.78733359365,247071.19887743055,33570.4531777406
2021-07-01,2021,3,365939.4697551417,8489.63750779578,52429.199560561734,18301.500023821296,250618.81635718784,36100.31630577507
2021-10-01,2021,4,384259.04148290394,13738.780226814963,60291.32294568387,20733.130588983655,257660.04461921554,31835.763102205914
2022-01-01,2022,1,367509.757714466,7504.318068158592,62766.09797411253,17846.83711716873,237242.63980667084,42149.86474835532
2022-04-01,2022,2,389652.2835884797,8331.297282914404,57491.611100807015,22332.63099111661,264704.33176981466,36792.412443827016
2022-07-01,2022,3,388677.4575490467,7136.90290751945,59897.54725485432,19747.928385485196,266515.88044357183,35379.1985576159
2022-10-01,2022,4,401328.72262094554,13508.89251352968,66009.73221198996,22176.309408641828,277083.0484098114,22550.740076972677
