fecha,año,trimestre,periodo,IPC_2021,IPC_1986,IPC_2001,IPC_2025
1981-10-01,1981,4,1981Q4,23.73,61.270333075135554,32.13560240148062,18.719308971147967
1981-11-01,1981,4,1981Q4,23.93,61.78672863413376,32.406446079537766,18.87707811544757
1981-12-01,1981,4,1981Q4,24.29,62.7162406403305,32.893964700040634,19.161062575186854
1982-01-01,1982,1,1982Q1,24.8,64.0330493157759,33.58461607908636,19.56337389315085
1982-02-01,1982,1,1982Q1,24.99,64.52362509682416,33.84191757324065,19.71325458023547
1982-03-01,1982,1,1982Q1,25.24,65.1691195455719,34.18047217081208,19.910466010609973
1982-04-01,1982,2,1982Q2,25.57,66.02117221791893,34.627364239606386,20.17078509870432
1982-05-01,1982,2,1982Q2,25.94,66.9765040020656,35.128425044012104,20.46265801565859
1982-06-01,1982,2,1982Q2,26.19,67.62199845081332,35.46697964158354,20.659869446033092
1982-07-01,1982,3,1982Q3,26.52,68.47405112316034,35.91387171037783,20.920188534127437
1982-08-01,1982,3,1982Q3,26.71,68.96462690420863,36.171173204532124,21.070069221212062
1982-09-01,1982,3,1982Q3,26.74,69.04208623805836,36.211799756240694,21.093734592857004
1982-10-01,1982,4,1982Q4,27.01,69.73922024270593,36.57743872161785,21.306722937661466
1982-11-01,1982,4,1982Q4,27.1,69.9715982442551,36.69931837674357,21.37771905259629
1982-12-01,1982,4,1982Q4,27.7,71.52078492124969,37.511849410915005,21.851026485495098
1983-01-01,1983,1,1983Q1,28.17,72.73431448489544,38.14833205434931,22.22178397459917
1983-02-01,1983,1,1983Q1,28.31,73.09579137619416,38.337922628989304,22.33222237560889
1983-03-01,1983,1,1983Q1,28.48,73.53472760134264,38.56813975533788,22.466326148263555
1983-04-01,1983,2,1983Q2,28.87,74.54169894138911,39.09628492754933,22.77397597964778
1983-05-01,1983,2,1983Q2,28.99,74.85153627678802,39.258791134383614,22.86863746622754
1983-06-01,1983,2,1983Q2,29.16,75.29047250193649,39.48900826073219,23.002741238882205
1983-07-01,1983,3,1983Q3,29.26,75.54867028143559,39.62443009976076,23.081625811032012
1983-08-01,1983,3,1983Q3,29.66,76.58146139943197,40.16611745587505,23.397164099631215
1983-09-01,1983,3,1983Q3,29.89,77.17531629227989,40.477587685640785,23.57859861557576
1983-10-01,1983,4,1983Q4,30.3,78.23392718822619,41.032817225657936,23.90202536138995
1983-11-01,1983,4,1983Q4,30.61,79.03434030467338,41.452624926646514,24.14656753505433
1983-12-01,1983,4,1983Q4,31.08,80.24786986831913,42.089107570080806,24.517325024158403
1984-01-01,1984,1,1984Q1,31.56,81.4872192099148,42.73913239741796,24.89597097047745
1984-02-01,1984,1,1984Q1,31.68,81.79705654531372,42.90163860425225,24.990632457057213
1984-03-01,1984,1,1984Q1,31.94,82.46837077201137,43.25373538572655,25.1957323446467
1984-04-01,1984,2,1984Q2,32.09,82.85566744126001,43.456868144269414,25.3140592028714
1984-05-01,1984,2,1984Q2,32.26,83.29460366640846,43.68708527061798,25.448162975526063
1984-06-01,1984,2,1984Q2,32.49,83.8884585592564,43.99855550038371,25.62959749147061
1984-07-01,1984,3,1984Q3,32.99,85.17944745675189,44.67566469552658,26.02402035221962
1984-08-01,1984,3,1984Q3,33.22,85.77330234959979,44.98713492529229,26.205454868164157
1984-09-01,1984,3,1984Q3,33.29,85.95404079524917,45.08193021261229,26.260674068669022
1984-10-01,1984,4,1984Q4,33.49,86.47043635424735,45.35277389066945,26.41844321296863
1984-11-01,1984,4,1984Q4,33.66,86.90937257939582,45.58299101701801,26.552546985623287
1984-12-01,1984,4,1984Q4,33.89,87.50322747224374,45.89446124678374,26.733981501567833
1985-01-01,1985,1,1985Q1,34.52,89.12987348308806,46.747618832663754,27.23095430611158
1985-02-01,1985,1,1985Q1,34.77,89.7753679318358,47.08617343023519,27.428165736486093
1985-03-01,1985,1,1985Q1,34.99,90.34340304673381,47.38410147609805,27.601711795215657
1985-04-01,1985,2,1985Q2,35.35,91.27291505293054,47.87162009660092,27.88569625495494
1985-05-01,1985,2,1985Q2,35.46,91.55693261037956,48.02058411953235,27.97246928431972
1985-06-01,1985,2,1985Q2,35.4,91.4020139426801,47.939331016115204,27.92513854102984
1985-07-01,1985,3,1985Q3,35.6,91.9184095016783,48.210174694172366,28.082907685329445
1985-08-01,1985,3,1985Q3,35.65,92.04750839142784,48.277885613686635,28.122349971404343
1985-09-01,1985,3,1985Q3,36.04,93.05447973147432,48.80603078589808,28.42999980278857
1985-10-01,1985,4,1985Q4,36.23,93.54505551252258,49.06333228005237,28.579880489873194
1985-11-01,1985,4,1985Q4,36.51,94.26800929512005,49.44251342933238,28.800757291892637
1985-12-01,1985,4,1985Q4,36.66,94.6553059643687,49.64564618787523,28.919084150117335
1986-01-01,1986,1,1986Q1,37.71,97.36638264910923,51.067575497675264,29.74737215769026
1986-02-01,1986,1,1986Q1,37.88,97.80531887425768,51.297792624023856,29.881475930344926
1986-03-01,1986,1,1986Q1,38.01,98.14097598760651,51.47384101476099,29.984025874139665
1986-04-01,1986,2,1986Q2,38.1,98.3733539891557,51.59572066988672,30.055021989074486
1986-05-01,1986,2,1986Q2,38.21,98.65737154660471,51.74468469281813,30.14179501843927
1986-06-01,1986,2,1986Q2,38.56,99.56106377485156,52.218661129418145,30.417891020963577
1986-07-01,1986,3,1986Q3,38.95,100.56803511489802,52.74680630162959,30.725540852347805
1986-08-01,1986,3,1986Q3,39.06,100.85205267234703,52.89577032456102,30.812313881712587
1986-09-01,1986,3,1986Q3,39.46,101.88484379034341,53.437457680675315,31.127852170311794
1986-10-01,1986,4,1986Q4,39.61,102.27214045959205,53.64059043921817,31.246179028536492
1986-11-01,1986,4,1986Q4,39.52,102.03976245804289,53.51871078409246,31.175182913601674
1986-12-01,1986,4,1986Q4,39.69,102.47869868319133,53.74892791044103,31.309286686256332
1987-01-01,1987,1,1987Q1,39.99,103.25329202168862,54.15519342752676,31.545940402705746
1987-02-01,1987,1,1987Q1,40.16,103.69222824683708,54.385410553875325,31.6800441753604
1987-03-01,1987,1,1987Q1,40.39,104.28608313968502,54.696880783641056,31.86147869130495
1987-04-01,1987,2,1987Q2,40.48,104.5184611412342,54.818760438766766,31.932474806239767
1987-05-01,1987,2,1987Q2,40.43,104.38936225148466,54.75104951925248,31.893032520164873
1987-06-01,1987,2,1987Q2,40.44,104.41518202943456,54.76459170315533,31.900920977379847
1987-07-01,1987,3,1987Q3,40.85,105.47379292538083,55.3198212431725,32.22434772319404
1987-08-01,1987,3,1987Q3,40.84,105.44797314743096,55.306279059269635,32.21645926597906
1987-09-01,1987,3,1987Q3,41.21,106.4033049315776,55.80733986367537,32.50833218293332
1987-10-01,1987,4,1987Q4,41.46,107.04879938032535,56.145894461246804,32.70554361330783
1987-11-01,1987,4,1987Q4,41.36,106.79060160082624,56.010472622218224,32.62665904115803
1987-12-01,1987,4,1987Q4,41.51,107.17789827007489,56.21360538076108,32.744985899382726
1988-01-01,1988,1,1988Q1,41.77,107.84921249677255,56.565702162235375,32.95008578697222
1988-02-01,1988,1,1988Q1,41.89,108.15904983217146,56.72820836906966,33.04474727355198
1988-03-01,1988,1,1988Q1,42.19,108.93364317066873,57.13447388615538,33.28140099000138
1988-04-01,1988,2,1988Q2,42.04,108.5463465014201,56.93134112761252,33.163074131776675
1988-05-01,1988,2,1988Q2,42.04,108.5463465014201,56.93134112761252,33.163074131776675
1988-06-01,1988,2,1988Q2,42.21,108.98528272656856,57.1615582539611,33.297177904431344
1988-07-01,1988,3,1988Q3,42.76,110.40537051381358,57.90637836861825,33.73104305125525
1988-08-01,1988,3,1988Q3,43.19,111.5156209656597,58.48869227644112,34.070246711499394
1988-09-01,1988,3,1988Q3,43.56,112.47095274980636,58.98975308084685,34.36211962845367
1988-10-01,1988,4,1988Q4,43.61,112.60005163955591,59.057464000361136,34.401561914528564
1988-11-01,1988,4,1988Q4,43.59,112.54841208365609,59.03037963255543,34.385785000098615
1988-12-01,1988,4,1988Q4,43.94,113.45210431190293,59.50435606915543,34.661881002622906
1989-01-01,1989,1,1989Q1,44.45,114.76891298734833,60.19500744820117,35.064192320586905
1989-02-01,1989,1,1989Q1,44.48,114.84637232119806,60.23563399990972,35.087857692231836
1989-03-01,1989,1,1989Q1,44.76,115.5693261037955,60.614815149189724,35.30873449425129
1989-04-01,1989,2,1989Q2,44.88,115.87916343919444,60.777321356024025,35.40339598083106
1989-05-01,1989,2,1989Q2,44.95,116.05990188484381,60.87211664334403,35.458615181335915
1989-06-01,1989,2,1989Q2,45.19,116.67957655564163,61.19712905701261,35.647938154495435
1989-07-01,1989,3,1989Q3,45.92,118.56442034598504,62.185708481921196,36.22379553118899
1989-08-01,1989,3,1989Q3,46.03,118.84843790343405,62.33467250485263,36.31056856055377
1989-09-01,1989,3,1989Q3,46.52,120.11360702297962,62.998239516092646,36.697102964087804
1989-10-01,1989,4,1989Q4,46.7,120.57836302607798,63.24199882634407,36.83909519395744
1989-11-01,1989,4,1989Q4,46.78,120.78492124967725,63.35033629756693,36.90220285167729
1989-12-01,1989,4,1989Q4,46.96,121.24967725277564,63.59409560781837,37.044195081546924
1990-01-01,1990,1,1990Q1,47.42,122.43738703847148,64.21703606734981,37.407064113436014
1990-02-01,1990,1,1990Q1,47.72,123.21198037696877,64.62330158443554,37.64371782988542
1990-03-01,1990,1,1990Q1,47.9,123.67673638006713,64.86706089468696,37.78571005975507
1990-04-01,1990,2,1990Q2,48.0,123.93493415956624,65.00248273371552,37.864594631904865
1990-05-01,1990,2,1990Q2,48.0,123.93493415956624,65.00248273371552,37.864594631904865
1990-06-01,1990,2,1990Q2,48.15,124.32223082881488,65.20561549225839,37.98292149012957
1990-07-01,1990,3,1990Q3,48.8,126.000516395559,66.08585744594411,38.49567120910328
1990-08-01,1990,3,1990Q3,49.01,126.5427317325071,66.37024330790413,38.66132881061786
1990-09-01,1990,3,1990Q3,49.52,127.85954040795251,67.06089468694987,39.06364012858185
1990-10-01,1990,4,1990Q4,49.96,128.99561063774854,67.65675077867559,39.41073224604098
1990-11-01,1990,4,1990Q4,49.91,128.86651174799897,67.58903985916129,39.37128995996608
1990-12-01,1990,4,1990Q4,50.04,129.2021688613478,67.76508824989844,39.47383990376082
1991-01-01,1991,1,1991Q1,50.62,130.69971598244254,68.55053491626417,39.931370422229676
1991-02-01,1991,1,1991Q1,50.55,130.51897753679322,68.45573962894417,39.87615122172481
1991-03-01,1991,1,1991Q1,50.71,130.93209398399176,68.6724145713899,40.00236653716449
1991-04-01,1991,2,1991Q2,50.82,131.21611154144074,68.82137859432133,40.08913956652928
1991-05-01,1991,2,1991Q2,50.97,131.60340821068942,69.0245113528642,40.20746642475398
1991-06-01,1991,2,1991Q2,51.11,131.96488510198813,69.21410192750419,40.3179048257637
1991-07-01,1991,3,1991Q3,51.75,133.61735089078235,70.08080169728707,40.82276608752243
1991-08-01,1991,3,1991Q3,51.94,134.10792667183063,70.33810319144135,40.97264677460706
1991-09-01,1991,3,1991Q3,52.37,135.21817712367675,70.92041709926421,41.3118504348512
1991-10-01,1991,4,1991Q4,52.69,136.04441001807385,71.35376698415565,41.56428106573057
1991-11-01,1991,4,1991Q4,52.77,136.25096824167312,71.46210445537852,41.627388723450416
1991-12-01,1991,4,1991Q4,52.8,136.32842757552285,71.50273100708708,41.651054095095354
1992-01-01,1992,1,1992Q1,53.64,138.49728892331527,72.64027445492711,42.31368450115369
1992-02-01,1992,1,1992Q1,54.0,139.426800929512,73.12779307542998,42.597668960892975
1992-03-01,1992,1,1992Q1,54.19,139.9173767105603,73.38509456958427,42.74754964797759
1992-04-01,1992,2,1992Q2,54.14,139.78827782081075,73.31738365006998,42.7081073619027
1992-05-01,1992,2,1992Q2,54.28,140.14975471210948,73.50697422470999,42.81854576291242
1992-06-01,1992,2,1992Q2,54.27,140.1239349341596,73.49343204080712,42.81065730569744
1992-07-01,1992,3,1992Q3,54.44,140.56287115930806,73.7236491671557,42.944761078352094
1992-08-01,1992,3,1992Q3,54.94,141.8538600568035,74.40075836229857,43.33918393910111
1992-09-01,1992,3,1992Q3,55.39,143.01575006454945,75.01015663792715,43.69416451377523
1992-10-01,1992,4,1992Q4,55.43,143.1190291763491,75.0643253735386,43.72571834263514
1992-11-01,1992,4,1992Q4,55.46,143.19648851019883,75.10495192524715,43.74938371428008
1992-12-01,1992,4,1992Q4,55.63,143.6354247353473,75.33516905159573,43.88348748693475
1993-01-01,1993,1,1993Q1,56.15,144.9780531887426,76.03936261454432,44.293687262113714
1993-02-01,1993,1,1993Q1,56.17,145.0296927446424,76.06644698235003,44.30946417654368
1993-03-01,1993,1,1993Q1,56.36,145.52026852569068,76.32374847650432,44.459344863628296
1993-04-01,1993,2,1993Q2,56.61,146.16576297443842,76.66230307407575,44.656556294002804
1993-05-01,1993,2,1993Q2,56.77,146.578879421637,76.87897801652149,44.782771609442484
1993-06-01,1993,2,1993Q2,56.91,146.9403563129357,77.06856859116147,44.89321001045221
1993-07-01,1993,3,1993Q3,57.11,147.45675187193393,77.33941226921863,45.050979154751815
1993-08-01,1993,3,1993Q3,57.45,148.33462432223084,77.7998465219158,45.319186700061145
1993-09-01,1993,3,1993Q3,57.78,149.18667699457785,78.24673859071008,45.57950578815549
1993-10-01,1993,4,1993Q4,57.99,149.72889233152594,78.53112445267008,45.745163389670076
1993-11-01,1993,4,1993Q4,58.09,149.98709011102505,78.66654629169865,45.824047961819865
1993-12-01,1993,4,1993Q4,58.37,150.7100438936225,79.04572744097867,46.04492476383931
1994-01-01,1994,1,1994Q1,58.96,152.2334107926672,79.84471629124725,46.510343739523144
1994-02-01,1994,1,1994Q1,58.98,152.285050348567,79.87180065905297,46.5261206539531
1994-03-01,1994,1,1994Q1,59.17,152.77562612961532,80.12910215320726,46.67600134103773
1994-04-01,1994,2,1994Q2,59.41,153.3953008004131,80.45411456687583,46.865324314197245
1994-05-01,1994,2,1994Q2,59.53,153.70513813581206,80.61662077371012,46.95998580077701
1994-06-01,1994,2,1994Q2,59.59,153.86005680351153,80.69787387712728,47.007316544066896
1994-07-01,1994,3,1994Q3,59.82,154.45391169635943,81.00934410689298,47.188751060011434
1994-08-01,1994,3,1994Q3,60.21,155.4608830364059,81.53748927910442,47.496400891395666
1994-09-01,1994,3,1994Q3,60.39,155.9256390395043,81.78124858935585,47.63839312126531
1994-10-01,1994,4,1994Q4,60.53,156.28711593080303,81.97083916399586,47.74883152227503
1994-11-01,1994,4,1994Q4,60.63,156.5453137103021,82.10626100302444,47.82771609442483
1994-12-01,1994,4,1994Q4,60.9,157.24244771494966,82.47189996840159,48.040704439229295
1995-01-01,1995,1,1995Q1,61.53,158.86909372579396,83.32505755428161,48.53767724377305
1995-02-01,1995,1,1995Q1,61.83,159.64368706429127,83.73132307136733,48.77433096022245
1995-03-01,1995,1,1995Q1,62.19,160.573199070488,84.2188416918702,49.05831541996174
1995-04-01,1995,2,1995Q2,62.52,161.42525174283503,84.66573376066448,49.31863450805609
1995-05-01,1995,2,1995Q2,62.55,161.50271107668473,84.70636031237306,49.34229987970103
1995-06-01,1995,2,1995Q2,62.61,161.6576297443842,84.78761341579019,49.38963062299091
1995-07-01,1995,3,1995Q3,62.62,161.68344952233412,84.80115559969306,49.39751908020589
1995-08-01,1995,3,1995Q3,62.79,162.12238574748255,85.03137272604164,49.531622852860544
1995-09-01,1995,3,1995Q3,63.04,162.76788019623032,85.36992732361307,49.72883428323506
1995-10-01,1995,4,1995Q4,63.16,163.07771753162922,85.53243353044735,49.82349576981481
1995-11-01,1995,4,1995Q4,63.32,163.4908339788278,85.74910847289307,49.949711085254506
1995-12-01,1995,4,1995Q4,63.53,164.03304931577588,86.03349433485309,50.11536868676909
1996-01-01,1996,1,1996Q1,63.92,165.0400206558224,86.56163950706453,50.42301851815332
1996-02-01,1996,1,1996Q1,64.09,165.47895688097086,86.79185663341312,50.557122290807975
1996-03-01,1996,1,1996Q1,64.32,166.07281177381873,87.1033268631788,50.73855680675251
1996-04-01,1996,2,1996Q2,64.68,167.00232378001553,87.59084548368169,51.02254126649181
1996-05-01,1996,2,1996Q2,64.91,167.59617867286343,87.9023157134474,51.20397578243635
1996-06-01,1996,2,1996Q2,64.85,167.44126000516394,87.82106261003025,51.15664503914646
1996-07-01,1996,3,1996Q3,64.94,167.67363800671316,87.94294226515596,51.2276411540813
1996-08-01,1996,3,1996Q3,65.12,168.13839400981158,88.18670157540741,51.36963338395094
1996-09-01,1996,3,1996Q3,65.28,168.55151045701007,88.40337651785313,51.49584869939061
1996-10-01,1996,4,1996Q4,65.37,168.78388845855926,88.52525617297886,51.56684481432544
1996-11-01,1996,4,1996Q4,65.38,168.80970823650915,88.53879835688168,51.57473327154042
1996-12-01,1996,4,1996Q4,65.57,169.30028401755746,88.79609985103598,51.72461395862504
1997-01-01,1997,1,1997Q1,65.76,169.79085979860577,89.05340134519028,51.87449464570967
1997-02-01,1997,1,1997Q1,65.71,169.66176090885617,88.98569042567598,51.83505235963476
1997-03-01,1997,1,1997Q1,65.75,169.76504002065585,89.03985916128744,51.86660618849469
1997-04-01,1997,2,1997Q2,65.77,169.81667957655563,89.06694352909314,51.88238310292464
1997-05-01,1997,2,1997Q2,65.87,170.07487735605477,89.20236536812173,51.96126767507445
1997-06-01,1997,2,1997Q2,65.86,170.04905757810485,89.18882318421886,51.953379217859464
1997-07-01,1997,3,1997Q3,65.99,170.38471469145364,89.364871574956,52.055929161654205
1997-08-01,1997,3,1997Q3,66.28,171.13348825200103,89.75759490813888,52.284694420888634
1997-09-01,1997,3,1997Q3,66.6,171.95972114639812,90.1909447930303,52.537125051767994
1997-10-01,1997,4,1997Q4,66.58,171.90808159049834,90.16386042522458,52.521348137338045
1997-11-01,1997,4,1997Q4,66.71,172.24373870384713,90.33990881596173,52.62389808113278
1997-12-01,1997,4,1997Q4,66.89,172.70849470694554,90.58366812621318,52.76589031100243
1998-01-01,1998,1,1998Q1,67.05,173.1216111541441,90.80034306865889,52.89210562644211
1998-02-01,1998,1,1998Q1,66.89,172.70849470694554,90.58366812621318,52.76589031100243
1998-03-01,1998,1,1998Q1,66.92,172.78595404079527,90.62429467792174,52.78955568264737
1998-04-01,1998,2,1998Q2,67.09,173.22489026594374,90.85451180427032,52.92365945530203
1998-05-01,1998,2,1998Q2,67.18,173.45726826749294,90.97639145939605,52.99465557023686
1998-06-01,1998,2,1998Q2,67.22,173.56054737929256,91.03056019500745,53.02620939909677
1998-07-01,1998,3,1998Q3,67.47,174.2060418280403,91.36911479257891,53.22342082947128
1998-08-01,1998,3,1998Q3,67.65,174.67079783113869,91.61287410283035,53.36541305934092
1998-09-01,1998,3,1998Q3,67.7,174.7998967208882,91.68058502234463,53.404855345415825
1998-10-01,1998,4,1998Q4,67.7,174.7998967208882,91.68058502234463,53.404855345415825
1998-11-01,1998,4,1998Q4,67.64,174.64497805318874,91.59933191892748,53.35752460212594
1998-12-01,1998,4,1998Q4,67.83,175.13555383423702,91.85663341308177,53.50740528921057
1999-01-01,1999,1,1999Q1,68.08,175.78104828298478,92.1951880106532,53.704616719585076
1999-02-01,1999,1,1999Q1,68.12,175.88432739478444,92.24935674626464,53.736170548444996
1999-03-01,1999,1,1999Q1,68.42,176.65892073328172,92.65562226335035,53.97282426489439
1999-04-01,1999,2,1999Q2,68.67,177.30441518202946,92.9941768609218,54.1700356952689
1999-05-01,1999,2,1999Q2,68.67,177.30441518202946,92.9941768609218,54.1700356952689
1999-06-01,1999,2,1999Q2,68.69,177.35605473792927,93.0212612287275,54.18581260969886
1999-07-01,1999,3,1999Q3,68.98,178.10482829847666,93.41398456191038,54.41457786893329
1999-08-01,1999,3,1999Q3,69.28,178.87942163697392,93.8202500789961,54.65123158538269
1999-09-01,1999,3,1999Q3,69.41,179.21507875032276,93.99629846973323,54.75378152917744
1999-10-01,1999,4,1999Q4,69.38,179.137619416473,93.95567191802466,54.730116157532485
1999-11-01,1999,4,1999Q4,69.5,179.44745675187195,94.11817812485896,54.82477764411225
1999-12-01,1999,4,1999Q4,69.81,180.24786986831916,94.53798582584754,55.06931981777664
2000-01-01,2000,1,2000Q1,70.04,180.8417247611671,94.84945605561327,55.25075433372118
2000-02-01,2000,1,2000Q1,70.14,181.09992254066617,94.98487789464184,55.32963890587098
2000-03-01,2000,1,2000Q1,70.42,181.82287632326364,95.36405904392183,55.550515707890426
2000-04-01,2000,2,2000Q2,70.71,182.57164988381098,95.7567823771047,55.77928096712485
2000-05-01,2000,2,2000Q2,70.83,182.8814872192099,95.91928858393898,55.873942453704615
2000-06-01,2000,2,2000Q2,71.04,183.42370255615802,96.203674445899,56.03960005521921
2000-07-01,2000,3,2000Q3,71.47,184.53395300800418,96.78598835372186,56.37880371546334
2000-08-01,2000,3,2000Q3,71.77,185.30854634650146,97.19225387080758,56.61545743191275
2000-09-01,2000,3,2000Q3,71.96,185.7991221275497,97.44955536496185,56.76533811899736
2000-10-01,2000,4,2000Q4,72.14,186.2638781306481,97.69331467521332,56.90733034886701
2000-11-01,2000,4,2000Q4,72.32,186.72863413374645,97.93707398546474,57.049322578736664
2000-12-01,2000,4,2000Q4,72.57,187.3741285824942,98.27562858303618,57.24653400911117
2001-01-01,2001,1,2001Q1,72.6,187.45158791634393,98.31625513474475,57.270199380756104
2001-02-01,2001,1,2001Q1,72.84,188.07126258714177,98.64126754841332,57.45952235391564
2001-03-01,2001,1,2001Q1,73.14,188.84585592563909,99.04753306549905,57.69617607036505
2001-04-01,2001,2,2001Q2,73.52,189.8270074877356,99.56213605380762,57.995937444534285
2001-05-01,2001,2,2001Q2,73.8,190.54996127033309,99.94131720308764,58.216814246553724
2001-06-01,2001,2,2001Q2,74.05,191.1954557190808,100.27987180065907,58.414025676928226
2001-07-01,2001,3,2001Q3,74.23,191.66021172217924,100.52363111091051,58.556017906797884
2001-08-01,2001,3,2001Q3,74.41,192.12496772527757,100.76739042116193,58.69801013666752
