fecha,año,mes,ed_activo_total,ed_activo_creditos_esp,ed_activo_credito_sector_publico,ed_activo_credito_sector_privado,ed_activo_creditos_resto_mundo,ed_activo_renta_fija_esp,ed_activo_renta_fija_resto_mundo,ed_activo_acciones_esp,ed_activo_acciones_resto_mundo,ed_activo_efectivo,ed_activo_otros_residual,credito_privado_share,crecimiento_credito_yoy
2001-07-01,2001,9,1944862.335154469,214721.0627510416,48264.62135265456,964612.7982014448,171490.6650725806,206421.2673841061,61434.62812520159,84194.59627274863,48510.39354714381,8241.156878864245,136971.147272547,49.59799882827343,8.869364333610608
2001-10-01,2001,12,2032195.0103278768,248187.5305274349,53177.23157264556,996606.8744891332,163994.0280637577,212340.3209580762,69724.711710055,89194.27795965252,47750.40401244298,10587.92805966595,140631.7029750134,49.04090746332162,8.33410760943718
2002-01-01,2002,3,2030200.417076854,225395.10275522567,53169.35109293037,1015360.8025860738,162887.5776139329,213199.78402413128,77813.56406131008,89116.97359902144,47789.46733763813,14835.854870123818,130631.94251198244,50.01283587794853,10.452342666648274
2002-04-01,2002,6,2054465.268004123,222942.9778140296,54195.37084413035,1038644.645508736,165043.19052764692,215650.13528412516,75803.93392785631,92507.96679040702,48644.417620337656,11094.283143534878,129938.34654331894,50.55547356698617,9.069761603638904
2002-07-01,2002,9,2076376.915596262,225682.2068727088,48924.94736315135,1066449.742514238,169221.00632083006,208388.93239476957,77732.31569851401,87749.73316663393,48686.658320928254,9518.2758308785,134023.09379421966,51.36108644359453,10.557287286947869
2002-10-01,2002,12,2106541.1115202853,228279.53222510323,50546.1056816628,1083005.8425891383,179280.09143127585,212100.4015922343,72710.88794104748,90549.10131246776,46907.129469911,11404.298324722651,131757.72422329723,51.41156926235044,8.669312876684065
2003-01-01,2003,3,2147265.0413884786,234240.28675641847,50192.79098815789,1111191.279400738,173955.1819668485,223157.42733218867,83211.23824268291,88264.76197872272,45360.40249698331,8861.033604204107,128830.64024884466,51.749144049875284,9.438071330958287
2003-04-01,2003,6,2206100.0403358485,235452.509843141,51290.47119472041,1158783.4290469366,170909.9602189848,225361.6150097758,87738.25557572283,94971.22225152844,43043.356445580175,9827.264935772511,128721.95581368612,52.52633189157313,11.5668803625667
2003-07-01,2003,9,2238654.080151507,226690.4265098588,50014.39888595598,1184134.5885809693,165754.29230508205,229781.8634915405,104355.07856758044,93854.84478310648,43466.87766861722,9668.883456589492,130932.8259022071,52.89493357101557,11.035198507271438
2003-10-01,2003,12,2307005.627751572,240474.9556403558,51759.42209540425,1214480.5739488872,179046.21297334338,234084.70686291336,105610.97975245192,106710.6372067773,33159.00518433296,11453.5368715579,130225.59880950584,52.6431561041544,12.139798899462328
