Sexo;Ocupación;Situación profesional;Periodo;Total
Hombres;9 Trabajadores no cualificados;Trabajador por cuenta propia;2002T1;65,4
Hombres;9 Trabajadores no cualificados;Empleador;2010T4;4,5
Hombres;9 Trabajadores no cualificados;Empleador;2010T3;4,8
Hombres;9 Trabajadores no cualificados;Empleador;2010T2;3,8
Hombres;9 Trabajadores no cualificados;Empleador;2010T1;5,7
Hombres;9 Trabajadores no cualificados;Empleador;2009T4;4,5
Hombres;9 Trabajadores no cualificados;Empleador;2009T3;3,4
Hombres;9 Trabajadores no cualificados;Empleador;2009T2;4,3
Hombres;9 Trabajadores no cualificados;Empleador;2009T1;6,9
Hombres;9 Trabajadores no cualificados;Empleador;2008T4;5,4
Hombres;9 Trabajadores no cualificados;Empleador;2008T3;7,2
Hombres;9 Trabajadores no cualificados;Empleador;2008T2;2,4
Hombres;9 Trabajadores no cualificados;Empleador;2008T1;4,9
Hombres;9 Trabajadores no cualificados;Empleador;2007T4;4,1
Hombres;9 Trabajadores no cualificados;Empleador;2007T3;3,9
Hombres;9 Trabajadores no cualificados;Empleador;2007T2;3,0
Hombres;9 Trabajadores no cualificados;Empleador;2007T1;6,2
Hombres;9 Trabajadores no cualificados;Empleador;2006T4;3,0
Hombres;9 Trabajadores no cualificados;Empleador;2006T3;4,5
Hombres;9 Trabajadores no cualificados;Empleador;2006T2;4,9
Hombres;9 Trabajadores no cualificados;Empleador;2006T1;4,2
Hombres;9 Trabajadores no cualificados;Empleador;2005T4;4,6
Hombres;9 Trabajadores no cualificados;Empleador;2005T3;2,7
Hombres;9 Trabajadores no cualificados;Empleador;2005T2;2,8
Hombres;9 Trabajadores no cualificados;Empleador;2005T1;2,2
Hombres;9 Trabajadores no cualificados;Empleador;2004T4;3,4
Hombres;9 Trabajadores no cualificados;Empleador;2004T3;2,8
Hombres;9 Trabajadores no cualificados;Empleador;2004T2;1,7
Hombres;9 Trabajadores no cualificados;Empleador;2004T1;3,0
Hombres;9 Trabajadores no cualificados;Empleador;2003T4;2,3
Hombres;9 Trabajadores no cualificados;Empleador;2003T3;0,9
Hombres;9 Trabajadores no cualificados;Empleador;2003T2;2,2
Hombres;9 Trabajadores no cualificados;Empleador;2003T1;2,9
Hombres;9 Trabajadores no cualificados;Empleador;2002T4;2,2
Hombres;9 Trabajadores no cualificados;Empleador;2002T3;5,3
Hombres;9 Trabajadores no cualificados;Empleador;2002T2;5,4
Hombres;9 Trabajadores no cualificados;Empleador;2002T1;4,6
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2010T4;31,4
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2010T3;28,5
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2010T2;29,3
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2010T1;29,6
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2009T4;31,4
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2009T3;33,0
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2009T2;32,4
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2009T1;35,7
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2008T4;37,5
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2008T3;36,6
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2008T2;38,9
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2008T1;41,7
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2007T4;39,9
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2007T3;40,2
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2007T2;42,5
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2007T1;35,0
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2006T4;35,3
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2006T3;32,9
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2006T2;41,5
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2006T1;34,9
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2005T4;35,5
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2005T3;35,3
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2005T2;39,2
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2005T1;32,3
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2004T4;36,4
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2004T3;36,3
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2004T2;35,2
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2004T1;37,7
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2003T4;34,3
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2003T3;37,1
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2003T2;34,9
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2003T1;37,8
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2002T4;43,1
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2002T3;41,1
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2002T2;39,4
Hombres;9 Trabajadores no cualificados;Empresario sin asalariados o trabajador independiente;2002T1;34,7
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2010T4;3,4
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2010T3;3,6
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2010T2;1,3
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2010T1;3,5
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2009T4;1,9
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2009T3;0,4
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2009T2;1,9
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2009T1;0,6
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2008T4;1,7
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2008T3;1,3
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2008T2;4,0
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2008T1;2,6
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2007T4;4,6
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2007T3;6,5
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2007T2;5,5
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2007T1;6,4
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2006T4;4,1
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2006T3;4,7
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2006T2;4,6
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2006T1;8,2
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2005T4;9,6
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2005T3;6,5
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2005T2;5,9
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2005T1;9,8
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2004T4;5,6
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2004T3;4,7
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2004T2;6,6
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2004T1;6,0
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2003T4;5,9
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2003T3;5,8
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2003T2;6,2
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2003T1;8,1
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2002T4;6,6
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2002T3;6,6
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2002T2;5,0
Hombres;9 Trabajadores no cualificados;Miembro de una cooperativa;2002T1;7,0
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2010T4;16,7
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2010T3;17,6
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2010T2;21,9
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2010T1;25,2
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2009T4;22,9
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2009T3;23,7
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2009T2;19,3
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2009T1;20,3
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2008T4;23,4
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2008T3;29,8
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2008T2;18,7
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2008T1;25,2
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2007T4;22,5
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2007T3;28,9
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2007T2;28,9
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2007T1;39,0
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2006T4;34,7
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2006T3;32,7
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2006T2;35,5
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2006T1;29,8
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2005T4;31,3
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2005T3;41,1
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2005T2;40,6
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2005T1;41,6
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2004T4;16,9
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2004T3;21,4
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2004T2;16,9
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2004T1;21,5
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2003T4;18,2
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2003T3;19,9
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2003T2;18,3
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2003T1;19,3
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2002T4;18,7
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2002T3;22,9
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2002T2;22,9
Hombres;9 Trabajadores no cualificados;Ayuda en la empresa o negocio familiar;2002T1;19,2
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2010T4;1.021,6
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2010T3;1.023,4
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2010T2;1.013,0
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2010T1;1.041,1
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2009T4;1.072,2
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2009T3;1.085,9
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2009T2;1.065,3
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2009T1;1.092,8
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2008T4;1.164,6
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2008T3;1.182,0
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2008T2;1.168,1
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2008T1;1.253,2
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2007T4;1.259,6
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2007T3;1.303,0
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2007T2;1.329,3
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2007T1;1.356,9
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2006T4;1.340,0
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2006T3;1.339,3
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2006T2;1.307,2
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2006T1;1.293,9
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2005T4;1.280,8
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2005T3;1.348,8
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2005T2;1.301,2
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2005T1;1.254,7
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2004T4;1.323,7
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2004T3;1.327,4
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2004T2;1.283,7
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2004T1;1.299,7
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2003T4;1.317,8
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2003T3;1.285,8
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2003T2;1.269,5
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2003T1;1.226,1
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2002T4;1.228,2
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2002T3;1.186,1
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2002T2;1.174,2
Hombres;9 Trabajadores no cualificados;Asalariados : Total;2002T1;1.176,8
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2010T4;100,6
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2010T3;114,3
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2010T2;108,2
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2010T1;108,7
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2009T4;108,1
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2009T3;120,6
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2009T2;105,4
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2009T1;104,6
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2008T4;105,6
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2008T3;107,4
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2008T2;100,8
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2008T1;98,8
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2007T4;110,1
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2007T3;125,1
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2007T2;114,4
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2007T1;114,0
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2006T4;107,1
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2006T3;115,0
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2006T2;113,1
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2006T1;103,9
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2005T4;113,2
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2005T3;128,7
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2005T2;125,3
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2005T1;111,8
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2004T4;130,3
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2004T3;129,5
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2004T2;109,3
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2004T1;115,5
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2003T4;115,7
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2003T3;121,7
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2003T2;127,4
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2003T1;119,0
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2002T4;119,3
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2002T3;129,2
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2002T2;112,8
Hombres;9 Trabajadores no cualificados;Asalariado sector público;2002T1;115,8
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2010T4;921,0
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2010T3;909,1
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2010T2;904,8
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2010T1;932,3
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2009T4;964,1
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2009T3;965,3
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2009T2;959,9
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2009T1;988,1
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2008T4;1.059,0
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2008T3;1.074,6
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2008T2;1.067,3
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2008T1;1.154,4
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2007T4;1.149,5
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2007T3;1.177,9
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2007T2;1.215,0
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2007T1;1.242,8
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2006T4;1.232,9
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2006T3;1.224,3
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2006T2;1.194,2
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2006T1;1.190,0
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2005T4;1.167,7
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2005T3;1.220,1
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2005T2;1.175,9
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2005T1;1.142,9
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2004T4;1.193,4
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2004T3;1.197,9
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2004T2;1.174,4
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2004T1;1.184,2
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2003T4;1.202,1
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2003T3;1.164,1
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2003T2;1.142,2
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2003T1;1.107,1
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2002T4;1.108,9
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2002T3;1.057,0
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2002T2;1.061,4
Hombres;9 Trabajadores no cualificados;Asalariado sector privado;2002T1;1.061,0
Hombres;9 Trabajadores no cualificados;Otra situación;2010T4;0,3
Hombres;9 Trabajadores no cualificados;Otra situación;2010T3;..
Hombres;9 Trabajadores no cualificados;Otra situación;2010T2;..
Hombres;9 Trabajadores no cualificados;Otra situación;2010T1;0,7
Hombres;9 Trabajadores no cualificados;Otra situación;2009T4;0,1
Hombres;9 Trabajadores no cualificados;Otra situación;2009T3;0,5
Hombres;9 Trabajadores no cualificados;Otra situación;2009T2;0,8
Hombres;9 Trabajadores no cualificados;Otra situación;2009T1;0,2
Hombres;9 Trabajadores no cualificados;Otra situación;2008T4;0,1
Hombres;9 Trabajadores no cualificados;Otra situación;2008T3;0,5
Hombres;9 Trabajadores no cualificados;Otra situación;2008T2;..
Hombres;9 Trabajadores no cualificados;Otra situación;2008T1;0,2
Hombres;9 Trabajadores no cualificados;Otra situación;2007T4;..
Hombres;9 Trabajadores no cualificados;Otra situación;2007T3;..
Hombres;9 Trabajadores no cualificados;Otra situación;2007T2;..
Hombres;9 Trabajadores no cualificados;Otra situación;2007T1;1,2
Hombres;9 Trabajadores no cualificados;Otra situación;2006T4;0,5
Hombres;9 Trabajadores no cualificados;Otra situación;2006T3;1,1
Hombres;9 Trabajadores no cualificados;Otra situación;2006T2;1,6
Hombres;9 Trabajadores no cualificados;Otra situación;2006T1;3,7
Hombres;9 Trabajadores no cualificados;Otra situación;2005T4;2,5
Hombres;9 Trabajadores no cualificados;Otra situación;2005T3;2,0
Hombres;9 Trabajadores no cualificados;Otra situación;2005T2;3,5
Hombres;9 Trabajadores no cualificados;Otra situación;2005T1;3,7
Hombres;9 Trabajadores no cualificados;Otra situación;2004T4;1,7
Hombres;9 Trabajadores no cualificados;Otra situación;2004T3;1,5
Hombres;9 Trabajadores no cualificados;Otra situación;2004T2;0,3
Hombres;9 Trabajadores no cualificados;Otra situación;2004T1;1,8
Hombres;9 Trabajadores no cualificados;Otra situación;2003T4;4,5
Hombres;9 Trabajadores no cualificados;Otra situación;2003T3;7,4
Hombres;9 Trabajadores no cualificados;Otra situación;2003T2;1,6
Hombres;9 Trabajadores no cualificados;Otra situación;2003T1;1,1
Hombres;9 Trabajadores no cualificados;Otra situación;2002T4;0,4
Hombres;9 Trabajadores no cualificados;Otra situación;2002T3;3,4
Hombres;9 Trabajadores no cualificados;Otra situación;2002T2;1,2
Hombres;9 Trabajadores no cualificados;Otra situación;2002T1;1,3
Hombres;0 Fuerzas armadas;Total;2010T4;96,9
Hombres;0 Fuerzas armadas;Total;2010T3;93,5
Hombres;0 Fuerzas armadas;Total;2010T2;93,7
Hombres;0 Fuerzas armadas;Total;2010T1;95,4
Hombres;0 Fuerzas armadas;Total;2009T4;92,0
Hombres;0 Fuerzas armadas;Total;2009T3;97,9
Hombres;0 Fuerzas armadas;Total;2009T2;99,4
Hombres;0 Fuerzas armadas;Total;2009T1;97,9
Hombres;0 Fuerzas armadas;Total;2008T4;95,7
Hombres;0 Fuerzas armadas;Total;2008T3;87,3
Hombres;0 Fuerzas armadas;Total;2008T2;87,8
Hombres;0 Fuerzas armadas;Total;2008T1;82,4
Hombres;0 Fuerzas armadas;Total;2007T4;76,9
Hombres;0 Fuerzas armadas;Total;2007T3;79,6
Hombres;0 Fuerzas armadas;Total;2007T2;77,5
Hombres;0 Fuerzas armadas;Total;2007T1;84,9
Hombres;0 Fuerzas armadas;Total;2006T4;78,1
Hombres;0 Fuerzas armadas;Total;2006T3;72,7
Hombres;0 Fuerzas armadas;Total;2006T2;78,7
Hombres;0 Fuerzas armadas;Total;2006T1;80,0
Hombres;0 Fuerzas armadas;Total;2005T4;83,5
Hombres;0 Fuerzas armadas;Total;2005T3;81,9
Hombres;0 Fuerzas armadas;Total;2005T2;80,6
Hombres;0 Fuerzas armadas;Total;2005T1;80,9
Hombres;0 Fuerzas armadas;Total;2004T4;77,2
Hombres;0 Fuerzas armadas;Total;2004T3;73,5
Hombres;0 Fuerzas armadas;Total;2004T2;78,5
Hombres;0 Fuerzas armadas;Total;2004T1;70,8
Hombres;0 Fuerzas armadas;Total;2003T4;74,6
Hombres;0 Fuerzas armadas;Total;2003T3;82,5
Hombres;0 Fuerzas armadas;Total;2003T2;78,6
Hombres;0 Fuerzas armadas;Total;2003T1;85,0
Hombres;0 Fuerzas armadas;Total;2002T4;90,5
Hombres;0 Fuerzas armadas;Total;2002T3;83,1
Hombres;0 Fuerzas armadas;Total;2002T2;82,0
Hombres;0 Fuerzas armadas;Total;2002T1;78,4
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2010T4;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2010T3;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2010T2;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2010T1;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2009T4;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2009T3;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2009T2;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2009T1;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2008T4;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2008T3;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2008T2;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2008T1;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2007T4;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2007T3;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2007T2;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2007T1;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2006T4;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2006T3;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2006T2;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2006T1;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2005T4;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2005T3;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2005T2;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2005T1;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2004T4;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2004T3;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2004T2;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2004T1;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2003T4;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2003T3;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2003T2;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2003T1;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2002T4;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2002T3;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2002T2;..
Hombres;0 Fuerzas armadas;Trabajador por cuenta propia;2002T1;..
Hombres;0 Fuerzas armadas;Empleador;2010T4;..
Hombres;0 Fuerzas armadas;Empleador;2010T3;..
Hombres;0 Fuerzas armadas;Empleador;2010T2;..
Hombres;0 Fuerzas armadas;Empleador;2010T1;..
Hombres;0 Fuerzas armadas;Empleador;2009T4;..
Hombres;0 Fuerzas armadas;Empleador;2009T3;..
Hombres;0 Fuerzas armadas;Empleador;2009T2;..
