Sexo;Ocupación;Situación profesional;Periodo;Total
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2007T3;1.129,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2007T2;1.090,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2007T1;1.045,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2006T4;1.078,3
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2006T3;1.096,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2006T2;1.037,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2006T1;1.014,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2005T4;1.011,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2005T3;957,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2005T2;938,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2005T1;934,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2004T4;1.068,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2004T3;1.043,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2004T2;1.030,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2004T1;1.014,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2003T4;987,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2003T3;995,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2003T2;996,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2003T1;984,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2002T4;966,8
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2002T3;950,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2002T2;971,3
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Trabajador por cuenta propia;2002T1;970,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2010T4;625,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2010T3;609,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2010T2;619,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2010T1;620,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2009T4;623,8
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2009T3;623,6
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2009T2;631,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2009T1;642,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2008T4;686,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2008T3;695,8
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2008T2;678,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2008T1;667,3
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2007T4;654,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2007T3;633,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2007T2;606,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2007T1;582,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2006T4;608,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2006T3;630,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2006T2;600,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2006T1;569,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2005T4;572,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2005T3;523,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2005T2;521,8
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2005T1;488,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2004T4;570,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2004T3;568,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2004T2;566,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2004T1;556,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2003T4;540,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2003T3;534,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2003T2;535,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2003T1;531,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2002T4;521,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2002T3;500,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2002T2;493,8
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empleador;2002T1;476,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2010T4;474,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2010T3;468,3
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2010T2;460,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2010T1;465,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2009T4;450,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2009T3;453,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2009T2;439,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2009T1;435,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2008T4;443,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2008T3;447,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2008T2;438,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2008T1;444,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2007T4;477,6
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2007T3;485,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2007T2;469,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2007T1;443,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2006T4;450,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2006T3;443,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2006T2;411,6
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2006T1;420,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2005T4;422,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2005T3;414,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2005T2;396,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2005T1;414,3
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2004T4;485,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2004T3;461,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2004T2;451,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2004T1;446,3
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2003T4;435,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2003T3;451,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2003T2;452,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2003T1;442,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2002T4;435,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2002T3;437,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2002T2;466,8
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Empresario sin asalariados o trabajador independiente;2002T1;485,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2010T4;3,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2010T3;1,8
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2010T2;3,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2010T1;3,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2009T4;3,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2009T3;2,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2009T2;3,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2009T1;3,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2008T4;6,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2008T3;7,6
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2008T2;4,8
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2008T1;6,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2007T4;5,6
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2007T3;7,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2007T2;8,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2007T1;9,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2006T4;12,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2006T3;12,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2006T2;8,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2006T1;9,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2005T4;8,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2005T3;7,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2005T2;7,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2005T1;10,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2004T4;8,8
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2004T3;10,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2004T2;7,6
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2004T1;7,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2003T4;7,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2003T3;6,3
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2003T2;4,8
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2003T1;6,3
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2002T4;6,3
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2002T3;9,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2002T2;8,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Miembro de una cooperativa;2002T1;7,3
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2010T4;6,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2010T3;4,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2010T2;3,4
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2010T1;3,7
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2009T4;4,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2009T3;6,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2009T2;6,3
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2009T1;7,8
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2008T4;7,3
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2008T3;2,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2008T2;10,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2008T1;7,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2007T4;5,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2007T3;3,6
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2007T2;5,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2007T1;10,0
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2006T4;7,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2006T3;10,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2006T2;16,3
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2006T1;14,5
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2005T4;9,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2005T3;11,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2005T2;13,1
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2005T1;21,8
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2004T4;4,2
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2004T3;2,9
Ambos sexos;1 Dirección de las empresas y de las administraciones públicas;Ayuda en la empresa o negocio familiar;2004T2;4,8
