Comunidades y Ciudades Autónomas;Proporción de parados;Periodo;Total
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2024T1;21,47
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2023T4;21,25
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2023T3;22,34
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2023T2;21,66
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2023T1;22,45
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2022T4;22,82
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2022T3;22,96
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2022T2;22,55
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2022T1;23,24
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2021T4;24,7
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2021T3;26,56
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2021T2;26,37
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2021T1;27,51
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2020T4;27,67
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2020T3;29,01
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2020T2;25,13
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2020T1;25,62
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2019T4;25,3
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2019T3;26,06
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2019T2;25,82
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2019T1;25,97
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2018T4;26,14
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2018T3;28,09
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2018T2;28,19
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2018T1;30,36
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2017T4;29,83
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2017T3;30,54
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2017T2;30,26
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2017T1;32,58
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2016T4;34,19
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2016T3;34,46
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2016T2;35,55
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2016T1;35,96
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2015T4;35,88
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2015T3;37,85
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2015T2;37,27
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2015T1;40,51
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2014T4;40,95
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2014T3;41,7
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2014T2;41,71
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2014T1;41,84
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2013T4;43,31
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2013T3;42,95
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2013T2;42,37
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2013T1;43,48
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2012T4;42,18
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2012T3;41,48
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2012T2;39,86
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2012T1;38,94
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2011T4;36,87
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2011T3;35,91
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2011T2;34,94
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2011T1;34,81
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2010T4;33,25
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2010T3;33,68
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2010T2;33,17
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2010T1;32,72
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2009T4;31,36
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2009T3;30,17
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2009T2;30,24
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2009T1;28,57
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2008T4;25,71
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2008T3;21,83
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2008T2;19,82
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2008T1;18,1
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2007T4;17,06
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2007T3;14,91
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2007T2;14,63
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2007T1;15,18
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2006T4;14,56
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2006T3;15,02
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2006T2;15,18
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2006T1;15,77
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2005T4;16,41
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2005T3;16,33
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2005T2;16,6
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2005T1;16,85
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2004T4;19,32
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2004T3;20,51
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2004T2;21,13
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2004T1;20,36
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2003T4;22,14
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2003T3;22,25
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2003T2;21,55
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2003T1;22,74
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2002T4;23,83
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2002T3;23,68
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2002T2;21,67
01 Andalucía;Al menos la mitad de los activos son parados (Porcentaje);2002T1;21,93
01 Andalucía;Todos los activos son ocupados (Porcentaje);2025T4;78,07
01 Andalucía;Todos los activos son ocupados (Porcentaje);2025T3;77,5
01 Andalucía;Todos los activos son ocupados (Porcentaje);2025T2;78,67
01 Andalucía;Todos los activos son ocupados (Porcentaje);2025T1;76,98
01 Andalucía;Todos los activos son ocupados (Porcentaje);2024T4;77,71
01 Andalucía;Todos los activos son ocupados (Porcentaje);2024T3;76,99
01 Andalucía;Todos los activos son ocupados (Porcentaje);2024T2;77,45
01 Andalucía;Todos los activos son ocupados (Porcentaje);2024T1;75
01 Andalucía;Todos los activos son ocupados (Porcentaje);2023T4;74,96
01 Andalucía;Todos los activos son ocupados (Porcentaje);2023T3;74,22
01 Andalucía;Todos los activos son ocupados (Porcentaje);2023T2;74,63
01 Andalucía;Todos los activos son ocupados (Porcentaje);2023T1;73,84
01 Andalucía;Todos los activos son ocupados (Porcentaje);2022T4;73,9
01 Andalucía;Todos los activos son ocupados (Porcentaje);2022T3;73,35
01 Andalucía;Todos los activos son ocupados (Porcentaje);2022T2;73,52
01 Andalucía;Todos los activos son ocupados (Porcentaje);2022T1;73,32
01 Andalucía;Todos los activos son ocupados (Porcentaje);2021T4;71,75
01 Andalucía;Todos los activos son ocupados (Porcentaje);2021T3;69,53
01 Andalucía;Todos los activos son ocupados (Porcentaje);2021T2;69,8
01 Andalucía;Todos los activos son ocupados (Porcentaje);2021T1;69,32
01 Andalucía;Todos los activos son ocupados (Porcentaje);2020T4;68,86
01 Andalucía;Todos los activos son ocupados (Porcentaje);2020T3;67,78
01 Andalucía;Todos los activos son ocupados (Porcentaje);2020T2;71,72
01 Andalucía;Todos los activos son ocupados (Porcentaje);2020T1;70,67
01 Andalucía;Todos los activos son ocupados (Porcentaje);2019T4;71,44
01 Andalucía;Todos los activos son ocupados (Porcentaje);2019T3;69,97
01 Andalucía;Todos los activos son ocupados (Porcentaje);2019T2;70,36
01 Andalucía;Todos los activos son ocupados (Porcentaje);2019T1;70,56
01 Andalucía;Todos los activos son ocupados (Porcentaje);2018T4;70,47
01 Andalucía;Todos los activos son ocupados (Porcentaje);2018T3;68,24
01 Andalucía;Todos los activos son ocupados (Porcentaje);2018T2;68,07
01 Andalucía;Todos los activos son ocupados (Porcentaje);2018T1;66,3
01 Andalucía;Todos los activos son ocupados (Porcentaje);2017T4;66,85
01 Andalucía;Todos los activos son ocupados (Porcentaje);2017T3;65,52
01 Andalucía;Todos los activos son ocupados (Porcentaje);2017T2;66,07
01 Andalucía;Todos los activos son ocupados (Porcentaje);2017T1;63,85
01 Andalucía;Todos los activos son ocupados (Porcentaje);2016T4;62,21
01 Andalucía;Todos los activos son ocupados (Porcentaje);2016T3;62,16
01 Andalucía;Todos los activos son ocupados (Porcentaje);2016T2;61,26
01 Andalucía;Todos los activos son ocupados (Porcentaje);2016T1;60,72
01 Andalucía;Todos los activos son ocupados (Porcentaje);2015T4;60,53
01 Andalucía;Todos los activos son ocupados (Porcentaje);2015T3;58,02
01 Andalucía;Todos los activos son ocupados (Porcentaje);2015T2;58,69
01 Andalucía;Todos los activos son ocupados (Porcentaje);2015T1;55,64
01 Andalucía;Todos los activos son ocupados (Porcentaje);2014T4;55,01
01 Andalucía;Todos los activos son ocupados (Porcentaje);2014T3;54,25
01 Andalucía;Todos los activos son ocupados (Porcentaje);2014T2;54,59
01 Andalucía;Todos los activos son ocupados (Porcentaje);2014T1;54,91
01 Andalucía;Todos los activos son ocupados (Porcentaje);2013T4;52,88
01 Andalucía;Todos los activos son ocupados (Porcentaje);2013T3;53,08
01 Andalucía;Todos los activos son ocupados (Porcentaje);2013T2;53,94
01 Andalucía;Todos los activos son ocupados (Porcentaje);2013T1;52,92
01 Andalucía;Todos los activos son ocupados (Porcentaje);2012T4;54,03
01 Andalucía;Todos los activos son ocupados (Porcentaje);2012T3;54,35
01 Andalucía;Todos los activos son ocupados (Porcentaje);2012T2;56,09
01 Andalucía;Todos los activos son ocupados (Porcentaje);2012T1;56,88
01 Andalucía;Todos los activos son ocupados (Porcentaje);2011T4;59,08
01 Andalucía;Todos los activos son ocupados (Porcentaje);2011T3;60,25
01 Andalucía;Todos los activos son ocupados (Porcentaje);2011T2;61,02
01 Andalucía;Todos los activos son ocupados (Porcentaje);2011T1;61,2
01 Andalucía;Todos los activos son ocupados (Porcentaje);2010T4;62,91
01 Andalucía;Todos los activos son ocupados (Porcentaje);2010T3;62,35
01 Andalucía;Todos los activos son ocupados (Porcentaje);2010T2;62,93
01 Andalucía;Todos los activos son ocupados (Porcentaje);2010T1;63,28
01 Andalucía;Todos los activos son ocupados (Porcentaje);2009T4;64,56
01 Andalucía;Todos los activos son ocupados (Porcentaje);2009T3;65,26
01 Andalucía;Todos los activos son ocupados (Porcentaje);2009T2;64,93
01 Andalucía;Todos los activos son ocupados (Porcentaje);2009T1;66,95
01 Andalucía;Todos los activos son ocupados (Porcentaje);2008T4;69,41
01 Andalucía;Todos los activos son ocupados (Porcentaje);2008T3;73,43
01 Andalucía;Todos los activos son ocupados (Porcentaje);2008T2;75,82
01 Andalucía;Todos los activos son ocupados (Porcentaje);2008T1;77,52
01 Andalucía;Todos los activos son ocupados (Porcentaje);2007T4;78,74
01 Andalucía;Todos los activos son ocupados (Porcentaje);2007T3;81,1
01 Andalucía;Todos los activos son ocupados (Porcentaje);2007T2;81,83
01 Andalucía;Todos los activos son ocupados (Porcentaje);2007T1;81,07
01 Andalucía;Todos los activos son ocupados (Porcentaje);2006T4;81,36
01 Andalucía;Todos los activos son ocupados (Porcentaje);2006T3;80,7
01 Andalucía;Todos los activos son ocupados (Porcentaje);2006T2;81,07
01 Andalucía;Todos los activos son ocupados (Porcentaje);2006T1;79,47
01 Andalucía;Todos los activos son ocupados (Porcentaje);2005T4;79,54
01 Andalucía;Todos los activos son ocupados (Porcentaje);2005T3;79,9
01 Andalucía;Todos los activos son ocupados (Porcentaje);2005T2;79,55
01 Andalucía;Todos los activos son ocupados (Porcentaje);2005T1;78,47
01 Andalucía;Todos los activos son ocupados (Porcentaje);2004T4;76,14
01 Andalucía;Todos los activos son ocupados (Porcentaje);2004T3;74,65
01 Andalucía;Todos los activos son ocupados (Porcentaje);2004T2;74,76
01 Andalucía;Todos los activos son ocupados (Porcentaje);2004T1;75,29
01 Andalucía;Todos los activos son ocupados (Porcentaje);2003T4;73,41
01 Andalucía;Todos los activos son ocupados (Porcentaje);2003T3;73,18
01 Andalucía;Todos los activos son ocupados (Porcentaje);2003T2;73,85
01 Andalucía;Todos los activos son ocupados (Porcentaje);2003T1;72,86
01 Andalucía;Todos los activos son ocupados (Porcentaje);2002T4;71,58
01 Andalucía;Todos los activos son ocupados (Porcentaje);2002T3;71,54
01 Andalucía;Todos los activos son ocupados (Porcentaje);2002T2;73,5
01 Andalucía;Todos los activos son ocupados (Porcentaje);2002T1;73,44
02 Aragón;Todos los activos son parados (Porcentaje);2025T4;3,65
02 Aragón;Todos los activos son parados (Porcentaje);2025T3;3,92
02 Aragón;Todos los activos son parados (Porcentaje);2025T2;4,06
02 Aragón;Todos los activos son parados (Porcentaje);2025T1;4,06
02 Aragón;Todos los activos son parados (Porcentaje);2024T4;3,45
02 Aragón;Todos los activos son parados (Porcentaje);2024T3;4,86
02 Aragón;Todos los activos son parados (Porcentaje);2024T2;4,5
02 Aragón;Todos los activos son parados (Porcentaje);2024T1;3,44
02 Aragón;Todos los activos son parados (Porcentaje);2023T4;3,72
02 Aragón;Todos los activos son parados (Porcentaje);2023T3;3,98
02 Aragón;Todos los activos son parados (Porcentaje);2023T2;4,59
02 Aragón;Todos los activos son parados (Porcentaje);2023T1;5,86
02 Aragón;Todos los activos son parados (Porcentaje);2022T4;5,82
02 Aragón;Todos los activos son parados (Porcentaje);2022T3;4,94
02 Aragón;Todos los activos son parados (Porcentaje);2022T2;4,98
02 Aragón;Todos los activos son parados (Porcentaje);2022T1;6,18
02 Aragón;Todos los activos son parados (Porcentaje);2021T4;4,14
02 Aragón;Todos los activos son parados (Porcentaje);2021T3;4,45
02 Aragón;Todos los activos son parados (Porcentaje);2021T2;5,44
02 Aragón;Todos los activos son parados (Porcentaje);2021T1;5,7
02 Aragón;Todos los activos son parados (Porcentaje);2020T4;6,12
02 Aragón;Todos los activos son parados (Porcentaje);2020T3;7,17
