Sexo;Edad;Clase principal de la inactividad;Periodo;Total
Ambos sexos;De 60 a 64 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2003T3;0,6
Ambos sexos;De 60 a 64 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2003T2;..
Ambos sexos;De 60 a 64 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2003T1;..
Ambos sexos;De 60 a 64 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T4;..
Ambos sexos;De 60 a 64 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T3;..
Ambos sexos;De 60 a 64 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T2;..
Ambos sexos;De 60 a 64 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T1;0,2
Ambos sexos;De 60 a 64 años;Otras;2026T1;64,2
Ambos sexos;De 60 a 64 años;Otras;2025T4;64,3
Ambos sexos;De 60 a 64 años;Otras;2025T3;54,9
Ambos sexos;De 60 a 64 años;Otras;2025T2;50,1
Ambos sexos;De 60 a 64 años;Otras;2025T1;46,7
Ambos sexos;De 60 a 64 años;Otras;2024T4;54,3
Ambos sexos;De 60 a 64 años;Otras;2024T3;60
Ambos sexos;De 60 a 64 años;Otras;2024T2;68,4
Ambos sexos;De 60 a 64 años;Otras;2024T1;68,2
Ambos sexos;De 60 a 64 años;Otras;2023T4;60,3
Ambos sexos;De 60 a 64 años;Otras;2023T3;63,3
Ambos sexos;De 60 a 64 años;Otras;2023T2;59,9
Ambos sexos;De 60 a 64 años;Otras;2023T1;60,1
Ambos sexos;De 60 a 64 años;Otras;2022T4;49,3
Ambos sexos;De 60 a 64 años;Otras;2022T3;61,5
Ambos sexos;De 60 a 64 años;Otras;2022T2;56,1
Ambos sexos;De 60 a 64 años;Otras;2022T1;54,8
Ambos sexos;De 60 a 64 años;Otras;2021T4;48,7
Ambos sexos;De 60 a 64 años;Otras;2021T3;55,5
Ambos sexos;De 60 a 64 años;Otras;2021T2;53,5
Ambos sexos;De 60 a 64 años;Otras;2021T1;59,6
Ambos sexos;De 60 a 64 años;Otras;2020T4;51,3
Ambos sexos;De 60 a 64 años;Otras;2020T3;55,2
Ambos sexos;De 60 a 64 años;Otras;2020T2;70,4
Ambos sexos;De 60 a 64 años;Otras;2020T1;66,1
Ambos sexos;De 60 a 64 años;Otras;2019T4;50,4
Ambos sexos;De 60 a 64 años;Otras;2019T3;53,4
Ambos sexos;De 60 a 64 años;Otras;2019T2;45,9
Ambos sexos;De 60 a 64 años;Otras;2019T1;51,9
Ambos sexos;De 60 a 64 años;Otras;2018T4;57,5
Ambos sexos;De 60 a 64 años;Otras;2018T3;52,7
Ambos sexos;De 60 a 64 años;Otras;2018T2;51,1
Ambos sexos;De 60 a 64 años;Otras;2018T1;45,3
Ambos sexos;De 60 a 64 años;Otras;2017T4;50,6
Ambos sexos;De 60 a 64 años;Otras;2017T3;61,2
Ambos sexos;De 60 a 64 años;Otras;2017T2;35,8
Ambos sexos;De 60 a 64 años;Otras;2017T1;27,5
Ambos sexos;De 60 a 64 años;Otras;2016T4;27,9
Ambos sexos;De 60 a 64 años;Otras;2016T3;30,4
Ambos sexos;De 60 a 64 años;Otras;2016T2;28,3
Ambos sexos;De 60 a 64 años;Otras;2016T1;35,4
Ambos sexos;De 60 a 64 años;Otras;2015T4;33,6
Ambos sexos;De 60 a 64 años;Otras;2015T3;38,7
Ambos sexos;De 60 a 64 años;Otras;2015T2;38,4
Ambos sexos;De 60 a 64 años;Otras;2015T1;37,9
Ambos sexos;De 60 a 64 años;Otras;2014T4;29,4
Ambos sexos;De 60 a 64 años;Otras;2014T3;35,5
Ambos sexos;De 60 a 64 años;Otras;2014T2;33,3
Ambos sexos;De 60 a 64 años;Otras;2014T1;40,6
Ambos sexos;De 60 a 64 años;Otras;2013T4;32,2
Ambos sexos;De 60 a 64 años;Otras;2013T3;39,7
Ambos sexos;De 60 a 64 años;Otras;2013T2;32,2
Ambos sexos;De 60 a 64 años;Otras;2013T1;37,1
Ambos sexos;De 60 a 64 años;Otras;2012T4;36,9
Ambos sexos;De 60 a 64 años;Otras;2012T3;37,3
Ambos sexos;De 60 a 64 años;Otras;2012T2;39,4
Ambos sexos;De 60 a 64 años;Otras;2012T1;34
Ambos sexos;De 60 a 64 años;Otras;2011T4;36,3
Ambos sexos;De 60 a 64 años;Otras;2011T3;35,7
Ambos sexos;De 60 a 64 años;Otras;2011T2;38,7
Ambos sexos;De 60 a 64 años;Otras;2011T1;41,2
Ambos sexos;De 60 a 64 años;Otras;2010T4;38,1
Ambos sexos;De 60 a 64 años;Otras;2010T3;42,4
Ambos sexos;De 60 a 64 años;Otras;2010T2;31,1
Ambos sexos;De 60 a 64 años;Otras;2010T1;32,1
Ambos sexos;De 60 a 64 años;Otras;2009T4;33
Ambos sexos;De 60 a 64 años;Otras;2009T3;35,9
Ambos sexos;De 60 a 64 años;Otras;2009T2;27,9
Ambos sexos;De 60 a 64 años;Otras;2009T1;28
Ambos sexos;De 60 a 64 años;Otras;2008T4;25
Ambos sexos;De 60 a 64 años;Otras;2008T3;31,4
Ambos sexos;De 60 a 64 años;Otras;2008T2;29,8
Ambos sexos;De 60 a 64 años;Otras;2008T1;35
Ambos sexos;De 60 a 64 años;Otras;2007T4;30,7
Ambos sexos;De 60 a 64 años;Otras;2007T3;31,4
Ambos sexos;De 60 a 64 años;Otras;2007T2;32,5
Ambos sexos;De 60 a 64 años;Otras;2007T1;38
Ambos sexos;De 60 a 64 años;Otras;2006T4;44,6
Ambos sexos;De 60 a 64 años;Otras;2006T3;34,3
Ambos sexos;De 60 a 64 años;Otras;2006T2;34,5
Ambos sexos;De 60 a 64 años;Otras;2006T1;32,2
Ambos sexos;De 60 a 64 años;Otras;2005T4;31,1
Ambos sexos;De 60 a 64 años;Otras;2005T3;40
Ambos sexos;De 60 a 64 años;Otras;2005T2;30,3
Ambos sexos;De 60 a 64 años;Otras;2005T1;47,5
Ambos sexos;De 60 a 64 años;Otras;2004T4;45
Ambos sexos;De 60 a 64 años;Otras;2004T3;40,7
Ambos sexos;De 60 a 64 años;Otras;2004T2;50,8
Ambos sexos;De 60 a 64 años;Otras;2004T1;44,1
Ambos sexos;De 60 a 64 años;Otras;2003T4;48,6
Ambos sexos;De 60 a 64 años;Otras;2003T3;47,7
Ambos sexos;De 60 a 64 años;Otras;2003T2;47,8
Ambos sexos;De 60 a 64 años;Otras;2003T1;42,5
Ambos sexos;De 60 a 64 años;Otras;2002T4;49,2
Ambos sexos;De 60 a 64 años;Otras;2002T3;50,2
Ambos sexos;De 60 a 64 años;Otras;2002T2;46
Ambos sexos;De 60 a 64 años;Otras;2002T1;51,7
Ambos sexos;De 65 a 69 años;Total;2026T1;2.594,3
Ambos sexos;De 65 a 69 años;Total;2025T4;2.568,4
Ambos sexos;De 65 a 69 años;Total;2025T3;2.582,8
Ambos sexos;De 65 a 69 años;Total;2025T2;2.550,9
Ambos sexos;De 65 a 69 años;Total;2025T1;2.484,8
Ambos sexos;De 65 a 69 años;Total;2024T4;2.524,1
Ambos sexos;De 65 a 69 años;Total;2024T3;2.474,4
Ambos sexos;De 65 a 69 años;Total;2024T2;2.459,9
Ambos sexos;De 65 a 69 años;Total;2024T1;2.454
Ambos sexos;De 65 a 69 años;Total;2023T4;2.465,4
Ambos sexos;De 65 a 69 años;Total;2023T3;2.461,1
Ambos sexos;De 65 a 69 años;Total;2023T2;2.411,3
Ambos sexos;De 65 a 69 años;Total;2023T1;2.428,6
Ambos sexos;De 65 a 69 años;Total;2022T4;2.398,5
Ambos sexos;De 65 a 69 años;Total;2022T3;2.389,9
Ambos sexos;De 65 a 69 años;Total;2022T2;2.336,8
Ambos sexos;De 65 a 69 años;Total;2022T1;2.342,4
Ambos sexos;De 65 a 69 años;Total;2021T4;2.298,8
Ambos sexos;De 65 a 69 años;Total;2021T3;2.322
Ambos sexos;De 65 a 69 años;Total;2021T2;2.302,2
Ambos sexos;De 65 a 69 años;Total;2021T1;2.322,1
Ambos sexos;De 65 a 69 años;Total;2020T4;2.317,8
Ambos sexos;De 65 a 69 años;Total;2020T3;2.321,8
Ambos sexos;De 65 a 69 años;Total;2020T2;2.349,6
Ambos sexos;De 65 a 69 años;Total;2020T1;2.300,4
Ambos sexos;De 65 a 69 años;Total;2019T4;2.293
Ambos sexos;De 65 a 69 años;Total;2019T3;2.270,3
Ambos sexos;De 65 a 69 años;Total;2019T2;2.242,9
Ambos sexos;De 65 a 69 años;Total;2019T1;2.246,7
Ambos sexos;De 65 a 69 años;Total;2018T4;2.246,9
Ambos sexos;De 65 a 69 años;Total;2018T3;2.217
Ambos sexos;De 65 a 69 años;Total;2018T2;2.198,8
Ambos sexos;De 65 a 69 años;Total;2018T1;2.229,5
Ambos sexos;De 65 a 69 años;Total;2017T4;2.233,7
Ambos sexos;De 65 a 69 años;Total;2017T3;2.251,2
Ambos sexos;De 65 a 69 años;Total;2017T2;2.247,4
Ambos sexos;De 65 a 69 años;Total;2017T1;2.252,9
Ambos sexos;De 65 a 69 años;Total;2016T4;2.240,8
Ambos sexos;De 65 a 69 años;Total;2016T3;2.222,8
Ambos sexos;De 65 a 69 años;Total;2016T2;2.199,2
Ambos sexos;De 65 a 69 años;Total;2016T1;2.205,3
Ambos sexos;De 65 a 69 años;Total;2015T4;2.198,9
Ambos sexos;De 65 a 69 años;Total;2015T3;2.219,8
Ambos sexos;De 65 a 69 años;Total;2015T2;2.206,2
Ambos sexos;De 65 a 69 años;Total;2015T1;2.247,3
Ambos sexos;De 65 a 69 años;Total;2014T4;2.273,8
Ambos sexos;De 65 a 69 años;Total;2014T3;2.249,1
Ambos sexos;De 65 a 69 años;Total;2014T2;2.253,3
Ambos sexos;De 65 a 69 años;Total;2014T1;2.217,4
Ambos sexos;De 65 a 69 años;Total;2013T4;2.181,5
Ambos sexos;De 65 a 69 años;Total;2013T3;2.161,7
Ambos sexos;De 65 a 69 años;Total;2013T2;2.155,9
Ambos sexos;De 65 a 69 años;Total;2013T1;2.128,3
Ambos sexos;De 65 a 69 años;Total;2012T4;2.116,4
Ambos sexos;De 65 a 69 años;Total;2012T3;2.085,2
Ambos sexos;De 65 a 69 años;Total;2012T2;2.082,9
Ambos sexos;De 65 a 69 años;Total;2012T1;2.069
Ambos sexos;De 65 a 69 años;Total;2011T4;2.032
Ambos sexos;De 65 a 69 años;Total;2011T3;2.046,5
Ambos sexos;De 65 a 69 años;Total;2011T2;2.023,8
Ambos sexos;De 65 a 69 años;Total;2011T1;2.021,7
Ambos sexos;De 65 a 69 años;Total;2010T4;1.984,7
Ambos sexos;De 65 a 69 años;Total;2010T3;1.974,2
Ambos sexos;De 65 a 69 años;Total;2010T2;1.929,1
Ambos sexos;De 65 a 69 años;Total;2010T1;1.938,8
Ambos sexos;De 65 a 69 años;Total;2009T4;1.925,1
Ambos sexos;De 65 a 69 años;Total;2009T3;1.911,2
Ambos sexos;De 65 a 69 años;Total;2009T2;1.873,9
Ambos sexos;De 65 a 69 años;Total;2009T1;1.824,2
Ambos sexos;De 65 a 69 años;Total;2008T4;1.791,8
Ambos sexos;De 65 a 69 años;Total;2008T3;1.769
Ambos sexos;De 65 a 69 años;Total;2008T2;1.740,9
Ambos sexos;De 65 a 69 años;Total;2008T1;1.695,9
Ambos sexos;De 65 a 69 años;Total;2007T4;1.695,4
Ambos sexos;De 65 a 69 años;Total;2007T3;1.689,1
Ambos sexos;De 65 a 69 años;Total;2007T2;1.678,7
Ambos sexos;De 65 a 69 años;Total;2007T1;1.704,7
Ambos sexos;De 65 a 69 años;Total;2006T4;1.739,7
Ambos sexos;De 65 a 69 años;Total;2006T3;1.765,4
Ambos sexos;De 65 a 69 años;Total;2006T2;1.781
Ambos sexos;De 65 a 69 años;Total;2006T1;1.816,3
Ambos sexos;De 65 a 69 años;Total;2005T4;1.861,8
Ambos sexos;De 65 a 69 años;Total;2005T3;1.848,5
Ambos sexos;De 65 a 69 años;Total;2005T2;1.859,7
Ambos sexos;De 65 a 69 años;Total;2005T1;1.788,1
Ambos sexos;De 65 a 69 años;Total;2004T4;1.769,3
Ambos sexos;De 65 a 69 años;Total;2004T3;1.803,5
Ambos sexos;De 65 a 69 años;Total;2004T2;1.835,7
Ambos sexos;De 65 a 69 años;Total;2004T1;1.883,6
Ambos sexos;De 65 a 69 años;Total;2003T4;1.885
Ambos sexos;De 65 a 69 años;Total;2003T3;1.886,2
Ambos sexos;De 65 a 69 años;Total;2003T2;1.904,2
Ambos sexos;De 65 a 69 años;Total;2003T1;1.933,2
Ambos sexos;De 65 a 69 años;Total;2002T4;1.948
Ambos sexos;De 65 a 69 años;Total;2002T3;1.941,4
Ambos sexos;De 65 a 69 años;Total;2002T2;1.954,4
Ambos sexos;De 65 a 69 años;Total;2002T1;1.991,2
Ambos sexos;De 65 a 69 años;Estudiante;2026T1;20,7
Ambos sexos;De 65 a 69 años;Estudiante;2025T4;20,9
Ambos sexos;De 65 a 69 años;Estudiante;2025T3;21,7
Ambos sexos;De 65 a 69 años;Estudiante;2025T2;24,1
Ambos sexos;De 65 a 69 años;Estudiante;2025T1;24,1
Ambos sexos;De 65 a 69 años;Estudiante;2024T4;15,2
Ambos sexos;De 65 a 69 años;Estudiante;2024T3;11,7
Ambos sexos;De 65 a 69 años;Estudiante;2024T2;24,5
Ambos sexos;De 65 a 69 años;Estudiante;2024T1;18,3
Ambos sexos;De 65 a 69 años;Estudiante;2023T4;19,3
Ambos sexos;De 65 a 69 años;Estudiante;2023T3;11,5
Ambos sexos;De 65 a 69 años;Estudiante;2023T2;20
Ambos sexos;De 65 a 69 años;Estudiante;2023T1;15,4
Ambos sexos;De 65 a 69 años;Estudiante;2022T4;17,5
Ambos sexos;De 65 a 69 años;Estudiante;2022T3;6,7
Ambos sexos;De 65 a 69 años;Estudiante;2022T2;12,5
Ambos sexos;De 65 a 69 años;Estudiante;2022T1;14
Ambos sexos;De 65 a 69 años;Estudiante;2021T4;14,1
Ambos sexos;De 65 a 69 años;Estudiante;2021T3;5,9
Ambos sexos;De 65 a 69 años;Estudiante;2021T2;7,6
Ambos sexos;De 65 a 69 años;Estudiante;2021T1;4,9
Ambos sexos;De 65 a 69 años;Estudiante;2020T4;1,3
Ambos sexos;De 65 a 69 años;Estudiante;2020T3;1,3
Ambos sexos;De 65 a 69 años;Estudiante;2020T2;1,4
Ambos sexos;De 65 a 69 años;Estudiante;2020T1;1,9
Ambos sexos;De 65 a 69 años;Estudiante;2019T4;2,4
Ambos sexos;De 65 a 69 años;Estudiante;2019T3;1,1
Ambos sexos;De 65 a 69 años;Estudiante;2019T2;3
Ambos sexos;De 65 a 69 años;Estudiante;2019T1;3,1
Ambos sexos;De 65 a 69 años;Estudiante;2018T4;3,4
Ambos sexos;De 65 a 69 años;Estudiante;2018T3;4,1
Ambos sexos;De 65 a 69 años;Estudiante;2018T2;1,8
Ambos sexos;De 65 a 69 años;Estudiante;2018T1;3
Ambos sexos;De 65 a 69 años;Estudiante;2017T4;1,5
Ambos sexos;De 65 a 69 años;Estudiante;2017T3;3,9
Ambos sexos;De 65 a 69 años;Estudiante;2017T2;2
Ambos sexos;De 65 a 69 años;Estudiante;2017T1;4,4
Ambos sexos;De 65 a 69 años;Estudiante;2016T4;4,7
Ambos sexos;De 65 a 69 años;Estudiante;2016T3;4,1
Ambos sexos;De 65 a 69 años;Estudiante;2016T2;4,3
Ambos sexos;De 65 a 69 años;Estudiante;2016T1;3,4
Ambos sexos;De 65 a 69 años;Estudiante;2015T4;2,4
Ambos sexos;De 65 a 69 años;Estudiante;2015T3;4,6
Ambos sexos;De 65 a 69 años;Estudiante;2015T2;5
Ambos sexos;De 65 a 69 años;Estudiante;2015T1;4
Ambos sexos;De 65 a 69 años;Estudiante;2014T4;4,9
Ambos sexos;De 65 a 69 años;Estudiante;2014T3;4,4
Ambos sexos;De 65 a 69 años;Estudiante;2014T2;5,7
Ambos sexos;De 65 a 69 años;Estudiante;2014T1;3,8
Ambos sexos;De 65 a 69 años;Estudiante;2013T4;5,1
Ambos sexos;De 65 a 69 años;Estudiante;2013T3;4,1
Ambos sexos;De 65 a 69 años;Estudiante;2013T2;8,5
Ambos sexos;De 65 a 69 años;Estudiante;2013T1;8,2
Ambos sexos;De 65 a 69 años;Estudiante;2012T4;7,8
Ambos sexos;De 65 a 69 años;Estudiante;2012T3;5,7
Ambos sexos;De 65 a 69 años;Estudiante;2012T2;5,5
Ambos sexos;De 65 a 69 años;Estudiante;2012T1;6,1
Ambos sexos;De 65 a 69 años;Estudiante;2011T4;6,3
Ambos sexos;De 65 a 69 años;Estudiante;2011T3;7
Ambos sexos;De 65 a 69 años;Estudiante;2011T2;5,7
Ambos sexos;De 65 a 69 años;Estudiante;2011T1;7,7
Ambos sexos;De 65 a 69 años;Estudiante;2010T4;6,4
Ambos sexos;De 65 a 69 años;Estudiante;2010T3;3,6
Ambos sexos;De 65 a 69 años;Estudiante;2010T2;5,6
Ambos sexos;De 65 a 69 años;Estudiante;2010T1;9,2
Ambos sexos;De 65 a 69 años;Estudiante;2009T4;8,9
Ambos sexos;De 65 a 69 años;Estudiante;2009T3;3,8
Ambos sexos;De 65 a 69 años;Estudiante;2009T2;6
Ambos sexos;De 65 a 69 años;Estudiante;2009T1;8,6
Ambos sexos;De 65 a 69 años;Estudiante;2008T4;7,7
Ambos sexos;De 65 a 69 años;Estudiante;2008T3;4,3
Ambos sexos;De 65 a 69 años;Estudiante;2008T2;5,3
Ambos sexos;De 65 a 69 años;Estudiante;2008T1;5,9
Ambos sexos;De 65 a 69 años;Estudiante;2007T4;6
Ambos sexos;De 65 a 69 años;Estudiante;2007T3;4,2
Ambos sexos;De 65 a 69 años;Estudiante;2007T2;10,8
Ambos sexos;De 65 a 69 años;Estudiante;2007T1;7,7
Ambos sexos;De 65 a 69 años;Estudiante;2006T4;10,9
Ambos sexos;De 65 a 69 años;Estudiante;2006T3;9
Ambos sexos;De 65 a 69 años;Estudiante;2006T2;13,4
Ambos sexos;De 65 a 69 años;Estudiante;2006T1;13,7
Ambos sexos;De 65 a 69 años;Estudiante;2005T4;11
Ambos sexos;De 65 a 69 años;Estudiante;2005T3;8,3
Ambos sexos;De 65 a 69 años;Estudiante;2005T2;7,2
Ambos sexos;De 65 a 69 años;Estudiante;2005T1;8,7
Ambos sexos;De 65 a 69 años;Estudiante;2004T4;8,4
Ambos sexos;De 65 a 69 años;Estudiante;2004T3;6,2
Ambos sexos;De 65 a 69 años;Estudiante;2004T2;9,3
Ambos sexos;De 65 a 69 años;Estudiante;2004T1;14
Ambos sexos;De 65 a 69 años;Estudiante;2003T4;10,7
Ambos sexos;De 65 a 69 años;Estudiante;2003T3;7
Ambos sexos;De 65 a 69 años;Estudiante;2003T2;16,8
Ambos sexos;De 65 a 69 años;Estudiante;2003T1;9
Ambos sexos;De 65 a 69 años;Estudiante;2002T4;5,4
Ambos sexos;De 65 a 69 años;Estudiante;2002T3;6
Ambos sexos;De 65 a 69 años;Estudiante;2002T2;8,2
Ambos sexos;De 65 a 69 años;Estudiante;2002T1;7,3
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2026T1;1.939
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2025T4;1.913
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2025T3;1.905,9
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2025T2;1.892,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2025T1;1.850,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2024T4;1.876,4
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2024T3;1.810,1
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2024T2;1.789
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2024T1;1.791,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2023T4;1.800,2
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2023T3;1.795,1
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2023T2;1.774,3
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2023T1;1.787,9
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2022T4;1.756,1
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2022T3;1.786,6
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2022T2;1.702,5
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2022T1;1.714,9
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2021T4;1.684,1
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2021T3;1.700,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2021T2;1.665,6
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2021T1;1.678,9
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2020T4;1.673,7
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2020T3;1.659,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2020T2;1.700,9
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2020T1;1.673
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2019T4;1.677,5
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2019T3;1.658,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2019T2;1.652,2
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2019T1;1.636,6
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2018T4;1.617,9
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2018T3;1.578,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2018T2;1.566,3
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2018T1;1.577,7
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2017T4;1.593,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2017T3;1.612,1
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2017T2;1.590,5
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2017T1;1.601,6
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2016T4;1.591
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2016T3;1.578,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2016T2;1.555,4
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2016T1;1.561,3
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2015T4;1.546,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2015T3;1.539,3
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2015T2;1.535,6
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2015T1;1.563,7
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2014T4;1.585,4
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2014T3;1.550,3
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2014T2;1.550,6
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2014T1;1.522,2
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2013T4;1.495,5
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2013T3;1.472,2
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2013T2;1.467
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2013T1;1.446,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2012T4;1.419,2
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2012T3;1.404,7
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2012T2;1.407,9
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2012T1;1.406,6
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2011T4;1.375,4
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2011T3;1.379,6
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2011T2;1.368,7
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2011T1;1.382,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2010T4;1.331,1
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2010T3;1.304,4
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2010T2;1.270,4
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2010T1;1.274,1
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2009T4;1.261,2
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2009T3;1.246
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2009T2;1.231,4
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2009T1;1.199,9
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2008T4;1.158
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2008T3;1.135,9
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2008T2;1.120,1
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2008T1;1.085,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2007T4;1.090,1
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2007T3;1.086,2
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2007T2;1.072
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2007T1;1.082,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2006T4;1.090,4
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2006T3;1.118,9
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2006T2;1.111,1
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2006T1;1.133,2
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2005T4;1.163
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2005T3;1.129,6
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2005T2;1.148,3
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2005T1;1.084,5
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2004T4;1.048,5
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2004T3;1.063,5
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2004T2;1.074,4
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2004T1;1.091,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2003T4;1.104,1
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2003T3;1.091,6
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2003T2;1.102,8
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2003T1;1.142,6
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2002T4;1.154,4
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2002T3;1.136,7
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2002T2;1.138,3
Ambos sexos;De 65 a 69 años;Jubilado o prejubilado;2002T1;1.164,8
Ambos sexos;De 65 a 69 años;Labores del hogar;2026T1;359,3
Ambos sexos;De 65 a 69 años;Labores del hogar;2025T4;359,3
Ambos sexos;De 65 a 69 años;Labores del hogar;2025T3;375,3
Ambos sexos;De 65 a 69 años;Labores del hogar;2025T2;351
Ambos sexos;De 65 a 69 años;Labores del hogar;2025T1;342,9
Ambos sexos;De 65 a 69 años;Labores del hogar;2024T4;367,3
Ambos sexos;De 65 a 69 años;Labores del hogar;2024T3;374,9
Ambos sexos;De 65 a 69 años;Labores del hogar;2024T2;387,1
Ambos sexos;De 65 a 69 años;Labores del hogar;2024T1;369,3
Ambos sexos;De 65 a 69 años;Labores del hogar;2023T4;373,2
Ambos sexos;De 65 a 69 años;Labores del hogar;2023T3;379,8
