Sexo;Edad;Motivos de la jornada parcial;Periodo;Total
Mujeres;De 55 a 59 años;Total;2006T2;106,3
Mujeres;De 55 a 59 años;Total;2006T1;106,7
Mujeres;De 55 a 59 años;Total;2005T4;98
Mujeres;De 55 a 59 años;Total;2005T3;100,1
Mujeres;De 55 a 59 años;Total;2005T2;110,5
Mujeres;De 55 a 59 años;Total;2005T1;111,3
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2025T4;0
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2025T3;0,2
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2025T2;0,5
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2025T1;0,2
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2024T4;0,4
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2024T3;0,2
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2024T2;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2024T1;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2023T4;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2023T3;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2023T2;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2023T1;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2022T4;0,1
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2022T3;0,4
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2022T2;0,4
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2022T1;0,3
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2021T4;0,2
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2021T3;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2021T2;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2021T1;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2020T4;0,3
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2020T3;1,4
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2020T2;0,3
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2020T1;0,1
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2019T4;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2019T3;0,7
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2019T2;1,3
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2019T1;0,1
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2018T4;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2018T3;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2018T2;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2018T1;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2017T4;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2017T3;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2017T2;0,3
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2017T1;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2016T4;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2016T3;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2016T2;0,4
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2016T1;0,3
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2015T4;0,1
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2015T3;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2015T2;0,2
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2015T1;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2014T4;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2014T3;0,3
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2014T2;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2014T1;0,8
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2013T4;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2013T3;0,3
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2013T2;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2013T1;0,2
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2012T4;0,1
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2012T3;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2012T2;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2012T1;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2011T4;0,8
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2011T3;0,7
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2011T2;0,4
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2011T1;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2010T4;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2010T3;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2010T2;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2010T1;0,4
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2009T4;0,5
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2009T3;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2009T2;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2009T1;0,5
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2008T4;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2008T3;0,8
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2008T2;0,5
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2008T1;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2007T4;0,1
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2007T3;0,1
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2007T2;0,6
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2007T1;0,4
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2006T4;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2006T3;0,4
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2006T2;1,9
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2006T1;1,1
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2005T4;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2005T3;0,7
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2005T2;..
Mujeres;De 55 a 59 años;Seguir cursos de enseñanza o formación;2005T1;0,2
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2025T4;7,5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2025T3;10,3
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2025T2;10,5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2025T1;7,7
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2024T4;6,8
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2024T3;5,5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2024T2;7,7
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2024T1;5,7
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2023T4;8,2
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2023T3;4
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2023T2;5,8
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2023T1;2,4
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2022T4;7,5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2022T3;2,3
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2022T2;2,6
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2022T1;2,8
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2021T4;4,6
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2021T3;4,5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2021T2;3,2
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2021T1;3,3
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2020T4;4,5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2020T3;3,1
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2020T2;4,3
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2020T1;4,2
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2019T4;4,5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2019T3;7,1
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2019T2;6,4
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2019T1;5,9
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2018T4;4,6
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2018T3;6
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2018T2;4,5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2018T1;3,3
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2017T4;8,1
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2017T3;5,8
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2017T2;3,8
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2017T1;2
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2016T4;5,5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2016T3;4,4
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2016T2;4,7
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2016T1;2,1
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2015T4;2,6
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2015T3;2,2
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2015T2;1,9
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2015T1;4,5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2014T4;3,4
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2014T3;2,4
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2014T2;1,4
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2014T1;4,4
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2013T4;2,1
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2013T3;2,4
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2013T2;3,4
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2013T1;1,4
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2012T4;3,1
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2012T3;3,8
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2012T2;3,1
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2012T1;2,8
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2011T4;4,1
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2011T3;4,4
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2011T2;2,3
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2011T1;3,2
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2010T4;2,2
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2010T3;3,5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2010T2;3
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2010T1;5,6
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2009T4;4,5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2009T3;2,2
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2009T2;4
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2009T1;3,7
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2008T4;4,5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2008T3;3,7
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2008T2;4,4
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2008T1;4,1
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2007T4;1,8
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2007T3;1,9
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2007T2;2,9
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2007T1;3,6
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2006T4;5,1
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2006T3;3,9
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2006T2;5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2006T1;3,5
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2005T4;3
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2005T3;2,9
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2005T2;6,8
Mujeres;De 55 a 59 años;Enfermedad o incapacidad propia;2005T1;7,7
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2025T4;21,9
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2025T3;18,1
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2025T2;16,6
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2025T1;15,2
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2024T4;24
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2024T3;17
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2024T2;14,4
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2024T1;16,7
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2023T4;18,2
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2023T3;13,2
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2023T2;9,7
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2023T1;15,6
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2022T4;15,2
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2022T3;11,2
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2022T2;8,4
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2022T1;14
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2021T4;13,2
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2021T3;12,8
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2021T2;11,7
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2021T1;9,7
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2020T4;5,6
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2020T3;6
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2020T2;7,5
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2020T1;9,2
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2019T4;8,4
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2019T3;6,1
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2019T2;6,9
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2019T1;8,4
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2018T4;8,4
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2018T3;7,9
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2018T2;8,7
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2018T1;6,5
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2017T4;6,1
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2017T3;3,4
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2017T2;4,3
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2017T1;3,5
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2016T4;4,4
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2016T3;2,5
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2016T2;2,7
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2016T1;2,5
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2015T4;3,4
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2015T3;3
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2015T2;2,2
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2015T1;3
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2014T4;2,9
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2014T3;4,7
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2014T2;2,3
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2014T1;5,3
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2013T4;7,3
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2013T3;5
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2013T2;3,2
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2013T1;3,5
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2012T4;4,7
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2012T3;4,5
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2012T2;3
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2012T1;4,9
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2011T4;3,2
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2011T3;6,2
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2011T2;4,2
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2011T1;3,1
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2010T4;3
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2010T3;4,4
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2010T2;3,6
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2010T1;3,3
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2009T4;2,9
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2009T3;3,6
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2009T2;3,9
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2009T1;5,2
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2008T4;4,8
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2008T3;4,7
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2008T2;4,9
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2008T1;3,8
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2007T4;3,8
Mujeres;De 55 a 59 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2007T3;5,6
