Sexo;Edad;Motivos de la jornada parcial;Periodo;Total
Hombres;De 55 a 59 años;No sabe el motivo;2006T2;0,3
Hombres;De 55 a 59 años;No sabe el motivo;2006T1;..
Hombres;De 55 a 59 años;No sabe el motivo;2005T4;..
Hombres;De 55 a 59 años;No sabe el motivo;2005T3;..
Hombres;De 55 a 59 años;No sabe el motivo;2005T2;0,2
Hombres;De 55 a 59 años;No sabe el motivo;2005T1;..
Hombres;De 60 a 64 años;Total;2025T4;45,2
Hombres;De 60 a 64 años;Total;2025T3;39,4
Hombres;De 60 a 64 años;Total;2025T2;39,9
Hombres;De 60 a 64 años;Total;2025T1;37,2
Hombres;De 60 a 64 años;Total;2024T4;40,8
Hombres;De 60 a 64 años;Total;2024T3;31,4
Hombres;De 60 a 64 años;Total;2024T2;36,8
Hombres;De 60 a 64 años;Total;2024T1;38,5
Hombres;De 60 a 64 años;Total;2023T4;37,1
Hombres;De 60 a 64 años;Total;2023T3;40,1
Hombres;De 60 a 64 años;Total;2023T2;37,1
Hombres;De 60 a 64 años;Total;2023T1;33
Hombres;De 60 a 64 años;Total;2022T4;37
Hombres;De 60 a 64 años;Total;2022T3;32,9
Hombres;De 60 a 64 años;Total;2022T2;33,8
Hombres;De 60 a 64 años;Total;2022T1;31,7
Hombres;De 60 a 64 años;Total;2021T4;31,8
Hombres;De 60 a 64 años;Total;2021T3;34,8
Hombres;De 60 a 64 años;Total;2021T2;34,7
Hombres;De 60 a 64 años;Total;2021T1;42,7
Hombres;De 60 a 64 años;Total;2020T4;34
Hombres;De 60 a 64 años;Total;2020T3;41
Hombres;De 60 a 64 años;Total;2020T2;27,1
Hombres;De 60 a 64 años;Total;2020T1;32,1
Hombres;De 60 a 64 años;Total;2019T4;34,4
Hombres;De 60 a 64 años;Total;2019T3;40,8
Hombres;De 60 a 64 años;Total;2019T2;39,4
Hombres;De 60 a 64 años;Total;2019T1;34,7
Hombres;De 60 a 64 años;Total;2018T4;27,5
Hombres;De 60 a 64 años;Total;2018T3;26,3
Hombres;De 60 a 64 años;Total;2018T2;33,6
Hombres;De 60 a 64 años;Total;2018T1;26,5
Hombres;De 60 a 64 años;Total;2017T4;30,8
Hombres;De 60 a 64 años;Total;2017T3;37,7
Hombres;De 60 a 64 años;Total;2017T2;35,4
Hombres;De 60 a 64 años;Total;2017T1;27,7
Hombres;De 60 a 64 años;Total;2016T4;27,7
Hombres;De 60 a 64 años;Total;2016T3;30,1
Hombres;De 60 a 64 años;Total;2016T2;29,4
Hombres;De 60 a 64 años;Total;2016T1;30,4
Hombres;De 60 a 64 años;Total;2015T4;36,1
Hombres;De 60 a 64 años;Total;2015T3;33,9
Hombres;De 60 a 64 años;Total;2015T2;26,9
Hombres;De 60 a 64 años;Total;2015T1;27,1
Hombres;De 60 a 64 años;Total;2014T4;27
Hombres;De 60 a 64 años;Total;2014T3;27,5
Hombres;De 60 a 64 años;Total;2014T2;30,9
Hombres;De 60 a 64 años;Total;2014T1;32,6
Hombres;De 60 a 64 años;Total;2013T4;36,5
Hombres;De 60 a 64 años;Total;2013T3;29,7
Hombres;De 60 a 64 años;Total;2013T2;32,7
Hombres;De 60 a 64 años;Total;2013T1;29,9
Hombres;De 60 a 64 años;Total;2012T4;34,8
Hombres;De 60 a 64 años;Total;2012T3;35,3
Hombres;De 60 a 64 años;Total;2012T2;35,9
Hombres;De 60 a 64 años;Total;2012T1;30
Hombres;De 60 a 64 años;Total;2011T4;30,6
Hombres;De 60 a 64 años;Total;2011T3;29
Hombres;De 60 a 64 años;Total;2011T2;32,7
Hombres;De 60 a 64 años;Total;2011T1;34,5
Hombres;De 60 a 64 años;Total;2010T4;30,4
Hombres;De 60 a 64 años;Total;2010T3;28,7
Hombres;De 60 a 64 años;Total;2010T2;28,9
Hombres;De 60 a 64 años;Total;2010T1;28,3
Hombres;De 60 a 64 años;Total;2009T4;25,2
Hombres;De 60 a 64 años;Total;2009T3;31,8
Hombres;De 60 a 64 años;Total;2009T2;32,3
Hombres;De 60 a 64 años;Total;2009T1;27,7
Hombres;De 60 a 64 años;Total;2008T4;30,8
Hombres;De 60 a 64 años;Total;2008T3;29,3
Hombres;De 60 a 64 años;Total;2008T2;23,1
Hombres;De 60 a 64 años;Total;2008T1;22,7
Hombres;De 60 a 64 años;Total;2007T4;28,5
Hombres;De 60 a 64 años;Total;2007T3;29,4
Hombres;De 60 a 64 años;Total;2007T2;31,1
Hombres;De 60 a 64 años;Total;2007T1;31,3
Hombres;De 60 a 64 años;Total;2006T4;27
Hombres;De 60 a 64 años;Total;2006T3;26,7
Hombres;De 60 a 64 años;Total;2006T2;25,4
Hombres;De 60 a 64 años;Total;2006T1;25,4
Hombres;De 60 a 64 años;Total;2005T4;22,5
Hombres;De 60 a 64 años;Total;2005T3;23,8
Hombres;De 60 a 64 años;Total;2005T2;23,9
Hombres;De 60 a 64 años;Total;2005T1;27,3
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2025T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2025T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2025T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2025T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2024T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2024T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2024T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2024T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2023T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2023T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2023T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2023T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2022T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2022T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2022T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2022T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2021T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2021T3;0,3
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2021T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2021T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2020T4;0,7
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2020T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2020T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2020T1;0,2
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2019T4;0,1
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2019T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2019T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2019T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2018T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2018T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2018T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2018T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2017T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2017T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2017T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2017T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2016T4;0,1
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2016T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2016T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2016T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2015T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2015T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2015T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2015T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2014T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2014T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2014T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2014T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2013T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2013T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2013T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2013T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2012T4;0,6
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2012T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2012T2;0,3
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2012T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2011T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2011T3;0,3
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2011T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2011T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2010T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2010T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2010T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2010T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2009T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2009T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2009T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2009T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2008T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2008T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2008T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2008T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2007T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2007T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2007T2;0,2
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2007T1;0,2
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2006T4;0,2
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2006T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2006T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2006T1;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2005T4;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2005T3;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2005T2;..
Hombres;De 60 a 64 años;Seguir cursos de enseñanza o formación;2005T1;0,3
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2025T4;2,2
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2025T3;2,7
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2025T2;4,8
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2025T1;2,2
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2024T4;0,8
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2024T3;1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2024T2;2,1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2024T1;1,2
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2023T4;2,2
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2023T3;2,6
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2023T2;3,7
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2023T1;2,9
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2022T4;3
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2022T3;2,7
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2022T2;2,8
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2022T1;3,7
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2021T4;3,2
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2021T3;2,8
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2021T2;2,3
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2021T1;1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2020T4;2,3
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2020T3;2,2
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2020T2;3
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2020T1;2,8
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2019T4;2,5
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2019T3;1,5
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2019T2;2,7
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2019T1;2,4
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2018T4;1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2018T3;0,6
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2018T2;0,7
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2018T1;0,7
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2017T4;0,6
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2017T3;0,7
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2017T2;0,8
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2017T1;0,5
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2016T4;1,1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2016T3;0,7
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2016T2;0,6
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2016T1;1,6
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2015T4;2,1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2015T3;1,4
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2015T2;0,4
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2015T1;0,4
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2014T4;0,1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2014T3;1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2014T2;1,1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2014T1;1,6
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2013T4;1,3
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2013T3;0,8
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2013T2;1,5
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2013T1;0,8
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2012T4;0,4
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2012T3;0,8
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2012T2;4,1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2012T1;1,6
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2011T4;1,5
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2011T3;1,8
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2011T2;1,7
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2011T1;2,2
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2010T4;1,6
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2010T3;1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2010T2;1,8
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2010T1;1,6
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2009T4;1,9
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2009T3;2,4
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2009T2;1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2009T1;2
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2008T4;2,7
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2008T3;2,5
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2008T2;0,9
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2008T1;2,3
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2007T4;2,7
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2007T3;2,6
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2007T2;3,1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2007T1;3,5
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2006T4;1,1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2006T3;1,7
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2006T2;2,8
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2006T1;2,3
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2005T4;1,1
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2005T3;2,4
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2005T2;3,9
Hombres;De 60 a 64 años;Enfermedad o incapacidad propia;2005T1;3
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2025T4;0,7
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2025T3;0,7
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2025T2;0,7
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2025T1;0,6
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2024T4;1,4
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2024T3;0,5
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2024T2;1
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2024T1;0,7
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2023T4;0,9
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2023T3;0,8
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2023T2;0,6
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2023T1;0,5
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2022T4;0,4
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2022T3;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2022T2;0,3
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2022T1;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2021T4;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2021T3;0,2
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2021T2;1,5
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2021T1;0,5
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2020T4;1,1
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2020T3;0,2
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2020T2;0,5
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2020T1;1,3
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2019T4;0,5
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2019T3;1,1
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2019T2;0,6
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2019T1;0,6
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2018T4;0,5
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2018T3;0,3
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2018T2;0,1
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2018T1;0,1
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2017T4;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2017T3;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2017T2;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2017T1;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2016T4;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2016T3;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2016T2;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2016T1;0,1
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2015T4;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2015T3;0,1
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2015T2;0,1
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2015T1;0,1
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2014T4;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2014T3;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2014T2;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2014T1;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2013T4;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2013T3;0,2
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2013T2;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2013T1;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2012T4;0,4
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2012T3;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2012T2;0,9
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2012T1;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2011T4;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2011T3;0,1
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2011T2;0,6
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2011T1;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2010T4;0,2
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2010T3;0,1
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2010T2;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2010T1;0,3
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2009T4;0,2
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2009T3;0,4
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2009T2;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2009T1;0,1
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2008T4;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2008T3;0,1
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2008T2;..
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2008T1;0
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2007T4;0,3
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2007T3;0,4
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2007T2;0,2
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2007T1;0,2
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2006T4;0,3
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2006T3;0,3
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2006T2;0,3
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2006T1;0,3
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2005T4;0,6
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2005T3;0,1
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2005T2;0,3
Hombres;De 60 a 64 años;Cuidado de niños o de adultos enfermos, incapacitados o mayores;2005T1;1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2025T4;5,3
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2025T3;4,1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2025T2;1,5
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2025T1;1,3
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2024T4;2
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2024T3;2,9
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2024T2;0,3
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2024T1;4,5
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2023T4;3,4
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2023T3;2,9
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2023T2;2,9
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2023T1;4,4
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2022T4;3,3
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2022T3;3,4
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2022T2;6,1
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2022T1;3,3
Hombres;De 60 a 64 años;Otras obligaciones familiares o personales;2021T4;1,5
