Sexo;Ocupación CNO-11;Tiempo que llevan trabajando en el empleo actual;Periodo;Total
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2014T4;98,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2014T3;88,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2014T2;85,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2014T1;84,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2013T4;94
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2013T3;90,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2013T2;91,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2013T1;90,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2012T4;93,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2012T3;93,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2012T2;100,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2012T1;103,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2011T4;100,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2011T3;108,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2011T2;121,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 2 a menos de 3 años;2011T1;124,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2025T4;419,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2025T3;413
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2025T2;402,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2025T1;357,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2024T4;353,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2024T3;344
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2024T2;312
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2024T1;331
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2023T4;336,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2023T3;338,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2023T2;338
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2023T1;354,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2022T4;384,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2022T3;393,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2022T2;380,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2022T1;353,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2021T4;376,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2021T3;358,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2021T2;360,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2021T1;339,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2020T4;360,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2020T3;347,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2020T2;336,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2020T1;351,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2019T4;349,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2019T3;347,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2019T2;331,1
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2019T1;322
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2018T4;322,4
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2018T3;311,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2018T2;292,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2018T1;287,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2017T4;263,5
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2017T3;254,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2017T2;239,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2017T1;220
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2016T4;237
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2016T3;240,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2016T2;230,8
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2016T1;214
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2015T4;233,7
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2015T3;234,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2015T2;233
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2015T1;235,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2014T4;245,3
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2014T3;230,6
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2014T2;236,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2014T1;224,2
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2013T4;245,9
Ambos sexos;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);De 3 a menos de 6 años;2013T3;244,1
