Sexo;Edad;Tipo de administración;Periodo;Total
Hombres;De 45 a 49 años;Empresa e Institución Pública;2007T3;21,6
Hombres;De 45 a 49 años;Empresa e Institución Pública;2007T2;18,6
Hombres;De 45 a 49 años;Empresa e Institución Pública;2007T1;26,3
Hombres;De 45 a 49 años;Empresa e Institución Pública;2006T4;24
Hombres;De 45 a 49 años;Empresa e Institución Pública;2006T3;24,2
Hombres;De 45 a 49 años;Empresa e Institución Pública;2006T2;20,9
Hombres;De 45 a 49 años;Empresa e Institución Pública;2006T1;21,8
Hombres;De 45 a 49 años;Empresa e Institución Pública;2005T4;21,8
Hombres;De 45 a 49 años;Empresa e Institución Pública;2005T3;22
Hombres;De 45 a 49 años;Empresa e Institución Pública;2005T2;25,7
Hombres;De 45 a 49 años;Empresa e Institución Pública;2005T1;18,5
Hombres;De 45 a 49 años;Empresa e Institución Pública;2004T4;23,5
Hombres;De 45 a 49 años;Empresa e Institución Pública;2004T3;24,4
Hombres;De 45 a 49 años;Empresa e Institución Pública;2004T2;27,2
Hombres;De 45 a 49 años;Empresa e Institución Pública;2004T1;29
Hombres;De 45 a 49 años;Empresa e Institución Pública;2003T4;24,4
Hombres;De 45 a 49 años;Empresa e Institución Pública;2003T3;22,1
Hombres;De 45 a 49 años;Empresa e Institución Pública;2003T2;24,3
Hombres;De 45 a 49 años;Empresa e Institución Pública;2003T1;22,6
Hombres;De 45 a 49 años;Empresa e Institución Pública;2002T4;21,2
Hombres;De 45 a 49 años;Empresa e Institución Pública;2002T3;22,5
Hombres;De 45 a 49 años;Empresa e Institución Pública;2002T2;22
Hombres;De 45 a 49 años;Empresa e Institución Pública;2002T1;22,8
Hombres;De 45 a 49 años;Otro tipo;2025T4;1,4
Hombres;De 45 a 49 años;Otro tipo;2025T3;..
Hombres;De 45 a 49 años;Otro tipo;2025T2;0,7
Hombres;De 45 a 49 años;Otro tipo;2025T1;1,4
Hombres;De 45 a 49 años;Otro tipo;2024T4;2,2
Hombres;De 45 a 49 años;Otro tipo;2024T3;2,8
Hombres;De 45 a 49 años;Otro tipo;2024T2;1,2
Hombres;De 45 a 49 años;Otro tipo;2024T1;2,1
Hombres;De 45 a 49 años;Otro tipo;2023T4;1,1
Hombres;De 45 a 49 años;Otro tipo;2023T3;1,2
Hombres;De 45 a 49 años;Otro tipo;2023T2;0,4
Hombres;De 45 a 49 años;Otro tipo;2023T1;0,6
Hombres;De 45 a 49 años;Otro tipo;2022T4;2,3
Hombres;De 45 a 49 años;Otro tipo;2022T3;1,4
Hombres;De 45 a 49 años;Otro tipo;2022T2;1,9
Hombres;De 45 a 49 años;Otro tipo;2022T1;0,8
Hombres;De 45 a 49 años;Otro tipo;2021T4;1,8
Hombres;De 45 a 49 años;Otro tipo;2021T3;1,6
Hombres;De 45 a 49 años;Otro tipo;2021T2;1,3
Hombres;De 45 a 49 años;Otro tipo;2021T1;3,3
Hombres;De 45 a 49 años;Otro tipo;2020T4;1,3
Hombres;De 45 a 49 años;Otro tipo;2020T3;1,7
Hombres;De 45 a 49 años;Otro tipo;2020T2;0,5
Hombres;De 45 a 49 años;Otro tipo;2020T1;0,7
Hombres;De 45 a 49 años;Otro tipo;2019T4;0,8
Hombres;De 45 a 49 años;Otro tipo;2019T3;0,3
Hombres;De 45 a 49 años;Otro tipo;2019T2;0,3
Hombres;De 45 a 49 años;Otro tipo;2019T1;0,4
Hombres;De 45 a 49 años;Otro tipo;2018T4;0,9
Hombres;De 45 a 49 años;Otro tipo;2018T3;0,5
Hombres;De 45 a 49 años;Otro tipo;2018T2;0,3
Hombres;De 45 a 49 años;Otro tipo;2018T1;1,3
Hombres;De 45 a 49 años;Otro tipo;2017T4;1
Hombres;De 45 a 49 años;Otro tipo;2017T3;0,3
Hombres;De 45 a 49 años;Otro tipo;2017T2;..
Hombres;De 45 a 49 años;Otro tipo;2017T1;..
Hombres;De 45 a 49 años;Otro tipo;2016T4;..
Hombres;De 45 a 49 años;Otro tipo;2016T3;..
Hombres;De 45 a 49 años;Otro tipo;2016T2;1,5
Hombres;De 45 a 49 años;Otro tipo;2016T1;1,2
Hombres;De 45 a 49 años;Otro tipo;2015T4;0,2
Hombres;De 45 a 49 años;Otro tipo;2015T3;0,2
Hombres;De 45 a 49 años;Otro tipo;2015T2;0,2
Hombres;De 45 a 49 años;Otro tipo;2015T1;1,1
Hombres;De 45 a 49 años;Otro tipo;2014T4;0,4
Hombres;De 45 a 49 años;Otro tipo;2014T3;0,6
Hombres;De 45 a 49 años;Otro tipo;2014T2;0,6
Hombres;De 45 a 49 años;Otro tipo;2014T1;0,8
Hombres;De 45 a 49 años;Otro tipo;2013T4;1,3
Hombres;De 45 a 49 años;Otro tipo;2013T3;0,8
Hombres;De 45 a 49 años;Otro tipo;2013T2;0,5
Hombres;De 45 a 49 años;Otro tipo;2013T1;0,8
Hombres;De 45 a 49 años;Otro tipo;2012T4;0,9
Hombres;De 45 a 49 años;Otro tipo;2012T3;0,4
Hombres;De 45 a 49 años;Otro tipo;2012T2;0,6
Hombres;De 45 a 49 años;Otro tipo;2012T1;0,4
Hombres;De 45 a 49 años;Otro tipo;2011T4;0,4
Hombres;De 45 a 49 años;Otro tipo;2011T3;1,4
Hombres;De 45 a 49 años;Otro tipo;2011T2;0,6
Hombres;De 45 a 49 años;Otro tipo;2011T1;1,5
Hombres;De 45 a 49 años;Otro tipo;2010T4;0,2
Hombres;De 45 a 49 años;Otro tipo;2010T3;1,1
Hombres;De 45 a 49 años;Otro tipo;2010T2;1,2
Hombres;De 45 a 49 años;Otro tipo;2010T1;1,5
Hombres;De 45 a 49 años;Otro tipo;2009T4;1,1
Hombres;De 45 a 49 años;Otro tipo;2009T3;0,6
Hombres;De 45 a 49 años;Otro tipo;2009T2;0,7
Hombres;De 45 a 49 años;Otro tipo;2009T1;1
Hombres;De 45 a 49 años;Otro tipo;2008T4;0,6
Hombres;De 45 a 49 años;Otro tipo;2008T3;0,6
Hombres;De 45 a 49 años;Otro tipo;2008T2;0,1
Hombres;De 45 a 49 años;Otro tipo;2008T1;..
Hombres;De 45 a 49 años;Otro tipo;2007T4;0,4
Hombres;De 45 a 49 años;Otro tipo;2007T3;0,1
Hombres;De 45 a 49 años;Otro tipo;2007T2;0,8
Hombres;De 45 a 49 años;Otro tipo;2007T1;1,8
Hombres;De 45 a 49 años;Otro tipo;2006T4;1,8
Hombres;De 45 a 49 años;Otro tipo;2006T3;0,1
Hombres;De 45 a 49 años;Otro tipo;2006T2;0,5
Hombres;De 45 a 49 años;Otro tipo;2006T1;1,2
Hombres;De 45 a 49 años;Otro tipo;2005T4;1
Hombres;De 45 a 49 años;Otro tipo;2005T3;1,8
Hombres;De 45 a 49 años;Otro tipo;2005T2;1,4
Hombres;De 45 a 49 años;Otro tipo;2005T1;1,5
Hombres;De 45 a 49 años;Otro tipo;2004T4;3,9
Hombres;De 45 a 49 años;Otro tipo;2004T3;1
Hombres;De 45 a 49 años;Otro tipo;2004T2;1,1
Hombres;De 45 a 49 años;Otro tipo;2004T1;0,4
Hombres;De 45 a 49 años;Otro tipo;2003T4;0,8
Hombres;De 45 a 49 años;Otro tipo;2003T3;1
Hombres;De 45 a 49 años;Otro tipo;2003T2;1,7
Hombres;De 45 a 49 años;Otro tipo;2003T1;0,6
Hombres;De 45 a 49 años;Otro tipo;2002T4;0,8
Hombres;De 45 a 49 años;Otro tipo;2002T3;1
Hombres;De 45 a 49 años;Otro tipo;2002T2;1,4
Hombres;De 45 a 49 años;Otro tipo;2002T1;0,6
Hombres;De 45 a 49 años;No sabe;2025T4;..
Hombres;De 45 a 49 años;No sabe;2025T3;..
Hombres;De 45 a 49 años;No sabe;2025T2;..
Hombres;De 45 a 49 años;No sabe;2025T1;..
Hombres;De 45 a 49 años;No sabe;2024T4;..
Hombres;De 45 a 49 años;No sabe;2024T3;0,6
Hombres;De 45 a 49 años;No sabe;2024T2;0,1
Hombres;De 45 a 49 años;No sabe;2024T1;0,4
Hombres;De 45 a 49 años;No sabe;2023T4;0,2
Hombres;De 45 a 49 años;No sabe;2023T3;..
Hombres;De 45 a 49 años;No sabe;2023T2;..
Hombres;De 45 a 49 años;No sabe;2023T1;..
Hombres;De 45 a 49 años;No sabe;2022T4;0,7
Hombres;De 45 a 49 años;No sabe;2022T3;..
Hombres;De 45 a 49 años;No sabe;2022T2;..
Hombres;De 45 a 49 años;No sabe;2022T1;..
Hombres;De 45 a 49 años;No sabe;2021T4;0,3
Hombres;De 45 a 49 años;No sabe;2021T3;..
Hombres;De 45 a 49 años;No sabe;2021T2;..
Hombres;De 45 a 49 años;No sabe;2021T1;0,2
Hombres;De 45 a 49 años;No sabe;2020T4;..
Hombres;De 45 a 49 años;No sabe;2020T3;0,4
Hombres;De 45 a 49 años;No sabe;2020T2;..
Hombres;De 45 a 49 años;No sabe;2020T1;..
Hombres;De 45 a 49 años;No sabe;2019T4;..
Hombres;De 45 a 49 años;No sabe;2019T3;..
Hombres;De 45 a 49 años;No sabe;2019T2;1
Hombres;De 45 a 49 años;No sabe;2019T1;..
Hombres;De 45 a 49 años;No sabe;2018T4;..
Hombres;De 45 a 49 años;No sabe;2018T3;..
Hombres;De 45 a 49 años;No sabe;2018T2;..
Hombres;De 45 a 49 años;No sabe;2018T1;..
Hombres;De 45 a 49 años;No sabe;2017T4;..
Hombres;De 45 a 49 años;No sabe;2017T3;0,2
Hombres;De 45 a 49 años;No sabe;2017T2;0,1
Hombres;De 45 a 49 años;No sabe;2017T1;..
Hombres;De 45 a 49 años;No sabe;2016T4;..
Hombres;De 45 a 49 años;No sabe;2016T3;..
Hombres;De 45 a 49 años;No sabe;2016T2;..
Hombres;De 45 a 49 años;No sabe;2016T1;..
Hombres;De 45 a 49 años;No sabe;2015T4;..
Hombres;De 45 a 49 años;No sabe;2015T3;0,1
Hombres;De 45 a 49 años;No sabe;2015T2;..
Hombres;De 45 a 49 años;No sabe;2015T1;..
Hombres;De 45 a 49 años;No sabe;2014T4;..
Hombres;De 45 a 49 años;No sabe;2014T3;0,1
Hombres;De 45 a 49 años;No sabe;2014T2;..
Hombres;De 45 a 49 años;No sabe;2014T1;..
Hombres;De 45 a 49 años;No sabe;2013T4;0,1
Hombres;De 45 a 49 años;No sabe;2013T3;..
Hombres;De 45 a 49 años;No sabe;2013T2;..
Hombres;De 45 a 49 años;No sabe;2013T1;..
Hombres;De 45 a 49 años;No sabe;2012T4;..
Hombres;De 45 a 49 años;No sabe;2012T3;..
Hombres;De 45 a 49 años;No sabe;2012T2;..
Hombres;De 45 a 49 años;No sabe;2012T1;..
Hombres;De 45 a 49 años;No sabe;2011T4;..
Hombres;De 45 a 49 años;No sabe;2011T3;0,1
Hombres;De 45 a 49 años;No sabe;2011T2;0,2
Hombres;De 45 a 49 años;No sabe;2011T1;0,1
Hombres;De 45 a 49 años;No sabe;2010T4;..
Hombres;De 45 a 49 años;No sabe;2010T3;..
Hombres;De 45 a 49 años;No sabe;2010T2;..
Hombres;De 45 a 49 años;No sabe;2010T1;..
Hombres;De 45 a 49 años;No sabe;2009T4;0,9
Hombres;De 45 a 49 años;No sabe;2009T3;..
Hombres;De 45 a 49 años;No sabe;2009T2;2
Hombres;De 45 a 49 años;No sabe;2009T1;0,6
Hombres;De 45 a 49 años;No sabe;2008T4;1,2
Hombres;De 45 a 49 años;No sabe;2008T3;1,1
Hombres;De 45 a 49 años;No sabe;2008T2;0,1
Hombres;De 45 a 49 años;No sabe;2008T1;..
Hombres;De 45 a 49 años;No sabe;2007T4;..
Hombres;De 45 a 49 años;No sabe;2007T3;..
Hombres;De 45 a 49 años;No sabe;2007T2;0,1
Hombres;De 45 a 49 años;No sabe;2007T1;0,4
Hombres;De 45 a 49 años;No sabe;2006T4;0,9
Hombres;De 45 a 49 años;No sabe;2006T3;1,1
Hombres;De 45 a 49 años;No sabe;2006T2;..
Hombres;De 45 a 49 años;No sabe;2006T1;..
Hombres;De 45 a 49 años;No sabe;2005T4;0,5
Hombres;De 45 a 49 años;No sabe;2005T3;0,6
Hombres;De 45 a 49 años;No sabe;2005T2;0,8
Hombres;De 45 a 49 años;No sabe;2005T1;0,2
Hombres;De 45 a 49 años;No sabe;2004T4;..
Hombres;De 45 a 49 años;No sabe;2004T3;..
Hombres;De 45 a 49 años;No sabe;2004T2;..
Hombres;De 45 a 49 años;No sabe;2004T1;..
Hombres;De 45 a 49 años;No sabe;2003T4;..
Hombres;De 45 a 49 años;No sabe;2003T3;..
Hombres;De 45 a 49 años;No sabe;2003T2;..
Hombres;De 45 a 49 años;No sabe;2003T1;..
Hombres;De 45 a 49 años;No sabe;2002T4;..
Hombres;De 45 a 49 años;No sabe;2002T3;..
Hombres;De 45 a 49 años;No sabe;2002T2;..
Hombres;De 45 a 49 años;No sabe;2002T1;..
Hombres;De 50 a 54 años;Total;2025T4;239,2
Hombres;De 50 a 54 años;Total;2025T3;237,3
Hombres;De 50 a 54 años;Total;2025T2;222,3
Hombres;De 50 a 54 años;Total;2025T1;223
Hombres;De 50 a 54 años;Total;2024T4;241,4
Hombres;De 50 a 54 años;Total;2024T3;237,5
Hombres;De 50 a 54 años;Total;2024T2;233,1
Hombres;De 50 a 54 años;Total;2024T1;219,4
Hombres;De 50 a 54 años;Total;2023T4;228,1
Hombres;De 50 a 54 años;Total;2023T3;230,4
Hombres;De 50 a 54 años;Total;2023T2;240,3
Hombres;De 50 a 54 años;Total;2023T1;225,9
Hombres;De 50 a 54 años;Total;2022T4;229,1
Hombres;De 50 a 54 años;Total;2022T3;232,5
Hombres;De 50 a 54 años;Total;2022T2;229,7
Hombres;De 50 a 54 años;Total;2022T1;219,8
Hombres;De 50 a 54 años;Total;2021T4;224,6
Hombres;De 50 a 54 años;Total;2021T3;217,9
Hombres;De 50 a 54 años;Total;2021T2;226
Hombres;De 50 a 54 años;Total;2021T1;233,1
Hombres;De 50 a 54 años;Total;2020T4;237,6
Hombres;De 50 a 54 años;Total;2020T3;237,6
Hombres;De 50 a 54 años;Total;2020T2;244,3
Hombres;De 50 a 54 años;Total;2020T1;233,6
Hombres;De 50 a 54 años;Total;2019T4;228,3
Hombres;De 50 a 54 años;Total;2019T3;225,6
Hombres;De 50 a 54 años;Total;2019T2;231,2
Hombres;De 50 a 54 años;Total;2019T1;233,2
Hombres;De 50 a 54 años;Total;2018T4;233,6
Hombres;De 50 a 54 años;Total;2018T3;242,4
Hombres;De 50 a 54 años;Total;2018T2;238,7
Hombres;De 50 a 54 años;Total;2018T1;236,9
Hombres;De 50 a 54 años;Total;2017T4;222,6
Hombres;De 50 a 54 años;Total;2017T3;223,2
Hombres;De 50 a 54 años;Total;2017T2;213,8
Hombres;De 50 a 54 años;Total;2017T1;215,6
Hombres;De 50 a 54 años;Total;2016T4;215,2
Hombres;De 50 a 54 años;Total;2016T3;221,5
Hombres;De 50 a 54 años;Total;2016T2;228,7
Hombres;De 50 a 54 años;Total;2016T1;236,1
Hombres;De 50 a 54 años;Total;2015T4;243,6
Hombres;De 50 a 54 años;Total;2015T3;249,7
Hombres;De 50 a 54 años;Total;2015T2;244,2
Hombres;De 50 a 54 años;Total;2015T1;238,9
Hombres;De 50 a 54 años;Total;2014T4;234,4
Hombres;De 50 a 54 años;Total;2014T3;228,7
Hombres;De 50 a 54 años;Total;2014T2;240,1
Hombres;De 50 a 54 años;Total;2014T1;232,2
Hombres;De 50 a 54 años;Total;2013T4;230,5
Hombres;De 50 a 54 años;Total;2013T3;233,1
Hombres;De 50 a 54 años;Total;2013T2;234,5
Hombres;De 50 a 54 años;Total;2013T1;230
Hombres;De 50 a 54 años;Total;2012T4;229
Hombres;De 50 a 54 años;Total;2012T3;223,3
Hombres;De 50 a 54 años;Total;2012T2;227,1
Hombres;De 50 a 54 años;Total;2012T1;235,7
Hombres;De 50 a 54 años;Total;2011T4;232,2
Hombres;De 50 a 54 años;Total;2011T3;244,2
Hombres;De 50 a 54 años;Total;2011T2;241,5
Hombres;De 50 a 54 años;Total;2011T1;245,7
Hombres;De 50 a 54 años;Total;2010T4;234,8
Hombres;De 50 a 54 años;Total;2010T3;235,3
Hombres;De 50 a 54 años;Total;2010T2;227,5
Hombres;De 50 a 54 años;Total;2010T1;229,9
Hombres;De 50 a 54 años;Total;2009T4;233,1
Hombres;De 50 a 54 años;Total;2009T3;231,5
Hombres;De 50 a 54 años;Total;2009T2;229,2
Hombres;De 50 a 54 años;Total;2009T1;229,1
Hombres;De 50 a 54 años;Total;2008T4;224,1
Hombres;De 50 a 54 años;Total;2008T3;213,6
Hombres;De 50 a 54 años;Total;2008T2;208,5
Hombres;De 50 a 54 años;Total;2008T1;205,2
Hombres;De 50 a 54 años;Total;2007T4;207,1
Hombres;De 50 a 54 años;Total;2007T3;209,3
Hombres;De 50 a 54 años;Total;2007T2;200,6
Hombres;De 50 a 54 años;Total;2007T1;201,3
Hombres;De 50 a 54 años;Total;2006T4;202,5
Hombres;De 50 a 54 años;Total;2006T3;189,8
Hombres;De 50 a 54 años;Total;2006T2;176,6
Hombres;De 50 a 54 años;Total;2006T1;178,3
Hombres;De 50 a 54 años;Total;2005T4;192,1
Hombres;De 50 a 54 años;Total;2005T3;189,5
Hombres;De 50 a 54 años;Total;2005T2;182,9
Hombres;De 50 a 54 años;Total;2005T1;180,1
Hombres;De 50 a 54 años;Total;2004T4;181,6
Hombres;De 50 a 54 años;Total;2004T3;173,4
Hombres;De 50 a 54 años;Total;2004T2;164,6
Hombres;De 50 a 54 años;Total;2004T1;162,5
Hombres;De 50 a 54 años;Total;2003T4;163,3
Hombres;De 50 a 54 años;Total;2003T3;164,9
Hombres;De 50 a 54 años;Total;2003T2;158,6
Hombres;De 50 a 54 años;Total;2003T1;162,8
Hombres;De 50 a 54 años;Total;2002T4;160,2
Hombres;De 50 a 54 años;Total;2002T3;155,7
Hombres;De 50 a 54 años;Total;2002T2;154,2
Hombres;De 50 a 54 años;Total;2002T1;152,7
Hombres;De 50 a 54 años;Central;2025T4;55,5
Hombres;De 50 a 54 años;Central;2025T3;57,7
Hombres;De 50 a 54 años;Central;2025T2;53,1
Hombres;De 50 a 54 años;Central;2025T1;47,3
Hombres;De 50 a 54 años;Central;2024T4;52,1
Hombres;De 50 a 54 años;Central;2024T3;55,7
Hombres;De 50 a 54 años;Central;2024T2;57,3
Hombres;De 50 a 54 años;Central;2024T1;53,5
Hombres;De 50 a 54 años;Central;2023T4;52,6
Hombres;De 50 a 54 años;Central;2023T3;52,8
Hombres;De 50 a 54 años;Central;2023T2;54,1
Hombres;De 50 a 54 años;Central;2023T1;48,6
Hombres;De 50 a 54 años;Central;2022T4;49,2
Hombres;De 50 a 54 años;Central;2022T3;49,5
Hombres;De 50 a 54 años;Central;2022T2;52,3
Hombres;De 50 a 54 años;Central;2022T1;51,1
Hombres;De 50 a 54 años;Central;2021T4;52,3
Hombres;De 50 a 54 años;Central;2021T3;50,7
Hombres;De 50 a 54 años;Central;2021T2;52,6
Hombres;De 50 a 54 años;Central;2021T1;54,4
Hombres;De 50 a 54 años;Central;2020T4;57,5
Hombres;De 50 a 54 años;Central;2020T3;60,6
Hombres;De 50 a 54 años;Central;2020T2;57,9
Hombres;De 50 a 54 años;Central;2020T1;56,1
Hombres;De 50 a 54 años;Central;2019T4;52,5
Hombres;De 50 a 54 años;Central;2019T3;52,3
Hombres;De 50 a 54 años;Central;2019T2;46,8
Hombres;De 50 a 54 años;Central;2019T1;50,4
Hombres;De 50 a 54 años;Central;2018T4;51,3
Hombres;De 50 a 54 años;Central;2018T3;50,5
Hombres;De 50 a 54 años;Central;2018T2;55,7
Hombres;De 50 a 54 años;Central;2018T1;53,2
Hombres;De 50 a 54 años;Central;2017T4;52,4
Hombres;De 50 a 54 años;Central;2017T3;47
Hombres;De 50 a 54 años;Central;2017T2;46,6
Hombres;De 50 a 54 años;Central;2017T1;45,4
Hombres;De 50 a 54 años;Central;2016T4;51,7
Hombres;De 50 a 54 años;Central;2016T3;52,3
Hombres;De 50 a 54 años;Central;2016T2;55,5
Hombres;De 50 a 54 años;Central;2016T1;55
Hombres;De 50 a 54 años;Central;2015T4;64,6
Hombres;De 50 a 54 años;Central;2015T3;65
Hombres;De 50 a 54 años;Central;2015T2;56,2
Hombres;De 50 a 54 años;Central;2015T1;53
Hombres;De 50 a 54 años;Central;2014T4;55,3
Hombres;De 50 a 54 años;Central;2014T3;55,2
Hombres;De 50 a 54 años;Central;2014T2;55,3
Hombres;De 50 a 54 años;Central;2014T1;52,9
Hombres;De 50 a 54 años;Central;2013T4;53,9
Hombres;De 50 a 54 años;Central;2013T3;53,2
Hombres;De 50 a 54 años;Central;2013T2;50,3
Hombres;De 50 a 54 años;Central;2013T1;54,2
Hombres;De 50 a 54 años;Central;2012T4;57
Hombres;De 50 a 54 años;Central;2012T3;57,9
Hombres;De 50 a 54 años;Central;2012T2;54,4
Hombres;De 50 a 54 años;Central;2012T1;58,3
Hombres;De 50 a 54 años;Central;2011T4;51,2
Hombres;De 50 a 54 años;Central;2011T3;55,2
Hombres;De 50 a 54 años;Central;2011T2;57,4
Hombres;De 50 a 54 años;Central;2011T1;59,2
Hombres;De 50 a 54 años;Central;2010T4;57
Hombres;De 50 a 54 años;Central;2010T3;52,2
Hombres;De 50 a 54 años;Central;2010T2;56,5
Hombres;De 50 a 54 años;Central;2010T1;54,1
Hombres;De 50 a 54 años;Central;2009T4;56,4
Hombres;De 50 a 54 años;Central;2009T3;57,7
Hombres;De 50 a 54 años;Central;2009T2;55,3
Hombres;De 50 a 54 años;Central;2009T1;57,2
Hombres;De 50 a 54 años;Central;2008T4;55,8
Hombres;De 50 a 54 años;Central;2008T3;54,1
Hombres;De 50 a 54 años;Central;2008T2;52,1
Hombres;De 50 a 54 años;Central;2008T1;51,2
Hombres;De 50 a 54 años;Central;2007T4;51,2
Hombres;De 50 a 54 años;Central;2007T3;58,8
Hombres;De 50 a 54 años;Central;2007T2;56,8
Hombres;De 50 a 54 años;Central;2007T1;57,1
Hombres;De 50 a 54 años;Central;2006T4;52,8
Hombres;De 50 a 54 años;Central;2006T3;44,6
Hombres;De 50 a 54 años;Central;2006T2;38,9
Hombres;De 50 a 54 años;Central;2006T1;40
Hombres;De 50 a 54 años;Central;2005T4;42,5
Hombres;De 50 a 54 años;Central;2005T3;42,9
Hombres;De 50 a 54 años;Central;2005T2;41,7
Hombres;De 50 a 54 años;Central;2005T1;42,8
Hombres;De 50 a 54 años;Central;2004T4;40,7
Hombres;De 50 a 54 años;Central;2004T3;41,5
Hombres;De 50 a 54 años;Central;2004T2;40
Hombres;De 50 a 54 años;Central;2004T1;40,3
Hombres;De 50 a 54 años;Central;2003T4;43
Hombres;De 50 a 54 años;Central;2003T3;48,4
Hombres;De 50 a 54 años;Central;2003T2;44,9
Hombres;De 50 a 54 años;Central;2003T1;49,7
Hombres;De 50 a 54 años;Central;2002T4;48,5
Hombres;De 50 a 54 años;Central;2002T3;47
Hombres;De 50 a 54 años;Central;2002T2;48,1
Hombres;De 50 a 54 años;Central;2002T1;49,7
Hombres;De 50 a 54 años;Seguridad Social;2025T4;0,6
Hombres;De 50 a 54 años;Seguridad Social;2025T3;1
Hombres;De 50 a 54 años;Seguridad Social;2025T2;2,1
Hombres;De 50 a 54 años;Seguridad Social;2025T1;1,7
Hombres;De 50 a 54 años;Seguridad Social;2024T4;2,2
Hombres;De 50 a 54 años;Seguridad Social;2024T3;0,7
Hombres;De 50 a 54 años;Seguridad Social;2024T2;1
Hombres;De 50 a 54 años;Seguridad Social;2024T1;1,5
Hombres;De 50 a 54 años;Seguridad Social;2023T4;3,1
Hombres;De 50 a 54 años;Seguridad Social;2023T3;1,3
Hombres;De 50 a 54 años;Seguridad Social;2023T2;1
Hombres;De 50 a 54 años;Seguridad Social;2023T1;0,9
Hombres;De 50 a 54 años;Seguridad Social;2022T4;1,2
Hombres;De 50 a 54 años;Seguridad Social;2022T3;0,5
Hombres;De 50 a 54 años;Seguridad Social;2022T2;0,4
Hombres;De 50 a 54 años;Seguridad Social;2022T1;0,9
Hombres;De 50 a 54 años;Seguridad Social;2021T4;1,9
Hombres;De 50 a 54 años;Seguridad Social;2021T3;2,7
Hombres;De 50 a 54 años;Seguridad Social;2021T2;3,1
Hombres;De 50 a 54 años;Seguridad Social;2021T1;2,9
Hombres;De 50 a 54 años;Seguridad Social;2020T4;2
Hombres;De 50 a 54 años;Seguridad Social;2020T3;2,1
Hombres;De 50 a 54 años;Seguridad Social;2020T2;2,4
Hombres;De 50 a 54 años;Seguridad Social;2020T1;2,7
Hombres;De 50 a 54 años;Seguridad Social;2019T4;0,4
Hombres;De 50 a 54 años;Seguridad Social;2019T3;0,8
Hombres;De 50 a 54 años;Seguridad Social;2019T2;1,7
Hombres;De 50 a 54 años;Seguridad Social;2019T1;1,5
Hombres;De 50 a 54 años;Seguridad Social;2018T4;2,4
Hombres;De 50 a 54 años;Seguridad Social;2018T3;2,6
Hombres;De 50 a 54 años;Seguridad Social;2018T2;2,1
Hombres;De 50 a 54 años;Seguridad Social;2018T1;2,9
Hombres;De 50 a 54 años;Seguridad Social;2017T4;1,8
Hombres;De 50 a 54 años;Seguridad Social;2017T3;2,3
Hombres;De 50 a 54 años;Seguridad Social;2017T2;1,5
Hombres;De 50 a 54 años;Seguridad Social;2017T1;1,7
Hombres;De 50 a 54 años;Seguridad Social;2016T4;2,1
Hombres;De 50 a 54 años;Seguridad Social;2016T3;1,4
Hombres;De 50 a 54 años;Seguridad Social;2016T2;2,3
Hombres;De 50 a 54 años;Seguridad Social;2016T1;3,3
Hombres;De 50 a 54 años;Seguridad Social;2015T4;3,4
Hombres;De 50 a 54 años;Seguridad Social;2015T3;3,2
Hombres;De 50 a 54 años;Seguridad Social;2015T2;3
Hombres;De 50 a 54 años;Seguridad Social;2015T1;4,6
Hombres;De 50 a 54 años;Seguridad Social;2014T4;4,6
Hombres;De 50 a 54 años;Seguridad Social;2014T3;3
Hombres;De 50 a 54 años;Seguridad Social;2014T2;3,6
Hombres;De 50 a 54 años;Seguridad Social;2014T1;2,8
Hombres;De 50 a 54 años;Seguridad Social;2013T4;3,4
Hombres;De 50 a 54 años;Seguridad Social;2013T3;3,1
Hombres;De 50 a 54 años;Seguridad Social;2013T2;3,2
Hombres;De 50 a 54 años;Seguridad Social;2013T1;5,4
Hombres;De 50 a 54 años;Seguridad Social;2012T4;3,3
Hombres;De 50 a 54 años;Seguridad Social;2012T3;2,2
Hombres;De 50 a 54 años;Seguridad Social;2012T2;2,2
Hombres;De 50 a 54 años;Seguridad Social;2012T1;2,1
Hombres;De 50 a 54 años;Seguridad Social;2011T4;2,2
Hombres;De 50 a 54 años;Seguridad Social;2011T3;1,2
Hombres;De 50 a 54 años;Seguridad Social;2011T2;1,6
Hombres;De 50 a 54 años;Seguridad Social;2011T1;1
Hombres;De 50 a 54 años;Seguridad Social;2010T4;3,5
Hombres;De 50 a 54 años;Seguridad Social;2010T3;3,4
Hombres;De 50 a 54 años;Seguridad Social;2010T2;3,2
Hombres;De 50 a 54 años;Seguridad Social;2010T1;3,1
Hombres;De 50 a 54 años;Seguridad Social;2009T4;3,1
Hombres;De 50 a 54 años;Seguridad Social;2009T3;3,5
Hombres;De 50 a 54 años;Seguridad Social;2009T2;1,6
Hombres;De 50 a 54 años;Seguridad Social;2009T1;2,2
Hombres;De 50 a 54 años;Seguridad Social;2008T4;2,6
Hombres;De 50 a 54 años;Seguridad Social;2008T3;1,9
Hombres;De 50 a 54 años;Seguridad Social;2008T2;2,2
Hombres;De 50 a 54 años;Seguridad Social;2008T1;2,5
Hombres;De 50 a 54 años;Seguridad Social;2007T4;2,6
Hombres;De 50 a 54 años;Seguridad Social;2007T3;3,7
Hombres;De 50 a 54 años;Seguridad Social;2007T2;3,6
