Sexo;Edad;Tipo de administración;Periodo;Total
Ambos sexos;De 65 a 69 años;No sabe;2015T1;..
Ambos sexos;De 65 a 69 años;No sabe;2014T4;..
Ambos sexos;De 65 a 69 años;No sabe;2014T3;0,2
Ambos sexos;De 65 a 69 años;No sabe;2014T2;0,2
Ambos sexos;De 65 a 69 años;No sabe;2014T1;..
Ambos sexos;De 65 a 69 años;No sabe;2013T4;..
Ambos sexos;De 65 a 69 años;No sabe;2013T3;..
Ambos sexos;De 65 a 69 años;No sabe;2013T2;..
Ambos sexos;De 65 a 69 años;No sabe;2013T1;..
Ambos sexos;De 65 a 69 años;No sabe;2012T4;..
Ambos sexos;De 65 a 69 años;No sabe;2012T3;..
Ambos sexos;De 65 a 69 años;No sabe;2012T2;..
Ambos sexos;De 65 a 69 años;No sabe;2012T1;..
Ambos sexos;De 65 a 69 años;No sabe;2011T4;..
Ambos sexos;De 65 a 69 años;No sabe;2011T3;..
Ambos sexos;De 65 a 69 años;No sabe;2011T2;..
Ambos sexos;De 65 a 69 años;No sabe;2011T1;..
Ambos sexos;De 65 a 69 años;No sabe;2010T4;..
Ambos sexos;De 65 a 69 años;No sabe;2010T3;..
Ambos sexos;De 65 a 69 años;No sabe;2010T2;..
Ambos sexos;De 65 a 69 años;No sabe;2010T1;..
Ambos sexos;De 65 a 69 años;No sabe;2009T4;0,2
Ambos sexos;De 65 a 69 años;No sabe;2009T3;..
Ambos sexos;De 65 a 69 años;No sabe;2009T2;..
Ambos sexos;De 65 a 69 años;No sabe;2009T1;0,2
Ambos sexos;De 65 a 69 años;No sabe;2008T4;..
Ambos sexos;De 65 a 69 años;No sabe;2008T3;..
Ambos sexos;De 65 a 69 años;No sabe;2008T2;..
Ambos sexos;De 65 a 69 años;No sabe;2008T1;0,3
Ambos sexos;De 65 a 69 años;No sabe;2007T4;..
Ambos sexos;De 65 a 69 años;No sabe;2007T3;..
Ambos sexos;De 65 a 69 años;No sabe;2007T2;..
Ambos sexos;De 65 a 69 años;No sabe;2007T1;0,4
Ambos sexos;De 65 a 69 años;No sabe;2006T4;..
Ambos sexos;De 65 a 69 años;No sabe;2006T3;0,4
Ambos sexos;De 65 a 69 años;No sabe;2006T2;..
Ambos sexos;De 65 a 69 años;No sabe;2006T1;0,2
Ambos sexos;De 65 a 69 años;No sabe;2005T4;0,3
Ambos sexos;De 65 a 69 años;No sabe;2005T3;..
Ambos sexos;De 65 a 69 años;No sabe;2005T2;..
Ambos sexos;De 65 a 69 años;No sabe;2005T1;..
Ambos sexos;De 65 a 69 años;No sabe;2004T4;..
Ambos sexos;De 65 a 69 años;No sabe;2004T3;..
Ambos sexos;De 65 a 69 años;No sabe;2004T2;..
Ambos sexos;De 65 a 69 años;No sabe;2004T1;..
Ambos sexos;De 65 a 69 años;No sabe;2003T4;..
Ambos sexos;De 65 a 69 años;No sabe;2003T3;..
Ambos sexos;De 65 a 69 años;No sabe;2003T2;..
Ambos sexos;De 65 a 69 años;No sabe;2003T1;..
Ambos sexos;De 65 a 69 años;No sabe;2002T4;..
Ambos sexos;De 65 a 69 años;No sabe;2002T3;..
Ambos sexos;De 65 a 69 años;No sabe;2002T2;..
Ambos sexos;De 65 a 69 años;No sabe;2002T1;..
Ambos sexos;70 y más años;Total;2025T4;2,3
Ambos sexos;70 y más años;Total;2025T3;2,4
Ambos sexos;70 y más años;Total;2025T2;2,9
Ambos sexos;70 y más años;Total;2025T1;1,5
Ambos sexos;70 y más años;Total;2024T4;1,5
Ambos sexos;70 y más años;Total;2024T3;1,1
Ambos sexos;70 y más años;Total;2024T2;2
Ambos sexos;70 y más años;Total;2024T1;1,9
Ambos sexos;70 y más años;Total;2023T4;1,8
Ambos sexos;70 y más años;Total;2023T3;1,9
Ambos sexos;70 y más años;Total;2023T2;2,3
Ambos sexos;70 y más años;Total;2023T1;1,5
Ambos sexos;70 y más años;Total;2022T4;1,7
Ambos sexos;70 y más años;Total;2022T3;1,9
Ambos sexos;70 y más años;Total;2022T2;2,3
Ambos sexos;70 y más años;Total;2022T1;2,2
Ambos sexos;70 y más años;Total;2021T4;2,7
Ambos sexos;70 y más años;Total;2021T3;2
Ambos sexos;70 y más años;Total;2021T2;2,1
Ambos sexos;70 y más años;Total;2021T1;1,8
Ambos sexos;70 y más años;Total;2020T4;0,2
Ambos sexos;70 y más años;Total;2020T3;1,4
Ambos sexos;70 y más años;Total;2020T2;3,2
Ambos sexos;70 y más años;Total;2020T1;4,4
Ambos sexos;70 y más años;Total;2019T4;2,9
Ambos sexos;70 y más años;Total;2019T3;4,2
Ambos sexos;70 y más años;Total;2019T2;4,3
Ambos sexos;70 y más años;Total;2019T1;2,1
Ambos sexos;70 y más años;Total;2018T4;3,9
Ambos sexos;70 y más años;Total;2018T3;2,6
Ambos sexos;70 y más años;Total;2018T2;2,6
Ambos sexos;70 y más años;Total;2018T1;2,6
Ambos sexos;70 y más años;Total;2017T4;2,2
Ambos sexos;70 y más años;Total;2017T3;3,9
Ambos sexos;70 y más años;Total;2017T2;2,4
Ambos sexos;70 y más años;Total;2017T1;1,2
Ambos sexos;70 y más años;Total;2016T4;1,6
Ambos sexos;70 y más años;Total;2016T3;0,9
Ambos sexos;70 y más años;Total;2016T2;1,4
Ambos sexos;70 y más años;Total;2016T1;0,2
Ambos sexos;70 y más años;Total;2015T4;1,1
Ambos sexos;70 y más años;Total;2015T3;1
Ambos sexos;70 y más años;Total;2015T2;1,1
Ambos sexos;70 y más años;Total;2015T1;1,5
Ambos sexos;70 y más años;Total;2014T4;1,5
Ambos sexos;70 y más años;Total;2014T3;2,2
Ambos sexos;70 y más años;Total;2014T2;1,8
Ambos sexos;70 y más años;Total;2014T1;3,1
Ambos sexos;70 y más años;Total;2013T4;3,7
Ambos sexos;70 y más años;Total;2013T3;2,9
Ambos sexos;70 y más años;Total;2013T2;4
Ambos sexos;70 y más años;Total;2013T1;3,4
Ambos sexos;70 y más años;Total;2012T4;3,3
Ambos sexos;70 y más años;Total;2012T3;7
Ambos sexos;70 y más años;Total;2012T2;6
Ambos sexos;70 y más años;Total;2012T1;6,5
Ambos sexos;70 y más años;Total;2011T4;5,9
Ambos sexos;70 y más años;Total;2011T3;6,5
Ambos sexos;70 y más años;Total;2011T2;5,4
Ambos sexos;70 y más años;Total;2011T1;4,8
Ambos sexos;70 y más años;Total;2010T4;2,7
Ambos sexos;70 y más años;Total;2010T3;5,2
Ambos sexos;70 y más años;Total;2010T2;5,7
Ambos sexos;70 y más años;Total;2010T1;3,8
Ambos sexos;70 y más años;Total;2009T4;4
Ambos sexos;70 y más años;Total;2009T3;2,9
Ambos sexos;70 y más años;Total;2009T2;1,8
Ambos sexos;70 y más años;Total;2009T1;2,1
Ambos sexos;70 y más años;Total;2008T4;1,2
Ambos sexos;70 y más años;Total;2008T3;1,6
Ambos sexos;70 y más años;Total;2008T2;1,9
Ambos sexos;70 y más años;Total;2008T1;2,5
Ambos sexos;70 y más años;Total;2007T4;1
Ambos sexos;70 y más años;Total;2007T3;0,8
Ambos sexos;70 y más años;Total;2007T2;1,3
Ambos sexos;70 y más años;Total;2007T1;2,4
Ambos sexos;70 y más años;Total;2006T4;1,8
Ambos sexos;70 y más años;Total;2006T3;1,8
Ambos sexos;70 y más años;Total;2006T2;1,9
Ambos sexos;70 y más años;Total;2006T1;1,2
Ambos sexos;70 y más años;Total;2005T4;0,4
Ambos sexos;70 y más años;Total;2005T3;0,4
Ambos sexos;70 y más años;Total;2005T2;1,6
Ambos sexos;70 y más años;Total;2005T1;0,5
Ambos sexos;70 y más años;Total;2004T4;1,4
Ambos sexos;70 y más años;Total;2004T3;0,7
Ambos sexos;70 y más años;Total;2004T2;0,7
Ambos sexos;70 y más años;Total;2004T1;0,5
Ambos sexos;70 y más años;Total;2003T4;0,7
Ambos sexos;70 y más años;Total;2003T3;0,5
Ambos sexos;70 y más años;Total;2003T2;2
Ambos sexos;70 y más años;Total;2003T1;0,9
Ambos sexos;70 y más años;Total;2002T4;1
Ambos sexos;70 y más años;Total;2002T3;2,1
Ambos sexos;70 y más años;Total;2002T2;1,5
Ambos sexos;70 y más años;Total;2002T1;1,5
Ambos sexos;70 y más años;Central;2025T4;0,6
Ambos sexos;70 y más años;Central;2025T3;..
Ambos sexos;70 y más años;Central;2025T2;0,6
Ambos sexos;70 y más años;Central;2025T1;..
Ambos sexos;70 y más años;Central;2024T4;..
Ambos sexos;70 y más años;Central;2024T3;0,2
Ambos sexos;70 y más años;Central;2024T2;0,2
Ambos sexos;70 y más años;Central;2024T1;0,8
Ambos sexos;70 y más años;Central;2023T4;0,8
Ambos sexos;70 y más años;Central;2023T3;0,8
Ambos sexos;70 y más años;Central;2023T2;0,6
Ambos sexos;70 y más años;Central;2023T1;0,6
Ambos sexos;70 y más años;Central;2022T4;0,6
Ambos sexos;70 y más años;Central;2022T3;0,4
Ambos sexos;70 y más años;Central;2022T2;1,7
Ambos sexos;70 y más años;Central;2022T1;1,2
Ambos sexos;70 y más años;Central;2021T4;1,5
Ambos sexos;70 y más años;Central;2021T3;0,2
Ambos sexos;70 y más años;Central;2021T2;0,9
Ambos sexos;70 y más años;Central;2021T1;1
Ambos sexos;70 y más años;Central;2020T4;..
Ambos sexos;70 y más años;Central;2020T3;0,2
Ambos sexos;70 y más años;Central;2020T2;..
Ambos sexos;70 y más años;Central;2020T1;0,1
Ambos sexos;70 y más años;Central;2019T4;..
Ambos sexos;70 y más años;Central;2019T3;0,3
Ambos sexos;70 y más años;Central;2019T2;0,2
Ambos sexos;70 y más años;Central;2019T1;..
Ambos sexos;70 y más años;Central;2018T4;0,8
Ambos sexos;70 y más años;Central;2018T3;0,6
Ambos sexos;70 y más años;Central;2018T2;0,6
Ambos sexos;70 y más años;Central;2018T1;1,2
Ambos sexos;70 y más años;Central;2017T4;0,6
Ambos sexos;70 y más años;Central;2017T3;0,6
Ambos sexos;70 y más años;Central;2017T2;0,2
Ambos sexos;70 y más años;Central;2017T1;0,1
Ambos sexos;70 y más años;Central;2016T4;0,2
Ambos sexos;70 y más años;Central;2016T3;0,2
Ambos sexos;70 y más años;Central;2016T2;..
Ambos sexos;70 y más años;Central;2016T1;..
Ambos sexos;70 y más años;Central;2015T4;..
Ambos sexos;70 y más años;Central;2015T3;..
Ambos sexos;70 y más años;Central;2015T2;..
Ambos sexos;70 y más años;Central;2015T1;0,1
Ambos sexos;70 y más años;Central;2014T4;0,1
Ambos sexos;70 y más años;Central;2014T3;0,1
Ambos sexos;70 y más años;Central;2014T2;0,1
Ambos sexos;70 y más años;Central;2014T1;0,3
Ambos sexos;70 y más años;Central;2013T4;..
Ambos sexos;70 y más años;Central;2013T3;..
Ambos sexos;70 y más años;Central;2013T2;..
Ambos sexos;70 y más años;Central;2013T1;..
Ambos sexos;70 y más años;Central;2012T4;0,2
Ambos sexos;70 y más años;Central;2012T3;0,1
Ambos sexos;70 y más años;Central;2012T2;0,2
Ambos sexos;70 y más años;Central;2012T1;0,2
Ambos sexos;70 y más años;Central;2011T4;0,3
Ambos sexos;70 y más años;Central;2011T3;0,5
Ambos sexos;70 y más años;Central;2011T2;1
Ambos sexos;70 y más años;Central;2011T1;0,6
Ambos sexos;70 y más años;Central;2010T4;0,5
Ambos sexos;70 y más años;Central;2010T3;..
Ambos sexos;70 y más años;Central;2010T2;0,2
Ambos sexos;70 y más años;Central;2010T1;0,2
Ambos sexos;70 y más años;Central;2009T4;0,4
Ambos sexos;70 y más años;Central;2009T3;0,8
Ambos sexos;70 y más años;Central;2009T2;0,2
Ambos sexos;70 y más años;Central;2009T1;0,6
Ambos sexos;70 y más años;Central;2008T4;0,8
Ambos sexos;70 y más años;Central;2008T3;..
Ambos sexos;70 y más años;Central;2008T2;..
Ambos sexos;70 y más años;Central;2008T1;0,5
Ambos sexos;70 y más años;Central;2007T4;0,6
Ambos sexos;70 y más años;Central;2007T3;0,4
Ambos sexos;70 y más años;Central;2007T2;0,3
Ambos sexos;70 y más años;Central;2007T1;..
Ambos sexos;70 y más años;Central;2006T4;..
Ambos sexos;70 y más años;Central;2006T3;..
Ambos sexos;70 y más años;Central;2006T2;0,4
Ambos sexos;70 y más años;Central;2006T1;..
Ambos sexos;70 y más años;Central;2005T4;0,1
Ambos sexos;70 y más años;Central;2005T3;0,2
Ambos sexos;70 y más años;Central;2005T2;0,2
Ambos sexos;70 y más años;Central;2005T1;0,2
Ambos sexos;70 y más años;Central;2004T4;0,3
Ambos sexos;70 y más años;Central;2004T3;0,2
Ambos sexos;70 y más años;Central;2004T2;0,2
Ambos sexos;70 y más años;Central;2004T1;..
Ambos sexos;70 y más años;Central;2003T4;0,2
Ambos sexos;70 y más años;Central;2003T3;0,3
Ambos sexos;70 y más años;Central;2003T2;1,1
Ambos sexos;70 y más años;Central;2003T1;0,9
Ambos sexos;70 y más años;Central;2002T4;0,4
Ambos sexos;70 y más años;Central;2002T3;0,5
Ambos sexos;70 y más años;Central;2002T2;0,1
Ambos sexos;70 y más años;Central;2002T1;0,2
Ambos sexos;70 y más años;Seguridad Social;2025T4;..
Ambos sexos;70 y más años;Seguridad Social;2025T3;..
Ambos sexos;70 y más años;Seguridad Social;2025T2;..
Ambos sexos;70 y más años;Seguridad Social;2025T1;..
Ambos sexos;70 y más años;Seguridad Social;2024T4;..
Ambos sexos;70 y más años;Seguridad Social;2024T3;..
Ambos sexos;70 y más años;Seguridad Social;2024T2;..
Ambos sexos;70 y más años;Seguridad Social;2024T1;..
Ambos sexos;70 y más años;Seguridad Social;2023T4;..
Ambos sexos;70 y más años;Seguridad Social;2023T3;..
Ambos sexos;70 y más años;Seguridad Social;2023T2;..
Ambos sexos;70 y más años;Seguridad Social;2023T1;..
Ambos sexos;70 y más años;Seguridad Social;2022T4;..
Ambos sexos;70 y más años;Seguridad Social;2022T3;0,7
Ambos sexos;70 y más años;Seguridad Social;2022T2;..
Ambos sexos;70 y más años;Seguridad Social;2022T1;..
Ambos sexos;70 y más años;Seguridad Social;2021T4;..
Ambos sexos;70 y más años;Seguridad Social;2021T3;..
Ambos sexos;70 y más años;Seguridad Social;2021T2;..
Ambos sexos;70 y más años;Seguridad Social;2021T1;..
Ambos sexos;70 y más años;Seguridad Social;2020T4;..
Ambos sexos;70 y más años;Seguridad Social;2020T3;..
Ambos sexos;70 y más años;Seguridad Social;2020T2;..
Ambos sexos;70 y más años;Seguridad Social;2020T1;..
Ambos sexos;70 y más años;Seguridad Social;2019T4;..
Ambos sexos;70 y más años;Seguridad Social;2019T3;..
Ambos sexos;70 y más años;Seguridad Social;2019T2;..
Ambos sexos;70 y más años;Seguridad Social;2019T1;..
Ambos sexos;70 y más años;Seguridad Social;2018T4;..
Ambos sexos;70 y más años;Seguridad Social;2018T3;..
Ambos sexos;70 y más años;Seguridad Social;2018T2;..
Ambos sexos;70 y más años;Seguridad Social;2018T1;..
Ambos sexos;70 y más años;Seguridad Social;2017T4;..
Ambos sexos;70 y más años;Seguridad Social;2017T3;..
Ambos sexos;70 y más años;Seguridad Social;2017T2;..
Ambos sexos;70 y más años;Seguridad Social;2017T1;..
Ambos sexos;70 y más años;Seguridad Social;2016T4;..
Ambos sexos;70 y más años;Seguridad Social;2016T3;..
Ambos sexos;70 y más años;Seguridad Social;2016T2;..
Ambos sexos;70 y más años;Seguridad Social;2016T1;..
Ambos sexos;70 y más años;Seguridad Social;2015T4;..
Ambos sexos;70 y más años;Seguridad Social;2015T3;..
Ambos sexos;70 y más años;Seguridad Social;2015T2;..
Ambos sexos;70 y más años;Seguridad Social;2015T1;..
Ambos sexos;70 y más años;Seguridad Social;2014T4;..
Ambos sexos;70 y más años;Seguridad Social;2014T3;..
Ambos sexos;70 y más años;Seguridad Social;2014T2;..
Ambos sexos;70 y más años;Seguridad Social;2014T1;..
Ambos sexos;70 y más años;Seguridad Social;2013T4;..
Ambos sexos;70 y más años;Seguridad Social;2013T3;..
Ambos sexos;70 y más años;Seguridad Social;2013T2;..
Ambos sexos;70 y más años;Seguridad Social;2013T1;..
Ambos sexos;70 y más años;Seguridad Social;2012T4;..
Ambos sexos;70 y más años;Seguridad Social;2012T3;..
Ambos sexos;70 y más años;Seguridad Social;2012T2;..
Ambos sexos;70 y más años;Seguridad Social;2012T1;0,1
Ambos sexos;70 y más años;Seguridad Social;2011T4;..
Ambos sexos;70 y más años;Seguridad Social;2011T3;..
Ambos sexos;70 y más años;Seguridad Social;2011T2;..
Ambos sexos;70 y más años;Seguridad Social;2011T1;0,2
Ambos sexos;70 y más años;Seguridad Social;2010T4;..
Ambos sexos;70 y más años;Seguridad Social;2010T3;..
Ambos sexos;70 y más años;Seguridad Social;2010T2;..
Ambos sexos;70 y más años;Seguridad Social;2010T1;..
Ambos sexos;70 y más años;Seguridad Social;2009T4;..
Ambos sexos;70 y más años;Seguridad Social;2009T3;..
Ambos sexos;70 y más años;Seguridad Social;2009T2;..
Ambos sexos;70 y más años;Seguridad Social;2009T1;..
Ambos sexos;70 y más años;Seguridad Social;2008T4;..
Ambos sexos;70 y más años;Seguridad Social;2008T3;..
Ambos sexos;70 y más años;Seguridad Social;2008T2;..
Ambos sexos;70 y más años;Seguridad Social;2008T1;..
Ambos sexos;70 y más años;Seguridad Social;2007T4;..
Ambos sexos;70 y más años;Seguridad Social;2007T3;..
Ambos sexos;70 y más años;Seguridad Social;2007T2;..
Ambos sexos;70 y más años;Seguridad Social;2007T1;..
Ambos sexos;70 y más años;Seguridad Social;2006T4;..
Ambos sexos;70 y más años;Seguridad Social;2006T3;..
Ambos sexos;70 y más años;Seguridad Social;2006T2;..
Ambos sexos;70 y más años;Seguridad Social;2006T1;..
Ambos sexos;70 y más años;Seguridad Social;2005T4;..
Ambos sexos;70 y más años;Seguridad Social;2005T3;..
Ambos sexos;70 y más años;Seguridad Social;2005T2;0,3
Ambos sexos;70 y más años;Seguridad Social;2005T1;..
Ambos sexos;70 y más años;Seguridad Social;2004T4;..
Ambos sexos;70 y más años;Seguridad Social;2004T3;..
Ambos sexos;70 y más años;Seguridad Social;2004T2;..
Ambos sexos;70 y más años;Seguridad Social;2004T1;..
Ambos sexos;70 y más años;Seguridad Social;2003T4;..
Ambos sexos;70 y más años;Seguridad Social;2003T3;..
Ambos sexos;70 y más años;Seguridad Social;2003T2;0,2
Ambos sexos;70 y más años;Seguridad Social;2003T1;..
Ambos sexos;70 y más años;Seguridad Social;2002T4;..
Ambos sexos;70 y más años;Seguridad Social;2002T3;..
Ambos sexos;70 y más años;Seguridad Social;2002T2;..
Ambos sexos;70 y más años;Seguridad Social;2002T1;..
Ambos sexos;70 y más años;Comunidad Autónoma;2025T4;1,1
Ambos sexos;70 y más años;Comunidad Autónoma;2025T3;1,9
Ambos sexos;70 y más años;Comunidad Autónoma;2025T2;1,9
Ambos sexos;70 y más años;Comunidad Autónoma;2025T1;1,4
Ambos sexos;70 y más años;Comunidad Autónoma;2024T4;0,5
Ambos sexos;70 y más años;Comunidad Autónoma;2024T3;0,5
Ambos sexos;70 y más años;Comunidad Autónoma;2024T2;0,8
Ambos sexos;70 y más años;Comunidad Autónoma;2024T1;..
Ambos sexos;70 y más años;Comunidad Autónoma;2023T4;..
Ambos sexos;70 y más años;Comunidad Autónoma;2023T3;0,1
Ambos sexos;70 y más años;Comunidad Autónoma;2023T2;1,5
Ambos sexos;70 y más años;Comunidad Autónoma;2023T1;0,8
Ambos sexos;70 y más años;Comunidad Autónoma;2022T4;1
Ambos sexos;70 y más años;Comunidad Autónoma;2022T3;0,8
Ambos sexos;70 y más años;Comunidad Autónoma;2022T2;0,5
Ambos sexos;70 y más años;Comunidad Autónoma;2022T1;1
Ambos sexos;70 y más años;Comunidad Autónoma;2021T4;1,2
Ambos sexos;70 y más años;Comunidad Autónoma;2021T3;1,2
Ambos sexos;70 y más años;Comunidad Autónoma;2021T2;1,1
Ambos sexos;70 y más años;Comunidad Autónoma;2021T1;0,8
Ambos sexos;70 y más años;Comunidad Autónoma;2020T4;..
Ambos sexos;70 y más años;Comunidad Autónoma;2020T3;1,2
Ambos sexos;70 y más años;Comunidad Autónoma;2020T2;2,8
Ambos sexos;70 y más años;Comunidad Autónoma;2020T1;4
Ambos sexos;70 y más años;Comunidad Autónoma;2019T4;2,4
Ambos sexos;70 y más años;Comunidad Autónoma;2019T3;3,3
Ambos sexos;70 y más años;Comunidad Autónoma;2019T2;3,3
Ambos sexos;70 y más años;Comunidad Autónoma;2019T1;1,3
Ambos sexos;70 y más años;Comunidad Autónoma;2018T4;1,3
Ambos sexos;70 y más años;Comunidad Autónoma;2018T3;0,6
Ambos sexos;70 y más años;Comunidad Autónoma;2018T2;0,5
Ambos sexos;70 y más años;Comunidad Autónoma;2018T1;0,6
Ambos sexos;70 y más años;Comunidad Autónoma;2017T4;0,6
Ambos sexos;70 y más años;Comunidad Autónoma;2017T3;1,9
Ambos sexos;70 y más años;Comunidad Autónoma;2017T2;1,7
Ambos sexos;70 y más años;Comunidad Autónoma;2017T1;1
Ambos sexos;70 y más años;Comunidad Autónoma;2016T4;1,2
Ambos sexos;70 y más años;Comunidad Autónoma;2016T3;0,5
Ambos sexos;70 y más años;Comunidad Autónoma;2016T2;1,4
Ambos sexos;70 y más años;Comunidad Autónoma;2016T1;0,2
Ambos sexos;70 y más años;Comunidad Autónoma;2015T4;0,8
Ambos sexos;70 y más años;Comunidad Autónoma;2015T3;0,7
Ambos sexos;70 y más años;Comunidad Autónoma;2015T2;1,1
Ambos sexos;70 y más años;Comunidad Autónoma;2015T1;1,2
Ambos sexos;70 y más años;Comunidad Autónoma;2014T4;1,2
Ambos sexos;70 y más años;Comunidad Autónoma;2014T3;1,9
Ambos sexos;70 y más años;Comunidad Autónoma;2014T2;1,4
Ambos sexos;70 y más años;Comunidad Autónoma;2014T1;2,7
Ambos sexos;70 y más años;Comunidad Autónoma;2013T4;3,6
Ambos sexos;70 y más años;Comunidad Autónoma;2013T3;2,9
Ambos sexos;70 y más años;Comunidad Autónoma;2013T2;4
Ambos sexos;70 y más años;Comunidad Autónoma;2013T1;3,4
Ambos sexos;70 y más años;Comunidad Autónoma;2012T4;2,9
Ambos sexos;70 y más años;Comunidad Autónoma;2012T3;6,7
Ambos sexos;70 y más años;Comunidad Autónoma;2012T2;5,7
Ambos sexos;70 y más años;Comunidad Autónoma;2012T1;6,2
Ambos sexos;70 y más años;Comunidad Autónoma;2011T4;5,6
Ambos sexos;70 y más años;Comunidad Autónoma;2011T3;5,3
Ambos sexos;70 y más años;Comunidad Autónoma;2011T2;3,7
Ambos sexos;70 y más años;Comunidad Autónoma;2011T1;3,4
Ambos sexos;70 y más años;Comunidad Autónoma;2010T4;2,3
Ambos sexos;70 y más años;Comunidad Autónoma;2010T3;4,5
Ambos sexos;70 y más años;Comunidad Autónoma;2010T2;4,7
Ambos sexos;70 y más años;Comunidad Autónoma;2010T1;3,3
Ambos sexos;70 y más años;Comunidad Autónoma;2009T4;2,3
Ambos sexos;70 y más años;Comunidad Autónoma;2009T3;1,3
Ambos sexos;70 y más años;Comunidad Autónoma;2009T2;1
Ambos sexos;70 y más años;Comunidad Autónoma;2009T1;0,2
Ambos sexos;70 y más años;Comunidad Autónoma;2008T4;0,2
Ambos sexos;70 y más años;Comunidad Autónoma;2008T3;0,4
Ambos sexos;70 y más años;Comunidad Autónoma;2008T2;1,1
Ambos sexos;70 y más años;Comunidad Autónoma;2008T1;1,3
Ambos sexos;70 y más años;Comunidad Autónoma;2007T4;0,1
Ambos sexos;70 y más años;Comunidad Autónoma;2007T3;0,1
Ambos sexos;70 y más años;Comunidad Autónoma;2007T2;0,3
Ambos sexos;70 y más años;Comunidad Autónoma;2007T1;0,3
Ambos sexos;70 y más años;Comunidad Autónoma;2006T4;0,5
Ambos sexos;70 y más años;Comunidad Autónoma;2006T3;1,3
Ambos sexos;70 y más años;Comunidad Autónoma;2006T2;0,6
Ambos sexos;70 y más años;Comunidad Autónoma;2006T1;0,4
Ambos sexos;70 y más años;Comunidad Autónoma;2005T4;0,1
Ambos sexos;70 y más años;Comunidad Autónoma;2005T3;0,2
Ambos sexos;70 y más años;Comunidad Autónoma;2005T2;..
Ambos sexos;70 y más años;Comunidad Autónoma;2005T1;..
Ambos sexos;70 y más años;Comunidad Autónoma;2004T4;1
Ambos sexos;70 y más años;Comunidad Autónoma;2004T3;0,1
Ambos sexos;70 y más años;Comunidad Autónoma;2004T2;0,2
Ambos sexos;70 y más años;Comunidad Autónoma;2004T1;0,1
Ambos sexos;70 y más años;Comunidad Autónoma;2003T4;0,2
Ambos sexos;70 y más años;Comunidad Autónoma;2003T3;..
Ambos sexos;70 y más años;Comunidad Autónoma;2003T2;..
Ambos sexos;70 y más años;Comunidad Autónoma;2003T1;..
Ambos sexos;70 y más años;Comunidad Autónoma;2002T4;..
Ambos sexos;70 y más años;Comunidad Autónoma;2002T3;..
Ambos sexos;70 y más años;Comunidad Autónoma;2002T2;..
Ambos sexos;70 y más años;Comunidad Autónoma;2002T1;..
