Sexo;Motivos de no trabajar;Sector económico;Periodo;Total
Hombres;Permiso por nacimiento de hijo/a;Construcción;2024T4;5,5
Hombres;Permiso por nacimiento de hijo/a;Construcción;2024T3;8,2
Hombres;Permiso por nacimiento de hijo/a;Construcción;2024T2;6,4
Hombres;Permiso por nacimiento de hijo/a;Construcción;2024T1;4,9
Hombres;Permiso por nacimiento de hijo/a;Construcción;2023T4;5,3
Hombres;Permiso por nacimiento de hijo/a;Construcción;2023T3;5,4
Hombres;Permiso por nacimiento de hijo/a;Construcción;2023T2;5,4
Hombres;Permiso por nacimiento de hijo/a;Construcción;2023T1;5,6
Hombres;Permiso por nacimiento de hijo/a;Construcción;2022T4;5,9
Hombres;Permiso por nacimiento de hijo/a;Construcción;2022T3;4,1
Hombres;Permiso por nacimiento de hijo/a;Construcción;2022T2;8,2
Hombres;Permiso por nacimiento de hijo/a;Construcción;2022T1;6,6
Hombres;Permiso por nacimiento de hijo/a;Construcción;2021T4;3,9
Hombres;Permiso por nacimiento de hijo/a;Construcción;2021T3;4,7
Hombres;Permiso por nacimiento de hijo/a;Construcción;2021T2;5,6
Hombres;Permiso por nacimiento de hijo/a;Construcción;2021T1;5,3
Hombres;Permiso por nacimiento de hijo/a;Construcción;2020T4;5,2
Hombres;Permiso por nacimiento de hijo/a;Construcción;2020T3;2,1
Hombres;Permiso por nacimiento de hijo/a;Construcción;2020T2;5,4
Hombres;Permiso por nacimiento de hijo/a;Construcción;2020T1;1,7
Hombres;Permiso por nacimiento de hijo/a;Construcción;2019T4;2,1
Hombres;Permiso por nacimiento de hijo/a;Construcción;2019T3;3,2
Hombres;Permiso por nacimiento de hijo/a;Construcción;2019T2;0,9
Hombres;Permiso por nacimiento de hijo/a;Construcción;2019T1;1,4
Hombres;Permiso por nacimiento de hijo/a;Construcción;2018T4;2,1
Hombres;Permiso por nacimiento de hijo/a;Construcción;2018T3;1,3
Hombres;Permiso por nacimiento de hijo/a;Construcción;2018T2;1,9
Hombres;Permiso por nacimiento de hijo/a;Construcción;2018T1;1,4
Hombres;Permiso por nacimiento de hijo/a;Construcción;2017T4;0,2
Hombres;Permiso por nacimiento de hijo/a;Construcción;2017T3;0,7
Hombres;Permiso por nacimiento de hijo/a;Construcción;2017T2;0,3
Hombres;Permiso por nacimiento de hijo/a;Construcción;2017T1;1,6
Hombres;Permiso por nacimiento de hijo/a;Construcción;2016T4;0,7
Hombres;Permiso por nacimiento de hijo/a;Construcción;2016T3;0,9
Hombres;Permiso por nacimiento de hijo/a;Construcción;2016T2;1,4
Hombres;Permiso por nacimiento de hijo/a;Construcción;2016T1;0,8
Hombres;Permiso por nacimiento de hijo/a;Construcción;2015T4;0,8
Hombres;Permiso por nacimiento de hijo/a;Construcción;2015T3;..
Hombres;Permiso por nacimiento de hijo/a;Construcción;2015T2;..
Hombres;Permiso por nacimiento de hijo/a;Construcción;2015T1;0,1
Hombres;Permiso por nacimiento de hijo/a;Construcción;2014T4;..
Hombres;Permiso por nacimiento de hijo/a;Construcción;2014T3;2,2
Hombres;Permiso por nacimiento de hijo/a;Construcción;2014T2;0,8
Hombres;Permiso por nacimiento de hijo/a;Construcción;2014T1;0,5
Hombres;Permiso por nacimiento de hijo/a;Construcción;2013T4;1,4
Hombres;Permiso por nacimiento de hijo/a;Construcción;2013T3;1,7
Hombres;Permiso por nacimiento de hijo/a;Construcción;2013T2;0,8
Hombres;Permiso por nacimiento de hijo/a;Construcción;2013T1;0,7
Hombres;Permiso por nacimiento de hijo/a;Construcción;2012T4;0,3
Hombres;Permiso por nacimiento de hijo/a;Construcción;2012T3;0,9
Hombres;Permiso por nacimiento de hijo/a;Construcción;2012T2;1,0
Hombres;Permiso por nacimiento de hijo/a;Construcción;2012T1;0,6
Hombres;Permiso por nacimiento de hijo/a;Construcción;2011T4;..
Hombres;Permiso por nacimiento de hijo/a;Construcción;2011T3;1,3
Hombres;Permiso por nacimiento de hijo/a;Construcción;2011T2;0,3
Hombres;Permiso por nacimiento de hijo/a;Construcción;2011T1;0,4
Hombres;Permiso por nacimiento de hijo/a;Construcción;2010T4;2,0
Hombres;Permiso por nacimiento de hijo/a;Construcción;2010T3;0,1
Hombres;Permiso por nacimiento de hijo/a;Construcción;2010T2;0,2
Hombres;Permiso por nacimiento de hijo/a;Construcción;2010T1;0,5
Hombres;Permiso por nacimiento de hijo/a;Construcción;2009T4;0,8
Hombres;Permiso por nacimiento de hijo/a;Construcción;2009T3;0,6
Hombres;Permiso por nacimiento de hijo/a;Construcción;2009T2;0,5
Hombres;Permiso por nacimiento de hijo/a;Construcción;2009T1;0,7
Hombres;Permiso por nacimiento de hijo/a;Construcción;2008T4;0,6
Hombres;Permiso por nacimiento de hijo/a;Construcción;2008T3;1,0
Hombres;Permiso por nacimiento de hijo/a;Construcción;2008T2;..
Hombres;Permiso por nacimiento de hijo/a;Construcción;2008T1;4,4
Hombres;Permiso por nacimiento de hijo/a;Servicios;2025T4;39,2
Hombres;Permiso por nacimiento de hijo/a;Servicios;2025T3;32,6
Hombres;Permiso por nacimiento de hijo/a;Servicios;2025T2;32,0
Hombres;Permiso por nacimiento de hijo/a;Servicios;2025T1;37,5
Hombres;Permiso por nacimiento de hijo/a;Servicios;2024T4;36,0
Hombres;Permiso por nacimiento de hijo/a;Servicios;2024T3;33,3
Hombres;Permiso por nacimiento de hijo/a;Servicios;2024T2;29,0
Hombres;Permiso por nacimiento de hijo/a;Servicios;2024T1;37,2
Hombres;Permiso por nacimiento de hijo/a;Servicios;2023T4;38,5
Hombres;Permiso por nacimiento de hijo/a;Servicios;2023T3;33,5
Hombres;Permiso por nacimiento de hijo/a;Servicios;2023T2;28,1
Hombres;Permiso por nacimiento de hijo/a;Servicios;2023T1;42,2
Hombres;Permiso por nacimiento de hijo/a;Servicios;2022T4;29,5
Hombres;Permiso por nacimiento de hijo/a;Servicios;2022T3;36,3
Hombres;Permiso por nacimiento de hijo/a;Servicios;2022T2;37,1
Hombres;Permiso por nacimiento de hijo/a;Servicios;2022T1;26,1
Hombres;Permiso por nacimiento de hijo/a;Servicios;2021T4;42,9
Hombres;Permiso por nacimiento de hijo/a;Servicios;2021T3;30,5
Hombres;Permiso por nacimiento de hijo/a;Servicios;2021T2;29,3
Hombres;Permiso por nacimiento de hijo/a;Servicios;2021T1;23,2
Hombres;Permiso por nacimiento de hijo/a;Servicios;2020T4;25,4
Hombres;Permiso por nacimiento de hijo/a;Servicios;2020T3;29,0
Hombres;Permiso por nacimiento de hijo/a;Servicios;2020T2;22,0
Hombres;Permiso por nacimiento de hijo/a;Servicios;2020T1;17,7
Hombres;Permiso por nacimiento de hijo/a;Servicios;2019T4;17,6
Hombres;Permiso por nacimiento de hijo/a;Servicios;2019T3;15,2
Hombres;Permiso por nacimiento de hijo/a;Servicios;2019T2;7,2
Hombres;Permiso por nacimiento de hijo/a;Servicios;2019T1;8,6
Hombres;Permiso por nacimiento de hijo/a;Servicios;2018T4;7,7
Hombres;Permiso por nacimiento de hijo/a;Servicios;2018T3;9,9
Hombres;Permiso por nacimiento de hijo/a;Servicios;2018T2;8,2
Hombres;Permiso por nacimiento de hijo/a;Servicios;2018T1;9,1
Hombres;Permiso por nacimiento de hijo/a;Servicios;2017T4;8,0
Hombres;Permiso por nacimiento de hijo/a;Servicios;2017T3;8,2
Hombres;Permiso por nacimiento de hijo/a;Servicios;2017T2;9,2
Hombres;Permiso por nacimiento de hijo/a;Servicios;2017T1;9,0
Hombres;Permiso por nacimiento de hijo/a;Servicios;2016T4;5,7
Hombres;Permiso por nacimiento de hijo/a;Servicios;2016T3;4,0
Hombres;Permiso por nacimiento de hijo/a;Servicios;2016T2;3,7
Hombres;Permiso por nacimiento de hijo/a;Servicios;2016T1;1,9
Hombres;Permiso por nacimiento de hijo/a;Servicios;2015T4;4,0
Hombres;Permiso por nacimiento de hijo/a;Servicios;2015T3;3,2
Hombres;Permiso por nacimiento de hijo/a;Servicios;2015T2;7,1
Hombres;Permiso por nacimiento de hijo/a;Servicios;2015T1;4,6
Hombres;Permiso por nacimiento de hijo/a;Servicios;2014T4;3,8
Hombres;Permiso por nacimiento de hijo/a;Servicios;2014T3;5,4
Hombres;Permiso por nacimiento de hijo/a;Servicios;2014T2;2,7
Hombres;Permiso por nacimiento de hijo/a;Servicios;2014T1;3,4
Hombres;Permiso por nacimiento de hijo/a;Servicios;2013T4;4,1
Hombres;Permiso por nacimiento de hijo/a;Servicios;2013T3;5,6
Hombres;Permiso por nacimiento de hijo/a;Servicios;2013T2;4,0
Hombres;Permiso por nacimiento de hijo/a;Servicios;2013T1;3,7
Hombres;Permiso por nacimiento de hijo/a;Servicios;2012T4;2,5
Hombres;Permiso por nacimiento de hijo/a;Servicios;2012T3;4,3
Hombres;Permiso por nacimiento de hijo/a;Servicios;2012T2;3,3
Hombres;Permiso por nacimiento de hijo/a;Servicios;2012T1;7,8
Hombres;Permiso por nacimiento de hijo/a;Servicios;2011T4;5,4
Hombres;Permiso por nacimiento de hijo/a;Servicios;2011T3;3,8
Hombres;Permiso por nacimiento de hijo/a;Servicios;2011T2;5,7
Hombres;Permiso por nacimiento de hijo/a;Servicios;2011T1;6,1
Hombres;Permiso por nacimiento de hijo/a;Servicios;2010T4;6,7
Hombres;Permiso por nacimiento de hijo/a;Servicios;2010T3;5,5
Hombres;Permiso por nacimiento de hijo/a;Servicios;2010T2;4,9
Hombres;Permiso por nacimiento de hijo/a;Servicios;2010T1;5,0
Hombres;Permiso por nacimiento de hijo/a;Servicios;2009T4;5,2
Hombres;Permiso por nacimiento de hijo/a;Servicios;2009T3;3,6
Hombres;Permiso por nacimiento de hijo/a;Servicios;2009T2;5,4
Hombres;Permiso por nacimiento de hijo/a;Servicios;2009T1;5,1
Hombres;Permiso por nacimiento de hijo/a;Servicios;2008T4;3,0
Hombres;Permiso por nacimiento de hijo/a;Servicios;2008T3;5,3
Hombres;Permiso por nacimiento de hijo/a;Servicios;2008T2;5,9
Hombres;Permiso por nacimiento de hijo/a;Servicios;2008T1;6,1
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2025T4;468,9
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2025T3;444,2
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2025T2;449,7
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2025T1;428,6
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2024T4;450,8
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2024T3;435,7
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2024T2;415,0
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2024T1;423,3
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2023T4;388,3
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2023T3;376,8
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2023T2;404,5
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2023T1;376,6
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2022T4;381,8
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2022T3;347,9
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2022T2;362,5
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2022T1;435,3
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2021T4;347,8
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2021T3;311,6
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2021T2;323,6
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2021T1;371,2
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2020T4;327,0
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2020T3;296,6
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2020T2;351,5
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2020T1;283,9
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2019T4;237,7
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2019T3;226,9
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2019T2;234,0
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2019T1;238,1
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2018T4;238,7
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2018T3;224,9
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2018T2;241,9
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2018T1;219,2
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2017T4;213,0
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2017T3;189,8
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2017T2;214,3
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2017T1;211,0
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2016T4;182,7
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2016T3;178,9
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2016T2;209,2
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2016T1;187,7
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2015T4;170,8
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2015T3;163,1
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2015T2;155,9
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2015T1;168,3
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2014T4;151,3
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2014T3;158,4
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2014T2;145,5
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2014T1;157,8
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2013T4;155,7
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2013T3;149,1
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2013T2;149,8
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2013T1;169,0
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2012T4;160,7
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2012T3;152,3
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2012T2;164,2
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2012T1;175,1
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2011T4;185,6
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2011T3;171,2
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2011T2;179,6
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2011T1;199,4
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2010T4;197,4
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2010T3;196,5
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2010T2;215,0
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2010T1;215,6
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2009T4;221,8
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2009T3;200,6
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2009T2;217,9
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2009T1;240,8
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2008T4;251,4
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2008T3;233,2
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2008T2;255,3
Hombres;Enfermedad, accidente o incapacidad temporal;Total;2008T1;272,1
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2025T4;24,1
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2025T3;27,3
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2025T2;21,4
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2025T1;24,3
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2024T4;24,6
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2024T3;21,5
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2024T2;20,1
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2024T1;21,2
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2023T4;18,8
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2023T3;19,5
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2023T2;19,3
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2023T1;18,1
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2022T4;21,4
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2022T3;15,1
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2022T2;14,7
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2022T1;23,6
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2021T4;16,7
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2021T3;19,8
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2021T2;16,7
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2021T1;21,5
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2020T4;16,7
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2020T3;16,7
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2020T2;17,7
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2020T1;14,5
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2019T4;12,4
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2019T3;15,4
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2019T2;14,0
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2019T1;9,5
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2018T4;10,2
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2018T3;13,7
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2018T2;14,1
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2018T1;15,6
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2017T4;12,8
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2017T3;13,1
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2017T2;17,7
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2017T1;14,0
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2016T4;13,0
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2016T3;9,2
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2016T2;13,0
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2016T1;10,7
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2015T4;9,3
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2015T3;9,5
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2015T2;8,8
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2015T1;9,3
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2014T4;4,8
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2014T3;10,6
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2014T2;8,6
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2014T1;8,0
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2013T4;9,9
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2013T3;8,1
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2013T2;7,9
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2013T1;11,8
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2012T4;7,1
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2012T3;5,7
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2012T2;5,5
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2012T1;11,5
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2011T4;10,0
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2011T3;9,3
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2011T2;10,3
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2011T1;10,1
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2010T4;9,4
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2010T3;13,4
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2010T2;15,3
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2010T1;12,7
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2009T4;9,3
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2009T3;10,2
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2009T2;10,4
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2009T1;12,1
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2008T4;13,1
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2008T3;13,5
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2008T2;13,6
Hombres;Enfermedad, accidente o incapacidad temporal;Agricultura;2008T1;12,8
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2025T4;94,4
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2025T3;90,4
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2025T2;102,6
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2025T1;100,8
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2024T4;101,2
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2024T3;102,4
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2024T2;79,1
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2024T1;96,1
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2023T4;84,5
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2023T3;75,1
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2023T2;88,4
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2023T1;83,4
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2022T4;84,5
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2022T3;70,9
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2022T2;88,6
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2022T1;91,1
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2021T4;82,8
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2021T3;77,1
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2021T2;73,0
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2021T1;80,8
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2020T4;60,2
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2020T3;54,6
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2020T2;72,4
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2020T1;59,5
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2019T4;51,4
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2019T3;48,0
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2019T2;43,9
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2019T1;50,7
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2018T4;52,3
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2018T3;51,0
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2018T2;50,7
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2018T1;45,6
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2017T4;45,8
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2017T3;37,8
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2017T2;41,1
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2017T1;42,1
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2016T4;33,6
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2016T3;36,2
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2016T2;40,3
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2016T1;41,6
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2015T4;38,2
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2015T3;38,9
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2015T2;37,1
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2015T1;32,0
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2014T4;34,7
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2014T3;29,8
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2014T2;33,4
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2014T1;35,2
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2013T4;36,3
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2013T3;34,0
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2013T2;34,6
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2013T1;36,3
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2012T4;37,8
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2012T3;34,2
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2012T2;40,6
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2012T1;38,2
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2011T4;42,4
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2011T3;37,0
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2011T2;38,6
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2011T1;36,4
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2010T4;38,6
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2010T3;41,6
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2010T2;49,5
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2010T1;47,0
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2009T4;48,8
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2009T3;45,8
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2009T2;54,5
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2009T1;60,4
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2008T4;52,4
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2008T3;60,5
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2008T2;59,7
Hombres;Enfermedad, accidente o incapacidad temporal;Industria;2008T1;55,5
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2025T4;60,2
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2025T3;59,3
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2025T2;56,3
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2025T1;53,6
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2024T4;54,7
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2024T3;55,2
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2024T2;59,9
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2024T1;51,3
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2023T4;50,3
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2023T3;59,0
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2023T2;51,1
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2023T1;42,6
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2022T4;49,3
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2022T3;47,9
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2022T2;42,5
Hombres;Enfermedad, accidente o incapacidad temporal;Construcción;2022T1;63,4
